time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-03-17 13:09:27.000,"[2.42338228225708, 6.93506383895874, 0.9257994890213012]","[0.7290099859237671, 0.6643589735031128, -0.0416699983179569, 0.1594769954681396, 1.1754584312438965, -1.2708686590194702, -1.79742431640625]","[27.6875, -34.125, 14.5625]","[0.3370230793952942, -0.0570897199213504, -0.3439171314239502]","[-156.0625, -82.5625, -36.0]","[1.306399941444397, -2.435499906539917, 3.5857999324798584]","[-0.1727003306150436, 0.2314132004976272, 0.1691747605800628]","[1.1157000064849854, 9.368800163269045, -2.673799991607666]",right,START,skidded_short,expert,blue,
2024-03-17 13:09:27.100,"[-0.1600092947483062, 7.358272552490234, -1.303939700126648]","[0.7290840148925781, 0.6644729971885681, -0.0523060001432895, 0.155482992529869, 1.195420742034912, -1.2618283033370972, -1.798356533050537]","[26.6875, -34.25, 14.125]","[0.01972221955657, -0.0794997438788414, -0.4276754856109619]","[-156.75, -82.9375, -36.4375]","[-1.240299940109253, -1.987299919128418, 1.47979998588562]","[-0.1114043667912483, 0.2649409770965576, -0.1747249066829681]","[1.0931999683380127, 9.342199325561523, -2.7742998600006104]",,,skidded_short,expert,blue,"[45.0, 1.5, 34.547950744628906, 17.788000106811523, 7.729712963104248, 314.61065673828125, 2480.7581000681967, 6.6557093, 44.5583345]"
2024-03-17 13:09:27.200,"[-0.6088455319404602, 8.554616928100586, 0.0020877439528703]","[0.7299759984016418, 0.6628320217132568, -0.0676250010728836, 0.1523640006780624, 1.2137938737869265, -1.2440625429153442, -1.8062629699707031]","[26.875, -34.8125, 14.25]","[0.2722364664077759, 0.0049741882830858, -0.4698600769042969]","[-156.5625, -83.0625, -36.375]","[-1.698099970817566, -0.7364000082015991, 2.948899984359741]","[-0.1679006665945053, 0.5644744038581848, 0.1824043542146682]","[1.0999000072479248, 9.287799835205078, -2.948899984359741]",,,skidded_short,expert,blue,
2024-03-17 13:09:27.300,"[3.832235813140869, 11.901643753051758, 2.044456720352173]","[0.7294059991836548, 0.6657540202140808, -0.0838690027594566, 0.1330520063638687, 1.2501314878463743, -1.2497066259384155, -1.8209751844406128]","[27.25, -35.25, 12.4375]","[0.2542421221733093, 0.4767366945743561, -0.183713361620903]","[-156.0625, -83.625, -38.0]","[2.8489999771118164, 2.5800998210906982, 4.976900100708008]","[0.4537506997585296, -0.0930434986948967, -0.2175727486610412]","[0.9753999710083008, 9.305399894714355, -2.937099933624268]",,,skidded_short,expert,blue,
2024-03-17 13:09:27.400,"[1.02615487575531, 10.762032508850098, -4.801648139953613]","[0.713782012462616, 0.6827800273895264, -0.0868579968810081, 0.1295379996299743, 1.397940993309021, -1.2603894472122192, -1.6825344562530518]","[28.8125, -33.5, 12.5]","[-0.2816786766052246, 0.0527962110936641, 0.7641051411628723]","[-154.8125, -82.1875, -38.375]","[0.5047000050544739, 1.409999966621399, -1.8446999788284304]","[-0.2510481476783752, -0.6738367080688477, 1.041019082069397]","[0.5151000022888184, 9.33799934387207, -2.950700044631958]",,,skidded_short,expert,blue,
2024-03-17 13:09:27.500,"[4.153805732727051, 4.555629253387451, 0.9676022529602052]","[0.6872869729995728, 0.7110339999198914, -0.0369339995086193, 0.143883004784584, 1.625042200088501, -1.312163233757019, -1.3638733625411987]","[31.0625, -31.0, 13.875]","[0.9442405700683594, -1.124044418334961, 0.5266356468200684]","[-152.875, -80.0, -37.125]","[4.274399757385254, -4.940000057220459, 3.465399980545044]","[-0.409611314535141, -1.1936131715774536, 2.107781887054444]","[-0.1359999924898147, 9.48040008544922, -2.50440001487732]",,,skidded_short,expert,blue,
2024-03-17 13:09:27.600,"[-2.3725101947784424, 0.0200729873031377, -6.971388816833496]","[0.6264600157737732, 0.7574390172958374, 0.0157689992338418, 0.1832609921693802, 2.0916247367858887, -1.2689532041549685, -0.7642862796783447]","[33.0, -27.875, 16.5625]","[0.7354294061660767, -1.131531834602356, 1.372107982635498]","[-150.4375, -76.375, -34.375]","[-0.9126999974250792, -9.353400230407717, -4.424099922180176]","[1.5478452444076538, -2.0226969718933105, 1.058681845664978]","[-1.4505999088287354, 9.363200187683104, -2.5286998748779297]",,,skidded_short,expert,blue,
2024-03-17 13:09:27.700,"[1.2504340410232544, 12.273414611816406, -4.934104919433594]","[0.5743169784545898, 0.7777040004730225, 0.1343230009078979, 0.2174679934978485, 2.498966693878174, -1.2587883472442627, -0.1335184425115585]","[32.625, -24.875, 20.3125]","[0.4768763184547424, -2.7848997116088867, 2.3109729290008545]","[-150.9375, -74.0, -31.0]","[3.645399808883667, 2.925099849700928, -3.118799924850464]","[-0.881949782371521, -1.7834646701812744, 1.858775615692139]","[-2.4098000526428223, 9.333099365234377, -1.803999900817871]",,,skidded_short,expert,blue,
2024-03-17 13:09:27.800,"[-0.2641474902629852, 10.011641502380373, -5.293800354003906]","[0.5120069980621338, 0.7862740159034729, 0.1706279963254928, 0.3008419871330261, 2.3499867916107178, -1.1380553245544434, -0.0949200242757797]","[30.1875, -22.375, 26.4375]","[-0.1557357311248779, -1.899180054664612, 0.7163878679275513]","[-153.25, -71.125, -24.3125]","[2.63479995727539, 1.100000023841858, -2.359799861907959]","[0.423783391714096, -0.8525060415267944, 0.6121218800544739]","[-2.889799833297729, 8.902599334716797, -2.9258999824523926]",,,skidded_short,expert,blue,
2024-03-17 13:09:27.900,"[1.3641395568847656, 4.581084251403809, 4.515138626098633]","[0.4966540038585663, 0.7782549858093262, 0.2070280015468597, 0.3237159848213196, 2.354276657104492, -1.1363030672073364, 0.0016426546499133]","[28.3125, -22.875, 27.0]","[0.7663042545318604, -0.8779878616333008, 0.0390779227018356]","[-154.75, -71.3125, -23.6875]","[4.26669979095459, -4.325500011444092, 7.42579984664917]","[0.3920707702636719, -0.2508212625980377, 0.2923077344894409]","[-2.9133999347686768, 8.895400047302246, -2.924499988555908]",,,skidded_short,expert,blue,
