time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-03-17 12:43:05.400,"[2.028415441513061, 10.458418846130373, 1.7642488479614258]","[-0.4862009882926941, -0.0982230007648468, 0.6467419862747192, 0.5793820023536682, 1.2979085445404053, -1.0064411163330078, 2.187485933303833]","[-21.5, -39.9375, 4.5625]","[-0.3034603893756866, 0.5590813159942627, -0.5938133597373962]","[-202.25, -87.6875, -46.8125]","[0.606499969959259, 2.16789984703064, 6.80649995803833]","[-0.0225147474557161, 0.3369532525539398, -0.4841892421245575]","[1.413599967956543, 8.285900115966797, -5.05109977722168]",left,START,quick,expert,blue,
2024-03-17 12:43:05.500,"[0.8185104727745056, 9.211652755737305, -1.888057827949524]","[-0.4810940027236938, -0.063509002327919, 0.6429039835929871, 0.5926110148429871, 1.2754848003387451, -0.9668335318565368, 2.105822801589966]","[-23.875, -38.5625, 6.8125]","[-0.191741868853569, 0.7282211780548096, -0.2791828513145447]","[-204.625, -86.5, -44.4375]","[-0.8068000078201294, 1.1267999410629272, 3.445299863815308]","[0.07370525598526, 0.5565680265426636, -0.707957923412323]","[1.6208000183105469, 8.071700096130371, -5.328099727630615]",,,quick,expert,blue,
2024-03-17 12:43:05.600,"[2.2444875240325928, 8.785715103149414, -0.958063781261444]","[-0.4618889987468719, -0.0303959995508193, 0.6403189897537231, 0.6129639744758606, 1.259824514389038, -0.9493961334228516, 2.008386611938477]","[-25.125, -37.75, 7.8125]","[0.2729869484901428, 1.2125849723815918, -0.2063328176736831]","[-205.9375, -85.5625, -43.6875]","[0.488999992609024, 0.8034999966621399, 4.483999729156494]","[0.3353824615478515, 0.955410659313202, -0.2735978066921234]","[1.7467999458312988, 7.973399639129639, -5.435299873352051]",,,quick,expert,blue,
2024-03-17 12:43:05.700,"[2.2689085006713867, 8.709138870239258, -0.858934223651886]","[-0.428299993276596, 0.0035649999044835, 0.6494539976119995, 0.6282950043678284, 1.2988312244415283, -0.9493609070777892, 1.940667748451233]","[-25.4375, -36.875, 10.0625]","[0.1703790426254272, 0.6428920030593872, -0.045238934457302]","[-206.25, -84.625, -41.3125]","[0.7217999696731567, 0.7251999974250793, 4.656199932098389]","[-0.1300793886184692, 0.8477064371109009, -0.1608669906854629]","[1.5335999727249146, 7.973199844360352, -5.499499797821045]",,,quick,expert,blue,
2024-03-17 12:43:05.800,"[0.3473028838634491, 7.91119909286499, -2.4525437355041504]","[-0.4000279903411865, 0.0269259996712207, 0.6609389781951904, 0.6343579888343811, 1.3525177240371704, -0.9561917185783386, 1.9134215116500848]","[-25.375, -37.6875, 11.3125]","[0.1102873533964157, 0.3814417123794555, 0.1733461022377014]","[-206.3125, -85.375, -40.125]","[-0.8811999559402466, -0.1078999936580658, 3.0688998699188232]","[0.1268505305051803, 0.4680449366569519, 0.0511905066668987]","[1.2244999408721924, 8.01200008392334, -5.520599842071533]",,,quick,expert,blue,
2024-03-17 12:43:05.900,"[1.157031536102295, 12.31008529663086, -4.080380439758301]","[-0.384768009185791, 0.0341320000588893, 0.6715080142021179, 0.6323480010032654, 1.4012985229492188, -0.9666506052017212, 1.926712989807129]","[-24.375, -37.4375, 11.375]","[0.3317172825336456, 0.422683835029602, -0.0760439932346344]","[-205.375, -85.0625, -40.0]","[0.2075999975204467, 4.2266998291015625, 1.4112999439239502]","[0.1413367688655853, 0.2815565168857574, -0.005340707488358]","[0.9395999908447266, 8.070699691772461, -5.490900039672852]",,,quick,expert,blue,
2024-03-17 12:43:06.000,"[4.2257184982299805, 10.156864166259766, 1.1603546142578125]","[-0.3740130066871643, 0.0378759987652301, 0.6720709800720215, 0.6379640102386475, 1.4022423028945925, -0.9776426553726196, 1.90457820892334]","[-25.125, -37.3125, 11.375]","[-0.0130550628527998, 0.7187615036964417, -0.851877748966217]","[-205.875, -85.125, -40.125]","[3.2971999645233154, 2.0183000564575195, 6.56119966506958]","[0.1832944750785827, 0.5305626392364502, -0.5175948143005371]","[0.9194999933242798, 8.131500244140625, -5.40399980545044]",,,quick,expert,blue,
2024-03-17 12:43:06.100,"[1.723566651344299, 9.412181854248049, 0.0738084465265274]","[-0.3447070121765136, 0.0700749978423118, 0.6597170233726501, 0.6641079783439636, 1.3556575775146484, -0.9754173159599304, 1.764761447906494]","[-26.75, -35.875, 13.1875]","[-0.13578662276268, 1.123224139213562, -1.3488951921463013]","[-207.375, -83.875, -38.1875]","[0.5321999788284302, 1.275399923324585, 5.43179988861084]","[-0.0403171069920063, 0.9968796968460084, -1.0192198753356934]","[1.1740999221801758, 8.119199752807617, -5.372999668121338]",,,quick,expert,blue,"[45.0, 1.5, 25.294431686401367, 11.553000450134276, 3.485121250152588, 183.7174224853516, 2577.345662164502, 6.6546985, 44.585768]"
2024-03-17 12:43:06.200,"[-1.2663220167160034, 7.842198371887207, -2.8294386863708496]","[-0.3129499852657318, 0.1229330003261566, 0.6387990117073059, 0.6920139789581299, 1.3074843883514404, -0.9393455386161804, 1.5911322832107544]","[-30.125, -32.75, 16.5625]","[-0.3378608226776123, 0.2793050408363342, -0.9054768085479736]","[-210.75, -80.8125, -35.4375]","[-2.761899948120117, -0.0898999944329261, 2.7651000022888184]","[-0.2762681543827057, 1.189337134361267, -1.3849362134933472]","[1.5066999197006226, 7.915599822998047, -5.589399814605713]",,,quick,expert,blue,
2024-03-17 12:43:06.300,"[0.3573489785194397, 16.21746063232422, -0.9464374780654908]","[-0.2937729954719543, 0.1743109971284866, 0.6080769896507263, 0.716625988483429, 1.2529826164245603, -0.8774502873420715, 1.4328563213348389]","[-32.375, -29.6875, 19.125]","[-0.1251924633979797, 0.5193576216697693, -1.100046157836914]","[-213.0625, -77.8125, -32.6875]","[-1.6053999662399292, 8.667900085449219, 5.021999835968018]","[-0.5938657522201538, 0.4653920531272888, -0.564945638179779]","[1.9584999084472656, 7.542399883270264, -5.95359992980957]",,,quick,expert,blue,
