TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-0.4901026487350464, 9.49030876159668, 7.924376487731934]","[0.0702290013432502, -0.3091729879379272, 0.6441239714622498, 0.696120023727417, -1.611025333404541, -1.022376537322998, -1.2581650018692017]","[-17.25, -36.625, -27.9375]","[-0.2653074860572815, 0.0597600750625133, -0.2503500282764435]","[-57.5625, -27.3125, -25.4375]","[0.0093999998643994, 0.3495999872684479, 1.2461999654769895]","[-0.2129825204610824, 0.2328443676233291, -0.2627767622470855]","[-0.2055999934673309, 8.368499755859375, 5.108399868011475]",left,START,
"[0.4286770224571228, 9.236658096313477, 2.784064054489136]","[0.0505449995398521, -0.3028270006179809, 0.6406180262565613, 0.7038099765777588, -1.579331874847412, -1.057506799697876, -1.208346247673035]","[-18.8125, -37.0625, -26.625]","[-0.3682819306850433, -0.3071430325508117, -0.1824043542146682]","[-59.125, -27.75, -24.125]","[-0.9884999990463256, -0.5307999849319458, 1.5392999649047852]","[-0.5068610906600952, -0.2817310392856598, -0.2591115832328796]","[-0.0410999990999698, 8.542900085449219, 4.815299987792969]",,,
"[-0.4702212214469909, 8.415493965148926, 6.753094673156738]","[0.0508540011942386, -0.3045409917831421, 0.6423670053482056, 0.701449990272522, -1.5926395654678345, -1.0556129217147827, -1.2194695472717283]","[-17.875, -37.3125, -26.6875]","[0.2706656455993652, 0.1253320872783661, 0.1656841039657592]","[-58.1875, -28.0, -24.1875]","[0.1740999966859817, 1.733699917793274, -0.1918999999761581]","[0.181217536330223, 0.0301069300621747, 0.1374097764492035]","[-0.1054999977350235, 8.533699989318848, 4.830499649047852]",,,"[45.0, 1.5, 28.372522354125977, 14.35200023651123, 5.5885910987854, 297.4808959960937, 728.5461082858965, 18.8989663, 49.6413425]"
"[-1.7608970403671265, 3.617265462875366, 5.891708850860596]","[0.0614620000123977, -0.2887639999389648, 0.6512200236320496, 0.6991050243377686, -1.6016758680343628, -1.065531611442566, -1.268140196800232]","[-18.4375, -37.8125, -26.75]","[-0.3837280869483948, 0.2605427503585815, 0.1865582466125488]","[-58.75, -28.5, -24.25]","[-1.1576999425888062, -1.0692999362945557, -0.5471999645233154]","[-0.2529505789279938, 0.0542448312044143, 0.2618517577648163]","[-0.1464999914169311, 8.581199645996094, 4.744499683380127]",,,
"[-0.0669323056936264, 6.369840621948242, 6.602700710296631]","[0.0647939965128898, -0.2902440130710602, 0.652754008769989, 0.696757972240448, -1.6130139827728271, -1.0592957735061646, -1.28195059299469]","[-18.4375, -37.25, -26.625]","[0.0953822433948516, -0.2629687488079071, 0.1804670393466949]","[-58.75, -27.9375, -24.125]","[0.5555999875068665, 1.7062000036239624, 0.7937999963760376]","[0.1338492929935455, -0.2781007587909698, 0.1640085875988006]","[-0.2025000005960464, 8.551499366760254, 4.795899868011475]",,,
"[0.6263423562049866, 10.5501070022583, 5.181818962097168]","[0.0627750009298324, -0.2979100048542022, 0.6609299778938293, 0.6859149932861328, -1.6744736433029177, -1.0537457466125488, -1.3287934064865112]","[-17.25, -37.875, -26.875]","[0.0928515195846557, -0.2826735377311706, 0.3052231669425964]","[-57.5625, -28.5625, -24.375]","[-0.0277999993413686, 1.7917999029159546, -0.9576999545097352]","[0.0373325943946838, -0.3759439289569855, 0.3126757442951202]","[-0.5015999674797058, 8.524700164794922, 4.821499824523926]",,,
"[-0.2689741849899292, 4.3251633644104, 5.768857955932617]","[0.0717040002346038, -0.2936320006847381, 0.6690369844436646, 0.6789889931678772, -1.7067261934280396, -1.048003911972046, -1.3803898096084597]","[-16.1875, -38.125, -27.1875]","[-0.2123192995786667, 0.5649631023406982, 0.1660331785678863]","[-56.5, -28.8125, -24.6875]","[1.6441999673843384, -0.7690999507904053, -3.105599880218506]","[-0.2805442214012146, 0.1186474785208702, 0.2137155681848526]","[-0.6635000109672546, 8.496699333190918, 4.851200103759766]",,,
"[-1.8697470426559448, 16.36561393737793, 9.537580490112305]","[0.1160229966044426, -0.283937007188797, 0.669094979763031, 0.6769260168075562, -1.6753238439559937, -0.997226357460022, -1.4271092414855957]","[-15.8125, -37.6875, -27.9375]","[0.5261818766593933, 0.8018566370010376, 0.16920967400074]","[-56.125, -28.375, -25.4375]","[5.1545000076293945, 5.442899703979492, 0.209099993109703]","[0.8136899471282959, 0.5229529738426208, 0.1242499873042106]","[-0.5551999807357788, 8.237199783325195, 5.292299747467041]",,,
"[0.5720514059066772, 9.113404273986816, 5.862490177154541]","[0.102972999215126, -0.2662869989871979, 0.6904760003089905, 0.6646270155906677, -1.7606205940246582, -1.0411330461502075, -1.5207419395446775]","[-15.5, -38.75, -25.6875]","[-0.7409795522689819, -0.1591740250587463, 0.4616744816303253]","[-55.8125, -29.4375, -23.1875]","[2.2881999015808105, -0.2252999991178512, -2.6885998249053955]","[-0.8585972785949707, -0.0087790060788393, 0.5308942794799805]","[-0.9347999691963196, 8.462900161743164, 4.865699768066406]",,,
"[0.5343666672706604, 6.812528133392334, 1.5655206441879272]","[0.1118000000715255, -0.2509039938449859, 0.7020049691200256, 0.6570659875869751, -1.7960625886917114, -1.0479973554611206, -1.5920683145523071]","[-14.6875, -40.5, -24.9375]","[0.1838878840208053, 0.2529331147670746, 0.373674988746643]","[-55.0, -31.1875, -22.4375]","[0.917199969291687, -0.9553999900817872, 0.6599999666213989]","[0.046216320246458, 0.4410621523857116, 0.3954741656780243]","[-1.093699932098389, 8.496699333190918, 4.772799968719482]",,,
"[0.7718140482902527, 4.546809196472168, 5.213958263397217]","[0.1338189989328384, -0.2598490118980407, 0.7008209824562073, 0.6507070064544678, -1.7903941869735718, -1.001931071281433, -1.6044318675994873]","[-14.3125, -39.75, -26.0625]","[0.2009921222925186, 0.0035604715812951, 0.2587101459503174]","[-54.625, -30.4375, -23.5625]","[-0.8889999985694885, 2.6524999141693115, 5.425600051879883]","[0.060301125049591, 0.1385267823934555, 0.253386914730072]","[-1.1506999731063845, 8.262199401855469, 5.155699729919434]",,,
"[2.613510608673096, 9.656217575073242, 1.0295833349227903]","[0.1365139931440353, -0.2369029968976974, 0.7101709842681885, 0.6487650275230408, -1.8075166940689087, -1.0290063619613647, -1.6600379943847656]","[-14.8125, -41.125, -25.5]","[-0.5909510254859924, 0.0345400646328926, 0.302500456571579]","[-55.125, -31.8125, -23.0]","[1.1172999143600464, -2.8613998889923096, -0.914799988269806]","[-0.6457369327545166, 0.1967160552740097, 0.2110103070735931]","[-1.1858999729156494, 8.402199745178223, 4.915899753570557]",,,
"[0.5803065896034241, 12.968988418579102, 3.168994188308716]","[0.1575780063867569, -0.2236499935388565, 0.7082409858703613, 0.6508010029792786, -1.768915772438049, -1.0185785293579102, -1.671759009361267]","[-14.625, -40.625, -24.0625]","[0.2976135313510895, 0.6100972890853882, -0.105313166975975]","[-54.9375, -31.3125, -21.5625]","[0.679099977016449, 0.045399997383356, 0.8696999549865723]","[0.4259301424026489, 0.6627364158630371, 0.0847008302807807]","[-1.0124999284744265, 8.348999977111816, 5.043600082397461]",,,"[45.0, 1.5, 31.015098571777344, 14.444000244140623, 5.94247579574585, 295.3475341796875, 728.7284797998145, 18.8988877, 49.6413694]"
