TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-1.089697003364563, 8.476834297180176, 4.977717876434326]","[0.0444330014288425, -0.2791450023651123, 0.5768740177154541, 0.7663670182228088, -1.2140051126480105, -1.034071445465088, -0.8680275082588196]","[-23.125, -28.75, -31.375]","[-0.1940631568431854, -0.1676214188337326, 0.1248084977269172]","[-65.4375, -24.0625, -26.375]","[-3.477299928665161, -1.013800024986267, 1.7541999816894531]","[-0.1984613835811615, -0.1419301778078079, 0.1265538185834884]","[1.7512999773025513, 8.42770004272461, 4.69849967956543]",left,START,
"[-0.1627482622861862, 9.291053771972656, 4.860957622528076]","[0.0255679991096258, -0.2778370082378387, 0.5821639895439148, 0.7636989951133728, -1.216895580291748, -1.0654122829437256, -0.8463157415390015]","[-22.375, -29.5, -30.5]","[0.0852418839931488, 0.0239284634590148, 0.4848175644874573]","[-64.6875, -24.8125, -25.5]","[-1.6060999631881714, -0.1272999942302703, 0.3711999952793121]","[0.0808262005448341, 0.0496371649205684, 0.4865454435348511]","[1.6452999114990234, 8.580699920654297, 4.453499794006348]",,,
"[0.1341806352138519, 3.1332437992095947, 2.881508111953736]","[0.0367499999701976, -0.2788920104503631, 0.5972769856452942, 0.7510839700698853, -1.2950589656829834, -1.0689830780029297, -0.9396824836730956]","[-22.1875, -30.125, -30.625]","[-0.1704663038253784, -1.74532924575e-05, 0.4551993310451507]","[-64.5, -25.4375, -25.625]","[-2.3041000366210938, 0.2282999902963638, 4.012399673461914]","[-0.1748645305633545, 0.0256737936288118, 0.4569446444511413]","[1.2841999530792236, 8.597599983215332, 4.538899898529053]",,,
"[0.0867945998907089, 9.186532974243164, 7.242622852325439]","[0.0467550009489059, -0.2711290121078491, 0.6146129965782166, 0.7392920255661011, -1.361247181892395, -1.0830765962600708, -1.0327856540679932]","[-21.25, -30.6875, -31.3125]","[0.5264436602592468, 0.3147352337837219, 0.4725129902362823]","[-63.5625, -26.0, -26.3125]","[-2.926999807357788, -0.7197999954223633, 3.2619998455047607]","[0.5220279693603516, 0.3404439091682434, 0.4742583036422729]","[0.9558999538421632, 8.663199424743652, 4.494899749755859]",,,
"[2.1983463764190674, 10.476299285888672, 6.386034965515137]","[0.0772980004549026, -0.2643600106239319, 0.6245219707489014, 0.7308279871940613, -1.4062920808792114, -1.059206485748291, -1.1319903135299685]","[-21.0, -30.6875, -30.9375]","[-0.190659761428833, -0.1565560400485992, 0.3593283891677856]","[-63.3125, -26.0, -25.9375]","[-0.8449999690055847, 1.6380000114440918, 2.7756998538970947]","[-0.1950580030679702, -0.1308647841215133, 0.3610737025737762]","[0.7860999703407288, 8.550999641418457, 4.736099720001221]",,,
"[1.3918644189834597, 4.6202826499938965, 3.818742275238037]","[0.0877709984779357, -0.260248988866806, 0.6363080143928528, 0.7208870053291321, -1.4587942361831665, -1.0587173700332642, -1.2059811353683472]","[-19.375, -32.1875, -30.1875]","[-0.0169820543378591, -0.0098436567932367, 0.4750960767269134]","[-61.6875, -27.5, -25.1875]","[1.4830999374389648, 1.767799973487854, -1.097499966621399]","[-0.0213802829384803, 0.0158301368355751, 0.4768239557743072]","[0.5370000004768372, 8.548699378967285, 4.775000095367432]",,,
"[1.4850850105285645, 8.273499488830566, 4.974854469299316]","[0.083695001900196, -0.2548330128192901, 0.6543669700622559, 0.7070059776306152, -1.5415880680084229, -1.0814200639724731, -1.291480541229248]","[-18.8125, -33.0625, -31.125]","[0.5364094972610474, 0.3246836066246032, 0.3310714960098266]","[-61.125, -28.375, -26.125]","[1.7089999914169312, -5.232999801635742, -0.3321000039577484]","[0.5319938063621521, 0.3503748476505279, 0.3328168392181396]","[0.1345999985933303, 8.655599594116211, 4.607800006866455]",,,
"[3.4218122959136963, 7.023141384124756, 6.642636299133301]","[0.117746002972126, -0.2559309899806976, 0.6570780277252197, 0.6992009878158569, -1.5600764751434326, -1.0325119495391846, -1.357006549835205]","[-18.3125, -32.875, -31.0]","[-0.2002939879894256, 0.3367961943149566, 0.5011189579963684]","[-60.625, -28.1875, -26.0]","[1.0149999856948853, 0.5236999988555908, 1.2979999780654907]","[-0.2047096639871597, 0.3624874353408813, 0.5028468370437622]","[0.0537999980151653, 8.4197998046875, 5.027199745178223]",,,
"[3.629475593566896, 11.411483764648438, 6.232183456420898]","[0.1364510059356689, -0.2424539923667907, 0.6699910163879395, 0.688264012336731, -1.6004899740219116, -1.0276663303375244, -1.4447187185287476]","[-18.0, -33.8125, -30.1875]","[0.0694291964173317, 0.6802944540977478, 0.5430766344070435]","[-60.3125, -29.125, -25.1875]","[0.689799964427948, 3.0195000171661377, 1.8181999921798704]","[0.065013512969017, 0.7059856653213501, 0.5448219776153564]","[-0.1503999978303909, 8.395400047302246, 5.065999984741211]",,,
"[1.853351593017578, 8.542080879211426, 4.898412227630615]","[0.1580750048160553, -0.2203570008277893, 0.6904990077018738, 0.670570969581604, -1.6691334247589111, -1.0282394886016846, -1.577678084373474]","[-15.25, -38.0625, -27.5]","[-0.584632933139801, 1.1894419193267822, 1.563448429107666]","[-57.5625, -33.375, -22.5]","[-0.8757999539375305, 1.888799905776977, 4.414599895477295]","[-0.5890311598777771, 1.2151330709457395, 1.5651763677597046]","[-0.4970999956130981, 8.398300170898438, 5.038899898529053]",,,"[45.0, 1.5, 27.879833221435547, 13.156000137329102, 5.425639152526856, 278.22186279296875, 730.0122492546216, 18.8991453, 49.6412973]"
