TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[2.7716333866119385, 3.010038375854492, -4.482357501983643]","[-0.1521320044994354, 0.2575100064277649, 0.7815070152282715, 0.5475299954414368, 2.1688714027404785, -0.8905948996543884, 2.010624408721924]","[-4.6875, -37.875, 24.0]","[-0.0646295398473739, -1.8339570760726929, 2.2572343349456787]","[-189.4375, -84.8125, -25.9375]","[6.23829984664917, -4.623300075531006, 0.6155999898910522]","[1.15683913230896, -0.6689497828483582, 2.3449196815490723]","[-3.4728000164031982, 7.624099731445312, -5.0971999168396]",,,
"[-2.1689648628234863, 12.950361251831056, -2.7124581336975098]","[-0.1717890053987503, 0.1903470009565353, 0.8289049863815308, 0.4971640110015869, 2.3264105319976807, -0.8614754676818848, 2.298422813415528]","[-1.0625, -40.8125, 20.125]","[1.2948946952819824, -0.3469365537166595, 1.1492818593978882]","[-185.1875, -87.625, -30.125]","[2.2224998474121094, 5.503399848937988, 1.9422999620437624]","[0.046652652323246, -0.5612978935241699, 0.6218782663345337]","[-4.379899978637695, 7.441299915313721, -4.648900032043457]",,,
"[0.8956708312034607, 14.728160858154297, -6.319993019104004]","[-0.1863200068473816, 0.1825120002031326, 0.8347110152244568, 0.4850049912929535, 2.326695203781128, -0.8355517983436584, 2.3324663639068604]","[-0.25, -39.6875, 20.5625]","[-0.4731762111186981, -0.0852418839931488, 0.0681725591421127]","[-184.0, -86.875, -30.0625]","[5.394700050354004, 7.436699867248535, -1.5190999507904053]","[-0.4486368894577026, -0.0882962048053741, -0.4535761773586273]","[-4.512099742889404, 7.273200035095215, -4.786399841308594]",,,
"[-1.7616535425186155, 12.692965507507324, -8.576404571533203]","[-0.1879020035266876, 0.206737995147705, 0.8172320127487183, 0.504065990447998, 2.2558438777923584, -0.8423126935958862, 2.227334499359131]","[-2.75, -39.375, 22.8125]","[-0.2796366512775421, 0.2336646765470504, -0.8586845397949219]","[-186.3125, -86.6875, -27.5]","[2.3850998878479004, 5.362400054931641, -3.515199899673462]","[-0.4537855982780456, 0.1298350393772125, -0.8723679184913635]","[-4.13070011138916, 7.31749963760376, -5.055699825286865]",,,
"[-3.0293259620666504, 9.162303924560549, -7.632676601409912]","[-0.1857369989156723, 0.2276950031518936, 0.7881079912185669, 0.5408710241317749, 2.141311883926392, -0.8756293058395386, 2.0781896114349365]","[-7.5625, -38.4375, 23.375]","[0.1657713651657104, 0.071366511285305, -1.0714750289916992]","[-190.8125, -85.625, -26.625]","[0.3718000054359436, 1.6186000108718872, -2.333199977874756]","[0.3576354086399078, -0.1123293936252594, -1.5221539735794067]","[-3.3922998905181885, 7.530900001525879, -5.286399841308594]",right,STOP,
"[-0.3194535374641418, 5.79660177230835, -6.39000940322876]","[-0.1638450026512146, 0.2283889949321746, 0.7455350160598755, 0.6042929887771606, 1.964215874671936, -0.9723331332206726, 1.868655681610108]","[-12.375, -37.4375, 21.875]","[0.1328370124101638, 0.0068940506316721, -1.4536672830581665]","[-195.875, -84.8125, -28.1875]","[1.804099917411804, -2.3162999153137207, -1.2813999652862549]","[0.5003510117530823, 0.2637366950511932, -1.4073113203048706]","[-2.1178998947143555, 8.10219955444336, -5.1026997566223145]",left,START,
"[0.2314139604568481, 6.98336935043335, -4.1573686599731445]","[-0.1329479962587356, 0.224371001124382, 0.7191050052642822, 0.6441029906272888, 1.8446556329727173, -1.0485403537750244, 1.7107268571853638]","[-16.4375, -36.875, 20.6875]","[0.4373795092105865, 0.0029321531765162, -0.9961990118026732]","[-199.9375, -84.375, -29.625]","[1.5484999418258667, -1.5267999172210691, 0.5612999796867371]","[0.175056517124176, 0.1063080057501792, -0.938620626926422]","[-1.3229999542236328, 8.499300003051758, -4.709499835968018]",,,
"[0.863473653793335, 9.916926383972168, -3.669133186340332]","[-0.1288809925317764, 0.228411003947258, 0.6986860036849976, 0.6656230092048645, 1.7358909845352173, -1.0577377080917358, 1.590243577957153]","[-18.625, -35.5625, 21.125]","[-0.3361155092716217, -0.1709026396274566, -0.3370754420757293]","[-202.375, -82.5625, -29.0]","[1.6441999673843384, 1.3605999946594238, 1.080299973487854]","[0.2682222127914428, -0.0583987161517143, -0.4924795627593994]","[-0.7910000085830688, 8.543999671936035, -4.747999668121338]",,,
"[-3.1659200191497803, 2.669017791748047, -4.491416931152344]","[-0.1072970032691955, 0.2367070019245147, 0.680770993232727, 0.684840977191925, 1.6534451246261597, -1.0793342590332031, 1.464482665061951]","[-20.25, -34.375, 21.6875]","[-0.2413615882396698, 0.5203524827957153, -0.4014780819416046]","[-204.0, -81.625, -28.625]","[-2.775599956512451, -5.98829984664917, 0.130400002002716]","[-0.072448618710041, 0.6905744075775146, -0.9593900442123412]","[-0.3819999992847442, 8.645899772644043, -4.612099647521973]",,,
"[0.2987963855266571, 9.5267972946167, -2.9050285816192627]","[-0.0831340029835701, 0.2670469880104065, 0.6511099934577942, 0.7055699825286865, 1.5512495040893557, -1.0642101764678955, 1.2817702293395996]","[-21.3125, -32.3125, 23.75]","[-0.1967509686946869, 0.7479084730148315, -0.8878315091133118]","[-205.25, -79.6875, -26.875]","[0.2011999934911728, 0.9373999834060668, 1.864199995994568]","[-0.4377111196517944, 1.014594793319702, -0.9007993340492249]","[0.0929000005125999, 8.574999809265137, -4.757199764251709]",,,"[45.0, 1.5, 26.17898368835449, 11.95699977874756, 5.399757385253906, 79.45547485351562, 2271.946618360468, 6.6626585, 44.5628314]"
"[4.817200660705566, 7.410418033599853, -2.2115814685821533]","[-0.0631650015711784, 0.3165540099143982, 0.6205989718437195, 0.7146040201187134, 1.5156530141830444, -1.0102688074111938, 1.1405625343322754]","[-22.25, -29.5625, 27.5]","[-0.244747519493103, 0.6723357439041138, -0.7955559492111206]","[-206.3125, -76.625, -23.125]","[4.527699947357178, -0.9116999506950378, 3.0088999271392822]","[-0.4095065891742706, 0.4515864849090576, -0.2912081778049469]","[0.2872999906539917, 8.305899620056152, -5.205599784851074]",,,
"[-0.360289067029953, 6.798814296722412, 2.2927451133728027]","[-0.0283579993993043, 0.3371089994907379, 0.5958930253982544, 0.7283290028572083, 1.4522011280059814, -1.0138871669769287, 0.9940731525421144]","[-22.5625, -28.125, 27.9375]","[0.7424107193946838, 0.5406506657600403, -1.170243263244629]","[-206.5, -75.4375, -22.6875]","[-0.9662999510765076, -1.53849995136261, 7.4319000244140625]","[-0.4820948541164398, 0.8316319584846497, -0.9576447010040284]","[0.6132000088691711, 8.324699401855469, -5.146999835968018]",,,
"[-1.1475695371627808, 15.413516998291016, -6.498447895050049]","[0.0051939999684691, 0.3857319951057434, 0.5492960214614868, 0.7412530183792114, 1.3977320194244385, -0.958519697189331, 0.8094757795333862]","[-23.125, -24.6875, 31.0625]","[-1.2241389751434326, 1.30198073387146, -0.8126950860023499]","[-207.1875, -71.875, -19.5625]","[-2.108099937438965, 7.38100004196167, -0.9399999976158142]","[0.7744025588035583, 1.7863095998764038, -2.347834348678589]","[0.9704999923706056, 8.025199890136719, -5.5518999099731445]",,,
"[-4.227910995483398, 11.727028846740724, -11.98914623260498]","[0.0534770004451274, 0.4436109960079193, 0.4878160059452057, 0.7499229907989502, 1.361114263534546, -0.8932206034660339, 0.5973281264305115]","[-22.0, -21.3125, 34.5625]","[-0.6835232973098755, 0.7792546153068542, -1.291002631187439]","[-205.8125, -68.5625, -15.875]","[-5.496500015258789, 4.07859992980957, -5.960700035095215]","[1.016916036605835, 0.9543285965919496, -2.1117262840271]","[1.2796000242233276, 7.6402997970581055, -6.013099670410156]",,,
"[-3.4042961597442627, 18.03485107421875, -14.662004470825195]","[0.1125909984111785, 0.4647580087184906, 0.4305469989776611, 0.7654749751091003, 1.2602136135101318, -0.869181752204895, 0.3607504665851593]","[-22.0, -18.5625, 36.875]","[0.2781356573104858, 1.2457462549209597, -0.8369027972221375]","[-205.875, -65.75, -13.5625]","[-5.327499866485596, 10.534199714660645, -8.624199867248535]","[1.0192548036575315, 1.125335931777954, -2.0222432613372803]","[1.934399962425232, 7.490299701690674, -6.02679967880249]",,,
"[-1.900431156158448, 11.695435523986816, -5.91123628616333]","[0.1805669963359832, 0.4839679896831512, 0.3832229971885681, 0.7657079696655273, 1.1949816942214966, -0.8658574223518372, 0.1462213546037674]","[-19.1875, -18.5625, 37.5625]","[0.6086661219596863, 1.0366034507751465, -0.9631599187850952]","[-203.5625, -65.25, -13.0625]","[-4.224899768829346, 4.220200061798096, 0.0074000000022351]","[0.955655038356781, 1.039622783660889, -0.9991660714149476]","[2.3322999477386475, 7.4691996574401855, -5.910999774932861]",,,
"[0.5953900814056396, 8.425195693969727, -1.8741140365600584]","[0.2472430020570755, 0.4982649981975555, 0.3588930070400238, 0.7495309710502625, 1.1632368564605713, -0.9017087817192078, -0.0209358725696802]","[-17.375, -20.375, 38.125]","[-0.2684490978717804, 0.7521147131919861, -0.2434734255075454]","[-201.5625, -67.0625, -12.0625]","[-1.82260000705719, 0.7217999696731567, 3.721199989318848]","[0.9827076196670532, 0.8427671194076538, -0.9899333119392396]","[2.4110000133514404, 7.69219970703125, -5.584499835968018]",,,
"[-3.4170045852661133, 13.753137588500977, -7.222138404846191]","[0.2963280081748962, 0.5112130045890808, 0.3333300054073334, 0.7346699833869934, 1.1389858722686768, -0.9153050780296326, -0.1558291912078857]","[-15.0625, -20.3125, 38.1875]","[0.0947364717721939, 0.0693768411874771, 0.016214108094573]","[-199.125, -67.4375, -12.3125]","[-5.904599666595459, 5.974599838256836, -1.788699984550476]","[0.3640233278274536, 0.4950451850891113, -0.3232349753379822]","[2.501699924468994, 7.774199962615967, -5.428899765014648]",,,
"[3.4979381561279297, 6.292402744293213, 0.8836902379989624]","[0.3100650012493133, 0.5086159706115723, 0.3302800059318542, 0.7321760058403015, 1.1153875589370728, -0.9257205724716188, -0.1976613849401474]","[-14.875, -20.8125, 38.1875]","[0.025464354082942, -0.1402721107006073, 0.2576105892658233]","[-198.75, -68.125, -12.3125]","[0.8977999687194824, -1.5499999523162842, 6.168099880218506]","[-0.2521477043628692, -0.1529606580734253, 0.4269948005676269]","[2.593299865722656, 7.835999965667725, -5.295300006866455]",left,STOP,
"[-3.9342002868652335, 11.555566787719728, -3.208364248275757]","[0.3024309873580932, 0.5080410242080688, 0.340705007314682, 0.730991005897522, 1.1323589086532593, -0.936348795890808, -0.1626178324222564]","[-14.5, -21.1875, 38.0625]","[0.1936617344617843, 0.0392000935971736, 0.4278500080108642]","[-198.5, -68.125, -12.1875]","[-6.390199661254883, 3.644099950790405, 2.0560998916625977]","[-0.1229759007692337, 0.0419402606785297, 0.3456624448299408]","[2.467599868774414, 7.898200035095215, -5.262899875640869]",right,START,"[45.0, 1.5, 23.40999794006348, 12.059000015258787, 6.186326503753662, 82.04167938232422, 2271.1142050055787, 6.6627462, 44.5628379]"
"[-0.6122931241989136, 13.160313606262209, -1.98069429397583]","[0.2939690053462982, 0.5119749903678894, 0.3523739874362945, 0.7261509895324707, 1.1697601079940796, -0.948879063129425, -0.1137348338961601]","[-14.0, -21.625, 37.5625]","[0.7882081270217896, -0.0338070280849933, 0.699318528175354]","[-198.0, -68.5625, -12.875]","[-2.8285000324249268, 5.180200099945068, 3.288800001144409]","[-0.0134390350431203, 0.1803448647260666, 0.5792398452758789]","[2.2302000522613525, 7.970499992370605, -5.259900093078613]",,,
"[-0.5938194394111633, 7.205062389373779, 0.8929798007011414]","[0.2899720072746277, 0.5192369818687439, 0.3884130120277405, 0.7038769721984863, 1.2660653591156006, -1.0120460987091064, -0.0091535178944468]","[-11.8125, -24.1875, 36.5625]","[0.3638837039470672, -0.2942799627780914, 1.2959767580032349]","[-195.9375, -71.0625, -13.625]","[-2.148099899291992, -1.1171000003814695, 5.841799736022949]","[0.5551892518997192, -0.1485798805952072, 1.102908492088318]","[1.5597000122070312, 8.315199851989746, -4.959199905395508]",,,
"[-0.66181480884552, 6.916887283325195, -4.818331241607666]","[0.2733249962329864, 0.5202170014381409, 0.4452069997787475, 0.6756160259246826, 1.4359897375106812, -1.0885483026504517, 0.2038430422544479]","[-8.5625, -26.75, 35.9375]","[0.5361825823783875, -0.3933448493480682, 0.8678998947143555]","[-192.875, -73.625, -14.5]","[-1.2681999206542969, -1.774500012397766, -0.3082000017166137]","[0.510997474193573, -0.1628217697143554, 1.1821813583374023]","[0.6111999750137329, 8.688199996948242, -4.506700038909912]",,,
"[4.040435314178467, 11.505709648132324, 2.342132568359375]","[0.2547909915447235, 0.5115349888801575, 0.497094988822937, 0.6529229879379272, 1.6130764484405518, -1.1427983045578003, 0.4374982118606567]","[-6.6875, -29.4375, 33.625]","[0.304629772901535, -0.4341681003570556, 0.9188984036445618]","[-191.125, -76.1875, -16.5]","[4.202499866485596, 2.5713000297546387, 6.4004998207092285]","[0.1664520502090454, 0.0285012274980545, 1.441729187965393]","[-0.171999990940094, 8.92199993133545, -4.066499710083008]",,,
"[3.47778868675232, 13.164239883422852, 1.1814332008361816]","[0.2212820053100586, 0.5143460035324097, 0.5404660105705261, 0.6279950141906738, 1.842437624931336, -1.1348028182983398, 0.7186806797981262]","[-4.625, -30.125, 33.6875]","[0.3237585723400116, -0.7031931281089783, 1.3184043169021606]","[-188.75, -77.1875, -16.5625]","[4.582699775695801, 4.261399745941162, 5.166299819946289]","[-0.1994911283254623, -0.6270619034767151, 0.9287769794464112]","[-1.111199975013733, 8.889200210571289, -3.989499807357788]",,,
"[1.1669626235961914, 7.240161418914795, -4.682742595672607]","[0.1641120016574859, 0.4963110089302063, 0.5976030230522156, 0.6079559922218323, 2.040799856185913, -1.096323847770691, 1.038472294807434]","[-4.0625, -31.4375, 32.125]","[0.2987480163574219, -1.909721851348877, 1.9922235012054443]","[-187.9375, -78.3125, -17.75]","[3.186199903488159, -1.4859999418258667, -0.6733999848365784]","[0.8195717334747314, -1.8296635150909424, 1.6165937185287476]","[-2.029099941253662, 8.723299980163574, -3.9943997859954834]",,,
"[0.064614713191986, 7.275222301483154, -5.064990997314453]","[0.0892779976129531, 0.4432179927825928, 0.6674590110778809, 0.5916789770126343, 2.1818082332611084, -1.0531415939331057, 1.381617784500122]","[-3.875, -33.625, 30.375]","[0.6898413896560669, -1.689356565475464, 2.0970828533172607]","[-188.1875, -80.375, -19.8125]","[2.8329999446868896, -1.2549999952316284, -1.0756999254226685]","[0.4179190993309021, -1.8534698486328125, 2.30142593383789]","[-2.7839999198913574, 8.52180004119873, -3.9746999740600586]",,,
"[-2.9108896255493164, 11.87812328338623, -9.250755310058594]","[-0.0094400001689791, 0.3801249861717224, 0.7416099905967712, 0.5526570081710815, 2.3013386726379395, -0.948488175868988, 1.7434613704681396]","[-1.4375, -36.125, 27.4375]","[1.2243833541870115, -0.877324640750885, 1.306221842765808]","[-185.8125, -82.9375, -22.625]","[0.92139995098114, 3.8977999687194815, -4.980099678039551]","[1.170871615409851, -1.3490521907806396, 1.742292404174805]","[-3.814399957656861, 7.968199729919434, -4.257599830627441]",,,
"[1.894934058189392, 7.941519260406494, -3.588247537612915]","[-0.0407899990677833, 0.3034850060939789, 0.8031399846076965, 0.5110750198364258, 2.471616268157959, -0.9209409356117249, 2.077040910720825]","[1.25, -38.4375, 23.8125]","[0.9124930500984192, -0.5503895878791809, 0.1629439443349838]","[-183.125, -85.6875, -26.5]","[6.533899784088135, 0.1256999969482422, 0.1052000001072883]","[0.1455604583024978, -0.6455449461936951, 1.292206883430481]","[-4.651000022888184, 7.807699680328369, -3.6845998764038086]",,,
"[4.638937950134277, 8.587408065795898, -1.997396230697632]","[-0.0572119988501071, 0.2586700022220611, 0.8286389708518982, 0.4931249916553497, 2.537574052810669, -0.9069808125495912, 2.235069274902344]","[1.5625, -39.875, 20.75]","[0.7908610701560974, -0.6292610168457031, -0.1757546514272689]","[-182.625, -86.8125, -29.375]","[9.601699829101562, 0.8565999865531921, 1.4408999681472778]","[0.5819451212882996, -0.6599090099334717, 0.4103268980979919]","[-4.9730000495910645, 7.724099636077881, -3.4315998554229736]",,,"[45.0, 1.5, 24.626983642578125, 12.10099983215332, 6.4464640617370605, 81.75678253173828, 2270.231077911332, 6.6628323, 44.5628441]"
"[-0.3744339942932129, 15.226356506347656, -6.083618640899658]","[-0.0690699964761734, 0.2190960049629211, 0.8369500041007996, 0.4967289865016937, 2.550863027572632, -0.9293124675750732, 2.326823711395264]","[1.75, -41.625, 18.3125]","[0.2944544851779938, -0.7658679485321045, -0.2696359157562256]","[-182.125, -88.625, -31.875]","[4.500999927520752, 7.35290002822876, -2.811699867248535]","[0.4633150994777679, -0.6978524327278137, -0.0664621368050575]","[-4.873600006103516, 7.857100009918213, -3.2682998180389404]",,,
"[-2.1458559036254883, 8.46635627746582, -6.804206371307373]","[-0.0936729982495307, 0.1929379999637603, 0.8323730230331421, 0.511031985282898, 2.487013578414917, -0.9520259499549866, 2.3394999504089355]","[-1.0, -41.5, 17.0625]","[1.4865667819976809, -0.3410373330116272, -0.6563485264778137]","[-184.4375, -88.5625, -32.875]","[2.374599933624268, 0.4746999740600586, -3.332899808883667]","[1.1462100744247437, -0.721204936504364, -0.5206142663955688]","[-4.512399673461914, 7.988399982452393, -3.463099956512451]",right,STOP,
"[0.1008341982960701, 4.710726261138916, -2.8263070583343506]","[-0.0725319981575012, 0.1300850063562393, 0.8252599835395813, 0.5447580218315125, 2.558014392852783, -1.0764168500900269, 2.474045753479004]","[-3.125, -43.5, 11.25]","[0.0328820012509822, -0.2174505740404129, -0.4721813797950744]","[-187.0, -90.5625, -38.625]","[3.971199989318848, -3.934999942779541, -0.2603999972343445]","[0.7283433675765991, 0.2458994388580322, -0.1024857312440872]","[-3.8828999996185294, 8.632399559020996, -2.5638999938964844]",left,START,
"[2.431349992752075, 7.209716796875, 0.1174403876066207]","[-0.0549679994583129, 0.114607997238636, 0.8215129971504211, 0.5558409690856934, 2.6167654991149902, -1.121289849281311, 2.530218601226806]","[-4.6875, -43.25, 11.125]","[-1.623610019683838, -0.1203229948878288, -0.4987801909446716]","[-188.4375, -90.1875, -39.625]","[6.109899997711182, -1.6342999935150146, 2.243000030517578]","[-1.0072643756866455, 0.0379085503518581, -0.331822007894516]","[-3.687599897384644, 8.832399368286133, -2.1350998878479004]",,,
