TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[5.851677894592285, 15.567559242248535, 2.42083477973938]","[0.6838619709014893, 0.2514109909534454, 0.5289160013198853, 0.4351679980754852, -1.014042615890503, -0.934320628643036, -2.554504632949829]","[-13.375, -42.125, -0.75]","[-0.8272337317466736, 0.1291194558143615, -0.3549999594688415]","[-59.8125, -58.875, 32.125]","[-2.7465999126434326, 0.684499979019165, 2.2985999584198]","[-0.8305847644805908, 0.1549852341413498, -0.3520503640174866]","[3.0799999237060547, 7.886399745941162, 4.948400020599365]",left,START,
"[1.101543426513672, 6.51455545425415, 2.8669512271881104]","[0.6787809729576111, 0.2424589991569519, 0.536283016204834, 0.4391689896583557, -1.0329755544662476, -0.927613377571106, -2.5466232299804688]","[-14.25, -41.625, -1.1875]","[-0.2949257493019104, -0.4996877610683441, 0.180117979645729]","[-60.6875, -58.375, 31.6875]","[-2.130199909210205, -0.9334999918937684, -1.1382999420166016]","[-0.2982767820358276, -0.4738394320011139, 0.1830675899982452]","[3.0127999782562256, 7.8471999168396, 5.05109977722168]",,,
"[2.746015310287476, 13.444390296936035, 7.782994270324707]","[0.6667450070381165, 0.242926999926567, 0.5558350086212158, 0.4329929947853088, -1.1091804504394531, -0.936157763004303, -2.5966384410858154]","[-14.0625, -42.125, -1.4375]","[0.1406560838222503, -0.0616101212799549, 0.6475869417190552]","[-60.5, -58.875, 31.4375]","[0.6955999732017517, 7.038300037384033, -1.4986999034881592]","[0.1373050510883331, -0.0357443429529666, 0.6505365967750549]","[2.589599847793579, 7.89709997177124, 5.205599784851074]",,,
"[1.3201053142547607, 7.543679714202881, -0.9487934112548828]","[0.6521300077438354, 0.2713350057601928, 0.5607240200042725, 0.4320769906044006, -1.1473615169525146, -0.9944204688072203, -2.645825147628784]","[-12.4375, -42.3125, -1.6875]","[-0.3052406311035156, 0.0050963615067303, 0.2393893599510193]","[-58.875, -59.0625, 31.1875]","[-1.960599899291992, 0.240799993276596, -2.754199981689453]","[-0.3085741996765136, 0.0309446882456541, 0.2423215061426162]","[2.19599986076355, 8.222299575805664, 4.872399806976318]",,,
"[3.727475166320801, 10.714186668395996, 1.7189218997955322]","[0.6395350098609924, 0.281713992357254, 0.5726029872894287, 0.4286690056324005, -1.2094422578811646, -1.0183556079864502, -2.6970393657684326]","[-9.75, -42.875, 0.5]","[0.3883881270885467, -0.2835811078548431, 0.338000476360321]","[-56.1875, -59.625, 33.375]","[-0.6424999833106995, 1.8019999265670776, -1.0774999856948853]","[0.3850370943546295, -0.2577153146266937, 0.340950071811676]","[1.819299936294556, 8.347800254821777, 4.813799858093262]",,,
"[-2.618145704269409, 9.048348426818848, 4.835626602172852]","[0.6278730034828186, 0.2908990085124969, 0.5859220027923584, 0.4217199981212616, -1.284919261932373, -1.0342618227005005, -2.763517379760742]","[-8.5, -43.5625, 0.0]","[-0.5376486778259277, 0.1508139073848724, 0.1348965018987655]","[-54.9375, -60.3125, 32.875]","[-0.1288999915122985, 3.966899871826172, 0.5940999984741211]","[-0.540999710559845, 0.1766622215509414, 0.1378460973501205]","[1.41349995136261, 8.42859935760498, 4.809299945831299]",,,
"[-1.6958705186843872, 2.866577625274658, 3.918657064437866]","[0.6165059804916382, 0.3091959953308105, 0.5873919725418091, 0.4234229922294616, -1.3194531202316284, -1.073075294494629, -2.80240535736084]","[-6.3125, -43.875, 2.875]","[-1.134097456932068, -0.382349282503128, 0.1125911921262741]","[-52.75, -60.625, 35.75]","[1.8951998949050903, -1.6834999322891235, -1.5338999032974243]","[-1.13744854927063, -0.3565009534358978, 0.1155407950282096]","[1.1642999649047852, 8.616799354553223, 4.5346999168396]",,,
"[1.9924451112747192, 11.389456748962402, 4.542949676513672]","[0.6021519899368286, 0.3236620128154754, 0.5914490222930908, 0.4275999963283539, -1.3651036024093628, -1.109766125679016, -2.8400983810424805]","[-4.375, -44.4375, 2.0625]","[0.3909886479377746, -0.4634721875190735, 1.0635862350463867]","[-50.8125, -61.1875, 34.9375]","[6.905200004577637, 0.2883000075817108, 0.3285999894142151]","[0.3876550793647766, -0.4376063942909241, 1.0665183067321775]","[0.890999972820282, 8.78279972076416, 4.270599842071533]",,,"[45.0, 1.5, 18.29141998291016, 9.829999923706056, 9.101075172424316, 149.7721710205078, 2392.768748831935, 6.6542146, 44.5795706]"
"[3.357254981994629, 12.522459983825684, 1.6369636058807373]","[0.5870550274848938, 0.346453994512558, 0.6150699853897095, 0.396261990070343, -1.5633854866027832, -1.106714367866516, -3.054197072982788]","[0.125, -43.4375, 2.9375]","[-0.0805469453334808, 0.4437674283981323, 0.9622698426246644]","[-46.3125, -60.1875, 35.8125]","[2.9388999938964844, -0.7181000113487244, -0.4175999760627746]","[-0.083897978067398, 0.4696157276630401, 0.9652194380760192]","[0.0324999988079071, 8.769399642944336, 4.3892998695373535]",,,
"[-0.269596666097641, 15.005525588989258, 3.656558752059937]","[0.5856419801712036, 0.3899680078029632, 0.6163489818572998, 0.353639006614685, -1.713117599487305, -1.103286623954773, 2.993487596511841]","[5.375, -43.875, 2.8125]","[-0.0111526539549231, 0.5141216516494751, 0.9117425680160522]","[-41.0625, -60.625, 35.6875]","[0.5483999848365784, -5.723999977111816, 1.9504998922348025]","[-0.0145036857575178, 0.5399699807167053, 0.914674699306488]","[-0.626800000667572, 8.754300117492676, 4.37470006942749]",,,
