TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-0.3903985321521759, 10.32203483581543, 3.910813570022583]","[-0.2551310062408447, -0.5434049963951111, 0.3425939977169037, 0.7226660251617432, -1.292153000831604, -0.88267582654953, -0.0056458045728504]","[-11.0625, -16.625, -38.6875]","[-0.2484650760889053, -0.9828996062278748, -0.8916189074516296]","[-59.75, -29.625, -2.6875]","[2.1998000144958496, -0.3474999964237213, -1.761099934577942]","[-0.1900663524866104, -1.431257247924805, -0.544944167137146]","[1.712999939918518, 7.574999809265137, 5.987799644470215]",right,START,
"[-1.0099318027496338, 16.27255630493164, 8.174446105957031]","[-0.301272988319397, -0.5690900087356567, 0.3065919876098633, 0.7009779810905457, -1.3090040683746338, -0.8831331133842468, 0.1159218251705169]","[-8.1875, -16.0625, -39.8125]","[-0.0401949323713779, -1.657137751579285, -1.0448588132858276]","[-56.875, -29.0625, -3.8125]","[-2.2777998447418213, 3.1994998455047607, -2.344799995422364]","[0.4905422329902649, -1.092593550682068, -0.3620162010192871]","[1.6108999252319336, 7.577899932861328, 6.012499809265137]",,,"[0.0, 0.160758301615715, 33.7673225402832, 3.76200008392334, 0.0951905399560928, 0.0, 2408.741313220933, 6.6406502, 44.5823177]"
"[0.1223437041044235, 10.898157119750977, -0.5677131414413452]","[-0.3378799855709076, -0.5965359807014465, 0.2507590055465698, 0.683447003364563, -1.324299454689026, -0.841849148273468, 0.2467177957296371]","[-4.6875, -14.625, -40.375]","[0.1580570191144943, -0.9130690097808838, -0.6917787194252014]","[-53.375, -27.625, -4.375]","[4.57450008392334, -0.0967999994754791, -4.638000011444092]","[-0.01385791413486, -1.4451675415039062, -0.597967267036438]","[1.5937999486923218, 7.314499855041504, 6.33459997177124]",,,
"[0.5350179076194763, 7.164543628692627, 2.898181200027466]","[-0.3711520135402679, -0.623058021068573, 0.2059939950704574, 0.6569709777832031, -1.3653547763824463, -0.8229609727859497, 0.3465443849563598]","[-1.8125, -15.0625, -40.625]","[0.1044405028223991, -1.0307390689849854, -0.6069557070732117]","[-50.5, -28.0625, -4.625]","[-5.842099666595459, 3.685599803924561, -3.714200019836426]","[-0.2976135313510895, -0.9544158577919006, -1.027475357055664]","[1.3603999614715576, 7.189799785614014, 6.52869987487793]",,,
"[3.312263250350952, 6.72222900390625, -3.716643810272217]","[-0.4030359983444214, -0.6369400024414062, 0.1663549989461898, 0.6357629895210266, -1.3760933876037598, -0.8109534382820129, 0.45152747631073]","[0.3125, -15.25, -40.1875]","[0.6070255041122437, -0.0859051048755645, -0.5235987901687622]","[-48.375, -28.25, -4.1875]","[1.2134000062942505, -0.823199987411499, -1.812099933624268]","[-0.1871516555547714, -0.4438721239566803, -0.6841865181922913]","[1.3068000078201294, 7.10920000076294, 6.627199649810791]",,,
"[18.02037048339844, 9.729758262634276, 1.0641556978225708]","[-0.4363429844379425, -0.6382880210876465, 0.135234996676445, 0.6195989847183228, -1.3534647226333618, -0.8104653358459473, 0.563437819480896]","[1.25, -15.9375, -40.625]","[0.1435533314943313, -1.1156842708587646, -0.1853016018867492]","[-47.4375, -28.9375, -4.625]","[-7.20389986038208, -1.614199995994568, -6.236499786376953]","[-0.2107310593128204, -0.8717744946479797, -0.9494765400886536]","[1.4571999311447144, 7.105899810791016, 6.599299907684326]",,,"[45.0, 1.5, 34.540531158447266, 4.801000118255615, 0.1926866024732589, 343.338134765625, 2409.3255433775485, 6.6406322, 44.5823357]"
"[-3.8810200691223145, 12.489917755126951, 5.482673645019531]","[-0.4710260033607483, -0.6294670104980469, 0.1104340031743049, 0.6080359816551208, -1.3006677627563477, -0.8143597841262817, 0.6841505169868469]","[2.625, -16.125, -40.0]","[-0.529480516910553, -0.3927863538265228, -0.6100972890853882]","[-46.0625, -29.125, -4.0]","[-0.903599977493286, 7.881700038909912, 0.0641999989748001]","[-0.1033060401678085, -0.5355717539787292, -0.4936314821243286]","[1.7960000038146973, 7.132199764251709, 6.486499786376953]",,,
"[-3.9928388595581055, 9.76362133026123, 4.679926872253418]","[-0.4909000098705292, -0.6347939968109131, 0.0935320034623146, 0.5893250107765198, -1.3079981803894043, -0.8234310150146484, 0.7430598139762878]","[4.1875, -17.0, -39.75]","[-0.5307196974754333, 0.018133969977498, -0.2427229434251785]","[-44.5, -30.0, -3.75]","[-5.438499927520752, 5.565399646759033, -2.1022000312805176]","[-0.2747497260570526, -0.1807812005281448, -0.0896575599908828]","[1.7315999269485474, 7.192999839782715, 6.436699867248535]",,,
"[5.6585235595703125, 16.919910430908203, 0.0634559243917465]","[-0.5028679966926575, -0.6419870257377625, 0.0917339995503425, 0.5714539885520935, -1.3280093669891355, -0.8488379120826721, 0.7634942531585693]","[5.125, -19.125, -38.375]","[-0.2888694405555725, -1.015048623085022, -0.3797312974929809]","[-43.5625, -32.125, -2.375]","[-3.126999855041504, 3.19190001487732, -0.0731999948620796]","[-0.6644642949104309, -0.534629225730896, -0.0250803809612989]","[1.5579999685287476, 7.359999656677246, 6.290599822998047]",,,
"[5.34835958480835, 5.848422050476074, 4.924556732177734]","[-0.5321810245513916, -0.6527689695358276, 0.0700490027666091, 0.5345720052719116, -1.3529680967330933, -0.8783318996429443, 0.8449910879135132]","[6.5, -21.4375, -37.375]","[-0.1277755498886108, -0.5934293866157532, -0.0072954762727022]","[-42.1875, -34.4375, -1.375]","[-5.177599906921387, -3.860599994659424, -2.827699899673462]","[-0.2292140871286392, -0.5414709448814392, -0.5786638855934143]","[1.352999925613403, 7.547899723052978, 6.1128997802734375]",,,
"[0.9720363020896912, 10.86801815032959, 3.2776715755462646]","[-0.5545920133590698, -0.6512899994850159, 0.0589479990303516, 0.5145609974861145, -1.335996389389038, -0.8995791077613831, 0.9177289605140686]","[7.875, -22.125, -37.1875]","[0.2381850779056549, -0.4045847654342651, 0.3272492289543152]","[-40.8125, -35.125, -1.1875]","[-0.9580000042915344, 4.804599761962891, 0.4522999823093414]","[-0.2206445187330246, 0.0866905003786087, -0.1303761005401611]","[1.4189000129699707, 7.679199695587158, 5.931699752807617]",,,
"[0.1242303401231765, 8.699408531188965, 1.881085991859436]","[-0.5490000247955322, -0.6608709692955017, 0.0543599985539913, 0.5088139772415161, -1.3765056133270264, -0.896192729473114, 0.8937730193138123]","[8.0, -22.125, -36.9375]","[-0.588193416595459, -0.258151650428772, -1.0589261054992676]","[-40.6875, -35.125, -0.9375]","[-0.8883000016212463, 2.4029998779296875, -0.6259999871253967]","[-0.3462733328342438, -0.4994957745075226, -0.83514004945755]","[1.1825000047683716, 7.658499717712402, 6.009799957275391]",,,
"[-10.705662727355955, 16.272249221801758, 11.088802337646484]","[-0.5803329944610596, -0.647229015827179, 0.0436509996652603, 0.4923419952392578, -1.307112455368042, -0.9176885485649108, 1.0111103057861328]","[8.75, -22.125, -36.5]","[-1.0467263460159302, 0.5364444255828857, -0.3697654604911804]","[-39.9375, -35.125, -0.5]","[-5.358099937438965, 8.284600257873535, -2.9973998069763184]","[0.2876302599906921, 0.993755578994751, 0.2640334069728851]","[1.5530999898910522, 7.788399696350098, 5.753099918365479]",,,
"[-19.17848396301269, 20.172632217407227, 5.138885974884033]","[-0.581492006778717, -0.639549970626831, 0.0513110011816024, 0.5002089738845825, -1.2751652002334597, -0.9192035794258118, 1.017924427986145]","[8.8125, -22.3125, -37.0625]","[0.1378635615110397, 1.1752349138259888, -1.1326663494110107]","[-39.875, -35.3125, -1.0625]","[3.425599813461304, 20.2593002319336, -10.366999626159668]","[0.2522175312042236, -0.3976907134056091, 0.6544984579086304]","[1.7325999736785889, 7.797399997711182, 5.689199924468994]",,,
"[1.5595062971115112, 13.034331321716309, 0.561488151550293]","[-0.5961729884147644, -0.6391950249671936, 0.0260230004787445, 0.4851070046424866, -1.2719330787658691, -0.9065628051757812, 1.0850534439086914]","[8.5625, -24.5, -35.875]","[0.6362248659133911, 0.0640884935855865, 0.3776194453239441]","[-40.125, -37.5, 0.125]","[4.4079999923706055, 1.3101999759674072, -11.0826997756958]","[-0.0068416907452046, 0.3344923555850982, 0.587128758430481]","[1.7798999547958374, 7.721599578857422, 5.777299880981445]",,,
"[6.169800281524658, 8.33364200592041, 2.3678367137908936]","[-0.5938059687614441, -0.6475229859352112, 0.0147690000012516, 0.4773769974708557, -1.3089369535446167, -0.899645984172821, 1.0777370929718018]","[8.1875, -23.6875, -36.0625]","[0.146694928407669, -1.263042449951172, 0.0231954250484704]","[-40.5, -36.6875, -0.0625]","[-1.3629999160766602, -1.2856999635696411, -6.273099899291992]","[0.1214923709630966, -0.764000415802002, -0.6333799958229065]","[1.5786999464035034, 7.679599761962891, 5.890699863433838]",,,
"[-6.004428386688232, 6.078543186187744, 3.843651294708252]","[-0.6087830066680908, -0.6470890045166016, -0.0164540000259876, 0.4586800038814544, -1.3126741647720337, -0.883208692073822, 1.151779294013977]","[9.5, -24.6875, -34.875]","[-0.2973691821098327, -0.4373446106910705, -0.8177739977836609]","[-39.1875, -37.6875, 1.125]","[-4.236499786376953, 3.865899801254273, 0.4447000026702881]","[-0.6883054971694946, -0.2740516066551208, -0.8231845498085022]","[1.5886999368667605, 7.578299999237059, 6.0177998542785645]",,,"[45.0, 1.5, 36.96382522583008, 6.159999847412109, 0.9181740283966064, 346.3528747558594, 2409.9672666080296, 6.6405934, 44.5823748]"
"[-1.1123173236846924, 7.728760719299316, 6.023562431335449]","[-0.6304929852485657, -0.6452940106391907, -0.0307640004903078, 0.4302619993686676, -1.299419641494751, -0.9063097834587096, 1.235232710838318]","[10.625, -26.125, -33.5625]","[0.0331787094473838, -0.2951526343822479, -0.6303256750106812]","[-38.0625, -39.125, 2.4375]","[-4.504099845886231, -0.0709000006318092, -4.55109977722168]","[0.1912008225917816, 0.0009599310578778, -0.5052030086517334]","[1.6209999322891235, 7.720099925994873, 5.825900077819824]",,,
"[3.0506725311279297, 11.7982816696167, 4.845260620117188]","[-0.6572290062904358, -0.6375340223312378, -0.0461760014295578, 0.3993330001831054, -1.2603344917297363, -0.9291850924491882, 1.3486926555633545]","[10.1875, -28.4375, -33.25]","[0.0692895725369453, -0.6355441808700562, -0.2477320283651352]","[-38.5, -41.4375, 2.75]","[-0.3023000061511993, 2.4012999534606934, -2.8720998764038086]","[0.0646993517875671, -0.6146875023841858, -0.3891735076904297]","[1.7929999828338623, 7.856400012969971, 5.588500022888184]",,,
"[-0.6175603866577148, 9.771129608154297, 3.889447689056397]","[-0.6736270189285278, -0.6269149780273438, -0.0567159987986087, 0.3872799873352051, -1.2170677185058594, -0.928435742855072, 1.4267127513885498]","[9.5625, -28.9375, -31.875]","[-0.1234471350908279, -0.3515616655349731, 0.2208016067743301]","[-39.125, -41.9375, 4.125]","[1.142199993133545, 0.4639999866485595, -2.8633999824523926]","[0.0534594357013702, -0.6228381991386414, 0.1137605607509613]","[2.0349998474121094, 7.851999759674072, 5.511199951171875]",,,
"[2.2010087966918945, 9.530158042907717, 3.321045160293579]","[-0.6695839762687683, -0.6393700242042542, -0.0528590008616447, 0.3742559850215912, -1.2593976259231567, -0.9555966258049012, 1.4006415605545044]","[11.4375, -29.75, -31.75]","[-0.5710892081260681, 0.0800407975912094, 0.6997374296188354]","[-37.25, -42.75, 4.25]","[-5.03879976272583, 1.886199951171875, -0.4840999841690063]","[-0.4924620985984802, 0.1312313079833984, 0.4707502126693725]","[1.7339999675750732, 8.008600234985352, 5.387399673461914]",,,
"[1.5194464921951294, 8.541985511779785, 5.333371639251709]","[-0.6570410132408142, -0.6587259769439697, -0.0182949993759393, 0.3661159873008728, -1.316739797592163, -1.0202211141586304, 1.3079733848571775]","[12.75, -30.4375, -30.5]","[-0.3687357008457184, 0.3713711500167846, 1.0043846368789673]","[-34.75, -44.0, 5.4375]","[-1.89739990234375, -0.0707999989390373, 1.8594999313354488]","[-0.4234168827533722, 0.5918934941291809, 1.0927855968475342]","[1.2893999814987185, 8.357399940490723, 4.96589994430542]",,,
"[0.9560717940330504, 11.183229446411133, 7.1995463371276855]","[-0.6336320042610168, -0.6846799850463867, 0.0148729998618364, 0.3598630130290985, -1.440747857093811, -1.0724512338638306, 1.146941065788269]","[15.8125, -29.4375, -29.625]","[-0.426663190126419, 0.0237364768981933, 0.910974621772766]","[-31.6875, -43.0, 6.3125]","[0.0687999948859214, -1.337299942970276, -0.0286999996751546]","[0.1806764900684356, -0.4878893494606018, 1.2113631963729858]","[0.6078000068664551, 8.613900184631348, 4.64769983291626]",,,
"[2.961656332015991, 9.446418762207031, 1.58318030834198]","[-0.608951985836029, -0.7147200107574463, 0.0308410003781318, 0.3426370024681091, -1.622829794883728, -1.1008551120758057, 0.9687487483024596]","[17.9375, -28.1875, -28.25]","[0.4264712035655975, 0.4670675694942474, 1.620258927345276]","[-29.5625, -41.75, 7.6875]","[4.300699710845947, -1.8788999319076536, -3.875699996948242]","[0.3201108276844024, 0.0788714289665222, 1.4868459701538086]","[-0.2308999896049499, 8.743499755859375, 4.434700012207031]",right,STOP,
"[2.9936139583587646, 7.758324146270752, 4.834783554077148]","[-0.5561630129814148, -0.7470179796218872, 0.0605310015380382, 0.3591389954090118, -1.827953577041626, -1.0642094612121582, 0.6905366778373718]","[20.5625, -24.875, -30.125]","[-0.4151614606380462, 0.5467069149017334, 2.074969530105591]","[-26.9375, -38.4375, 5.8125]","[3.906899929046631, -2.8576998710632324, -0.090499997138977]","[-0.1229235380887985, 0.495254635810852, 1.803762912750244]","[-1.2100999355316162, 8.574999809265137, 4.60159969329834]",left,START,
"[1.763655185699463, 9.17180347442627, 7.62209415435791]","[-0.4844369888305664, -0.7809500098228455, 0.1225610002875328, 0.3747209906578064, -2.0624074935913086, -1.0131340026855469, 0.3302890658378601]","[23.3125, -21.125, -30.75]","[-1.280390977859497, 1.790934681892395, 2.160211563110352]","[-24.1875, -34.6875, 5.1875]","[0.4883999824523926, -1.3974000215530396, 3.1328999996185303]","[-0.7575252652168274, 0.9989217519760132, 2.1698107719421387]","[-2.449699878692627, 8.320799827575684, 4.575099945068359]",,,"[45.0, 1.5, 37.9883041381836, 7.78000020980835, 2.431312322616577, 355.5837707519531, 2410.444168915972, 6.6405502, 44.5824355]"
"[0.984830915927887, 4.801571369171143, 4.302811622619629]","[-0.4153209924697876, -0.7909610271453857, 0.2217119932174682, 0.3908079862594604, -2.2487592697143555, -0.9796441197395324, -0.0468658991158008]","[23.25, -20.9375, -30.5625]","[-1.20787250995636, 0.9506110548973083, 1.1906286478042605]","[-24.25, -34.5, 5.375]","[2.1333999633789062, -1.1503000259399414, 0.8034999966621399]","[-1.460124969482422, 0.7885746359825134, 0.8033226728439331]","[-3.4278998374938965, 8.142399787902832, 4.256700038909912]",,,
"[-6.026310920715332, 8.373069763183594, 10.64681339263916]","[-0.3607630133628845, -0.7862679958343506, 0.3066389858722687, 0.3969939947128296, -2.3821096420288086, -0.9454843401908876, -0.3410019278526306]","[22.6875, -19.25, -32.0]","[-1.4515902996063232, 0.5088332891464233, 0.5002288222312927]","[-24.8125, -32.8125, 3.9375]","[-8.889800071716309, 10.485400199890137, 0.3623999953269958]","[-0.3122219443321228, 0.8935213088989258, -0.0012915435945615]","[-4.162799835205078, 7.950999736785889, 3.952399969100952]",,,
"[1.688869833946228, 4.60019063949585, 5.328258037567139]","[-0.3400070071220398, -0.7675690054893494, 0.3688510060310364, 0.3989740014076233, -2.465073823928833, -0.954944372177124, -0.5358418822288513]","[21.625, -22.5625, -31.375]","[-0.2729520499706268, 0.3654370307922363, 0.9606292247772216]","[-25.875, -36.125, 4.5625]","[3.220700025558472, -0.7382000088691711, 0.915299952030182]","[-0.5710018873214722, 0.4877671599388122, 0.3802548944950104]","[-4.417099952697754, 8.005000114440918, 3.546599864959717]",,,
"[2.283053159713745, 12.40802764892578, 5.800346374511719]","[-0.3219349980354309, -0.7629820108413696, 0.3915539979934692, 0.4011240005493164, -2.4889047145843506, -0.9363240599632264, -0.6092954277992249]","[20.9375, -21.5, -31.5]","[-0.3424336016178131, 0.1541823893785476, 0.3479662835597992]","[-26.5625, -35.0625, 4.4375]","[5.912499904632568, 1.6338999271392822, 3.265699863433838]","[-0.2330363541841507, 0.5471258163452148, 0.2587101459503174]","[-4.618000030517578, 7.898099899291992, 3.5302999019622803]",,,
"[1.6139696836471558, 8.990074157714844, 4.339002132415772]","[-0.3090479969978332, -0.7513750195503235, 0.4152059853076935, 0.4093019962310791, -2.494051456451416, -0.9345152974128724, -0.6742331385612488]","[21.125, -22.25, -31.4375]","[-0.4738917946815491, 0.8693485260009766, 0.4699822664260864]","[-26.375, -35.8125, 4.5]","[3.2941999435424805, -0.3265999853610992, 2.0745999813079834]","[-0.4888841807842254, 0.7085164189338684, 0.3062005639076233]","[-4.647500038146973, 7.887599945068359, 3.5151000022888184]",,,
"[-0.1882513016462326, 8.878246307373047, 6.064742565155029]","[-0.2869119942188263, -0.7359399795532227, 0.4466919898986816, 0.4201650023460388, -2.49756383895874, -0.923419713973999, -0.7620412707328796]","[19.625, -22.1875, -32.0]","[-0.4058239459991455, 0.7012383937835693, 0.4324402213096618]","[-27.875, -35.75, 3.9375]","[2.228899955749512, 0.326799988746643, 0.4989999830722809]","[-0.0849451720714569, 0.3879866898059845, 0.2909463942050934]","[-4.729499816894531, 7.822399616241455, 3.550999879837036]",,,
"[1.796771764755249, 7.645107269287109, 7.42808723449707]","[-0.2775669991970062, -0.7231209874153137, 0.4622879922389984, 0.431670993566513, -2.4810731410980225, -0.9281985759735109, -0.7977315783500671]","[17.4375, -22.9375, -32.375]","[-0.6760358214378357, 0.3173706829547882, -0.2998999357223511]","[-30.0625, -36.5, 3.5625]","[5.003599643707275, 0.6614999771118164, 2.611799955368042]","[-0.4181285202503204, 0.2405238300561905, -0.4740314185619354]","[-4.6407999992370605, 7.850599765777588, 3.6054999828338623]",,,
"[-1.6887742280960083, 7.750404357910156, 5.530749320983887]","[-0.2914629876613617, -0.7005720138549805, 0.4711120128631592, 0.4497779905796051, -2.445467948913574, -0.9830153584480286, -0.8003221154212952]","[14.5, -24.6875, -32.0625]","[0.1438500434160232, 0.5972516536712646, -0.3740065991878509]","[-33.0, -38.25, 3.875]","[2.5643999576568604, 3.136399984359741, -0.0055999998003244]","[-0.0019373154500499, 0.3762755393981933, -0.7304900884628296]","[-4.172699928283691, 8.160799980163574, 3.486999988555908]",,,
"[-0.8617785573005676, 9.718132019042969, 3.4506478309631348]","[-0.2890579998493194, -0.6805610060691833, 0.4692960083484649, 0.4827429950237274, -2.331005334854126, -1.0094550848007202, -0.7419131398200989]","[11.6875, -24.875, -33.625]","[0.590322732925415, 0.3926467299461365, -1.0721209049224854]","[-35.8125, -38.4375, 2.3125]","[1.8220999240875244, 5.1921000480651855, -1.0959999561309814]","[0.6834360361099243, 0.4748866260051727, -0.9790075421333312]","[-3.597100019454956, 8.3016996383667, 3.7829999923706055]",,,
"[-1.4348642826080322, 8.631978988647461, 4.990684509277344]","[-0.3038820028305053, -0.6670539975166321, 0.4349009990692138, 0.5230240225791931, -2.124889612197876, -1.0359338521957395, -0.540603756904602]","[8.0625, -23.75, -36.0]","[0.6112666726112366, 0.4871039390563965, -0.4202403724193573]","[-39.4375, -37.3125, -0.0625]","[3.0027999877929688, -1.4644999504089355, -0.6908999681472778]","[0.6780080795288086, 0.4442386627197265, -0.4241150021553039]","[-2.630100011825561, 8.436999320983887, 4.250699996948242]",,,"[45.0, 1.5, 38.59829330444336, 9.732000350952148, 3.50874662399292, 358.2440795898437, 2410.5969818038866, 6.6405194, 44.5825091]"
"[-0.2285409271717071, 9.007428169250488, 3.7528250217437744]","[-0.2950269877910614, -0.660315990447998, 0.4107010066509247, 0.5552160143852234, -1.97396457195282, -1.0078336000442505, -0.4141771197319031]","[5.375, -22.1875, -36.75]","[0.330722451210022, 0.2593384683132171, -0.4818679392337799]","[-42.125, -35.75, -0.8125]","[1.8375999927520752, 4.043399810791016, -1.4503999948501587]","[0.371475875377655, 0.3054675161838531, -0.8421388268470764]","[-2.053299903869629, 8.29319953918457, 4.813999652862549]",,,
"[2.273016929626465, 12.94593620300293, 4.532223701477051]","[-0.3001889884471893, -0.649170994758606, 0.3868399858474731, 0.5820800065994263, -1.8359220027923584, -0.9974520206451416, -0.2855198383331299]","[3.125, -20.8125, -37.375]","[0.180851012468338, 0.3326772153377533, -0.7241894602775574]","[-44.375, -34.375, -1.4375]","[0.4425999820232391, 1.8034999370574951, -1.0049999952316284]","[0.3825587034225464, 0.1270250678062439, -0.4660552740097046]","[-1.393899917602539, 8.238499641418457, 5.133599758148193]",left,STOP,
"[1.1925997734069824, 0.8088858127593994, 4.723616123199463]","[-0.3172689974308014, -0.6329259872436523, 0.365103006362915, 0.6045179963111877, -1.6971735954284668, -1.0029072761535645, -0.1466185897588729]","[0.375, -21.0625, -37.5]","[0.9524435997009276, -0.1349139511585235, -0.4675911664962768]","[-47.125, -34.625, -1.5625]","[-5.503499984741211, -6.1392998695373535, 0.6220999956130981]","[0.3610388040542602, 0.1367290914058685, -1.396752119064331]","[-0.6647999882698059, 8.267399787902832, 5.232399940490723]",right,START,
"[1.0040899515151978, 6.394989490509033, 9.984634399414062]","[-0.3261629939079284, -0.6374899744987488, 0.3194139897823334, 0.6206420063972473, -1.5996719598770142, -0.9481444954872132, -0.0040904930792748]","[-0.125, -17.75, -40.0]","[0.2542770206928253, -0.0164060946553945, -0.2919586896896362]","[-47.625, -31.3125, -4.0625]","[-2.94350004196167, -0.611299991607666, 3.089599847793579]","[0.7245908975601196, -0.1227839142084121, -0.2475400418043136]","[-0.1650999933481216, 7.966300010681152, 5.716700077056885]",,,
"[-0.941074550151825, 3.403511047363281, 2.096449136734009]","[-0.3304620087146759, -0.6357229948043823, 0.2966069877147674, 0.6314060091972351, -1.5448263883590698, -0.9185518026351928, 0.0662652552127838]","[-0.8125, -16.9375, -39.375]","[0.2802649736404419, -0.615839421749115, -0.6285803318023682]","[-48.3125, -30.5, -3.4375]","[4.1798996925354, -2.0075998306274414, -6.352299690246582]","[0.1821774691343307, -0.4119500517845154, -0.6679200530052185]","[0.1544999927282333, 7.793499946594238, 5.950299739837647]",,,
"[-0.0110420575365424, 14.395482063293455, 7.135448932647705]","[-0.3485789895057678, -0.6444550156593323, 0.2659290134906769, 0.6264579892158508, -1.525944471359253, -0.8986285924911499, 0.1515093296766281]","[-0.125, -16.0, -39.5625]","[-0.3008598685264587, -0.1142667084932327, -0.6633821725845337]","[-47.625, -29.5625, -3.625]","[1.6482999324798584, 6.850100040435791, 2.372599840164185]","[-0.3552792072296142, 0.2267531752586364, -0.4181110858917236]","[0.2736999988555908, 7.673399925231934, 6.100199699401856]",,,
"[1.153775334358215, 7.691909313201904, 5.531726360321045]","[-0.3709149956703186, -0.6409180164337158, 0.2362550050020218, 0.6291490197181702, -1.4653353691101074, -0.8831332325935364, 0.2611480355262756]","[0.25, -16.125, -39.25]","[0.0332659743726253, -0.6651100516319275, -1.485955834388733]","[-47.25, -29.6875, -3.3125]","[-0.1550000011920929, 0.7282999753952026, 0.7432000041007996]","[-0.2324778586626052, -1.1730881929397583, -1.666422963142395]","[0.6552000045776367, 7.577899932861328, 6.190000057220459]",,,
