TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[1.888115406036377, 8.821541786193848, 3.9715209007263184]","[-0.7143579721450806, -0.5951939821243286, -0.3653129935264587, 0.0445099994540214, -1.5280661582946775, -0.9576524496078492, 2.094000577926636]","[20.125, -36.125, -16.5]","[0.1984264850616455, 0.0498466044664382, 0.0776147916913032]","[-28.4375, -50.125, 18.5]","[0.2001999914646148, 3.22790002822876, -1.9603999853134155]","[0.4909087717533111, 0.2647140920162201, 0.0366344600915908]","[0.2409999966621399, 8.020299911499023, 5.637899875640869]",left,START,
"[1.266915798187256, 7.755547523498535, 6.923322677612305]","[-0.7181239724159241, -0.590133011341095, -0.3638660013675689, 0.0603410005569458, -1.5057353973388672, -0.9334291219711304, 2.0918004512786865]","[19.1875, -35.9375, -18.0625]","[-0.1130798831582069, 0.3593109250068664, 0.1312662065029144]","[-29.375, -49.9375, 16.9375]","[0.9149999618530272, -0.3202999830245971, -0.3511999845504761]","[0.0620290003716945, 0.3799930810928345, 0.1041961535811424]","[0.3792999982833862, 7.881199836730957, 5.823400020599365]",,,
"[2.4721953868865967, 11.528800010681152, -0.3627886176109314]","[-0.7183700203895569, -0.5973169803619385, -0.3481630086898803, 0.0770670026540756, -1.4966611862182615, -0.9348760843276978, 2.0513412952423096]","[20.1875, -35.5, -18.375]","[-0.0199491139501333, 0.0746826380491256, 0.5127952098846436]","[-28.375, -49.5, 16.625]","[0.23539999127388, 0.936199963092804, -2.130800008773804]","[-0.1557706296443939, 0.096621423959732, 0.4118802547454834]","[0.4312999844551086, 7.889599800109863, 5.808300018310547]",,,
"[1.1972061395645142, 5.48509693145752, 5.105998992919922]","[-0.7079089879989624, -0.6137310266494751, -0.3388449847698211, 0.0859140008687973, -1.5416920185089111, -0.9453610181808472, 1.978074669837952]","[22.25, -34.5625, -18.0625]","[-0.2800904512405395, 0.2415710240602493, 0.3633251786231994]","[-26.3125, -48.5625, 16.9375]","[0.6565999984741211, 0.1596999913454055, -0.1293999999761581]","[-0.2063328176736831, 0.1283689588308334, 0.3888069987297058]","[0.1669999957084655, 7.9502997398376465, 5.738800048828125]",,,
"[1.7476140260696411, 10.563849449157717, 6.927440643310547]","[-0.6961650252342224, -0.6277779936790466, -0.3340480029582977, 0.0982839986681938, -1.5901421308517456, -0.9414475560188292, 1.9039061069488523]","[23.375, -33.0625, -18.0]","[-0.2800904512405395, -0.078801617026329, 0.4229281842708587]","[-25.1875, -47.0625, 17.0]","[2.700599908828736, 0.0154999997466802, -0.4167999923229217]","[-0.2019345909357071, -0.0778765901923179, 0.4114613831043243]","[-0.1115999966859817, 7.927799701690674, 5.771199703216553]",,,
"[3.277116298675537, 4.508894443511963, 4.510340690612793]","[-0.6859920024871826, -0.6456869840621948, -0.3205319941043854, 0.0987939983606338, -1.6399644613265991, -0.9658610820770264, 1.8316129446029663]","[24.25, -32.6875, -17.75]","[0.3684389889240265, 0.4860567450523376, 0.4506440162658691]","[-24.3125, -46.6875, 17.25]","[1.2973999977111816, 12.772699356079102, -0.2092999964952469]","[0.5271068811416626, 0.5954714417457581, 0.4526686072349548]","[-0.3853999972343445, 8.066299438476562, 5.563699722290039]",,,
"[3.9148356914520255, 11.066680908203123, 3.279012441635132]","[-0.6812570095062256, -0.6513029932975769, -0.3092460036277771, 0.1267199963331222, -1.638319969177246, -0.942507028579712, 1.7755188941955566]","[24.875, -32.125, -20.1875]","[0.3165678083896637, 0.3241250813007355, 0.2326000332832336]","[-23.6875, -46.125, 14.8125]","[5.684499740600586, 3.490799903869629, -6.672599792480469]","[0.398703008890152, 0.5562539100646973, 0.2643824815750122]","[-0.3888999819755554, 7.933899879455566, 5.750799655914307]",,,"[45.0, 0.1339073181152343, 26.60053825378418, 3.713000059127808, 0.1012280061841011, 191.5028381347656, 2303.469290732406, 6.6599926, 44.560674]"
"[0.733909010887146, 12.007495880126951, 4.839744567871094]","[-0.684486985206604, -0.6536120176315308, -0.2867240011692047, 0.1485120058059692, -1.6028971672058103, -0.9434940814971924, 1.7445368766784668]","[23.1875, -31.9375, -20.0625]","[-0.362766683101654, 0.5022708773612976, -0.0113271865993738]","[-25.375, -45.9375, 14.9375]","[1.6066999435424805, -1.1729999780654907, -1.1832000017166138]","[-0.4957258701324463, 0.3924896419048309, -0.066252700984478]","[-0.18469999730587, 7.939599990844727, 5.753099918365479]",,,
"[1.7870800495147705, 4.704347610473633, 5.541216850280762]","[-0.6928920149803162, -0.6565600037574768, -0.2567310035228729, 0.1513819992542266, -1.559911847114563, -0.9829219579696656, 1.737492561340332]","[22.8125, -32.25, -20.625]","[-0.2565284967422485, 0.2959380149841308, 0.2593210339546203]","[-25.75, -46.25, 14.375]","[0.3624999821186065, 2.47979998588562, -2.898399829864502]","[-0.1343903541564941, 0.2548180818557739, 0.3149446547031402]","[0.0590999983251094, 8.160300254821777, 5.438299655914307]",,,
"[1.119365930557251, 11.045754432678224, 3.297170162200928]","[-0.6815400123596191, -0.6680830121040344, -0.2465019971132278, 0.1685339957475662, -1.5960875749588013, -0.9747520089149476, 1.6609123945236206]","[24.3125, -30.4375, -21.1875]","[0.3029542565345764, 0.6034476161003113, 0.4179714620113373]","[-24.25, -44.4375, 13.8125]","[1.3061999082565308, 3.505199909210205, -0.0116999996826052]","[0.2736327052116394, 0.3284535109996795, 0.5452582836151123]","[-0.1392000019550323, 8.115599632263184, 5.503399848937988]",,,"[45.0, 0.1355576515197754, 26.56399345397949, 3.4760000705718994, 0.1018201410770416, 181.0397186279297, 2302.718083714135, 6.6599948, 44.560674]"
"[2.871193647384644, 8.060750961303711, 10.535598754882812]","[-0.6713640093803406, -0.6743199825286865, -0.2386509925127029, 0.193923994898796, -1.610851168632507, -0.9490594863891602, 1.5971845388412476]","[23.5625, -30.25, -21.4375]","[-0.3548429012298584, 0.0647342652082443, -0.0822224617004394]","[-25.0, -44.25, 13.5625]","[2.592099905014038, -5.764999866485596, -0.0390000008046627]","[-0.2785719931125641, 0.2234195917844772, -0.2482730895280838]","[-0.2286999970674514, 7.971499919891357, 5.707200050354004]",,,
"[0.8789210319519043, 7.94173002243042, 6.271773815155029]","[-0.6841970086097717, -0.6665189862251282, -0.222473993897438, 0.1952690035104751, -1.5486382246017456, -0.9705138206481934, 1.633223533630371]","[22.6875, -30.6875, -22.875]","[0.2996730208396911, -0.0799884423613548, -0.0443139113485813]","[-25.875, -44.6875, 12.125]","[-0.3677999973297119, -0.0604999996721744, 0.3947999775409698]","[0.180816113948822, 0.1313185691833496, -0.0462686792016029]","[0.122699998319149, 8.092199325561523, 5.538099765777588]",,,"[45.0, 0.1355576515197754, 26.56399345397949, 3.424999952316284, 0.1020025610923767, 177.78762817382812, 2302.718083714135, 6.6599956, 44.5606741]"
"[4.310338973999023, 10.82206916809082, 4.31015682220459]","[-0.6781479716300964, -0.6659190058708191, -0.2301889955997467, 0.2089949995279312, -1.5587238073349, -0.9389976859092712, 1.614398956298828]","[23.25, -28.3125, -24.0]","[0.2210808545351028, 0.2530029416084289, 0.5961695909500122]","[-25.3125, -42.3125, 11.0]","[4.137099742889404, 4.550600051879883, -1.3978999853134155]","[0.2871939241886139, 0.2974041104316711, 0.5730788707733154]","[0.0698999986052513, 7.913599967956543, 5.791299819946289]",,,
"[1.514572024345398, 8.974252700805664, 5.946871757507324]","[-0.6641920208930969, -0.6767690181732178, -0.2195899933576584, 0.2293719947338104, -1.5915056467056274, -0.924423336982727, 1.53549325466156]","[23.5625, -27.75, -25.0625]","[-0.3041585385799408, 0.6510426998138428, 0.1999449133872985]","[-25.0, -41.75, 9.9375]","[2.014999866485596, 0.8601999878883362, -0.0407999977469444]","[-0.2143089771270752, 0.6804689764976501, 0.1571145355701446]","[-0.1222999989986419, 7.828299999237059, 5.905200004577637]",,,
"[1.27277672290802, 5.503177642822266, 4.3131256103515625]","[-0.669327974319458, -0.6773329973220825, -0.1854159981012344, 0.2425689995288849, -1.5470808744430542, -0.9557791352272034, 1.5096772909164429]","[22.875, -28.5625, -24.5]","[-0.1492431014776229, 0.1889667958021164, 0.2393369972705841]","[-25.6875, -42.5625, 10.5]","[3.0922000408172607, 0.973099946975708, -2.8910000324249268]","[-0.2338915765285492, 0.2793225049972534, 0.2171887755393982]","[0.1340999901294708, 8.009699821472168, 5.656499862670898]",,,
