TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-0.6502460241317749, 2.0789523124694824, 1.3489315509796145]","[-0.8045039772987366, -0.4839589893817901, -0.2740040123462677, 0.2085119932889938, -1.0352041721343994, -0.7267277240753174, 2.207956552505493]","[6.0625, -38.125, -25.125]","[-1.714646339416504, -0.9242390990257264, -1.2444895505905151]","[-41.0, -53.0, 9.5625]","[-2.740000009536743, 0.8488999605178833, -1.8013999462127686]","[-1.717997431755066, -0.8983907699584961, -1.2415573596954346]","[3.740299940109253, 6.5157999992370605, 6.302700042724609]",,,
"[-0.5941546559333801, 13.8037691116333, 2.682291269302368]","[-0.8265529870986938, -0.4617219865322113, -0.3016560077667236, 0.1123630031943321, -0.994359016418457, -0.769095242023468, 2.439013957977295]","[5.1875, -39.6875, -21.75]","[-0.3188018500804901, -1.4975099563598633, -0.8244237303733826]","[-41.875, -54.5625, 12.9375]","[-3.1638998985290527, -0.1713999956846237, -1.2103999853134155]","[-0.3221528828144073, -1.4716615676879885, -0.8214915990829468]","[3.840499877929688, 6.8202996253967285, 5.90779972076416]",,,
"[2.306152582168579, 9.200994491577148, 0.798092782497406]","[-0.8296509981155396, -0.4407179951667785, -0.3389919996261596, 0.0502909980714321, -1.009307622909546, -0.7714671492576599, 2.579205274581909]","[2.4375, -42.5625, -17.9375]","[-1.1558094024658203, -0.3178768157958984, -1.0636036396026611]","[-44.625, -57.4375, 16.75]","[-1.3503999710083008, -0.7078999876976013, 1.8747999668121336]","[-1.1591603755950928, -0.2920284867286682, -1.0606714487075806]","[3.743199825286865, 6.836999893188477, 5.950799942016602]",,,
"[0.6043061017990112, 12.681310653686523, 4.0971784591674805]","[0.8410390019416809, 0.4187589883804321, 0.3422319889068603, 0.013047999702394, -0.9370132684707642, -0.7942185401916504, 2.754326820373535]","[0.6875, -43.75, -15.5]","[-0.1254018992185592, -0.4164879322052002, -0.5431464910507202]","[-46.375, -58.625, 19.1875]","[-1.265399932861328, 7.587199687957764, 2.709199905395508]","[-0.1287529319524765, -0.3906396031379699, -0.5401968359947205]","[4.070099830627441, 6.995199680328369, 5.538099765777588]",,,"[45.0, 1.5, 14.57216453552246, 7.986000061035156, 4.9522247314453125, 45.76512908935547, 2201.374467986636, 6.6255721, 44.6094523]"
"[3.132094621658325, 9.522017478942873, 1.359983205795288]","[0.8418890237808228, 0.4088900089263916, 0.3488929867744446, 0.0480020008981227, -0.9145618081092834, -0.8066526651382446, 2.8415656089782715]","[-0.5, -45.5625, -12.375]","[-1.4578386545181274, -0.3389953076839447, -0.8308814167976379]","[-47.5625, -60.4375, 22.3125]","[-2.855299949645996, 7.090399742126465, -1.031599998474121]","[-1.4611896276474, -0.3131469786167145, -0.827931821346283]","[4.139999866485596, 7.080100059509277, 5.375999927520752]",,,
"[3.4520654678344727, 17.236509323120117, -1.099024772644043]","[0.8441810011863708, 0.3935180008411407, 0.3443500101566314, 0.1180019974708557, -0.8229553699493408, -0.8415379524230957, 3.0336477756500244]","[-2.25, -46.0, -10.375]","[0.1626646816730499, -1.0240370035171509, -0.3669554591178894]","[-49.3125, -60.875, 24.3125]","[-1.8056999444961548, 2.4940998554229736, -6.869699954986572]","[0.1593311131000518, -0.9981886744499208, -0.3640058636665344]","[4.443699836730957, 7.3125, 4.7906999588012695]",,,
"[0.7333535552024841, 3.660073518753052, -1.974986553192139]","[0.842333972454071, 0.3747099936008453, 0.363983005285263, 0.1325899958610534, -0.8468955755233765, -0.8150835633277893, 3.069489002227783]","[-4.75, -46.5, -7.0]","[-2.317587852478028, -0.04152138158679, -0.0972322896122932]","[-51.8125, -61.375, 27.6875]","[-4.738699913024902, -2.4004998207092285, 5.660099983215332]","[-2.3209388256073, -0.0156556032598018, -0.0943001359701156]","[4.4542999267578125, 7.137099742889404, 5.038899898529053]",,,
"[5.411911010742188, 10.473846435546877, 8.242413520812988]","[0.8323149681091309, 0.3837459981441498, 0.3642579913139343, 0.165242001414299, -0.8282392024993896, -0.8620469570159912, 3.134681463241577]","[-3.9375, -47.0625, -6.5625]","[-0.9645212888717652, -0.150342658162117, -0.3342305421829223]","[-51.0, -61.9375, 28.125]","[-5.110300064086914, -0.0016999999061226, 5.731599807739258]","[-0.9678723216056824, -0.1244943365454673, -0.3312984108924866]","[4.315999984741211, 7.444900035858154, 4.702600002288818]",,,
"[2.294813632965088, 11.793108940124512, 5.655650615692139]","[0.8274700045585632, 0.3956150114536285, 0.3449639976024627, 0.1994509994983673, -0.7437846064567566, -0.9146120548248292, -3.0478081703186035]","[-4.25, -46.6875, -4.125]","[0.0722042694687843, -0.4378856420516968, -0.2764950692653656]","[-51.3125, -61.5625, 30.5625]","[-0.852899968624115, -0.3856000006198883, 1.9800999164581297]","[0.0688532367348671, -0.4120373427867889, -0.2735629081726074]","[4.402899742126465, 7.769999980926514, 4.050899982452393]",,,
"[-3.305195569992065, 10.153502464294434, 11.02197551727295]","[0.8199769854545593, 0.3861260116100311, 0.3605360090732574, 0.2203550040721893, -0.7613591551780701, -0.9142757058143616, -3.005271673202514]","[-4.8125, -46.875, -4.25]","[0.3194650709629059, -0.2481858134269714, 0.3957359492778778]","[-51.875, -61.75, 30.4375]","[6.464099884033203, 13.973199844360352, -6.139800071716309]","[0.3161140382289886, -0.2223200350999832, 0.3986855447292328]","[4.332900047302246, 7.767999649047852, 4.129499912261963]",,,
"[-1.823299527168274, 9.891863822937012, 10.418789863586426]","[0.8068860173225403, 0.3972989916801452, 0.3593100011348724, 0.2489629983901977, -0.730904757976532, -0.961515486240387, -2.937008857727051]","[-3.6875, -47.125, -2.6875]","[1.0473371744155884, -0.537299633026123, 0.8189259171485901]","[-50.75, -62.0, 32.0]","[-0.5304999947547913, 9.668700218200684, -5.423199653625488]","[1.0439860820770264, -0.5114513039588928, 0.8218581080436707]","[4.178599834442139, 8.041999816894531, 3.746299982070923]",,,
"[1.5876717567443848, 7.22171688079834, 4.768617630004883]","[0.7919679880142212, 0.4116489887237549, 0.3745079934597015, 0.2511450052261352, -0.7930273413658142, -0.9975362420082092, -2.975881099700928]","[-2.9375, -46.6875, -0.4375]","[-0.0813148915767669, -0.563880980014801, 0.2605252861976623]","[-50.0, -61.5625, 34.25]","[2.063499927520752, 2.5874998569488525, -3.867999792098999]","[-0.0846659243106842, -0.5380326509475708, 0.2634574472904205]","[3.732100009918213, 8.238900184631348, 3.7894999980926514]",,,
"[1.6780097484588623, 10.438613891601562, 3.4198107719421387]","[0.7808780074119568, 0.4104520082473755, 0.3884960114955902, 0.2661350071430206, -0.8214945197105408, -1.0118430852890017, -2.958176612854004]","[-3.4375, -46.75, -0.8125]","[0.090966559946537, -0.3130597174167633, -0.0161966551095247]","[-50.5, -61.625, 33.875]","[-1.1395000219345093, 0.2468999922275543, 3.2727999687194824]","[0.0876155272126197, -0.2872113883495331, -0.0132470494136214]","[3.542099952697754, 8.314199447631836, 3.807499885559082]",,,
"[1.3461064100265503, 9.576634407043455, 1.648245096206665]","[0.778082013130188, 0.4052779972553253, 0.397253006696701, 0.2693080008029938, -0.8435795307159424, -1.005903244018555, -2.9592125415802]","[-2.9375, -47.375, -0.3125]","[-0.5264959931373596, 0.023108160123229, 0.038501963019371]","[-50.0, -62.25, 34.375]","[-4.254799842834473, 1.5233999490737915, 4.011799812316895]","[-0.5298470258712769, 0.0489564836025238, 0.0414341166615486]","[3.4898998737335205, 8.283100128173828, 3.92170000076294]",right,STOP,"[45.0, 1.5, 13.628555297851562, 7.578000068664551, 4.876654148101807, 71.44721984863281, 2200.274428925477, 6.6256293, 44.6094764]"
"[4.013879299163818, 9.300257682800291, 3.439337968826294]","[0.7747039794921875, 0.4088889956474304, 0.3972930014133453, 0.273496001958847, -0.8419181704521179, -1.0176047086715698, -2.9523041248321533]","[-2.9375, -47.5, 0.25]","[-0.2684839963912964, -0.3852465152740478, -0.2562317848205566]","[-50.0, -62.375, 34.9375]","[-7.844599723815918, -0.8614999651908875, 3.55079984664917]","[-0.2718350291252136, -0.3593981862068176, -0.2532996237277984]","[3.4315998554229736, 8.343999862670898, 3.843299865722656]",left,START,
"[0.878308117389679, 9.526978492736816, 5.895827293395996]","[0.7644439935684204, 0.4128110110759735, 0.4057730138301849, 0.283827006816864, -0.8637061715126038, -1.0381779670715332, -2.945521831512451]","[-2.375, -47.3125, 0.4375]","[0.219318076968193, -0.40090212225914, 0.3471285402774811]","[-49.4375, -62.1875, 35.125]","[3.698400020599365, 9.527299880981444, -8.081099510192871]","[0.2159844934940338, -0.3750537931919098, 0.350078135728836]","[3.2348999977111816, 8.448200225830078, 3.785799980163574]",,,
"[1.329586386680603, 14.133681297302246, 5.470425128936768]","[0.7536759972572327, 0.4238629937171936, 0.4141300022602081, 0.2842650115489959, -0.910434365272522, -1.0641071796417236, -2.981373310089112]","[-0.375, -46.875, -0.375]","[1.081563115119934, -0.1686162650585174, 1.1581655740737915]","[-47.4375, -61.75, 34.3125]","[2.072399854660034, 6.321699619293213, -2.4933998584747314]","[1.078212022781372, -0.142750471830368, 1.1611151695251465]","[2.919099807739258, 8.57450008392334, 3.75849986076355]",,,
"[-2.170401334762573, 6.906486988067627, 6.433756351470947]","[0.7456750273704529, 0.4477410018444061, 0.413917988538742, 0.2686370015144348, -0.9732229709625244, -1.0976214408874512, -3.075766563415528]","[1.9375, -47.4375, 1.9375]","[-0.1507789939641952, 0.2824117243289947, 0.5519952774047852]","[-45.125, -62.3125, 36.625]","[3.1243999004364014, 2.509199857711792, -2.664799928665161]","[-0.1541300266981125, 0.308260053396225, 0.554927408695221]","[2.514400005340576, 8.729100227355957, 3.694499969482422]",,,
"[2.7968204021453857, 9.666426658630373, 6.138829231262207]","[0.7428159713745117, 0.4616380035877228, 0.4087780117988586, 0.2607940137386322, -0.9918341040611268, -1.1175671815872192, -3.1186864376068115]","[2.5625, -47.6875, 1.5625]","[-0.0320616997778415, 0.1530130207538604, 0.0939336195588111]","[-44.5, -62.5625, 36.25]","[-1.4079999923706057, 0.1859000027179718, 2.378000020980835]","[-0.0354127287864685, 0.1788613349199295, 0.0968657732009887]","[2.349400043487549, 8.816499710083008, 3.5941998958587646]",,,
"[0.6797617077827454, 11.76867961883545, 3.73589301109314]","[0.7423930168151855, 0.4708000123500824, 0.3973810076713562, 0.2632229924201965, -0.957429587841034, -1.1390511989593506, -3.101778507232666]","[2.75, -47.0625, 3.3125]","[-0.3755948543548584, -0.086952306330204, -0.2286555916070938]","[-44.3125, -61.9375, 38.0]","[-1.136199951171875, 3.626099824905396, 0.400299996137619]","[-0.3789284229278564, -0.0611039772629737, -0.2257234305143356]","[2.362099885940552, 8.906700134277344, 3.3554999828338623]",,,
"[-0.6447967886924744, 11.81173610687256, 1.61978280544281]","[0.7396389842033386, 0.4665310084819793, 0.3901430070400238, 0.288219004869461, -0.8695107102394104, -1.155563235282898, -2.9864630699157715]","[1.8125, -46.9375, 4.0]","[-0.1045277714729309, -0.493125319480896, 0.2181836068630218]","[-45.25, -61.8125, 38.6875]","[-1.5814999341964722, 1.6471999883651731, -0.2666999995708465]","[-0.1078788042068481, -0.4672769904136657, 0.22111576795578]","[2.5523998737335205, 8.973299980163574, 3.02239990234375]",,,
"[1.4730373620986938, 9.039633750915527, 5.597049713134766]","[0.7285659909248352, 0.4747770130634308, 0.4026019871234894, 0.2858119904994964, -0.9509291052818298, -1.1730846166610718, -3.053243637084961]","[4.4375, -46.8125, 3.5]","[0.1413193047046661, 0.5745798349380493, 0.7856075763702393]","[-42.625, -61.6875, 38.1875]","[-0.9805999994277954, 0.5985999703407288, 1.6646000146865845]","[0.1379682719707489, 0.6004281640052795, 0.7885397672653198]","[2.206399917602539, 9.041199684143066, 3.0914998054504395]",,,
"[1.954731583595276, 6.178544044494629, 5.211928367614746]","[0.7271270155906677, 0.5069059729576111, 0.3938629925251007, 0.2433169931173324, -1.0762734413146973, -1.1912617683410645, 3.018582582473755]","[7.4375, -46.5, 2.0]","[0.2801427841186523, 0.820898175239563, 0.4047418534755707]","[-39.625, -61.375, 36.6875]","[-1.3221999406814575, -2.3028998374938965, 1.7544000148773191]","[0.2767917513847351, 0.8467465043067932, 0.4076740145683288]","[1.7242999076843262, 9.108699798583984, 3.19789981842041]",,,
"[0.9950589537620544, 7.559011936187744, 5.291817665100098]","[0.7327280044555664, 0.5256119966506958, 0.3813920021057129, 0.2034219950437545, -1.1449044942855835, -1.182164430618286, 2.866788864135742]","[9.9375, -46.5625, -0.8125]","[0.639331579208374, 0.316323459148407, 0.3873409330844879]","[-37.125, -61.4375, 33.875]","[-1.535099983215332, -1.818399906158448, 1.381999969482422]","[0.6359805464744568, 0.3421892523765564, 0.3902730643749237]","[1.535099983215332, 9.075300216674805, 3.3838999271392822]",,,"[45.0, 1.5, 14.89554500579834, 7.65500020980835, 3.596095323562622, 110.49594116210938, 2199.528455488384, 6.6256856, 44.609477]"
"[1.993651747703552, 11.055705070495604, 2.8302719593048096]","[0.7343440055847168, 0.5313519835472107, 0.3863349854946136, 0.1707279980182647, -1.2301331758499146, -1.148881912231445, 2.7406768798828125]","[10.875, -46.0, -2.625]","[0.2935294806957245, -0.0627096816897392, 0.0601614974439144]","[-36.1875, -60.875, 32.0625]","[-0.6552000045776367, 0.2028999924659729, -0.0683000013232231]","[0.2901784479618072, -0.036861352622509, 0.0630936548113823]","[1.3416999578475952, 8.946599960327148, 3.784999847412109]",,,
"[1.8591455221176147, 9.982202529907228, 4.248290538787842]","[0.7337700128555298, 0.5310869812965393, 0.393898993730545, 0.1561049968004226, -1.2751059532165527, -1.125239014625549, 2.6868197917938232]","[11.4375, -45.75, -3.3125]","[-0.0348018668591976, -0.0025132740847766, 0.2152165472507476]","[-35.625, -60.625, 31.375]","[1.3181999921798706, 2.673499822616577, -1.5616999864578247]","[-0.0381528958678245, 0.0233175978064537, 0.2181487083435058]","[1.2314000129699707, 8.849200248718262, 4.042799949645996]",,,
"[-0.7500746250152588, 6.631814479827881, 4.9865570068359375]","[0.731781005859375, 0.5379229784011841, 0.3912949860095978, 0.1483969986438751, -1.2991234064102173, -1.1276746988296509, 2.646294116973877]","[11.75, -45.3125, -3.4375]","[-0.5663244128227234, 0.1678308546543121, -0.0450818538665771]","[-35.3125, -60.1875, 31.25]","[0.421099990606308, -2.6910998821258545, 2.9121999740600586]","[-0.5696754455566406, 0.1936966329813003, -0.0421497002243995]","[1.1281999349594116, 8.85949993133545, 4.0503997802734375]",,,
"[0.053591813892126, 8.029664039611816, 7.145255565643311]","[0.7357820272445679, 0.5407919883728027, 0.3796919882297516, 0.1483269929885864, -1.262697696685791, -1.139554142951965, 2.663276433944702]","[12.1875, -45.9375, -3.625]","[0.4059286713600158, -0.2178170830011367, 0.0410326905548572]","[-34.875, -60.8125, 31.0625]","[0.4239999949932098, -2.495199918746948, -0.434499979019165]","[0.4025776386260986, -0.1919687688350677, 0.0439822971820831]","[1.2429999113082886, 8.90880012512207, 3.906099796295166]",,,
"[2.9194893836975098, 10.292213439941406, 1.5602916479110718]","[0.7330380082130432, 0.5402039885520935, 0.3886939883232116, 0.1405390053987503, -1.3041234016418457, -1.1226074695587158, 2.62532925605774]","[13.0, -45.1875, -4.0625]","[0.1338842064142227, 0.2223374992609024, -0.0091804321855306]","[-34.0625, -60.0625, 30.625]","[-1.855299949645996, -1.267300009727478, 0.274399995803833]","[0.1305506229400634, 0.2481858134269714, -0.006248278543353]","[1.1197999715805054, 8.83799934387207, 4.099299907684326]",,,
"[-0.6526497602462769, 8.03895378112793, 2.8123443126678467]","[0.7322409749031067, 0.541916012763977, 0.3956589996814728, 0.116627000272274, -1.3544670343399048, -1.0884634256362915, 2.551677942276001]","[12.875, -44.4375, -5.9375]","[0.1347743272781372, 0.7044847011566162, 0.2746450006961822]","[-34.1875, -59.3125, 28.75]","[-2.3492000102996826, -5.559499740600586, 7.511499881744385]","[0.1314407438039779, 0.7303330302238464, 0.2775771617889404]","[0.9763000011444092, 8.687799453735352, 4.442699909210205]",,,
"[-0.3070132732391357, 8.74966812133789, 4.392765998840332]","[0.7364439964294434, 0.5486729741096497, 0.3868550062179565, 0.0833619982004165, -1.367499828338623, -1.0605655908584597, 2.4756133556365967]","[14.75, -43.625, -7.75]","[-0.296671062707901, 0.7143632769584656, 0.2449744194746017]","[-32.3125, -58.5, 26.9375]","[-1.1237999200820925, -2.9579999446868896, 2.664299964904785]","[-0.3000220954418182, 0.7402116060256958, 0.2479065656661987]","[0.9668999910354614, 8.557600021362305, 4.690599918365479]",,,
"[2.272135734558105, 10.207975387573242, 2.9365363121032715]","[0.7406460046768188, 0.5620949864387512, 0.3628239929676056, 0.0620439983904361, -1.3503293991088867, -1.070934772491455, 2.4217708110809326]","[15.0625, -43.8125, -8.1875]","[0.2822721004486084, 0.4214621186256408, 0.3983016014099121]","[-32.0, -58.6875, 26.5]","[1.296299934387207, 0.1504999995231628, -0.3990999758243561]","[0.2789385318756103, 0.4473104178905487, 0.4012337327003479]","[1.0277999639511108, 8.606800079345703, 4.5864996910095215]",,,
"[1.197847843170166, 7.742685317993164, 3.3350653648376465]","[0.7408080101013184, 0.5740349888801575, 0.3478569984436035, 0.0260969996452331, -1.3696938753128052, -1.052482008934021, 2.3260788917541504]","[16.9375, -41.8125, -10.4375]","[-0.1249830275774002, 0.8099549412727356, 0.499338686466217]","[-30.125, -56.6875, 24.25]","[3.972099781036377, 1.2487999200820925, 1.8393999338150024]","[-0.1283340603113174, 0.8358032703399658, 0.5022708773612976]","[0.9703999757766724, 8.518599510192871, 4.76039981842041]",,,
"[2.5891473293304443, 9.285490036010742, 4.092360973358154]","[-0.7405350208282471, -0.5926079750061035, -0.3167850077152252, 0.008305000141263, -1.371151089668274, -1.0601568222045898, 2.225216627120972]","[18.0625, -41.5, -12.0625]","[0.1031489595770835, 0.9519549012184144, 0.634933352470398]","[-29.0, -56.375, 22.625]","[3.835099935531616, -0.7102999687194824, 1.823699951171875]","[0.0997979268431663, 0.9778032302856444, 0.6378829479217529]","[0.950499951839447, 8.5556001663208, 4.6975998878479]",,,
"[3.1371703147888184, 8.100187301635742, 7.387357234954834]","[-0.7351210117340088, -0.6125519871711731, -0.2858420014381408, 0.0516630001366138, -1.3944870233535769, -1.057365894317627, 2.091191530227661]","[19.5625, -39.5625, -14.4375]","[0.4114613831043243, 0.7439116835594177, 0.7870038747787476]","[-27.5, -54.4375, 20.25]","[4.234999656677246, 0.7152000069618225, -3.1238999366760254]","[0.4081103503704071, 0.769760012626648, 0.7899534702301025]","[0.8447999954223633, 8.542200088500977, 4.742000102996826]",,,"[45.0, 1.5, 15.867777824401855, 7.664000034332275, 3.359662771224976, 123.0258560180664, 2198.925841059536, 6.6257241, 44.609462]"
"[3.1425046920776367, 7.584007263183594, 5.353358268737793]","[-0.7252349853515625, -0.6323750019073486, -0.252916008234024, 0.1008350029587745, -1.425639510154724, -1.0476176738739014, 1.939058303833008]","[20.375, -37.5, -18.0625]","[0.0344353467226028, 1.9355701208114624, 0.9216036796569824]","[-26.6875, -52.375, 16.625]","[4.155299663543701, -0.4140999913215637, -0.0722999945282936]","[0.0310843139886856, 1.961435914039612, 0.9245358109474182]","[0.7087000012397766, 8.494799613952637, 4.848199844360352]",,,
"[6.659826278686523, 3.7199573516845694, 7.08617639541626]","[-0.7181230187416077, -0.649163007736206, -0.1760450005531311, 0.1785870045423507, -1.376875877380371, -1.0541467666625977, 1.7609925270080566]","[19.5, -35.8125, -21.375]","[0.141650915145874, 0.7152882814407349, 0.023108160123229]","[-27.5625, -50.6875, 13.3125]","[6.990200042724609, -0.7106999754905701, -2.076099872589112]","[0.1382998824119568, 0.7411366105079651, 0.0260403119027614]","[0.9333999752998352, 8.526599884033203, 4.753299713134766]",,,
"[2.481369972229004, 4.180314540863037, 3.828481674194336]","[-0.7124679684638977, -0.6487150192260742, -0.1152409985661506, 0.2414029985666275, -1.3014806509017944, -1.0526491403579712, 1.6552597284317017]","[17.875, -33.5625, -26.125]","[0.4613079726696014, 2.359562873840332, 1.185340404510498]","[-29.1875, -48.4375, 8.5625]","[2.5028998851776123, -4.724199771881104, 0.8686999678611755]","[0.4579744040966034, 2.385428667068481, 1.188272476196289]","[1.292199969291687, 8.519399642944336, 4.68179988861084]",,,
"[1.3748942613601685, 2.4945571422576904, 5.410646915435791]","[-0.6823049783706665, -0.653564989566803, -0.0600989982485771, 0.3220239877700805, -1.3021092414855957, -1.0220030546188354, 1.4522491693496704]","[17.0, -30.1875, -29.9375]","[0.6377607583999634, 0.3976209163665771, 0.7722733020782471]","[-30.0625, -45.0625, 4.75]","[-0.2008000016212463, -3.061199903488159, -2.235299825668335]","[0.6344097256660461, 0.4234866797924042, 0.775222897529602]","[1.3579999208450315, 8.366499900817871, 4.93209981918335]",,,
"[8.733722686767578, 15.67073917388916, 6.833367824554443]","[-0.638795018196106, -0.6727330088615417, -0.058653000742197, 0.3686859905719757, -1.417914628982544, -0.9548514485359192, 1.2594133615493774]","[17.375, -24.125, -34.625]","[1.5747233629226685, 1.4382909536361694, 1.321161866188049]","[-29.6875, -39.0, 0.0625]","[4.599499702453613, 4.087100028991699, 2.804800033569336]","[1.5713722705841064, 1.4641392230987549, 1.32409405708313]","[0.8626999855041504, 8.004400253295898, 5.599400043487549]",,,
"[1.975513339042664, 9.002082824707031, 2.1530003547668457]","[-0.5962960124015808, -0.6819970011711121, -0.0259939990937709, 0.4226509928703308, -1.458660364151001, -0.913049042224884, 1.0811647176742554]","[16.0, -23.625, -34.375]","[-0.8163602948188782, 0.7394436597824097, -0.10712830722332]","[-31.0625, -38.5, 0.3125]","[-0.9257999658584596, 2.310699939727783, -3.015499830245972]","[-0.8197113275527954, 0.7652919888496399, -0.1041787043213844]","[0.670799970626831, 7.76069974899292, 5.957399845123291]",,,
