TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[2.0648839473724365, 8.950359344482422, 4.017058372497559]","[-0.279697984457016, -0.5723810195922852, 0.3878960013389587, 0.6660959720611572, -1.49061918258667, -0.9916671514511108, -0.1309016048908233]","[-7.6875, -18.4375, -37.9375]","[0.202213853597641, -1.147937893867493, -0.6725102663040161]","[-53.375, -31.5, -1.875]","[1.2862999439239502, 1.059599995613098, -1.12309992313385]","[0.1823520064353943, -1.0864499807357788, -0.7327415943145752]","[0.4298000037670135, 8.207499504089355, 5.349799633026123]",right,START,"[0.0, 0.144493356347084, 9.800000190734863, 3.0, 0.0963239967823028, 0.0, 2612.553955078125, 6.639707, 44.5741463]"
"[0.3288387954235077, 8.709473609924316, 4.310405731201172]","[-0.3142659962177276, -0.6007649898529053, 0.3426179885864258, 0.6503300070762634, -1.4942935705184937, -0.967076539993286, -0.0051304516382515]","[-4.9375, -17.8125, -38.8125]","[-0.0634078085422515, -0.8062024712562561, -0.3479488492012024]","[-50.625, -30.875, -2.75]","[1.1632000207901, 0.0859000012278556, -0.3631999790668487]","[-0.0617322959005832, -0.8184896111488342, -0.3855432271957397]","[0.4253999888896942, 8.073100090026855, 5.550999641418457]",,,
"[0.7968477606773376, 8.407018661499023, 3.911800146102905]","[-0.3467400074005127, -0.6164190173149109, 0.3164640069007873, 0.6321769952774048, -1.499910593032837, -0.9748127460479736, 0.0860698446631431]","[-1.625, -18.3125, -39.125]","[0.0084473937749862, -0.7115183472633362, -0.5682792067527771]","[-47.3125, -31.375, -3.0625]","[-0.2721000015735626, 0.9746999740600586, -1.8917999267578125]","[-0.062639869749546, -0.740822434425354, -0.6028716564178467]","[0.3897999823093414, 8.115900039672852, 5.490799903869629]",,,
"[-0.4560666680335998, 8.945867538452148, 3.4726266860961914]","[-0.374781996011734, -0.6280059814453125, 0.2844929993152618, 0.619845986366272, -1.4837262630462646, -0.9674021005630492, 0.1902183890342712]","[-0.375, -17.8125, -39.375]","[0.2409950643777847, -0.6498384475708008, -0.4796688258647918]","[-46.0625, -30.875, -3.3125]","[0.1044999957084655, 0.1821999996900558, -0.9246000051498412]","[0.1556659191846847, -0.7846302390098572, -0.4053701758384704]","[0.4837999939918518, 8.074899673461914, 5.543499946594238]",,,
"[-0.7025449872016907, 7.080784797668457, 4.337182521820068]","[-0.3913989961147308, -0.6410350203514099, 0.2500619888305664, 0.6110219955444336, -1.4807006120681765, -0.9397111535072328, 0.2705855965614319]","[0.8125, -16.9375, -39.3125]","[0.2730916738510132, -0.6814114451408386, -0.5083969831466675]","[-44.875, -30.0, -3.25]","[0.4894999861717224, 0.1823999881744384, -0.6042999625205994]","[0.1978505253791809, -0.4667533934116363, -0.6467142701148987]","[0.5205000042915344, 7.917699813842773, 5.762599945068359]",,,
"[0.6852109432220459, 8.391256332397461, 4.3467302322387695]","[-0.4051379859447479, -0.6486589908599854, 0.2156839966773986, 0.6071109771728516, -1.4644137620925903, -0.9067113399505616, 0.3513402640819549]","[1.5, -15.25, -39.5625]","[0.2520080804824829, -0.658268392086029, -0.4273962378501892]","[-44.1875, -28.3125, -3.5]","[0.642799973487854, 0.6227999925613403, -2.665899991989136]","[0.3926292657852173, -0.2779262363910675, -0.3805166780948639]","[0.6416999697685242, 7.722499847412109, 6.009999752044678]",,,
"[-0.0635421127080917, 8.768630027770996, 4.596972465515137]","[-0.4121460020542145, -0.6560980081558228, 0.1885720044374466, 0.6034160256385803, -1.4644174575805664, -0.876323401927948, 0.4012346863746643]","[2.5, -14.875, -39.875]","[-0.2078163474798202, -0.131824716925621, -0.3436378836631775]","[-43.1875, -27.9375, -3.8125]","[0.1670999974012375, 0.7805999517440796, 0.574999988079071]","[-0.1713738739490509, -0.2635796368122101, -0.1725083440542221]","[0.6662999987602234, 7.535299777984619, 6.240499973297119]",,,
"[-0.7486476898193359, 9.043129920959473, 4.3645339012146]","[-0.4305639863014221, -0.6541669964790344, 0.1755079925060272, 0.5965520143508911, -1.4404138326644895, -0.8831164240837097, 0.464032232761383]","[3.3125, -15.25, -40.1875]","[0.4152487218379974, -0.583568274974823, -0.2700896859169006]","[-42.375, -28.3125, -4.125]","[5.398299694061279, 0.1595999896526336, -7.152499675750732]","[0.686141312122345, -0.7124782800674438, -0.1430995464324951]","[0.8091999888420105, 7.5777997970581055, 6.171799659729004]",,,
"[3.4809682369232178, 7.1593337059021, 4.012011528015137]","[-0.4448649883270263, -0.6632289886474609, 0.1511510014533996, 0.5825589895248413, -1.454503059387207, -0.8729119896888733, 0.5173674821853638]","[4.8125, -15.5, -39.125]","[0.4297000467777252, -0.5080304145812988, 0.174340933561325]","[-40.875, -28.5625, -3.0625]","[0.3768999874591827, -1.6984999179840088, -4.288000106811523]","[0.37079519033432, -0.4794419407844543, 0.04359832406044]","[0.7310999631881714, 7.513899803161621, 6.259099960327148]",,,
"[-2.046544551849365, 8.320798873901367, 5.991403102874756]","[-0.443136990070343, -0.6723210215568542, 0.1378329992294311, 0.5767269730567932, -1.482293963432312, -0.8554171919822693, 0.5198194980621338]","[5.8125, -15.3125, -39.625]","[-0.4980646073818207, -0.1056622341275215, -0.214640587568283]","[-39.875, -28.375, -3.5625]","[0.4610999822616577, 1.825500011444092, -2.27839994430542]","[-0.0118856923654675, -0.0607898160815238, -0.196803331375122]","[0.568399965763092, 7.402499675750732, 6.4070000648498535]",,,
