TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[1.7359015941619873, 8.01485824584961, 6.705929279327393]","[0.7121670246124268, 0.3964169919490814, 0.5269479751586914, 0.2408220022916793, -1.341935157775879, -0.9586760997772216, 3.011094570159912]","[2.5, -44.125, -5.5]","[-0.2945243120193481, 0.436437040567398, 0.6329785585403442]","[-46.625, -58.75, 29.375]","[1.5752999782562256, -1.3084999322891235, -0.5649999976158142]","[-0.3738669753074646, 0.4260523319244385, 0.6562438011169434]","[1.2782999277114868, 8.026000022888184, 5.4878997802734375]",,,"[45.0, 1.5, 17.35943603515625, 15.071999549865724, 5.02955961227417, 106.5692901611328, 2545.21499377396, 6.6519247, 44.5587569]"
"[-0.6851439476013184, 4.561251163482666, 5.8659186363220215]","[0.7044349908828735, 0.4299399852752685, 0.5193269848823547, 0.2218600064516067, -1.404292345046997, -0.9902539849281312, 2.894805669784546]","[5.625, -44.375, -5.4375]","[-0.0623955205082893, 0.1599070727825164, 0.5410171747207642]","[-43.5, -59.0, 29.4375]","[1.746500015258789, -0.5801999568939209, -2.1956000328063965]","[-0.3281742632389068, 0.3775670826435089, 0.8617039322853088]","[0.8913999795913696, 8.199899673461914, 5.304299831390381]",,,
"[0.129325196146965, 6.899103164672852, 2.904846668243408]","[0.6909210085868835, 0.4716469943523407, 0.5147330164909363, 0.1876830011606216, -1.523664951324463, -1.0064808130264282, 2.704916000366211]","[11.4375, -43.5, -5.375]","[0.0176278259605169, 0.5223421454429626, 1.5968890190124512]","[-37.6875, -58.125, 29.5]","[8.725899696350098, 0.4906999766826629, -0.4925999939441681]","[0.0380307249724864, 0.7555530071258545, 2.0207595825195312]","[0.2469999939203262, 8.286099433898926, 5.239099979400635]",,,
"[1.8973952531814573, 6.232001304626465, 1.7748504877090454]","[0.6653980016708374, 0.5309720039367676, 0.506991982460022, 0.1351709961891174, -1.7165002822875977, -1.004095435142517, 2.410327672958374]","[18.1875, -40.9375, -5.3125]","[-0.0759916380047798, 1.0597813129425049, 2.1142046451568604]","[-30.8125, -54.75, 29.8125]","[-0.1671999990940094, 2.4547998905181885, -1.0899999141693115]","[-0.077562429010868, 0.8616166710853577, 2.1386044025421143]","[-0.7642999887466431, 8.273599624633789, 5.208799839019775]",,,
"[1.521141767501831, -9.044307708740234, 3.427903175354004]","[0.6272559762001038, 0.6067990064620972, 0.4828050136566162, 0.0724050030112266, -1.943764925003052, -0.9811755418777466, 2.043375253677368]","[25.4375, -37.5, -6.25]","[-1.3529967069625854, 1.811983346939087, 1.3159433603286743]","[-23.5625, -51.3125, 28.875]","[4.105099678039551, 1.5282999277114868, 5.571899890899658]","[-0.6699446439743042, 2.649479627609253, 1.5003896951675415]","[-1.986899971961975, 8.150799751281738, 5.078000068664551]",,,
"[-0.8306251764297485, 8.122060775756836, 1.1949268579483032]","[-0.61490797996521, -0.688264012336731, -0.3846800029277801, 0.0141409998759627, -2.029717206954956, -0.9891486167907716, 1.665918469429016]","[30.375, -32.8125, -8.5625]","[-0.6535385251045227, 1.283113718032837, 1.8461917638778689]","[-18.625, -46.625, 26.5625]","[9.770999908447266, -13.881799697875977, 6.898399829864502]","[-1.217070460319519, 1.2614716291427612, 1.7128312587738037]","[-2.3866000175476074, 8.194000244140625, 4.8302998542785645]",,,
"[1.8734915256500244, 6.950798511505127, 8.06003189086914]","[-0.5967280268669128, -0.7312889695167542, -0.3162350058555603, 0.0955339968204498, -2.051326036453247, -0.9481515288352966, 1.4196306467056274]","[32.75, -28.0, -13.1875]","[-0.7069281339645386, 0.6824586391448975, 0.5204397439956665]","[-16.25, -41.8125, 21.9375]","[7.134999752044678, -0.3660999834537506, 2.7149999141693115]","[0.1096939444541931, 0.6822317242622375, 0.7405431866645813]","[-2.6435999870300293, 7.966300010681152, 5.071399688720703]",,,
"[7.782467842102051, 7.552700519561768, 16.51209259033203]","[-0.5984730124473572, -0.7362390160560608, -0.2901729941368103, 0.1248209998011589, -2.014575958251953, -0.9421069622039796, 1.3735276460647583]","[31.875, -29.4375, -14.625]","[-0.6747268438339233, -0.8286823034286499, -0.7334222793579102]","[-17.125, -43.25, 20.5]","[4.976799964904785, 7.356899738311768, 6.951699733734131]","[-0.7574554681777954, 0.1390852928161621, -0.9653241634368896]","[-2.476099967956543, 7.931599617004394, 5.208499908447266]",,,
"[-1.444421887397766, 12.66797924041748, 15.269911766052246]","[-0.6190659999847412, -0.7252470254898071, -0.2838869988918304, 0.1008969992399215, -1.9753320217132568, -0.9985097646713256, 1.4368338584899902]","[31.9375, -30.5625, -12.4375]","[0.0682249218225479, -0.1164134591817855, 0.2103994339704513]","[-17.0625, -44.375, 22.6875]","[0.8251999616622925, -1.4185999631881714, 2.1884000301361084]","[0.6723880767822266, -0.1948485523462295, 0.1421047002077102]","[-2.0902998447418213, 8.244099617004395, 4.8821001052856445]",,,
"[0.4122145175933838, 11.888657569885254, 14.048850059509276]","[-0.6097429990768433, -0.7272279858589172, -0.2914170026779175, 0.1201099976897239, -1.9763165712356567, -0.9559119939804076, 1.420140027999878]","[31.625, -29.1875, -13.3125]","[-0.799605131149292, 0.9675058126449584, 0.0324980318546295]","[-17.375, -43.0, 21.8125]","[2.359099864959717, 6.130699634552002, -3.933199882507324]","[-0.4200832843780517, 0.8405331373214722, 0.0957138538360595]","[-2.2316999435424805, 8.01039981842041, 5.19819974899292]",,,
