TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[1.6780002117156982, 9.01872730255127, 4.041470050811768]","[-0.0164209995418787, -0.2910789847373962, 0.5589010119438171, 0.7762929797172546, -1.1276118755340576, -1.0702104568481443, -0.6748997569084167]","[-31.1875, -24.125, -25.5]","[0.0890292450785636, -0.2340486496686935, -0.0180641580373048]","[-77.8125, -39.0625, 10.1875]","[-0.9982999563217164, -0.0224999990314245, 0.7788999676704407]","[0.0856782123446464, -0.2082003206014633, -0.015114551410079]","[2.018199920654297, 8.603400230407715, 4.251800060272217]",right,START,"[45.0, 1.5, 15.028207778930664, 8.236000061035156, 6.388888359069824, 284.4344177246094, 2231.5910277850926, 6.6266451, 44.6085664]"
"[0.943794310092926, 9.587322235107422, 3.603886365890503]","[-0.0254340004175901, -0.2991899847984314, 0.5529069900512695, 0.7772579789161682, -1.1236248016357422, -1.06486177444458, -0.6448885202407837]","[-31.4375, -23.0, -26.0]","[-0.0307527016848325, -0.4300491213798523, -0.479686290025711]","[-78.0625, -37.9375, 9.6875]","[0.3867999911308288, 0.8852999806404114, -1.245100021362305]","[-0.0341037325561046, -0.404200792312622, -0.4767366945743561]","[2.055000066757202, 8.578100204467773, 4.285200119018555]",,,
"[-0.2110919803380966, 4.496981143951416, 9.059477806091309]","[-0.0515669994056224, -0.3101010024547577, 0.5286530256271362, 0.7884809970855713, -1.0508809089660645, -1.046442627906799, -0.5149177312850952]","[-32.125, -20.4375, -27.0]","[-0.3514220416545868, -0.6785840392112732, -1.0421011447906494]","[-78.75, -35.375, 8.6875]","[-0.6739000082015991, 0.2485999912023544, -0.9363999962806702]","[-0.3547556102275848, -0.652735710144043, -1.0391690731048584]","[2.4391000270843506, 8.489099502563477, 4.260900020599365]",,,
"[0.7339569330215454, 7.863104343414307, 5.315041542053223]","[-0.1001370027661323, -0.3327809870243072, 0.4882619976997375, 0.8005179762840271, -0.9643903374671936, -1.012903094291687, -0.3162499070167541]","[-31.4375, -18.4375, -29.0]","[-0.1780584901571273, -1.0804286003112793, -1.1859861612319946]","[-78.0625, -33.375, 6.6875]","[-1.7328999042510986, 4.9878997802734375, -5.285799980163574]","[-0.1814095228910446, -1.05456280708313, -1.183053970336914]","[2.958699941635132, 8.319600105285645, 4.265899658203125]",,,
"[1.7865629196166992, 17.5572566986084, 1.8435449600219729]","[-0.1559920012950897, -0.3656420111656189, 0.4412930011749267, 0.8045070171356201, -0.9200245141983032, -0.9686487913131714, -0.1269573271274566]","[-29.625, -16.25, -31.8125]","[-1.167956829071045, -1.1344116926193235, -1.0992257595062256]","[-76.25, -31.1875, 3.875]","[-6.316699981689453, -8.61139965057373, 7.476099967956543]","[-1.171307921409607, -1.1085633039474487, -1.0962936878204346]","[3.3648998737335205, 8.081799507141113, 4.419300079345703]",,,
"[-2.8306360244750977, 7.803383350372314, 0.997184991836548]","[-0.2361059933900833, -0.3862690031528473, 0.4028370082378387, 0.7954689860343933, -0.844316303730011, -0.967182159423828, 0.1137418672442436]","[-27.625, -15.875, -33.75]","[-0.4845732152462005, -1.2384158372879028, -0.6876073479652405]","[-74.25, -30.8125, 1.9375]","[-2.932499885559082, 5.6554999351501465, 0.6245999932289124]","[-0.4879242479801178, -1.2125500440597534, -0.6846577525138855]","[3.697399854660034, 8.073699951171875, 4.160999774932861]",,,
"[-1.3707475662231443, 15.18957233428955, 7.563177585601807]","[-0.2847689986228943, -0.4221969842910766, 0.3693810105323791, 0.7773110270500183, -0.8774298429489136, -0.9522204399108888, 0.2275330871343612]","[-24.4375, -15.375, -35.875]","[-0.5588369965553284, -0.8484569191932678, -0.7315024137496948]","[-71.0625, -30.3125, -0.1875]","[-8.390600204467773, 1.2482999563217163, 6.217599868774414]","[-0.5621880292892456, -0.8226085901260376, -0.7285702228546143]","[3.634399890899658, 7.989499568939209, 4.373499870300293]",,,
"[0.7853460907936096, 9.203924179077148, 1.1543691158294678]","[-0.3523519933223724, -0.4208529889583587, 0.3514429926872253, 0.7584310173988342, -0.7752288579940796, -0.9785115122795104, 0.4417309463024139]","[-22.125, -17.5625, -35.9375]","[-0.0795870125293731, -0.764454185962677, -0.3073001205921173]","[-68.75, -32.5, -0.25]","[-1.1643999814987185, 3.131500005722046, 0.3753999769687652]","[-0.0829380452632904, -0.7385884523391724, -0.3043679594993591]","[3.9103000164031982, 8.136199951171875, 3.831499814987183]",,,
"[-1.9574322700500488, 6.181924343109131, 7.649915218353271]","[-0.3818019926548004, -0.4440790116786957, 0.3283010125160217, 0.7411059737205505, -0.8073402047157288, -0.9714636206626892, 0.5078729391098022]","[-20.3125, -17.125, -37.9375]","[-0.167045459151268, -0.4347615242004394, -0.5575454235076904]","[-66.9375, -32.0625, -2.25]","[-1.5397999286651611, 4.209799766540527, 1.926699995994568]","[-0.1703964918851852, -0.4089131951332092, -0.5545958280563354]","[3.8248000144958496, 8.097399711608887, 3.9963998794555664]",,,
"[-3.023579835891724, 5.522580623626709, 9.652521133422852]","[-0.4201569855213165, -0.4562290012836456, 0.2996340095996856, 0.7249419689178467, -0.7922093868255615, -0.9575955271720886, 0.6229870319366455]","[-18.625, -18.3125, -37.875]","[0.305799126625061, -0.1027300804853439, -0.2485523372888565]","[-65.25, -33.25, -2.1875]","[-1.1094999313354492, 2.845700025558472, -1.4580999612808228]","[0.3024480938911438, -0.0768817514181137, -0.2456201910972595]","[3.963299989700317, 8.019899368286133, 4.017699718475342]",,,
"[-0.8425482511520386, 5.415454387664795, 9.547319412231444]","[-0.426580011844635, -0.466958999633789, 0.2817789912223816, 0.7215110063552856, -0.819170355796814, -0.9356822371482848, 0.6360315680503845]","[-18.25, -17.0625, -38.375]","[-0.2756049335002899, -0.1176700964570045, -0.2475749552249908]","[-64.875, -32.0, -2.6875]","[-2.040699958801269, 3.481299877166748, -2.73039984703064]","[-0.2789559662342071, -0.0918217748403549, -0.2446253448724746]","[3.972599983215332, 7.894399642944336, 4.250400066375732]",,,"[45.0, 1.5, 13.619205474853516, 8.036999702453613, 6.708764553070068, 299.7030944824219, 2230.7466323897243, 6.6265652, 44.6085949]"
"[-1.6418956518173218, 1.5214481353759766, 12.213043212890623]","[-0.4346500039100647, -0.4705150127410888, 0.2722310125827789, 0.7180410027503967, -0.8208006620407104, -0.927236557006836, 0.6602487564086914]","[-17.625, -16.9375, -38.75]","[0.0253247264772653, -0.1782679259777069, -0.1588249653577804]","[-64.25, -31.875, -3.0625]","[1.000100016593933, 9.904999732971191, -8.012499809265137]","[0.0219736956059932, -0.1524195969104766, -0.1558928042650222]","[4.01099967956543, 7.844899654388428, 4.305500030517578]",,,
"[0.7107523083686829, 10.19798755645752, 2.434558391571045]","[-0.4539349973201751, -0.4653230011463165, 0.2692149877548218, 0.7105900049209595, -0.7793187499046326, -0.9357694387435912, 0.7277279496192932]","[-16.75, -16.875, -39.125]","[0.887848973274231, -0.7020238041877747, 0.0298974905163049]","[-63.375, -31.8125, -3.4375]","[1.3925999402999878, 1.0584999322891235, -0.7834999561309814]","[0.8844979405403137, -0.6761580109596252, 0.0328470952808856]","[4.138299942016602, 7.894899845123291, 4.088299751281738]",,,
"[4.76780366897583, 11.65250301361084, 5.037649631500244]","[-0.4396739900112152, -0.4740839898586273, 0.2575750052928924, 0.7180429697036743, -0.8272579312324524, -0.9055821895599364, 0.6780786514282227]","[-17.9375, -16.6875, -39.0]","[-0.1883384734392166, 0.0781732946634292, -0.1716880351305008]","[-64.5625, -31.625, -3.3125]","[-1.576799988746643, 6.4253997802734375, -3.307999849319458]","[-0.1916895061731338, 0.1040216237306594, -0.1687558889389038]","[4.0971999168396, 7.715699672698975, 4.455399990081787]",right,STOP,
"[3.247265338897705, 10.089088439941406, -0.488235205411911]","[-0.4412010014057159, -0.4641770124435425, 0.2645480036735534, 0.721036970615387, -0.7932955026626587, -0.9125863313674928, 0.6927165389060974]","[-18.375, -17.625, -37.9375]","[0.0981573164463043, 0.2779785990715027, 0.0206123385578393]","[-65.0, -32.5625, -2.25]","[-1.177799940109253, 3.284299850463867, -3.2747998237609863]","[0.094806283712387, 0.3038269281387329, 0.0235444922000169]","[4.208099842071533, 7.757899761199951, 4.275099754333496]",left,START,
"[1.685604214668274, 12.413352012634276, -0.2651530504226684]","[-0.4184859991073608, -0.4626699984073639, 0.2714119851589203, 0.7328979969024658, -0.8156228065490723, -0.9028195142745972, 0.6247194409370422]","[-19.25, -16.5, -37.9375]","[-0.0205076187849044, 0.5896245837211609, 0.2032261341810226]","[-65.875, -31.4375, -2.25]","[-4.055399894714356, 1.1171000003814695, 3.520399808883667]","[-0.0238586515188217, 0.6154729127883911, 0.2061757445335388]","[4.163300037384033, 7.698899745941162, 4.4228997230529785]",,,
"[0.6615083813667297, 4.871683120727539, 4.993921756744385]","[-0.4091460108757019, -0.4541079998016357, 0.2908200025558471, 0.7360759973526001, -0.7996746301651001, -0.9268357157707214, 0.5983971953392029]","[-19.75, -16.6875, -37.875]","[0.0680852904915809, 0.141633465886116, 0.5166348814964294]","[-66.375, -31.625, -2.1875]","[-3.122599840164185, -4.782899856567383, 0.9361000061035156]","[0.0647342652082443, 0.1674817949533462, 0.51956707239151]","[4.1031999588012695, 7.842599868774414, 4.222099781036377]",,,
"[3.522857189178467, 10.237003326416016, 2.957116842269897]","[-0.3796150088310241, -0.4642120003700256, 0.3061040043830871, 0.7393900156021118, -0.8718766570091248, -0.9358510971069336, 0.4862390160560608]","[-19.5625, -15.5, -37.25]","[0.4449367821216583, 0.2441017478704452, 0.6778160929679871]","[-66.1875, -30.4375, -1.5625]","[-0.9277999997138976, -0.7953000068664551, 2.450999975204468]","[0.4415857493877411, 0.2699500620365143, 0.6807482242584229]","[3.742299795150757, 7.895399570465088, 4.4527997970581055]",,,
"[4.101985931396484, 13.03365993499756, -1.4771554470062256]","[-0.335781991481781, -0.4720560014247894, 0.3336679935455322, 0.7436910271644592, -0.9642608761787416, -0.94981449842453, 0.3225202560424804]","[-19.875, -17.3125, -37.0]","[-0.2421644330024719, 0.9231221079826356, 0.8519824743270874]","[-66.75, -31.8125, -1.5625]","[-2.4384000301361084, 1.9679999351501465, -1.0889999866485596]","[-0.2455154657363891, 0.94898784160614, 0.8549146056175232]","[3.2523999214172363, 7.975799560546875, 4.687999725341797]",,,
"[3.2072534561157227, 6.658313274383545, 2.3965096473693848]","[-0.2958959937095642, -0.4562169909477234, 0.3871780037879944, 0.744583010673523, -1.0081987380981443, -1.0094850063323977, 0.1648725420236587]","[-20.6875, -20.3125, -35.0625]","[-0.0871442928910255, 1.007351636886597, 1.5865217447280884]","[-67.5625, -34.8125, 0.375]","[0.4714999794960022, -2.00600004196167, -1.0223000049591064]","[-0.0904953181743621, 1.0332000255584717, 1.589453935623169]","[2.784199953079224, 8.301899909973145, 4.41540002822876]",,,
"[7.0210442543029785, 14.209089279174805, 1.137648105621338]","[-0.2526929974555969, -0.439846009016037, 0.4507850110530853, 0.7344890236854553, -1.1119320392608645, -1.0853897333145142, -0.0543629489839077]","[-20.875, -23.375, -33.5625]","[0.2065946161746978, 0.7949625849723816, 1.2938125133514404]","[-67.75, -37.875, 1.875]","[0.856499969959259, -0.0242999996989965, 1.2228000164031982]","[0.2032435834407806, 0.8208109140396118, 1.296744704246521]","[2.02649998664856, 8.673799514770508, 4.102099895477295]",,,"[45.0, 1.5, 10.251901626586914, 7.24399995803833, 7.374924182891846, 328.5567626953125, 2229.659937570803, 6.6265031, 44.6086471]"
"[3.470625162124634, 9.649964332580566, 4.206890106201172]","[-0.2154809981584549, -0.426950991153717, 0.4867590069770813, 0.7309889793395996, -1.1990786790847778, -1.1098469495773315, -0.2281817346811294]","[-22.0625, -24.125, -33.0625]","[-0.2948733866214752, 0.13110913336277, -0.8203047513961792]","[-68.9375, -38.625, 2.375]","[3.3581998348236084, 1.8276000022888184, -0.2295999974012375]","[-0.2982244193553924, 0.1569574624300003, -0.8173726201057434]","[1.584299921989441, 8.783100128173828, 4.064000129699707]",,,
"[3.567168951034546, 10.389591217041016, 0.7720917463302612]","[-0.2157910019159317, -0.3950220048427582, 0.4909810125827789, 0.7458739876747131, -1.0715521574020386, -1.126478910446167, -0.1541338264942169]","[-24.0625, -25.5, -30.875]","[0.2695137560367584, 0.8504640460014343, 0.7977725267410278]","[-70.9375, -40.0, 4.5625]","[0.7178999781608582, -1.9112999439239504, 0.3786999881267547]","[0.266180157661438, 0.8763123750686646, 0.8007047176361084]","[2.0179998874664307, 8.854399681091309, 3.700699806213379]",,,
