time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-03-22 09:55:52.000,"[2.177478551864624, 9.247997283935549, 3.2109596729278564]","[0.1065429970622062, -0.1138930022716522, 0.6518089771270752, 0.7421730160713196, -1.1870254278182983, -1.232257843017578, -1.1764801740646362]","[-25.5625, -34.6875, -5.75]","[0.0166504401713609, -0.6857747435569763, -0.5515240430831909]","[-48.9375, -70.4375, 42.125]","[2.5608999729156494, -0.4193999767303467, 0.2212999910116195]","[0.0113097336143255, -0.6843435764312744, -0.5396732687950134]","[1.1655999422073364, 9.264999389648438, 2.995199918746948]",right,START,skidded_long,beginner,blue,
2024-03-22 09:55:52.100,"[2.528478145599365, 9.249615669250488, 1.888067483901977]","[0.1000550016760826, -0.1269350051879882, 0.6431750059127808, 0.7484660148620605, -1.1557886600494385, -1.215054273605347, -1.117162823677063]","[-27.0625, -33.5625, -7.1875]","[0.138038083910942, -0.0982794910669326, -0.2127032727003097]","[-50.4375, -69.3125, 40.6875]","[-1.6240999698638916, 1.1555999517440796, 0.1255999952554702]","[0.1166752576828002, -0.0862367153167724, -0.2547831535339355]","[1.3593000173568726, 9.190299987792969, 3.139999866485596]",,,skidded_long,beginner,blue,"[45.0, 1.5, 15.234058380126951, 8.204999923706055, 4.012340068817139, 264.3563842773437, 2305.3966546403244, 6.6278264, 44.6066749]"
2024-03-22 09:55:52.200,"[1.295828104019165, 10.999526977539062, 0.6897503733634949]","[0.0940070003271102, -0.1229119971394538, 0.6336590051651001, 0.7579780220985413, -1.071146845817566, -1.215346336364746, -1.0296118259429932]","[-28.375, -33.125, -6.875]","[-0.0842819511890411, 0.013613567687571, -0.344964325428009]","[-51.75, -68.875, 41.0]","[0.2956999838352203, 0.3373000025749206, -0.5519999861717224]","[-0.1431169956922531, 0.0610865242779254, -0.2524444162845611]","[1.577299952507019, 9.194600105285645, 3.0232999324798584]",,,skidded_long,beginner,blue,
2024-03-22 09:55:52.300,"[2.5528509616851807, 8.73151969909668, 3.420912027359009]","[0.0896240025758743, -0.1199209988117218, 0.6184309720993042, 0.7714459896087646, -0.96186500787735, -1.201763391494751, -0.9182753562927246]","[-28.6875, -32.4375, -6.125]","[-0.0593586489558219, -0.0041015236638486, -0.4865279793739319]","[-52.0625, -68.1875, 41.75]","[-1.4469000101089478, -1.1369999647140503, 0.7777000069618225]","[-0.0456054545938968, 0.0386415906250476, -0.3763976991176605]","[1.9078999757766724, 9.16860008239746, 2.9094998836517334]",,,skidded_long,beginner,blue,
2024-03-22 09:55:52.400,"[3.4464149475097656, 11.220033645629885, 7.558006286621094]","[0.0834140032529831, -0.1304640024900436, 0.599481999874115, 0.7852649688720703, -0.8895411491394043, -1.167415976524353, -0.8216127157211304]","[-30.875, -31.4375, -6.5]","[-0.0028972465079277, -0.2382374405860901, -0.4720242917537689]","[-54.25, -67.1875, 41.375]","[3.253199815750122, -0.6922000050544739, -0.9840999841690063]","[0.1380555480718612, -0.1980774104595184, -0.4763003587722778]","[2.3364999294281006, 9.057299613952637, 2.945499897003174]",,,skidded_long,beginner,blue,
2024-03-22 09:55:52.500,"[2.9618475437164307, 10.76260757446289, 3.529733180999756]","[0.0707689970731735, -0.1418980062007904, 0.588733971118927, 0.7926210165023804, -0.8579176068305969, -1.151073336601257, -0.7550243139266968]","[-32.125, -30.0625, -6.875]","[-0.0479965545237064, -0.3397457897663116, -0.200835034251213]","[-55.5, -65.8125, 41.0]","[-0.4361999928951263, 2.971099853515625, 1.940999984741211]","[0.0198094863444566, -0.2565633952617645, -0.3397806882858276]","[2.5642998218536377, 8.953700065612793, 3.0700998306274414]",,,skidded_long,beginner,blue,
2024-03-22 09:55:52.600,"[-5.493821144104004, 8.34732723236084, 1.2549638748168943]","[0.0551959984004497, -0.1525589972734451, 0.5725859999656677, 0.8036310076713562, -0.8029977679252625, -1.1277605295181274, -0.6617398262023926]","[-33.4375, -29.25, -8.125]","[-0.3222401440143585, -0.4149869382381439, -0.5662720799446106]","[-56.8125, -65.0, 39.75]","[-1.348399996757507, 4.902400016784668, -4.904900074005127]","[0.0873362720012664, -0.2749068140983581, -0.4399625957012176]","[2.819399833679199, 8.86609935760498, 3.100399971008301]",,,skidded_long,beginner,blue,
2024-03-22 09:55:52.700,"[5.243484020233154, 10.965299606323242, 0.3775560259819031]","[0.0403949990868568, -0.1628060042858123, 0.5602089762687683, 0.8111879825592041, -0.7696079015731812, -1.1100400686264038, -0.5915603041648865]","[-34.4375, -27.375, -7.875]","[0.0337372161448001, -0.439037561416626, -0.2496693432331085]","[-57.8125, -63.125, 40.0]","[-2.680999994277954, 0.016499999910593, 3.680899858474731]","[0.0483979806303978, -0.3906046748161316, -0.3217514455318451]","[3.112499952316284, 8.789799690246582, 3.0364999771118164]",,,skidded_long,beginner,blue,
2024-03-22 09:55:52.800,"[2.819277763366699, 9.537379264831545, -0.6439540386199951]","[0.0173289999365806, -0.1719509959220886, 0.5425090193748474, 0.8220790028572083, -0.7079750895500183, -1.088670253753662, -0.4823178052902221]","[-35.0625, -26.5625, -8.9375]","[-0.1108807697892189, -0.3755948543548584, -0.3024131953716278]","[-58.4375, -62.3125, 38.9375]","[-2.4175000190734863, 5.433300018310547, -7.68120002746582]","[-0.215321272611618, -0.4137651920318603, -0.5241398215293884]","[3.3492000102996826, 8.737199783325195, 2.934799909591675]",,,skidded_long,beginner,blue,
2024-03-22 09:55:52.900,"[4.985541820526123, 11.638856887817385, -6.92248010635376]","[-0.0103019997477531, -0.2052340060472488, 0.5213090181350708, 0.8282560110092163, -0.724173903465271, -1.0507241487503052, -0.4074342846870422]","[-36.25, -24.75, -10.0]","[0.2855707705020904, -0.8459959626197815, -0.3219608962535858]","[-59.625, -60.5, 37.875]","[-6.940099716186523, 2.026900053024292, 0.4387999773025512]","[-0.1570796370506286, -1.026253581047058, -0.5888042449951172]","[3.635299921035767, 8.534799575805664, 3.179800033569336]",,,skidded_long,beginner,blue,
2024-03-22 09:55:53.000,"[0.2611308097839355, 8.456722259521484, 2.699634790420532]","[-0.0519899986684322, -0.2195190042257309, 0.5067139863967896, 0.8320749998092651, -0.6755855083465576, -1.0472941398620603, -0.2754093408584595]","[-36.5, -23.5625, -11.8125]","[-0.3231302499771118, -0.7254984378814697, -0.4460538029670715]","[-59.875, -59.3125, 36.0625]","[-7.786699771881103, 0.5257999897003174, -4.669099807739258]","[-0.254521369934082, -0.5603379607200623, -0.4482703506946563]","[3.81499981880188, 8.496199607849121, 3.0706000328063965]",,,skidded_long,beginner,blue,
2024-03-22 09:55:53.100,"[-0.389038622379303, 13.458209991455078, -1.5223195552825928]","[-0.0782030001282692, -0.2515519857406616, 0.4919169843196869, 0.8298320174217224, -0.7184799313545227, -1.0270203351974487, -0.2294962704181671]","[-36.6875, -21.75, -13.8125]","[0.2072054892778396, -0.8732580542564392, -0.4311312437057495]","[-60.0625, -57.5, 34.0625]","[-2.921599864959717, -1.0276999473571775, -0.1902999877929687]","[-0.0024783674161881, -0.8803091645240784, -0.489145964384079]","[3.823799848556519, 8.402299880981445, 3.308799982070923]",,,skidded_long,beginner,blue,"[45.0, 1.5, 14.742034912109377, 7.815000057220459, 3.849133491516113, 260.4825134277344, 2305.021433965303, 6.6277716, 44.6066698]"
2024-03-22 09:55:53.200,"[-5.712785720825195, 8.225730895996094, 8.807511329650879]","[-0.1314380019903183, -0.2754639983177185, 0.4709289968013763, 0.8276879787445068, -0.6873403787612915, -1.0197505950927734, -0.0800521001219749]","[-36.1875, -20.8125, -16.4375]","[-0.775222897529602, -0.8305498361587524, -0.5897467732429504]","[-59.5625, -56.5625, 31.4375]","[0.4939999878406524, 2.982899904251098, -3.355299949645996]","[-0.5623276233673096, -0.9598787426948548, -0.4956386089324951]","[3.91890001296997, 8.363299369812012, 3.296499967575073]",,,skidded_long,beginner,blue,
2024-03-22 09:55:53.300,"[-0.1132361590862274, 7.653075218200684, 7.161037921905518]","[-0.1811600029468536, -0.2919729948043823, 0.436719000339508, 0.8313890099525452, -0.6308295130729675, -0.9826207756996156, 0.0833788514137268]","[-37.1875, -19.0, -18.1875]","[-0.5019741654396057, -0.816953718662262, -1.033863186836243]","[-60.5625, -54.75, 29.6875]","[-10.66349983215332, 4.226799964904785, -1.975799918174744]","[-0.2786418199539184, -0.6829473376274109, -0.7260743975639343]","[4.328399658203125, 8.208000183105469, 3.1721999645233154]",,,skidded_long,beginner,blue,
