TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-0.0118752401322126, 9.219544410705566, 5.388160705566406]","[-0.0921749994158744, -0.289357990026474, 0.5334320068359375, 0.7894459962844849, -0.9370962381362916, -1.109721064567566, -0.3755145370960235]","[-22.625, -29.125, -26.5]","[0.4838052690029144, -0.177238181233406, 0.1211607530713081]","[-56.0625, 0.0625, 31.9375]","[-1.857499957084656, -0.6807999610900879, 0.8191999793052673]","[0.2286206781864166, -0.3176324665546417, 0.2154085338115692]","[2.622400045394897, 8.771299362182617, 3.515199899673462]",,,"[45.0, 0.4154407978057861, 13.488697052001951, 9.718999862670898, 2.732973337173462, 248.21827697753903, 713.4654731191695, 18.8984876, 49.641132]"
"[1.2195872068405151, 8.391916275024414, 6.043415069580078]","[-0.09757100045681, -0.2810730040073395, 0.5409820079803467, 0.7866479754447937, -0.9193754196166992, -1.1336748600006104, -0.3637230396270752]","[-22.875, -28.9375, -26.9375]","[-0.4478165805339813, 0.0465130247175693, 0.0604756586253643]","[-56.3125, 0.25, 31.5]","[-1.2156999111175537, 1.8777999877929688, -1.075899958610535]","[-0.2789210677146911, -0.000314159260597, -0.0563566796481609]","[2.510200023651123, 8.889800071716309, 3.292199850082397]",,,
"[2.449852466583252, 7.46437406539917, 3.4220995903015137]","[-0.0979570001363754, -0.2787829935550689, 0.5450440049171448, 0.784608006477356, -0.9226715564727784, -1.1430652141571045, -0.3704720139503479]","[-22.6875, -29.625, -26.375]","[-0.1386489570140838, -0.0351160243153572, 0.1852317899465561]","[-56.125, -0.4375, 32.0625]","[1.4573999643325806, -0.6222999691963196, -1.2273999452590942]","[-0.1114392727613449, 0.1314931064844131, 0.0458148941397666]","[2.4749999046325684, 8.908899307250977, 3.267199993133545]",,,"[45.0, 0.4154407978057861, 13.488697052001951, 9.902999877929688, 2.7604551315307617, 251.50181579589844, 713.4654731191695, 18.8984801, 49.6411313]"
"[0.349907785654068, 6.329139232635498, 1.6514437198638916]","[-0.0914129987359047, -0.2713339924812317, 0.5471749901771545, 0.7865239977836609, -0.910154104232788, -1.1441034078598022, -0.3790318667888641]","[-22.25, -29.5625, -25.9375]","[-0.123656578361988, 0.4409748911857605, -0.441166877746582]","[-55.6875, -0.375, 32.5]","[-0.3360999822616577, 1.09089994430542, -0.2953999936580658]","[0.3564834892749786, 0.1699950695037841, 0.4900709986686706]","[2.513200044631958, 8.901999473571777, 3.256999969482422]",,,
"[2.8768150806427, 9.875144004821776, 2.571487665176392]","[-0.0827779993414878, -0.2583490014076233, 0.5494779944419861, 0.7902380228042603, -0.8794050216674805, -1.1462070941925049, -0.3807501196861267]","[-23.0625, -30.0, -25.0]","[0.0488692186772823, 0.4025078415870666, 0.1599943339824676]","[-56.5, -0.8125, 33.4375]","[-1.5887999534606934, -0.2848999798297882, 0.7307999730110168]","[0.1407433450222015, 0.4348662495613098, 0.0374198593199253]","[2.5792999267578125, 8.934399604797363, 3.11329984664917]",right,STOP,
"[2.0087544918060303, 9.082404136657717, 4.778730869293213]","[-0.0826020017266273, -0.2539089918136596, 0.5517500042915344, 0.7901120185852051, -0.8688638806343079, -1.1526306867599487, -0.3774421513080597]","[-24.3125, -30.1875, -24.3125]","[-0.045134212821722, 0.1654921174049377, -0.1504997462034225]","[-57.75, -1.0, 34.125]","[-0.7037000060081482, 0.2048999965190887, 2.358599901199341]","[-0.1448448747396469, 0.1109331250190734, 0.1833119243383407]","[2.6257998943328857, 8.954400062561035, 3.015300035476685]",left,START,
"[3.414112567901612, 8.97317123413086, 2.1856284141540527]","[-0.0920910015702247, -0.2482929974794387, 0.5493019819259644, 0.7925500273704529, -0.8192619681358337, -1.159066081047058, -0.3224091827869415]","[-24.3125, -30.0625, -23.625]","[-0.1298874020576477, -0.2294060736894607, -0.2737897932529449]","[-57.75, -0.875, 34.8125]","[-0.5148999691009521, 0.2275999933481216, -1.1563999652862549]","[-0.2329141944646835, -0.1453510224819183, -0.0862890779972076]","[2.6527998447418213, 8.98069953918457, 2.911799907684326]",,,
"[2.941238641738892, 9.889863014221191, 3.8689916133880615]","[-0.0981559976935386, -0.2437330037355423, 0.5473589897155762, 0.7945789694786072, -0.7816469669342041, -1.162220478057861, -0.2827183306217193]","[-24.25, -30.0625, -24.5625]","[-0.1683893650770187, -0.0662876069545745, -0.1608146429061889]","[-57.6875, -0.875, 33.875]","[-0.0270999986678361, 1.1618000268936155, 1.8449000120162964]","[-0.0213104709982872, -0.1770985573530197, -0.1886351853609085]","[2.78279995918274, 8.98799991607666, 2.764099836349488]",,,"[45.0, 0.4982650578022003, 13.488697052001951, 10.06999969482422, 2.521727561950684, 254.876693725586, 713.4654731191695, 18.898459, 49.64113]"
"[2.2395553588867188, 8.939393997192383, 3.80841851234436]","[-0.0916400030255317, -0.2372000068426132, 0.5584269762039185, 0.7896180152893066, -0.8011706471443176, -1.1819894313812256, -0.3226405084133148]","[-24.25, -31.0, -23.75]","[-0.0609992556273937, 0.1872040182352066, 0.2328443676233291]","[-57.6875, -1.8125, 34.6875]","[-1.6804999113082886, 0.3549000024795532, 2.892400026321411]","[-0.1579872071743011, 0.4444131851196289, 0.3273714184761047]","[2.631799936294556, 9.059399604797363, 2.6775999069213867]",,,
"[1.2069745063781738, 9.633817672729492, 3.236903429031372]","[-0.0681340023875236, -0.2277979999780655, 0.5728359818458557, 0.7844250202178955, -0.8611072301864624, -1.1936933994293213, -0.4317564964294433]","[-24.0625, -32.1875, -22.5]","[0.2974215447902679, 0.4839099943637848, 0.475672036409378]","[-57.5, -3.0, 35.9375]","[-2.564199924468994, -0.1885000020265579, 0.5824999809265137]","[0.3447374403476715, 0.4897044897079468, 0.4328416585922241]","[2.38759994506836, 9.122300148010254, 2.692800045013428]",,,
"[0.2847759425640106, 10.38282871246338, 3.8633508682250977]","[-0.0402030013501644, -0.2198760062456131, 0.5842260122299194, 0.7802029848098755, -0.9303743839263916, -1.192537546157837, -0.553666889667511]","[-24.0625, -32.3125, -22.5]","[0.4563163220882416, 0.4702091515064239, 0.3451039493083954]","[-57.5, -3.125, 35.9375]","[-0.6349999904632568, 0.5735999941825867, 2.7170000076293945]","[0.5180486440658569, 0.4468915462493896, 0.3423288762569427]","[2.184499979019165, 9.115300178527832, 2.882499933242798]",,,"[45.0, 0.4174257516860962, 12.87529182434082, 10.121000289916992, 2.59086275100708, 256.6349182128906, 713.262970648706, 18.898448, 49.6411285]"
"[1.6741886138916016, 8.246981620788574, 4.288676261901856]","[-0.0292670000344514, -0.221570998430252, 0.5927730202674866, 0.7737370133399963, -0.997307062149048, -1.1951489448547363, -0.6342275738716125]","[-23.4375, -32.1875, -22.75]","[0.1193107068538665, -0.0291469991207122, 0.3411245942115783]","[-56.875, -3.0, 35.6875]","[-1.6721999645233154, 0.936199963092804, 0.459199994802475]","[0.0158126838505268, 0.1140747219324112, 0.1844813078641891]","[2.015399932861328, 9.11549949645996, 3.00249981880188]",,,
"[0.239008367061615, 11.062725067138672, 7.867021083831787]","[-0.0323310010135173, -0.2232940047979354, 0.606706976890564, 0.7622330188751221, -1.071919083595276, -1.2207090854644775, -0.70270836353302]","[-22.3125, -32.75, -22.9375]","[-0.3298148810863495, -0.047315876930952, 0.4039564430713653]","[-55.75, -3.5625, 35.5]","[0.6603999733924866, 1.0525000095367432, 0.8995999693870544]","[0.0413119420409202, -0.3244217932224273, 0.2236290425062179]","[1.683299899101257, 9.185599327087402, 2.993499994277954]",,,
"[0.129488006234169, 9.335681915283203, 0.273053914308548]","[-0.026647999882698, -0.2157630026340484, 0.6162319779396057, 0.7569630146026611, -1.1057727336883545, -1.2358529567718506, -0.7563126683235168]","[-21.5, -34.1875, -22.625]","[0.0827460587024688, -0.0140149937942624, 0.1320516169071197]","[-54.9375, -5.0, 35.8125]","[0.3452000021934509, -0.5906999707221985, -0.508899986743927]","[0.0412770360708236, 0.5309291481971741, 0.2916096150875091]","[1.4394999742507937, 9.25, 2.921299934387207]",,,
"[0.755447268486023, 9.530417442321776, 7.0768866539001465]","[-0.0223559997975826, -0.209989994764328, 0.6213120222091675, 0.7545689940452576, -1.1205482482910156, -1.2438722848892212, -0.7859643697738647]","[-21.25, -34.0, -23.0625]","[-0.3281219005584717, 0.4099778532981872, 0.2529680132865906]","[-54.6875, -4.8125, 35.375]","[-0.0049999998882412, 3.168299913406372, -0.0554999969899654]","[-0.1632930040359497, -0.1847780048847198, -0.0362504869699478]","[1.3876999616622925, 9.285999298095703, 2.830699920654297]",,,"[45.0, 0.4599652886390686, 12.87529182434082, 10.199999809265137, 2.4704298973083496, 257.4152526855469, 713.262970648706, 18.8984333, 49.6411263]"
"[2.4311203956604004, 10.625946044921877, 2.0014281272888184]","[-0.011757000349462, -0.2018180042505264, 0.6224769949913025, 0.756076991558075, -1.1118065118789673, -1.2407478094100952, -0.8043975830078125]","[-21.5625, -34.625, -21.875]","[0.2791479527950287, 0.2775422632694244, 0.1089085415005683]","[-55.0, -5.4375, 36.5625]","[0.7400000095367432, -0.5916000008583069, 0.7181999683380127]","[-0.2643824815750122, 0.684238851070404, 0.0331612564623355]","[1.368299961090088, 9.270500183105469, 2.8905999660491943]",,,
"[0.785001277923584, 4.904953002929688, 4.3003692626953125]","[-0.0089600002393126, -0.2021490037441253, 0.62608802318573, 0.7530390024185181, -1.141313552856445, -1.2423973083496094, -0.8375238180160522]","[-21.6875, -34.6875, -21.5]","[0.3073175847530365, -0.4205545485019684, -0.0058293994516134]","[-55.125, -5.5, 36.9375]","[2.774600028991699, -0.65829998254776, 1.8989999294281008]","[-0.0232128798961639, -0.1765749603509903, 0.1500110477209091]","[1.3047999143600464, 9.268599510192873, 2.92579984664917]",,,
