time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status
2024-03-22 10:14:01.000,"[-1.6107709407806396, 8.939001083374023, 0.6597079038619995]","[0.7216359972953796, 0.5100929737091064, 0.4003660082817077, 0.2423859983682632, -1.122400164604187, -1.1952003240585327, 2.981100559234619]","[0.6875, -47.0625, -4.75]","[0.7067012786865234, 0.7485018968582153, 1.1057184934616089]","[-22.9375, -77.75, 42.1875]","[5.037899971008301, 0.370199978351593, 1.2566999197006226]","[0.6171309947967529, 1.2206484079360962, 0.8866795897483826]","[1.267699956893921, 9.014699935913086, 3.6464998722076416]",left,START
2024-03-22 10:14:01.100,"[4.162224292755127, 10.034329414367676, 3.336147785186768]","[0.7292850017547607, 0.5345669984817505, 0.3915719985961914, 0.1704429984092712, -1.2672438621520996, -1.1510313749313354, 2.711190700531006]","[3.6875, -46.375, -8.125]","[0.8288044929504395, 0.3826110661029815, 0.5881410241127014]","[-19.9375, -77.0625, 38.8125]","[3.915599822998047, 0.3018999993801117, 0.2624000012874603]","[0.6071825623512268, 0.3977605402469635, 0.5219756364822388]","[0.9384999871253968, 8.778999328613281, 4.268199920654297]",,
2024-03-22 10:14:01.200,"[2.494059085845948, 9.26295566558838, 3.751235008239746]","[0.7272400259971619, 0.5466139912605286, 0.3977169990539551, 0.1189730018377304, -1.381159424781799, -1.096631407737732, 2.5310964584350586]","[7.375, -45.125, -10.5]","[0.5437398552894592, 0.303565114736557, 0.9597216248512268]","[-16.25, -75.8125, 36.4375]","[2.9886999130249023, 0.1624999940395355, -3.110499858856201]","[0.4926366209983825, 0.3951425552368164, 0.9475741386413574]","[0.3944999873638153, 8.614299774169922, 4.6697998046875]",,
2024-03-22 10:14:01.300,"[5.270834922790527, 7.737246036529541, 1.1536508798599243]","[0.7122039794921875, 0.5716109871864319, 0.4003480076789856, 0.0758019983768463, -1.5171574354171753, -1.0652326345443726, 2.3347480297088623]","[11.3125, -43.4375, -12.8125]","[0.7395134568214417, 0.7277674078941345, 1.6498771905899048]","[-12.3125, -74.125, 34.125]","[5.311999797821045, -1.3365999460220337, -3.670499801635742]","[0.4000120162963867, 0.5790129899978638, 1.3812536001205444]","[-0.428299993276596, 8.38759994506836, 5.062999725341797]",,
2024-03-22 10:14:01.400,"[1.047463297843933, 6.233677864074707, 4.6836137771606445]","[0.6831520199775696, 0.6121860146522522, 0.3979499936103821, 0.0128720002248883, -1.695667386054993, -1.0097090005874634, 2.0601580142974854]","[16.9375, -40.125, -15.6875]","[0.2645570039749145, 1.357569456100464, 1.8993370532989504]","[-6.6875, -70.8125, 31.25]","[4.144799709320068, -2.0119998455047607, -1.8671000003814693]","[0.4213224947452545, 1.4245377779006958, 2.099788188934326]","[-1.3596999645233154, 7.925399780273437, 5.61329984664917]",,
2024-03-22 10:14:01.500,"[3.800278186798096, 6.312753200531006, 1.3239169120788574]","[-0.6460480093955994, -0.664268970489502, -0.3674800097942352, 0.0795300006866455, -1.8278498649597168, -0.9270418882369996, 1.746371150016785]","[21.5, -36.375, -18.375]","[0.5164428949356079, -0.4088433682918548, 0.949965238571167]","[-2.125, -67.0625, 28.5625]","[5.08459997177124, -1.1033999919891355, -0.2364999949932098]","[0.2742610275745392, -0.3581066429615021, 1.1048283576965332]","[-2.2309000492095947, 7.497299671173096, 5.914599895477295]",,
2024-03-22 10:14:01.600,"[2.4451982975006104, 1.0849852561950684, 8.097362518310547]","[-0.6025429964065552, -0.6938599944114685, -0.3775649964809418, 0.113766998052597, -1.955296754837036, -0.8484432697296143, 1.587777853012085]","[25.75, -32.5625, -20.0]","[-0.4177620112895965, 1.0260964632034302, 1.8851475715637207]","[2.125, -63.25, 26.9375]","[0.4787999987602234, -0.9267999529838562, -2.424599885940552]","[0.4120024144649505, 0.7935662865638733, 1.7467952966690063]","[-3.018699884414673, 6.928499698638916, 6.249199867248535]",,
2024-03-22 10:14:01.700,"[2.472846508026123, 19.24817657470703, 1.2398709058761597]","[-0.5572860240936279, -0.7345970273017883, -0.3475509881973266, 0.1703100055456161, -2.037018299102783, -0.7759276032447815, 1.3772574663162231]","[28.125, -27.4375, -22.0]","[-0.1668534725904464, 1.500511884689331, 1.405984878540039]","[4.5, -58.125, 24.9375]","[6.190899848937988, 2.7131998538970947, -3.076499938964844]","[0.1800481677055359, 1.7306160926818848, 1.8044086694717407]","[-3.1507999897003174, 6.455899715423584, 6.67549991607666]",,
2024-03-22 10:14:01.800,"[1.5472193956375122, 10.678130149841309, 1.9614546298980715]","[-0.5243949890136719, -0.7628669738769531, -0.2819780111312866, 0.2520520091056824, -2.0140199661254883, -0.7180812954902649, 1.1740548610687256]","[29.1875, -24.625, -23.5625]","[-0.5465498566627502, 0.7433706521987915, 0.7122339606285095]","[5.5625, -55.3125, 23.375]","[3.86929988861084, 2.553799867630005, -2.3041000366210938]","[-0.7955385446548462, 0.808628499507904, 0.7719940543174744]","[-3.1828999519348145, 6.644700050354004, 6.47189998626709]",,
2024-03-22 10:14:01.900,"[2.178053140640259, 8.80947494506836, 4.176703929901123]","[-0.5106639862060547, -0.7838749885559082, -0.2160249948501587, 0.2794519960880279, -2.02576231956482, -0.7475665211677551, 1.0179121494293213]","[28.5, -23.0625, -25.5625]","[-0.5343325734138489, 0.9207135438919068, 0.6960372924804688]","[4.875, -53.75, 21.375]","[4.290499687194824, 3.5520999431610107, -2.810400009155273]","[-0.3323979675769806, 0.97495836019516, 0.8583354949951172]","[-3.0645999908447266, 6.607499599456787, 6.566400051116943]",,
2024-03-22 10:14:02.000,"[4.2435503005981445, 15.587058067321776, 1.45811665058136]","[-0.4962970018386841, -0.7899940013885498, -0.1678940057754516, 0.318448007106781, -1.9975546598434448, -0.7439672350883484, 0.9110053181648254]","[26.375, -22.3125, -27.6875]","[-0.1114567220211029, 0.5491678714752197, -0.5890311598777771]","[2.75, -53.0, 19.25]","[6.522799968719482, 3.788599967956543, -2.568399906158448]","[0.0307352486997842, 0.9870360493659972, -0.2752209603786468]","[-2.27649998664856, 6.74370002746582, 6.746099948883057]",,
2024-03-22 10:14:02.100,"[0.2483744770288467, 10.745540618896484, 4.915133476257324]","[-0.5176849961280823, -0.7672330141067505, -0.1429789960384369, 0.3505870103836059, -1.8787249326705933, -0.7671924233436584, 0.9424867630004884]","[23.5, -24.9375, -28.9375]","[-0.0190415419638156, 0.7963413596153259, -0.3256959021091461]","[-0.125, -55.625, 18.0]","[2.9402999877929688, 2.583199977874756, -3.404599905014038]","[-0.1436580568552017, 0.5528504848480225, -0.4554960131645202]","[-1.5967999696731567, 7.036999702453613, 6.6407999992370605]",,
2024-03-22 10:14:02.200,"[4.3534345626831055, 8.151375770568848, 5.5150146484375]","[-0.5447009801864624, -0.7463359832763672, -0.1300349980592727, 0.3596830070018768, -1.7853386402130127, -0.8031067252159119, 1.0041725635528564]","[20.1875, -26.1875, -30.25]","[0.1195026934146881, 0.4909262061119079, -0.3935891985893249]","[-3.4375, -56.875, 16.6875]","[-0.4059999883174896, -0.2947999835014343, -4.139599800109863]","[0.0131074227392673, 0.3342654705047607, -0.748781144618988]","[-0.8686999678611755, 7.080999851226807, 6.728600025177002]",,
2024-03-22 10:14:02.300,"[3.5136632919311523, 9.671502113342283, 4.247150897979736]","[-0.5669940114021301, -0.7215880155563354, -0.1263139992952346, 0.3766590058803558, -1.6771011352539062, -0.8083052039146423, 1.0807099342346191]","[17.6875, -26.9375, -31.6875]","[-0.4158072471618652, 0.5631653666496277, -0.3752283453941345]","[-5.9375, -57.625, 15.25]","[0.3553999960422516, 3.0151000022888184, -3.231299877166748]","[-0.14055135846138, 0.1581966429948806, -0.6078283786773682]","[-0.2180999964475631, 7.16409969329834, 6.6930999755859375]",,
2024-03-22 10:14:02.400,"[3.9049811363220215, 9.184425354003906, 3.260232448577881]","[-0.5917149782180786, -0.6996660232543945, -0.1175350025296211, 0.3827860057353973, -1.580716848373413, -0.8301376104354858, 1.1557053327560425]","[15.3125, -28.25, -31.625]","[0.0160221233963966, 0.3819827735424042, 0.1158200502395629]","[-8.3125, -58.9375, 15.3125]","[0.918999969959259, -0.5708999633789062, -2.1108999252319336]","[-0.2831796705722809, 0.4813269078731537, -0.0398633182048797]","[0.3361999988555908, 7.42579984664917, 6.396399974822998]",,
2024-03-22 10:14:02.500,"[1.3029628992080688, 7.476019382476807, 4.405177593231201]","[-0.6030229926109314, -0.6874920129776001, -0.0920730009675026, 0.3940039873123169, -1.5130252838134766, -0.8580865263938904, 1.168907880783081]","[13.3125, -28.4375, -31.0]","[0.5344372391700745, 0.6956184506416321, 0.5979498028755188]","[-10.3125, -59.125, 15.9375]","[2.674299955368042, -1.3293999433517456, -4.166899681091309]","[0.4107632339000702, 0.5566552877426147, 0.2627767622470855]","[0.5029999613761902, 7.272299766540527, 6.559700012207031]",,
2024-03-22 10:14:02.600,"[0.739109218120575, 7.643163204193115, 0.0569820031523704]","[-0.5863739848136902, -0.684503972530365, -0.0790160000324249, 0.4258809983730316, -1.4963130950927734, -0.826327383518219, 1.11238694190979]","[13.5625, -25.125, -33.9375]","[-0.4396484494209289, 0.535851001739502, 0.8787209391593933]","[-10.0625, -55.8125, 13.0]","[1.5798999071121216, 3.192600011825561, -5.875899791717529]","[0.1786693483591079, 0.6576051712036133, 0.7523590922355652]","[0.4204999804496765, 7.065099716186523, 6.787999629974365]",,
2024-03-22 10:14:02.700,"[5.647739887237549, 6.000827312469482, 3.126128435134888]","[-0.5554919838905334, -0.6911669969558716, -0.0470700003206729, 0.4598909914493561, -1.512513279914856, -0.810426652431488, 0.9895213842391968]","[13.0625, -24.5, -34.5]","[0.0990299805998802, 0.5400921106338501, 1.4496181011199951]","[-10.5625, -55.1875, 12.4375]","[-0.1544999927282333, 6.695799827575684, -4.65369987487793]","[0.263300359249115, 0.5752430558204651, 1.182809591293335]","[0.0955999940633773, 7.092299938201904, 6.771999835968018]",,
2024-03-22 10:14:02.800,"[0.2475796043872833, 9.87669563293457, 0.6510600447654724]","[-0.5133479833602905, -0.7080299854278564, -0.0044720000587403, 0.4849179983139038, -1.574634075164795, -0.8075480461120605, 0.8174086809158325]","[13.8125, -22.1875, -35.8125]","[0.2538057863712311, 0.580234706401825, 0.100775308907032]","[-9.8125, -52.875, 11.125]","[4.760299682617188, 5.742300033569336, -7.1057000160217285]","[0.1771334707736969, 0.6340432167053223, 0.7281513810157776]","[-0.151199996471405, 6.898399829864502, 6.968400001525879]",,
2024-03-22 10:14:02.900,"[5.019022464752197, 9.762874603271484, 3.251086473464966]","[-0.4808450043201446, -0.7092069983482361, 0.016542000696063, 0.5153030157089233, -1.5798819065093994, -0.7741178870201111, 0.7211434841156006]","[12.3125, -21.0, -36.8125]","[-0.494189977645874, 0.2107485085725784, -0.025743605569005]","[-11.3125, -51.6875, 10.125]","[-0.8382999897003174, 3.873699903488159, -2.139099836349488]","[-0.2790606915950775, 0.2121273130178451, -0.0250803809612989]","[0.1125999987125396, 6.933099746704102, 6.934599876403809]",,
2024-03-22 10:14:03.000,"[3.661021709442138, 5.989785194396973, 4.517417907714844]","[-0.4833829998970032, -0.6956549882888794, 0.038281001150608, 0.5300359725952148, -1.529135823249817, -0.7939333319664001, 0.7141366004943848]","[11.0625, -22.5625, -36.25]","[0.3622779846191406, 0.2698104381561279, 0.2497566193342209]","[-12.5625, -53.25, 10.6875]","[0.3938999772071838, 3.911099910736084, -0.4824000000953674]","[0.1549154222011566, 0.2642079293727875, 0.0647517144680023]","[0.2825999855995178, 7.062399864196777, 6.7978997230529785]",,
2024-03-22 10:14:03.100,"[1.2474557161331177, 10.065366744995115, 3.8186655044555664]","[-0.4806880056858063, -0.6857489943504333, 0.0588009990751743, 0.5433480143547058, -1.4945919513702393, -0.8083687424659729, 0.6939008831977844]","[10.3125, -21.0, -37.25]","[-0.7594451308250427, 0.5041208863258362, 0.0841772258281707]","[-13.3125, -51.6875, 9.6875]","[1.3863999843597412, 1.4539999961853027, 2.8137998580932617]","[-0.0497418828308582, 0.3505319356918335, 0.2045700401067733]","[0.4375999867916107, 6.950199604034424, 6.9045000076293945]",,
2024-03-22 10:14:03.200,"[7.153118133544922, 7.137919902801514, 3.5380747318267822]","[-0.4884139895439148, -0.6636940240859985, 0.0941120013594627, 0.5586619973182678, -1.416097640991211, -0.8533216714859009, 0.6945073008537292]","[8.125, -24.0625, -36.75]","[-0.2181312441825866, 0.4940503537654876, 0.1931555867195129]","[-15.5, -54.75, 10.1875]","[1.798999905586243, -5.461899757385254, -3.5871999263763428]","[-0.0163013748824596, 0.8240397572517395, -0.2242573499679565]","[0.9860000014305116, 7.354599952697754, 6.411499977111816]",,
2024-03-22 10:14:03.300,"[0.1520701199769973, 13.714523315429688, 4.5955071449279785]","[-0.4922420084476471, -0.6494439840316772, 0.0830430015921592, 0.5736039876937866, -1.3589556217193604, -0.8251282572746277, 0.7387282848358154]","[6.125, -23.25, -36.875]","[0.4074820280075073, 0.0774228051304817, -0.8487884998321533]","[-17.5, -53.9375, 10.0625]","[0.3073000013828277, 4.7118000984191895, -1.1418999433517456]","[0.4555658400058746, 0.2047271132469177, -0.4207988679409027]","[1.2812999486923218, 7.2423996925354, 6.486499786376953]",,
2024-03-22 10:14:03.400,"[4.146450519561768, 9.333622932434082, 2.5056278705596924]","[-0.5285530090332031, -0.6361979842185974, 0.069983996450901, 0.5576599836349487, -1.293786883354187, -0.848944365978241, 0.8592933416366577]","[4.5, -24.0625, -37.1875]","[-0.2538581490516662, -0.3579321205615997, -0.6971717476844788]","[-19.125, -54.75, 9.75]","[1.4728999137878418, -1.365299940109253, -2.2662999629974365]","[-0.6550395488739014, -0.1925621777772903, -0.6490705013275146]","[1.7043999433517456, 7.347399711608887, 6.267399787902832]",left,STOP
2024-03-22 10:14:03.500,"[2.574772357940674, 8.755969047546387, 1.8967440128326416]","[-0.5483430027961731, -0.6211360096931458, 0.0449620001018047, 0.5581099987030029, -1.2356001138687134, -0.8203412890434265, 0.953769326210022]","[3.8125, -24.875, -36.6875]","[-0.0087790060788393, -0.0569326393306255, -0.7730587124824524]","[-19.8125, -55.5625, 10.25]","[-0.1941999942064285, 6.785699844360352, -3.984999895095825]","[0.2900038957595825, -0.1170592308044433, -0.7029837369918823]","[2.0771000385284424, 7.188699722290039, 6.338599681854248]",right,START
2024-03-22 10:14:03.600,"[2.80118727684021, 11.410794258117676, 1.927016377449036]","[-0.5838450193405151, -0.5862500071525574, 0.0472619980573654, 0.5596429705619812, -1.0970077514648438, -0.8292988538742065, 1.0876202583312988]","[1.25, -25.625, -36.25]","[-0.2391101121902465, 0.3894876837730407, -0.7012383937835693]","[-22.375, -56.3125, 10.6875]","[0.8121999502182007, -1.861499905586243, -4.053699970245361]","[-0.7323924899101257, 0.566376805305481, -0.7393389344215393]","[2.8652000427246094, 7.284499645233154, 5.907199859619141]",,
2024-03-22 10:14:03.700,"[3.891247987747192, 7.876348972320557, 4.493054866790772]","[-0.6035230159759521, -0.5546960234642029, 0.0087789995595812, 0.5727069973945618, -1.0191380977630615, -0.7472161650657654, 1.1918745040893557]","[-2.0, -25.875, -36.25]","[0.2598969638347626, -0.2421993464231491, -1.2148189544677734]","[-25.625, -56.5625, 10.6875]","[1.4989999532699585, 9.36460018157959, -1.729200005531311]","[0.5986653566360474, -0.0023387412074953, -1.1573976278305054]","[3.6395998001098633, 6.767299652099609, 6.093100070953369]",,
2024-03-22 10:14:03.800,"[-3.602756261825561, 7.578356742858887, 3.4915122985839844]","[-0.657476007938385, -0.5225260257720947, -0.0375309996306896, 0.5415549874305725, -0.9381610155105592, -0.7029176354408264, 1.3960673809051514]","[-3.8125, -26.1875, -36.5625]","[-0.328261524438858, -0.8057137727737427, -1.9033164978027344]","[-27.4375, -56.875, 10.375]","[-4.405099868774414, 2.794100046157837, -2.6963000297546387]","[-0.7351675629615784, -0.5226737260818481, -1.552854299545288]","[4.287399768829346, 6.463199615478516, 6.001100063323975]",,
2024-03-22 10:14:03.900,"[1.002605438232422, 6.359536170959473, 0.1094341725111007]","[-0.7032679915428162, -0.5037149786949158, -0.10606499761343, 0.490339994430542, -0.939680516719818, -0.6491096615791321, 1.585447907447815]","[-5.25, -26.875, -36.5]","[-0.4754975140094757, -1.453387975692749, -1.469741702079773]","[-28.875, -57.5625, 10.4375]","[-5.338699817657471, 2.9312000274658203, -6.01099967956543]","[-0.6512346863746643, -0.9708045125007628, -1.3973280191421509]","[4.622799873352051, 6.01230001449585, 6.216899871826172]",,
2024-03-22 10:14:04.000,"[0.4127124845981598, 7.962042331695557, -0.0697957724332809]","[-0.737608015537262, -0.4945589900016784, -0.1676689982414245, 0.4280549883842468, -0.9751601815223694, -0.6261608004570007, 1.7499091625213623]","[-4.0625, -28.0, -35.6875]","[-0.924448549747467, -1.1171329021453855, -1.196754813194275]","[-27.6875, -58.6875, 11.25]","[2.155099868774414, 2.642899990081787, -7.8842997550964355]","[-0.6459637880325317, -1.3336933851242063, -1.3884268999099731]","[4.474100112915039, 5.731899738311768, 6.579999923706055]",,
2024-03-22 10:14:04.100,"[-0.3602507412433624, 5.8020219802856445, 9.842717170715332]","[-0.7695050239562988, -0.4805859923362732, -0.2034389972686767, 0.3681179881095886, -0.971782386302948, -0.6308700442314148, 1.907849669456482]","[-3.4375, -29.6875, -35.1875]","[-0.6871012449264526, -0.7700217962265015, -1.2766211032867432]","[-27.0625, -60.375, 11.75]","[-2.676100015640259, 14.690499305725098, -4.037799835205078]","[-0.5359207987785339, -0.8565203547477722, -0.9417272806167604]","[4.43149995803833, 5.75629997253418, 6.587599754333496]",,
2024-03-22 10:14:04.200,"[-2.819919347763061, 3.070927381515503, 5.581774711608887]","[-0.810375988483429, -0.4502339959144592, -0.2462549954652786, 0.2827300131320953, -0.9441325664520264, -0.6316413879394531, 2.1396026611328125]","[-3.625, -32.375, -32.9375]","[-1.6991304159164429, -0.9941918849945068, -1.8594738245010376]","[-27.25, -63.0625, 14.0]","[-8.23449993133545, -7.144499778747559, 1.0713999271392822]","[-0.5999569296836853, -0.9010262489318848, -1.55178964138031]","[4.556999683380127, 5.702899932861328, 6.548299789428711]",,
2024-03-22 10:14:04.300,"[5.312350749969482, 20.19313621520996, -10.686471939086914]","[-0.830016016960144, -0.4238770008087158, -0.2989070117473602, 0.2050720006227493, -0.9671833515167236, -0.620023787021637, 2.3237972259521484]","[-5.875, -36.0625, -28.75]","[0.1520879864692688, -1.6007287502288818, -0.9524959921836852]","[-29.5, -66.75, 18.1875]","[-3.932199954986572, 15.792999267578123, -8.056499481201172]","[-1.246287226676941, -1.1897211074829102, -1.1128393411636353]","[4.58929967880249, 5.801199913024902, 6.438399791717529]",,
2024-03-22 10:14:04.400,"[2.49293851852417, 13.33847999572754, 7.20394229888916]","[-0.8460230231285095, -0.4232519865036011, -0.2910600006580353, 0.1427749991416931, -0.9146106243133544, -0.6854864954948425, 2.4595766067504883]","[-5.8125, -38.25, -27.3125]","[-0.7986626625061035, -0.473926693201065, -0.3067765235900879]","[-29.4375, -68.9375, 19.625]","[4.430799961090088, -1.2999999523162842, -0.3720999956130981]","[-2.700268745422364, -0.2119004279375076, -0.5248379707336426]","[4.60099983215332, 6.271999835968018, 5.9716997146606445]",,
