time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE
2024-03-20 13:50:03.600,"[6.028341293334961, 6.641965866088867, 1.2368829250335691]","[-0.5363439917564392, -0.5970150232315063, 0.156479001045227, 0.5756909847259521, -1.140950322151184, -0.9624214768409728, 0.8534941673278809]","[1.5, -18.625, -37.25]","[-0.1290147304534912, -0.4779758751392364, -0.6008993983268738]","[-46.75, -32.0, -1.875]","[-4.385200023651123, 1.5240999460220337, -0.9074999690055848]","[-0.3101275563240051, -0.3788062632083893, -0.5909510254859924]","[2.335599899291992, 8.047100067138672, 5.094899654388428]",right,START,skidded_short,intermediate,blue
2024-03-20 13:50:03.700,"[-2.832848072052002, 5.072911262512207, 4.407006740570068]","[-0.5529929995536804, -0.5921339988708496, 0.1378909945487976, 0.5697019696235657, -1.107701063156128, -0.9475800395011902, 0.9269077777862548]","[1.375, -18.25, -36.3125]","[0.2434036135673523, -0.14055135846138, 0.002670353744179]","[-46.875, -31.625, -0.9375]","[-3.988600015640259, 0.8431999683380127, 0.1551000028848648]","[-0.6392791867256165, -0.047874379903078, -1.077601194381714]","[2.55679988861084, 7.9629998207092285, 5.120699882507324]",,,skidded_short,intermediate,blue
2024-03-20 13:50:03.800,"[0.5788221955299377, 9.445575714111328, 5.038243293762207]","[-0.5821589827537537, -0.5891630053520203, 0.1134459972381591, 0.5487309694290161, -1.0723497867584229, -0.9449637532234192, 1.0401713848114014]","[2.625, -19.4375, -36.0625]","[-0.3619289398193359, -1.1937004327774048, -0.2650631666183471]","[-45.625, -32.8125, -0.6875]","[-1.324199914932251, 0.9954999685287476, 0.1519999951124191]","[-0.2432116270065307, -0.3734655380249023, -0.4106061458587646]","[2.7460999488830566, 7.947999954223633, 5.045499801635742]",,,skidded_short,intermediate,blue
2024-03-20 13:50:03.900,"[1.5389257669448853, 6.333487510681152, 5.152599811553955]","[-0.6124089956283569, -0.5839539766311646, 0.0983989983797073, 0.5237060189247131, -1.024470567703247, -0.9584499597549438, 1.1580803394317627]","[3.3125, -21.5, -35.25]","[-0.4184950590133667, 0.0145211396738886, -0.9304001331329346]","[-44.9375, -34.875, 0.125]","[-3.8600997924804688, 4.7139997482299805, -4.531799793243408]","[0.0343829877674579, -1.6427911520004272, -1.1310781240463257]","[2.928499937057495, 8.024799346923828, 4.816199779510498]",,,skidded_short,intermediate,blue
2024-03-20 13:50:04.000,"[2.8641164302825928, 5.425127029418945, 2.955977201461792]","[-0.6405879855155945, -0.5859820246696472, 0.0460270009934902, 0.4941180050373077, -1.0347121953964231, -0.921040654182434, 1.2772433757781982]","[6.0625, -22.625, -34.375]","[-0.2399827688932418, -1.134498953819275, -0.6160663366317749]","[-42.1875, -36.0, 1.0]","[-3.6579999923706055, -2.74810004234314, 1.3521000146865845]","[-0.7525859475135803, -0.8984605669975281, -0.6593679189682007]","[3.0302999019622803, 7.808300018310547, 5.100599765777588]",,,skidded_short,intermediate,blue
2024-03-20 13:50:04.100,"[1.055622696876526, 9.717135429382324, 3.431446552276612]","[-0.6704279780387878, -0.5913699865341187, 0.0143529996275901, 0.4478850066661834, -1.0392686128616333, -0.937023401260376, 1.4000203609466553]","[7.5625, -24.625, -32.0625]","[-0.8500975370407104, -0.8685281872749329, -0.3372848629951477]","[-40.6875, -38.0, 3.3125]","[-7.474099636077881, 3.45389986038208, 0.3579999804496765]","[-0.5137725472450256, -0.7624819874763489, -1.1465940475463867]","[2.943399906158448, 7.902099609375, 5.006099700927734]",,,skidded_short,intermediate,blue
2024-03-20 13:50:04.200,"[-2.297361135482788, 12.97435188293457, 2.64013409614563]","[-0.7051169872283936, -0.5815380215644836, -0.0256149992346763, 0.404926985502243, -1.0045937299728394, -0.9262297749519348, 1.563626766204834]","[9.125, -27.375, -30.5]","[-0.6621081233024597, -0.9515011310577391, -1.2156567573547363]","[-39.125, -40.75, 4.875]","[-0.7286999821662903, 3.4679999351501465, -2.089599847793579]","[-0.46547931432724, -0.7757464647293091, -0.6233792304992676]","[3.160799980163574, 7.8389997482299805, 4.972799777984619]",,,skidded_short,intermediate,blue
2024-03-20 13:50:04.300,"[1.487354755401611, 10.982308387756348, -0.1226118579506874]","[-0.7387790083885193, -0.5689629912376404, -0.0564250014722347, 0.356793999671936, -0.955107808113098, -0.9279816150665284, 1.7349432706832886]","[9.25, -30.6875, -27.75]","[-0.5989097356796265, -0.8812341690063477, -1.0389072895050049]","[-39.0, -44.0625, 7.625]","[-1.1394000053405762, 0.9472000002861024, -2.621999979019165]","[-0.8354018330574036, -0.9765466451644896, -0.910974621772766]","[3.3949999809265137, 7.849299907684326, 4.799099922180176]",,,skidded_short,intermediate,blue
2024-03-20 13:50:04.400,"[4.0916619300842285, 13.828325271606444, 0.5517198443412781]","[-0.7672529816627502, -0.5601620078086853, -0.0974010005593299, 0.2967360019683838, -0.9379560947418212, -0.9302462935447692, 1.905521869659424]","[10.0625, -33.4375, -24.75]","[0.2542421221733093, -1.2459381818771362, 0.3802723288536072]","[-38.1875, -46.8125, 10.625]","[-1.740299940109253, 1.2967000007629397, 0.3734999895095825]","[-0.3070208728313446, -0.5178566575050354, -0.0174183864146471]","[3.4661998748779297, 7.862599849700928, 4.725800037384033]",,,skidded_short,intermediate,blue
2024-03-20 13:50:04.500,"[-2.164348840713501, 12.860559463500977, 4.245542049407959]","[-0.7636619806289673, -0.573415994644165, -0.1265240013599395, 0.2683349847793579, -1.0161395072937012, -0.9405635595321656, 1.9141148328781128]","[11.8125, -33.5, -22.9375]","[-1.198639750480652, -0.092624619603157, -0.5684362649917603]","[-36.4375, -46.875, 12.4375]","[-1.4352999925613403, 7.8364996910095215, 4.020899772644043]","[-0.9776287078857422, -0.3455228209495544, -0.5001590251922607]","[3.043599843978882, 7.922699928283691, 4.912899971008301]",,,skidded_short,intermediate,blue
