time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status
2024-03-20 11:04:48.300,"[3.035752058029175, 9.7437105178833, 2.8278396129608154]","[0.6124500036239624, 0.2245229929685592, 0.5844860076904297, 0.4825649857521057, -1.1625760793685913, -0.9956692457199096, -2.492863893508911]","[-22.5625, -39.5, -0.5625]","[-0.1687733381986618, -0.3332182466983795, -0.2322335094213485]","[-69.4375, -54.9375, 32.6875]","[-2.990299940109253, -0.4816999733448028, 0.59579998254776]","[-0.172124370932579, -0.3073699474334717, -0.2293013632297516]","[2.117499828338623, 8.229000091552734, 4.895899772644043]",left,START
2024-03-20 11:04:48.400,"[0.8255590796470642, 8.375214576721191, 6.587080955505371]","[0.6013379693031311, 0.2175450026988983, 0.5866820216178894, 0.49685999751091, -1.153525471687317, -1.0058808326721191, -2.447863340377808]","[-23.625, -39.125, -1.125]","[0.0049741882830858, -0.2370680719614029, -0.3564311265945434]","[-70.5, -54.5625, 32.125]","[-0.9899999499320984, 0.3664000034332275, -3.9069998264312735]","[0.0016231562476605, -0.2112022936344146, -0.3534989953041076]","[2.1275999546051025, 8.282999992370605, 4.7993998527526855]",,
2024-03-20 11:04:48.500,"[-1.6254138946533203, 5.720829963684082, 8.325855255126953]","[0.5898950099945068, 0.2070910036563873, 0.5887479782104492, 0.5123590230941772, -1.1412341594696045, -1.0114922523498535, -2.394282579421997]","[-23.875, -39.0625, -1.6875]","[0.2871939241886139, -0.676821231842041, 0.1931555867195129]","[-70.75, -54.5, 31.5625]","[1.333899974822998, 0.1017000004649162, -2.9064998626708984]","[0.2838428914546966, -0.6509554386138916, 0.1960877478122711]","[2.1670000553131104, 8.312299728393555, 4.730599880218506]",,
2024-03-20 11:04:48.600,"[3.2568421363830566, 13.832270622253418, 7.896517753601074]","[0.5837720036506653, 0.185475006699562, 0.6112449765205383, 0.5011849999427795, -1.235391616821289, -0.9777533411979676, -2.445391893386841]","[-22.6875, -39.5625, -2.9375]","[-0.0010297442786395, 0.1838355362415313, 0.4602433145046234]","[-69.5625, -55.0, 30.3125]","[-1.9706000089645384, -1.0614999532699585, 6.71999979019165]","[-0.0043807765468955, 0.2096838504076004, 0.4631754755973816]","[1.8039000034332275, 8.132100105285645, 5.175299644470215]",,
2024-03-20 11:04:48.700,"[1.134296178817749, 8.990571975708008, 6.502565383911133]","[0.5845829844474792, 0.2054609954357147, 0.6117990016937256, 0.4916790127754211, -1.256267786026001, -1.000674843788147, -2.498981237411499]","[-20.9375, -40.625, -0.9375]","[0.1522625237703323, 0.1429773718118667, 0.3628714084625244]","[-67.8125, -56.0625, 32.3125]","[0.6866999864578247, 0.0701999962329864, -7.7104997634887695]","[0.1489114910364151, 0.1688257008790969, 0.3658035695552826]","[1.6373999118804932, 8.255599975585938, 5.033199787139893]",,
2024-03-20 11:04:48.800,"[0.996964693069458, 10.65078830718994, 4.256038188934326]","[0.5930439829826355, 0.216172993183136, 0.6178709864616394, 0.4688299894332886, -1.3073163032531738, -0.9895028471946716, -2.587460517883301]","[-19.5625, -40.75, -1.8125]","[0.1446878015995025, 0.2824989855289459, 0.347809225320816]","[-66.4375, -56.1875, 31.4375]","[-2.863600015640259, -3.478899955749512, 2.048099994659424]","[0.1413367688655853, 0.3083473145961761, 0.3507413566112518]","[1.402400016784668, 8.195899963378906, 5.198999881744385]",,
2024-03-20 11:04:48.900,"[2.1618778705596924, 8.042534828186035, 5.07499885559082]","[0.6006190180778503, 0.2311449944972992, 0.6201490163803101, 0.4485999941825866, -1.3441364765167236, -0.9864227175712584, -2.6668248176574707]","[-17.5, -42.1875, -2.6875]","[0.1285085976123809, 0.3512475192546844, 0.6104114651679993]","[-64.375, -57.625, 30.5625]","[1.0592999458312988, 2.843299865722656, -1.6236000061035156]","[0.1251575648784637, 0.3771132826805115, 0.6133610606193542]","[1.2156999111175537, 8.179299354553223, 5.271599769592285]",,
2024-03-20 11:04:49.000,"[-0.7195054888725281, 3.007098197937012, 8.714961051940918]","[0.6022340059280396, 0.2604259848594665, 0.6226289868354797, 0.4264090061187744, -1.4037138223648071, -1.005937099456787, -2.780138731002808]","[-13.0, -43.9375, -0.75]","[0.0785747244954109, 0.9968971610069276, 1.4828840494155884]","[-59.875, -59.375, 32.5]","[2.372900009155273, -1.3695999383926392, -0.5672000050544739]","[0.0752236917614936, 1.022762894630432, 1.485816240310669]","[0.8729999661445618, 8.283299446105957, 5.176300048828125]",,
2024-03-20 11:04:49.100,"[7.039048671722412, 3.7178218364715576, 5.4114990234375]","[0.6145730018615723, 0.3146530091762543, 0.6228809952735901, 0.3678449988365173, -1.5221092700958252, -1.0065685510635376, -3.0288681983947754]","[-7.0, -45.375, -1.4375]","[0.8123460412025452, 0.1314931064844131, 1.178132176399231]","[-53.875, -60.8125, 31.8125]","[8.67859935760498, 3.010499954223633, -2.62940001487732]","[0.8090124726295471, 0.1573588848114013, 1.181064248085022]","[0.2550999820232391, 8.286600112915039, 5.2378997802734375]",,
2024-03-20 11:04:49.200,"[-3.98359727859497, 1.658549666404724, 6.902225017547607]","[0.6082170009613037, 0.3435010015964508, 0.648930013179779, 0.3016090095043182, -1.7043315172195437, -0.94294673204422, 3.0068159103393555]","[0.125, -45.75, -3.8125]","[0.6101670861244202, 0.4147949516773224, 1.1377626657485962]","[-46.75, -61.1875, 29.4375]","[1.2179999351501465, 0.7717999815940857, -3.5810999870300293]","[0.6068160533905029, 0.4406432807445526, 1.1406948566436768]","[-0.7669000029563904, 7.936399936676025, 5.709099769592285]",,
2024-03-20 11:04:49.300,"[3.496367692947388, 0.5830551981925964, 9.320465087890623]","[0.6237339973449707, 0.4036870002746582, 0.6286289691925049, 0.2298180013895034, -1.7626380920410156, -0.9149417877197266, 2.7710235118865967]","[5.125, -45.25, -2.3125]","[-0.6333974599838257, 1.0286970138549805, 1.1136072874069214]","[-41.75, -60.6875, 30.9375]","[5.719899654388428, -0.2404999881982803, -1.4283000230789185]","[-0.6367484927177429, 1.0545454025268557, 1.116539478302002]","[-1.1402000188827517, 7.771999835968018, 5.870699882507324]",,
2024-03-20 11:04:49.400,"[2.8843140602111816, 8.826099395751953, 3.602124214172364]","[0.6104940176010132, 0.4682230055332184, 0.609112024307251, 0.1924709975719452, -1.8808002471923828, -0.9376459717750548, 2.5389151573181152]","[11.8125, -44.0, -1.0]","[-0.3190636336803436, 0.8345116972923279, 1.6515876054763794]","[-35.0625, -59.4375, 32.25]","[6.967599868774414, -5.738499641418457, 0.7601999640464783]","[-0.3224146664142608, 0.8603600263595581, 1.6545372009277344]","[-1.7700999975204468, 7.905799865722656, 5.525799751281738]",,
2024-03-20 11:04:49.500,"[3.3385705947875977, 13.854086875915527, 3.5203096866607666]","[0.6081749796867371, 0.5323500037193298, 0.5773800015449524, 0.1155709996819496, -1.9540221691131592, -0.8962344527244568, 2.27950119972229]","[16.875, -42.625, -1.6875]","[-0.1780061274766922, 1.4909824132919312, 0.9805957674980164]","[-30.0, -58.0625, 31.5625]","[0.9563999772071838, 2.716599941253662, 1.0174000263214111]","[-0.1813571602106094, 1.5168306827545166, 0.9835279583930968]","[-2.290099859237671, 7.658799648284912, 5.680399894714356]",,
2024-03-20 11:04:49.600,"[4.820409297943115, 9.642273902893066, 2.5045361518859863]","[0.6135740280151367, 0.5771700143814087, 0.5361869931221008, 0.0538850016891956, -1.9555376768112185, -0.8726855516433716, 2.1062114238739014]","[19.875, -40.75, -2.375]","[-0.9268919825553894, 0.6179338097572327, 0.5401619672775269]","[-27.0, -56.1875, 30.875]","[5.0920000076293945, 2.7746999263763428, 3.2480998039245605]","[-0.9302430152893066, 0.6437821388244629, 0.5430940985679626]","[-2.365799903869629, 7.512399673461914, 5.842599868774414]",,
2024-03-20 11:04:49.700,"[1.433571457862854, 9.098493576049805, 7.890819549560547]","[0.611965000629425, 0.6086679697036743, 0.5036219954490662, 0.0372250005602836, -1.9808157682418823, -0.8986092209815979, 1.994953870773316]","[22.25, -39.75, -2.75]","[0.4155279994010925, 0.4918512403964996, 0.3245963454246521]","[-24.625, -55.1875, 30.5]","[4.5524001121521, 0.2601999938488006, -0.2949999868869781]","[0.4121769666671753, 0.5177170038223267, 0.3275459408760071]","[-2.434200048446656, 7.673299789428711, 5.600399971008301]",,
2024-03-20 11:04:49.800,"[1.4896435737609863, 4.023034572601318, 4.171609401702881]","[0.617576003074646, 0.6173359751701355, 0.4872899949550628, 0.0065290001221001, -1.950698733329773, -0.877066969871521, 1.95169734954834]","[21.9375, -39.125, -3.375]","[-0.2422342449426651, 0.5882108807563782, -0.0994139537215232]","[-24.9375, -54.5625, 29.875]","[5.757599830627441, 2.6195998191833496, -2.283099889755249]","[-0.2455852776765823, 0.6140592098236084, -0.0964818000793457]","[-2.325199842453003, 7.539999961853027, 5.823299884796143]",,
2024-03-20 11:04:49.900,"[1.2546383142471311, 14.965350151062012, 5.818532943725586]","[-0.6405439972877502, -0.6268129944801331, -0.4435369968414306, 0.0091140000149607, -1.870697021484375, -0.9188721179962158, 1.9313477277755733]","[20.875, -40.0625, -3.6875]","[0.0649437010288238, 0.7622202038764954, -0.2879095077514648]","[-26.0, -55.5, 29.5625]","[2.3852999210357666, 3.786099910736084, -2.457900047302246]","[0.0615926682949066, 0.7880685329437256, -0.2849773466587066]","[-1.757699966430664, 7.795399665832519, 5.684299945831299]",,
2024-03-20 11:04:50.000,"[-0.6713437438011169, 8.512689590454102, 1.714861273765564]","[-0.6594020128250122, -0.6225839853286743, -0.4209119975566864, 0.0202190000563859, -1.7904587984085083, -0.9340682625770568, 1.956998586654663]","[20.625, -40.0, -4.375]","[-0.199700579047203, 0.2824291884899139, 0.1715134978294372]","[-26.25, -55.4375, 28.875]","[-1.1811000108718872, -5.0605998039245605, -1.3363999128341677]","[-0.2030516117811203, 0.3082775175571441, 0.1744631081819534]","[-1.2704999446868896, 7.884999752044678, 5.690499782562256]",,
2024-03-20 11:04:50.100,"[0.83826744556427, 11.67249870300293, 5.842484474182129]","[-0.6557409763336182, -0.6194319725036621, -0.4310669898986816, 0.0220870003104209, -1.8012006282806396, -0.916262686252594, 1.961109280586243]","[21.8125, -38.4375, -5.25]","[0.3912678956985473, -0.028204521164298, 0.5390449166297913]","[-25.0625, -53.875, 28.0]","[3.81499981880188, -0.032600000500679, -4.439399719238281]","[0.3879168927669525, -0.0023561944253742, 0.541994571685791]","[-1.3633999824523926, 7.779899597167969, 5.812399864196777]",,
2024-03-20 11:04:50.200,"[1.9407877922058103, 7.261106014251709, 4.319149494171143]","[-0.6461049914360046, -0.6325240135192871, -0.4238379895687103, 0.0531199984252452, -1.8245242834091189, -0.8824936151504517, 1.8814572095870967]","[23.625, -37.75, -5.75]","[-0.7028266191482544, 0.3475474119186401, 0.4309915900230407]","[-23.25, -53.1875, 27.5]","[4.1427998542785645, 0.8793999552726746, 1.6190999746322632]","[-0.7061776518821716, 0.3733957409858703, 0.4339237511157989]","[-1.563599944114685, 7.573899745941162, 6.029900074005127]",,
2024-03-20 11:04:50.300,"[3.109503030776977, 7.320099353790283, 4.476046562194824]","[-0.64274001121521, -0.6576169729232788, -0.3887699842453003, 0.0572939999401569, -1.8537307977676392, -0.928638219833374, 1.7870522737503052]","[25.0, -36.9375, -6.8125]","[0.1694540232419967, 0.6183701753616333, 0.3481059074401855]","[-21.875, -52.375, 26.4375]","[6.023200035095215, 2.9340999126434326, -2.6487998962402344]","[0.1661029905080795, 0.6442359089851379, 0.3510555326938629]","[-1.639699935913086, 7.853199958801269, 5.639899730682373]",,
2024-03-20 11:04:50.400,"[4.074098110198975, 10.333891868591309, 5.286962509155273]","[-0.649770975112915, -0.665473997592926, -0.3569389879703522, 0.0868090018630027, -1.80873441696167, -0.9320442080497742, 1.73798930644989]","[24.125, -37.1875, -8.0]","[0.3553490340709686, 0.6742556095123291, 0.1062730997800827]","[-22.75, -52.625, 25.25]","[4.192500114440918, 9.160900115966797, -1.2982999086380005]","[0.3519980013370514, 0.7001214027404785, 0.1092227026820182]","[-1.378000020980835, 7.87309980392456, 5.681900024414063]",,
2024-03-20 11:04:50.500,"[1.2156416177749634, 18.901954650878903, -2.0350234508514404]","[-0.6574919819831848, -0.6639130115509033, -0.3409500122070312, 0.1033200025558471, -1.7631747722625732, -0.9316094517707824, 1.7342708110809326]","[23.6875, -36.6875, -7.9375]","[-0.1123293936252594, 0.482251912355423, -0.1450892239809036]","[-23.1875, -52.125, 25.3125]","[2.040299892425537, 0.9160999655723572, -6.605099678039551]","[-0.115662969648838, 0.5081002712249756, -0.1421570628881454]","[-1.118499994277954, 7.870599746704102, 5.742099761962891]",,
2024-03-20 11:04:50.600,"[1.3791080713272097, 9.883533477783203, 0.6077345609664917]","[-0.665490984916687, -0.6600049734115601, -0.3301720023155212, 0.1118040010333061, -1.721659779548645, -0.9350447058677672, 1.7464834451675415]","[23.625, -37.4375, -8.5625]","[-0.290876567363739, 0.392873615026474, 0.083339475095272]","[-23.25, -52.875, 24.6875]","[0.8554999828338623, 0.5234000086784363, 1.4117999076843262]","[-0.2942276000976562, 0.4187219440937042, 0.086271621286869]","[-0.8750999569892883, 7.890599727630615, 5.756799697875977]",,
2024-03-20 11:04:50.700,"[2.5605602264404297, 13.036869049072266, 3.0345070362091064]","[-0.66737300157547, -0.664330005645752, -0.3126989901065826, 0.1244829967617988, -1.7042369842529297, -0.9422114491462708, 1.7181577682495115]","[24.625, -37.25, -9.25]","[-0.1903281509876251, 0.5054473280906677, 0.12779301404953]","[-22.25, -52.6875, 24.0]","[1.5614999532699585, 11.89680004119873, -3.3907999992370605]","[-0.1936791837215423, 0.531295657157898, 0.130742609500885]","[-0.7670999765396118, 7.932199954986572, 5.714999675750732]",,
2024-03-20 11:04:50.800,"[2.1228621006011963, 10.787592887878418, -5.786919593811035]","[-0.6749609708786011, -0.6672019958496094, -0.2832899987697601, 0.1378940045833587, -1.6602833271026611, -0.9658675789833068, 1.6971226930618286]","[24.125, -36.75, -9.0625]","[-0.9794787764549256, 0.2664070427417755, -0.0630761981010437]","[-22.75, -52.1875, 24.1875]","[2.969599962234497, -2.045099973678589, -3.495299816131592]","[-0.9828298091888428, 0.2922553718090057, -0.0601265914738178]","[-0.4983999729156494, 8.066299438476562, 5.554699897766113]",,
2024-03-20 11:04:50.900,"[-1.3975529670715332, -0.0866605192422866, 3.5367817878723145]","[-0.6849839687347412, -0.6702929735183716, -0.2501960098743438, 0.1374929994344711, -1.615884780883789, -1.014997959136963, 1.691636085510254]","[23.0625, -37.875, -8.6875]","[-0.3791378736495971, 0.3458369970321655, -0.7338236570358276]","[-23.8125, -53.3125, 24.5625]","[1.311900019645691, -2.162099838256836, -0.6381999850273132]","[-0.3824889063835144, 0.3716853260993957, -0.7308740615844727]","[-0.2331999987363815, 8.330499649047852, 5.168900012969971]",,
