time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status
2024-03-22 12:52:25.700,"[2.0269694328308105, 10.834758758544922, 1.8968302011489868]","[0.527862012386322, 0.7001410126686096, 0.4060980081558227, 0.2573840022087097, -2.924834728240967, -1.2475271224975586, 1.2074708938598633]","[24.9375, -33.625, 12.9375]","[-0.0148003920912742, 0.138701319694519, 0.0680154785513877]","[-26.9375, -54.8125, 46.3125]","[7.283299922943115, -0.3147999942302704, 1.2280999422073364]","[-0.0483805276453495, 0.1012465506792068, 0.1066221669316291]","[-3.076200008392334, 9.2878999710083, 0.6644999980926514]",right,START
2024-03-22 12:52:25.800,"[1.882283091545105, 8.680293083190918, 1.948707818984985]","[0.5209779739379883, 0.7086570262908936, 0.4047800004482269, 0.2500770092010498, -2.9415674209594727, -1.225106120109558, 1.1787323951721191]","[24.875, -34.125, 12.5]","[-0.0732165649533271, 0.2502104043960571, 0.3390476703643799]","[-27.0, -55.3125, 45.875]","[5.437999725341797, -3.366499900817871, 0.188400000333786]","[0.0327249243855476, 0.0626747757196426, 0.3038269281387329]","[-3.241299867630005, 9.230799674987791, 0.6744999885559082]",,
2024-03-22 12:52:25.900,"[-3.9404921531677246, 9.57480525970459, -1.23617422580719]","[0.5102360248565674, 0.7191910147666931, 0.4070689976215362, 0.2381529957056045, -2.945061445236206, -1.1884820461273191, 1.1631312370300293]","[25.9375, -33.5625, 12.1875]","[0.1747947186231613, 0.0993441417813301, 0.285727858543396]","[-25.9375, -54.75, 45.5625]","[3.616099834442138, -0.7116000056266785, 1.598699927330017]","[-0.0603185780346393, 0.1480213701725006, 0.7519227266311646]","[-3.5277998447418213, 9.125699996948242, 0.6665999889373779]",,
2024-03-22 12:52:26.000,"[2.846581220626831, 11.897353172302246, 1.9890644550323489]","[0.5107079744338989, 0.7206599712371826, 0.4076710045337677, 0.2315800040960312, -2.9225239753723145, -1.1808000802993774, 1.1767462491989136]","[26.8125, -33.0, 12.1875]","[-0.0703018605709075, 0.1588424146175384, -0.1701346933841705]","[-25.0625, -54.1875, 45.5625]","[7.10699987411499, 1.201200008392334, 3.2657999992370605]","[0.0172613058239221, 0.1550201475620269, 0.1931730359792709]","[-3.6747000217437744, 9.056499481201172, 0.8039000034332275]",,
2024-03-22 12:52:26.100,"[3.0514485836029053, 10.781023025512695, 0.9430664777755736]","[0.5265190005302429, 0.7132660150527954, 0.403326004743576, 0.226620003581047, -2.8539273738861084, -1.2051689624786377, 1.2278900146484375]","[26.5625, -33.9375, 11.4375]","[0.1876228898763656, 0.2565982937812805, -0.7466344237327576]","[-25.3125, -55.125, 44.8125]","[1.6919000148773191, 0.1762000024318695, 0.1107999980449676]","[0.1778665035963058, 0.1991595178842544, -0.1554564833641052]","[-3.4276998043060303, 9.139999389648438, 0.9383999705314636]",,
2024-03-22 12:52:26.200,"[-2.318315267562866, 6.935657501220703, -0.0104674501344561]","[0.5384269952774048, 0.7016890048980713, 0.4133419990539551, 0.2165050059556961, -2.7331643104553223, -1.2071268558502195, 1.348302125930786]","[26.0, -34.5, 9.75]","[0.5968502163887024, -0.2316575497388839, 0.1179842576384544]","[-25.875, -55.6875, 43.125]","[2.448499917984009, 0.6994999647140503, 0.343099981546402]","[0.1987231820821762, 0.1909390240907669, -0.0889070704579353]","[-3.213399887084961, 9.175700187683104, 1.2846999168395996]",,
2024-03-22 12:52:26.300,"[-0.8612231016159058, 9.256616592407228, 4.251949310302734]","[0.5441820025444031, 0.6890659928321838, 0.4252510070800781, 0.2195750027894973, -2.666259288787842, -1.213093638420105, 1.43887197971344]","[25.25, -34.9375, 8.5625]","[0.0801629722118377, -0.2467546463012695, -0.434307724237442]","[-26.625, -56.125, 41.9375]","[-0.0785999968647956, 3.637099981307984, 0.1533999890089035]","[0.2054427117109298, -0.1225046589970588, -0.2613106966018677]","[-3.098599910736084, 9.170299530029297, 1.5723999738693235]",,
2024-03-22 12:52:26.400,"[4.065028667449951, 6.5597004890441895, 1.2473695278167725]","[0.542061984539032, 0.6756380200386047, 0.4481070041656494, 0.2210900038480758, -2.605142116546631, -1.1961015462875366, 1.5414525270462036]","[24.25, -35.625, 8.3125]","[0.6263637542724609, -0.6065368056297302, -0.0890117883682251]","[-27.625, -56.8125, 41.6875]","[2.986599922180176, 1.2501999139785769, 1.2506999969482422]","[0.3881263136863708, -0.3334625959396362, -0.0074525559321045]","[-3.025899887084961, 9.164299964904783, 1.7401999235153198]",,
2024-03-22 12:52:26.500,"[0.492784172296524, 10.178431510925291, 1.6606087684631348]","[0.5320129990577698, 0.6482840180397034, 0.4952619969844818, 0.2267249971628189, -2.528382062911988, -1.1539431810379028, 1.7111607789993286]","[23.25, -35.9375, 7.0]","[0.7730587124824524, -1.1218976974487305, 0.2052332609891891]","[-28.625, -57.125, 40.375]","[4.5218000411987305, -2.115000009536743, -0.5429999828338623]","[1.1284775733947754, -1.6150054931640625, -0.2997777462005615]","[-3.1880998611450195, 9.009099960327148, 2.2002999782562256]",,
2024-03-22 12:52:26.600,"[-2.8312296867370605, 5.114474773406982, 2.584406852722168]","[0.5131819844245911, 0.594651997089386, 0.5612800121307373, 0.2607609927654266, -2.473906278610229, -1.1268162727355957, 1.944435834884644]","[22.5, -36.625, 6.6875]","[0.7570714950561523, -1.834899544715881, -0.4392644762992859]","[-29.375, -57.8125, 40.0625]","[6.392499923706055, -1.489300012588501, -3.1830999851226807]","[0.2390228360891342, -1.1110591888427734, -0.0887150838971138]","[-3.322999954223633, 8.854100227355957, 2.5946998596191406]",,
