time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status
2024-02-25 13:23:04.200,"[2.3345861434936523, 11.887728691101074, -4.01241397857666]","[0.5754979848861694, 0.7898399829864502, -0.1585289984941482, 0.1407880038022995, 2.205238103866577, -1.0440844297409058, -0.9623335599899292]","[30.5625, -37.0625, 15.375]","[-0.326411485671997, -0.4000469148159027, -0.0861669033765792]","[-322.0, -49.25, -101.625]","[4.422399997711182, -3.5642998218536377, -2.756899833679199]","[-0.2257059812545776, -0.3538829684257507, -0.0472809709608554]","[-2.9219000339508057, 8.477499961853027, -3.9702999591827393]",left,START
2024-02-25 13:23:04.300,"[4.51917028427124, 12.736099243164062, -2.029650926589966]","[0.5853520035743713, 0.7828320264816284, -0.1494490057229995, 0.1489990055561065, 2.155672073364258, -1.0591284036636353, -0.9865737557411194]","[29.4375, -37.875, 16.375]","[-0.3356093466281891, -0.2889043390750885, -0.0642106607556343]","[-323.3125, -50.125, -100.5]","[5.092799663543701, -5.696899890899658, -0.36039999127388]","[-0.1457175314426422, -0.0694990083575248, -0.159435823559761]","[-2.650899887084961, 8.550700187683105, -4.003499984741211]",,
2024-02-25 13:23:04.400,"[1.0659465789794922, 10.404080390930176, -3.512312889099121]","[0.6006259918212891, 0.7690590023994446, -0.1548759937286377, 0.1543010026216507, 2.0700395107269287, -1.0675853490829468, -1.0723881721496582]","[27.25, -38.875, 17.0]","[-0.6039711833000183, -0.0855036824941635, -0.7181506156921387]","[-325.1875, -50.9375, -99.75]","[1.1656999588012695, -8.865599632263184, 0.121299996972084]","[-0.4788659811019897, 0.0235793981701135, -0.5897641777992249]","[-2.264099836349488, 8.590999603271484, -4.151899814605713]",,
2024-02-25 13:23:04.500,"[3.810726404190064, 12.112677574157717, -10.217772483825684]","[0.627236008644104, 0.7400829792022705, -0.1856449991464615, 0.1561630070209503, 1.911232829093933, -1.056078314781189, -1.2734721899032593]","[23.9375, -40.1875, 19.3125]","[-0.1045801267027854, -0.0393397212028503, -0.726824939250946]","[-328.6875, -52.375, -97.4375]","[3.0730998516082764, 0.3388999998569488, -2.06879997253418]","[-0.2793050408363342, -0.0786270797252655, -0.8432732820510864]","[-1.611899971961975, 8.53600025177002, -4.550600051879883]",,
2024-02-25 13:23:04.600,"[1.7321761846542358, 9.212716102600098, -7.7860107421875]","[0.6565660238265991, 0.7098910212516785, -0.2028460055589676, 0.1543630063533783, 1.7544476985931396, -1.054304122924805, -1.4580715894699097]","[20.0625, -42.75, 16.4375]","[1.268208622932434, -0.3590316772460937, -0.4831944108009338]","[-332.375, -54.4375, -99.8125]","[6.797800064086914, 6.496299743652344, -2.809299945831299]","[1.2513312101364136, -0.2099980115890503, -0.6726673245429993]","[-0.884399950504303, 8.527400016784668, -4.761300086975098]",,
2024-02-25 13:23:04.700,"[0.7498831152915955, 2.995452880859375, -4.735855579376221]","[0.6876320242881775, 0.6972349882125854, -0.1629289984703064, 0.1203270033001899, 1.6354352235794067, -1.1672462224960327, -1.567657232284546]","[18.5625, -43.6875, 17.0625]","[-0.9605419635772704, -0.0879995003342628, -0.5997998714447021]","[-334.0, -55.8125, -100.3125]","[0.1702999919652938, -3.2132999897003174, 3.901700019836426]","[-0.8618959188461304, 0.0949284583330154, -0.615088939666748]","[-0.2486999928951263, 9.01889991760254, -3.84279990196228]",,
2024-02-25 13:23:04.800,"[1.875062108039856, 5.240907669067383, -4.809797763824463]","[0.7097769975662231, 0.6658409833908081, -0.1885289996862411, 0.131632998585701, 1.4757498502731323, -1.1096971035003662, -1.7485074996948242]","[15.5, -43.4375, 18.25]","[-0.4690223336219787, 0.5187991261482239, -0.7681543231010437]","[-337.1875, -55.6875, -98.5625]","[1.0175999402999878, -3.310299873352051, -0.7263999581336975]","[-0.4689699709415436, 0.4381299912929535, -0.8212122917175293]","[0.4139999747276306, 8.782400131225586, -4.343499660491943]",,
2024-02-25 13:23:04.900,"[1.1968326568603516, 8.954726219177246, -1.9898593425750728]","[0.726082980632782, 0.6374269723892212, -0.2231959998607635, 0.1291230022907257, 1.393160700798035, -1.051181077957153, -1.8861956596374512]","[13.9375, -43.3125, 20.4375]","[-0.5257280468940735, -0.0641059428453445, -0.1296954154968261]","[-338.625, -55.5625, -96.6875]","[1.3263999223709106, -8.433799743652344, -0.2771999835968017]","[-0.423399418592453, 0.0509112551808357, 0.0076096355915069]","[0.8603999614715576, 8.512199401855469, -4.792799949645996]",,
2024-02-25 13:23:05.000,"[1.2876017093658447, 9.53919792175293, -2.9319393634796143]","[0.7251570224761963, 0.6267409920692444, -0.2495409995317459, 0.1380989998579025, 1.4044103622436523, -0.9973726868629456, -1.9016741514205933]","[12.4375, -43.375, 21.5625]","[-0.297055035829544, -0.2568950057029724, -0.3448596000671386]","[-340.1875, -55.625, -95.4375]","[1.786199927330017, -1.775399923324585, 3.550099849700928]","[-0.3510904312133789, -0.1925447285175323, -0.3183829486370086]","[0.8810999989509583, 8.23799991607666, -5.246699810028076]",,
2024-02-25 13:23:05.100,"[1.2468714714050293, 10.263080596923828, -4.505475521087647]","[0.7380880117416382, 0.6045759916305542, -0.2616989910602569, 0.1456899940967559, 1.340285301208496, -0.9548147916793824, -1.973676800727844]","[8.5625, -44.375, 22.4375]","[0.2208190560340881, 0.2020218670368194, -1.0187835693359375]","[-343.8125, -56.3125, -94.1875]","[1.7454999685287476, 5.675999641418457, 4.662799835205078]","[0.137601763010025, 0.0927467942237854, -1.1159460544586182]","[1.294399976730347, 8.004199981689453, -5.515999794006348]",,
2024-02-25 13:23:05.200,"[1.042205572128296, 8.684688568115234, -5.597949981689453]","[0.786126971244812, 0.5318549871444702, -0.2986280024051666, 0.0997669994831085, 1.1524817943572998, -0.889289915561676, -2.2886109352111816]","[4.875, -44.875, 21.3125]","[-0.2373647838830948, 0.8269893527030945, -0.99208003282547]","[-347.5625, -56.875, -95.6875]","[-3.117499828338623, -1.3691999912261963, -3.847699880599976]","[-0.0917519554495811, 0.7014652490615845, -1.0350849628448486]","[2.509500026702881, 7.616099834442139, -5.645099639892578]",,
2024-02-25 13:23:05.300,"[0.2722398936748504, 16.579551696777344, 3.818837881088257]","[0.7888169884681702, 0.5109490156173706, -0.3328790068626404, 0.0767410025000572, 1.1693148612976074, -0.8556534647941589, -2.361417770385742]","[3.3125, -45.125, 22.1875]","[-0.3353650271892547, 1.0543708801269531, -0.850813090801239]","[-349.3125, -57.4375, -94.5625]","[-2.512899875640869, 3.5401999950408936, -0.1118999943137168]","[0.0150796445086598, 0.7662344574928284, -0.6527007818222046]","[2.512899875640869, 7.403999805450439, -5.919099807739258]",,
2024-02-25 13:23:05.400,"[-0.0846015065908432, 9.412123680114746, -2.121971368789673]","[0.801708996295929, 0.486407995223999, -0.344186007976532, 0.0469439998269081, 1.1191139221191406, -0.8444415926933289, -2.476047992706299]","[1.125, -45.5, 21.25]","[0.2579945623874664, 0.2569648325443268, -0.8042826056480408]","[-351.25, -57.4375, -95.375]","[-3.548799991607666, 0.3568999767303467, 0.7996000051498413]","[0.3546858131885528, 0.2116386294364929, -0.6603802442550659]","[2.8427000045776367, 7.331399917602539, -5.859899997711182]",,
2024-02-25 13:23:05.500,"[1.5990489721298218, 9.37807846069336, -4.883989810943604]","[0.8090710043907166, 0.4632070064544678, -0.360971987247467, 0.0232529994100332, 1.09735107421875, -0.8223505020141602, -2.563159227371216]","[0.0, -45.5625, 21.0]","[0.1239009201526641, 0.3389429450035095, -0.4515166878700256]","[-352.625, -57.5625, -95.75]","[-0.2575999796390533, 0.3554999828338623, 1.6145999431610107]","[-0.0035255651455372, 0.4807334840297699, -0.4601560533046722]","[3.042699813842773, 7.185799598693848, -5.939300060272217]",,
2024-02-25 13:23:05.600,"[1.305328369140625, 10.701526641845703, -3.356412172317505]","[0.8136669993400574, 0.4474439918994903, -0.3711099922657013, 0.0040070000104606, 1.080660343170166, -0.8112764954566956, -2.627464056015014]","[-2.0, -45.8125, 20.875]","[0.066654123365879, 0.2229832708835601, -0.5021661520004272]","[-354.5, -57.8125, -95.8125]","[-4.051499843597412, 0.9593999981880188, 0.1814000010490417]","[0.0834092870354652, 0.2492853701114654, -0.3831172287464142]","[3.1786999702453613, 7.1113996505737305, -5.957599639892578]",,
2024-02-25 13:23:05.700,"[-0.9924827814102172, 13.94557285308838, -3.4099369049072266]","[-0.8231629729270935, -0.4168350100517273, 0.3841870129108429, 0.0324070006608963, 1.0376832485198977, -0.7911282777786255, -2.752138376235962]","[-4.25, -46.625, 19.5]","[0.2541897594928741, 0.6880611777305603, -0.998467981815338]","[-356.5, -58.5, -97.1875]","[-8.367899894714355, -1.0996999740600586, -1.7603999376296997]","[0.3831521272659302, 0.3038094639778137, -0.8100422024726868]","[3.5037999153137207, 6.973899841308594, -5.937699794769287]",,
2024-02-25 13:23:05.800,"[-0.9605441093444824, 12.045104026794434, -2.8149969577789307]","[-0.8262329697608948, -0.3708379864692688, 0.4131709933280945, 0.0954260006546974, 1.0109606981277466, -0.7637734413146973, -2.9341466426849365]","[-7.4375, -45.6875, 18.0625]","[0.2631258368492126, 1.1906112432479858, -1.3666276931762695]","[-359.6875, -57.9375, -98.5]","[-4.516299724578857, -1.1340999603271484, 4.736299991607666]","[0.358333557844162, 1.0743898153305054, -1.2779649496078491]","[3.761199951171875, 6.782700061798096, -6.001399993896484]",,
2024-02-25 13:23:05.900,"[-3.6926443576812735, -0.6014043092727661, -11.025643348693848]","[-0.8157669901847839, -0.3257519900798797, 0.4517050087451935, 0.1561110019683838, 1.032071590423584, -0.7375918626785278, -3.0880770683288574]","[-11.25, -45.5, 18.25]","[0.0393746271729469, 1.1227703094482422, -1.0782643556594849]","[-363.6875, -57.8125, -98.625]","[-7.312699794769287, 3.329200029373169, 8.593199729919434]","[0.0601265914738178, 1.5432201623916626, -1.256165862083435]","[3.72350001335144, 6.59499979019165, -6.229799747467041]",,
