time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status
2024-02-25 16:33:20.700,"[-0.598799467086792, 11.12522315979004, -1.7508318424224854]","[-0.7221029996871948, -0.5000460147857666, 0.4518420100212097, 0.1560699939727783, 1.3883731365203855, -1.0415887832641602, -2.676363945007324]","[4.4375, -45.5, 5.3125]","[-0.1664869636297226, 0.0866381451487541, 0.0871617421507835]","[-349.0625, -59.3125, -110.6875]","[-1.2609000205993652, -0.9630999565124512, -0.9368000030517578]","[-0.1182285994291305, 0.1232202425599098, 0.2358288913965225]","[0.898099958896637, 8.465099334716797, -4.868599891662598]",left,START
2024-02-25 16:33:20.800,"[2.565052032470703, 8.465246200561523, -3.64452075958252]","[-0.7259479761123657, -0.4927459955215454, 0.4479349851608276, 0.1719100028276443, 1.3398058414459229, -1.0540372133255005, -2.7428112030029297]","[3.875, -45.8125, 4.875]","[0.2757969200611114, 0.1395914256572723, -0.4448146224021911]","[-349.375, -59.375, -111.1875]","[-0.3441999852657318, 0.0055999998003244, 1.0389000177383425]","[0.3230953514575958, 0.1976410895586013, -0.4506963789463043]","[1.1092000007629397, 8.526100158691406, -4.716399669647217]",,
2024-02-25 16:33:20.900,"[0.8092976212501526, 6.970737457275391, -4.252571105957031]","[-0.7270190119743347, -0.4909850060939789, 0.4454900026321411, 0.1786469966173172, 1.3201241493225098, -1.0614876747131348, -2.7685437202453613]","[2.25, -45.9375, 4.4375]","[0.0845088437199592, 0.2343104481697082, -0.044575709849596]","[-350.9375, -59.5625, -111.75]","[-0.3818999826908111, -1.4422999620437622, 2.3371999263763428]","[0.1352804750204086, 0.0903731510043144, -0.1706059277057647]","[1.1859999895095823, 8.561999320983887, -4.631999969482422]",,
2024-02-25 16:33:21.000,"[-0.1528841406106948, 10.91535758972168, -4.507525444030762]","[-0.7282029986381531, -0.4873690009117126, 0.4505180120468139, 0.1709470003843307, 1.332302212715149, -1.042836308479309, -2.754503011703491]","[3.25, -46.0, 5.0]","[-0.2385690510272979, -0.0476300343871116, 0.1654746681451797]","[-350.3125, -59.625, -111.3125]","[0.3725000023841858, -0.3219999969005584, 1.4072999954223633]","[-0.3531673848628998, 0.1346347033977508, 0.2296678721904754]","[1.1669999361038208, 8.47130012512207, -4.8003997802734375]",,
2024-02-25 16:33:21.100,"[1.5328254699707031, 9.47532081604004, -4.209945201873779]","[-0.7328879833221436, -0.4847449958324432, 0.4450289905071258, 0.1727569997310638, 1.301249861717224, -1.043739676475525, -2.7793848514556885]","[2.3125, -46.375, 5.4375]","[0.1338492929935455, -0.0354476384818553, -0.2149023860692978]","[-350.75, -59.75, -110.5]","[0.2358999997377395, 1.04639995098114, 1.125999927520752]","[0.1003738865256309, -0.0520108118653297, -0.1948311030864715]","[1.313499927520752, 8.475799560546875, -4.754499912261963]",,
2024-02-25 16:33:21.200,"[0.7000933289527893, 12.80350112915039, -5.833156108856201]","[-0.7441020011901855, -0.4768710136413574, 0.4323929846286773, 0.1787209957838058, 1.2234302759170532, -1.0436311960220337, -2.84627628326416]","[1.625, -46.125, 5.1875]","[0.052307516336441, 0.00013962633966, -0.331822007894516]","[-351.5, -60.0, -110.75]","[0.8995999693870544, 1.625499963760376, 0.0296999998390674]","[-0.0762534365057945, 0.1064650863409042, -0.2514146864414215]","[1.6793999671936035, 8.475199699401855, -4.638799667358398]",,
2024-02-25 16:33:21.300,"[1.6574866771697998, 8.705241203308105, -3.710715770721436]","[-0.7512199878692627, -0.4605889916419983, 0.4233860075473785, 0.2104029953479766, 1.1143052577972412, -1.0555485486984253, -2.9910573959350586]","[-1.6875, -45.5, 3.625]","[0.4357214570045471, -0.0026878069620579, -0.6137624979019165]","[-354.6875, -59.125, -112.5]","[-1.4239000082015991, -0.5801999568939209, 0.473499983549118]","[0.3991393446922302, 0.0825017169117927, -0.5820673108100891]","[2.129999876022339, 8.53339958190918, -4.337399959564209]",,
2024-02-25 16:33:21.400,"[-1.1735131740570068, 6.24923038482666, -2.85318922996521]","[-0.7558779716491699, -0.4369949996471405, 0.4290919899940491, 0.2314330041408538, 1.060580849647522, -1.0337859392166138, -3.0924057960510254]","[-4.25, -45.6875, 2.6875]","[0.1329766362905502, 0.2917492389678955, -0.7068583369255066]","[-357.1875, -59.625, -113.25]","[-2.0085999965667725, 0.8604999780654907, 0.8375999927520752]","[0.1927018016576767, 0.1436231434345245, -0.641827404499054]","[2.449899911880493, 8.426300048828125, -4.377799987792969]",,
2024-02-25 16:33:21.500,"[0.4204697012901306, 8.557795524597168, -3.0722014904022217]","[-0.7507799863815308, -0.4063740074634552, 0.4482850134372711, 0.2650060057640075, 1.0414445400238037, -1.0118067264556885, 3.0782310962677]","[-7.0, -45.6875, 2.5]","[0.0370533391833305, 0.7416602373123169, -0.5709495544433594]","[-360.0, -59.5625, -113.625]","[-2.586899995803833, 0.0412000007927417, 3.0570998191833496]","[0.0764279663562774, 0.7426201701164246, -0.6073396801948547]","[2.626199960708618, 8.314000129699707, -4.4888997077941895]",,
2024-02-25 16:33:21.600,"[1.636810302734375, 6.310847759246826, -5.50340747833252]","[-0.7350720167160034, -0.3824520111083984, 0.4832490086555481, 0.2826099991798401, 1.11811101436615, -0.988862931728363, 3.058098077774048]","[-8.5625, -45.5, 4.375]","[-0.2391973733901977, 0.7062475085258484, 0.0200712867081165]","[-361.9375, -59.125, -111.9375]","[-4.053999900817871, 2.6731998920440674, 2.287600040435791]","[-0.4009893834590912, 0.9901776313781738, -0.0103323487564921]","[2.357499837875366, 8.192500114440918, -4.847099781036377]",,
