time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE
2024-03-22 12:49:29.900,"[2.25630521774292, 10.217418670654297, 12.220781326293944]","[-0.6992300152778625, -0.6967610120773315, -0.1579730063676834, 0.0254030004143714, -1.652011156082153, -1.3107047080993652, 1.6789380311965942]","[-1.3125, -40.625, 12.8125]","[0.7677528858184814, -0.2957809567451477, -0.2068389654159546]","[-48.875, -65.25, 48.3125]","[6.934799671173096, -2.1800999641418457, 4.240999698638916]","[1.5788772106170654, -0.4668406546115875, -0.52660071849823]","[-0.2466999888420105, 9.51550006866455, 2.3587000370025635]",right,START,skidded_short,advanced,red
2024-03-22 12:49:30.000,"[0.2472539991140365, 7.208529472351074, 6.439320087432861]","[-0.7047449946403503, -0.681315004825592, -0.1933279931545257, 0.0420319996774196, -1.5802927017211914, -1.2347166538238523, 1.778738260269165]","[-2.875, -41.5625, 9.125]","[1.3339725732803345, 0.1136732921004295, 0.0697608068585395]","[-50.4375, -66.1875, 44.625]","[0.6118999719619751, -2.504899978637696, -2.5476999282836914]","[0.6350031495094299, -0.1096939444541931, -0.2755700349807739]","[-0.0528999976813793, 9.330399513244627, 3.018399953842163]",,,skidded_short,advanced,red
2024-03-22 12:49:30.100,"[2.0676231384277344, 8.164840698242188, 3.441061496734619]","[-0.7018659710884094, -0.6656039953231812, -0.2369849979877472, 0.0905089974403381, -1.5672239065170288, -1.100493311882019, 1.7877768278121948]","[-3.25, -42.625, 4.1875]","[0.9653939604759216, -0.339204728603363, -0.4922003149986267]","[-50.8125, -67.25, 39.6875]","[1.2264000177383425, 0.9109999537467957, 2.1819000244140625]","[1.4157238006591797, -0.1066570729017257, 0.0774402618408203]","[-0.0495999976992607, 8.8464994430542, 4.231499671936035]",,,skidded_short,advanced,red
2024-03-22 12:49:30.200,"[3.169674158096313, 7.666990280151367, 6.172874450683594]","[-0.7076629996299744, -0.6421110033988953, -0.2788450121879577, 0.0956619977951049, -1.532404541969299, -1.0264126062393188, 1.87896466255188]","[-5.0625, -42.5625, -0.3125]","[0.965795397758484, -1.0057809352874756, -0.6937683820724487]","[-52.625, -67.1875, 35.1875]","[-2.747900009155273, -1.5245999097824097, 0.9429999589920044]","[0.6662619709968567, -0.6124709248542786, -0.6624571681022644]","[0.1098999977111816, 8.487299919128418, 4.911399841308594]",,,skidded_short,advanced,red
2024-03-22 12:49:30.300,"[-0.5638249516487122, 6.842130184173584, 1.2039674520492554]","[-0.7049899697303772, -0.6053839921951294, -0.3586989939212799, 0.0885019972920417, -1.5549870729446411, -0.9109527468681335, 1.99329674243927]","[-8.125, -41.5625, -4.5625]","[1.132945537567139, -1.967439889907837, 0.0192684344947338]","[-55.6875, -66.1875, 30.9375]","[-0.8007000088691711, -4.292599678039551, -1.0647000074386597]","[1.258434772491455, -1.073429822921753, -0.7552388906478882]","[0.2220999896526336, 7.881799697875977, 5.830699920654297]",,,skidded_short,advanced,red
2024-03-22 12:49:30.400,"[5.732082843780518, 11.505738258361816, 7.943338871002197]","[-0.7098159790039062, -0.5640209913253784, -0.4167250096797943, 0.0661780014634132, -1.5461241006851196, -0.8413539528846741, 2.132547616958618]","[-11.25, -41.125, -9.625]","[0.3560995161533355, -1.0516307353973389, -1.2146793603897097]","[-58.8125, -65.75, 25.875]","[6.416499614715576, 4.033199787139893, -1.4144999980926514]","[0.6659478545188904, -1.18427574634552, -1.2903916835784912]","[0.1048000007867813, 7.381700038909912, 6.455100059509277]",,,skidded_short,advanced,red
2024-03-22 12:49:30.500,"[9.04965114593506, 7.865939140319824, 3.469676971435547]","[-0.7165210247039795, -0.5179129838943481, -0.4663989841938019, 0.0288909990340471, -1.5300393104553225, -0.7969697713851929, 2.292764663696289]","[-14.8125, -39.4375, -12.5625]","[0.3673219978809356, -1.0813013315200806, -1.3002004623413086]","[-62.375, -64.0625, 22.9375]","[3.834100008010864, 6.750999927520752, -2.686100006103516]","[0.4754451513290405, -1.0117847919464111, -1.2399168014526367]","[0.245399996638298, 7.066499710083008, 6.79509973526001]",,,skidded_short,advanced,red
2024-03-22 12:49:30.600,"[6.559327125549316, 8.153807640075684, 1.125629186630249]","[0.7245540022850037, 0.4620200097560882, 0.511148989200592, 0.0168880000710487, -1.5012245178222656, -0.7570517659187317, 2.477759599685669]","[-19.1875, -37.9375, -14.6875]","[0.3831695914268493, -0.8538325428962708, -1.3736438751220703]","[-66.75, -62.5625, 20.8125]","[-7.2089996337890625, -0.8434999585151672, -3.453699827194214]","[0.2803347706794739, -1.034980297088623, -1.2578762769699097]","[0.4914999902248382, 6.796099662780762, 7.052700042724609]",,,skidded_short,advanced,red
2024-03-22 12:49:30.700,"[-2.631629943847656, 2.6945879459381104, 2.786994457244873]","[0.735431969165802, 0.4044199883937835, 0.5420330166816711, 0.0422229990363121, -1.4594920873641968, -0.6953045129776001, 2.629406213760376]","[-22.5625, -34.5625, -18.3125]","[0.2316924631595611, -1.7234951257705688, -2.009432554244995]","[-70.125, -59.1875, 17.1875]","[-4.424699783325195, 21.549598693847656, -0.3828999996185303]","[0.1846732944250106, -0.7847698330879211, -1.1441680192947388]","[0.6000999808311462, 6.458099842071533, 7.3553996086120605]",,,skidded_short,advanced,red
2024-03-22 12:49:30.800,"[4.183139801025391, 12.954029083251951, -0.6529849767684937]","[0.7355369925498962, 0.3529300093650818, 0.5708310008049011, 0.0926060006022453, -1.4434051513671875, -0.6750174164772034, 2.792957305908203]","[-26.0, -31.6875, -20.4375]","[0.1075297370553016, -0.2501755058765411, -1.4076429605484009]","[-73.5625, -56.3125, 15.0625]","[-1.8458999395370483, 6.9440999031066895, -3.78029990196228]","[-0.1060985624790191, -0.9059829711914062, -0.5660626292228699]","[0.8946999907493591, 6.186899662017822, 7.555799961090088]",,,skidded_short,advanced,red
