time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE
2024-03-20 11:45:33.600,"[2.694932699203491, 8.417266845703125, 4.0579514503479]","[0.6878150105476379, 0.2590599954128265, 0.5761550068855286, 0.3575510084629059, -1.24989652633667, -0.8763064742088318, -2.8346989154815674]","[-15.6875, -41.5, -9.875]","[0.0299847573041915, -0.0061261057853698, 0.3604454100131988]","[-64.9375, -54.625, 26.875]","[0.5798999667167664, 0.6139999628067017, 0.1732999980449676]","[0.024696409702301, -0.0286059454083442, 0.2570695579051971]","[1.979599952697754, 7.535199642181396, 5.955699920654297]",left,START,skidded_long,beginner,blue
2024-03-20 11:45:33.700,"[2.307349681854248, 8.720659255981445, 5.179864883422852]","[0.6818469762802124, 0.268653005361557, 0.5824980139732361, 0.3515729904174804, -1.2863103151321411, -0.888206422328949, -2.874544620513916]","[-14.5, -42.5625, -9.0625]","[0.1919862180948257, 0.2303834557533264, 0.5132489800453186]","[-63.75, -55.6875, 27.6875]","[-0.6769999861717224, 0.8341000080108643, -2.3285000324249268]","[0.136537104845047, 0.2304707318544387, 0.5086936354637146]","[1.7360999584197998, 7.609399795532227, 5.937399864196777]",,,skidded_long,beginner,blue
2024-03-20 11:45:33.800,"[1.999340295791626, 9.220329284667969, 4.073753356933594]","[0.6815170049667358, 0.2907969951629638, 0.5846199989318848, 0.3304390013217926, -1.3318281173706057, -0.8990381956100464, -2.9632790088653564]","[-11.875, -43.4375, -8.8125]","[0.0265813637524843, 0.3339338302612304, 0.6201678514480591]","[-61.125, -56.5625, 27.9375]","[1.1050000190734863, 2.365999937057495, -2.5660998821258545]","[0.0465828366577625, 0.2525840401649475, 0.6076189279556274]","[1.444599986076355, 7.675899982452393, 5.929800033569336]",,,skidded_long,beginner,blue
2024-03-20 11:45:33.900,"[4.2055206298828125, 7.846986293792725, 4.8501739501953125]","[0.6830289959907532, 0.3186570107936859, 0.5780320167541504, 0.3127380013465881, -1.3561785221099854, -0.9220619797706604, -3.044064283370972]","[-9.5, -44.1875, -8.5625]","[0.3430444598197937, 0.6666284799575806, 0.5975134968757629]","[-58.75, -57.3125, 28.1875]","[1.895900011062622, 1.6096999645233154, -2.807699918746948]","[0.376240611076355, 0.6666459441184998, 0.535240113735199]","[1.261799931526184, 7.814399719238281, 5.789000034332275]",,,skidded_long,beginner,blue
2024-03-20 11:45:34.000,"[3.027027606964112, 7.069206237792969, 5.117204189300537]","[0.6983940005302429, 0.3396300077438354, 0.5641340017318726, 0.2804450094699859, -1.3520714044570925, -0.912128448486328, -3.127658128738404]","[-8.25, -43.875, -8.1875]","[0.1609542667865753, 0.8782322406768799, 0.5737420916557312]","[-57.5, -57.0, 28.5625]","[0.403899997472763, 0.5902000069618225, -2.014999866485596]","[0.1999972760677337, 0.9290212988853456, 0.5660277009010315]","[1.302299976348877, 7.755099773406982, 5.85920000076294]",,,skidded_long,beginner,blue
2024-03-20 11:45:34.100,"[2.153392791748047, 7.681547164916992, 3.376169204711914]","[0.713280975818634, 0.3664329946041107, 0.5446029901504517, 0.2456910014152526, -1.3431482315063477, -0.9113759398460388, 3.0621373653411865]","[-5.375, -45.8125, -8.3125]","[0.3489611148834228, 0.7228280901908875, 0.6941523551940918]","[-54.625, -58.9375, 28.4375]","[0.4189999997615814, -0.0719999969005584, -3.1071999073028564]","[0.3391872942447662, 0.8843583464622498, 0.7608065009117126]","[1.3558999300003052, 7.7505998611450195, 5.853099822998047]",,,skidded_long,beginner,blue
2024-03-20 11:45:34.200,"[0.8743241429328918, 8.057790756225586, 3.903247833251953]","[0.720749020576477, 0.3960770070552826, 0.5330340266227722, 0.1987870037555694, -1.3799949884414673, -0.8992567658424377, 2.9217333793640137]","[-1.5625, -45.125, -9.4375]","[0.0474031418561935, 0.4707502126693725, 0.7368256449699402]","[-50.8125, -58.25, 27.3125]","[2.0789999961853027, 0.5406000018119812, -3.725499868392944]","[0.2490759342908859, 0.4878195226192474, 0.9247975945472716]","[1.157099962234497, 7.677299976348877, 5.990799903869629]",,,skidded_long,beginner,blue
2024-03-20 11:45:34.300,"[2.21908974647522, 7.655440807342529, 4.979269027709961]","[0.7164919972419739, 0.4301399886608124, 0.5258110165596008, 0.1585520058870315, -1.4466490745544434, -0.8996680378913879, 2.771131992340088]","[1.375, -44.9375, -9.0]","[-0.2976658940315246, 0.7116754651069641, 0.8265355825424194]","[-47.875, -58.0625, 27.75]","[2.333899974822998, 0.0379999987781047, -2.25629997253418]","[-0.2228436321020126, 0.6869266629219055, 0.8396779298782349]","[0.7550999522209167, 7.679800033569336, 6.0513997077941895]",,,skidded_long,beginner,blue
2024-03-20 11:45:34.400,"[2.0244219303131104, 7.568033218383789, 5.8817009925842285]","[0.7173960208892822, 0.4703769981861114, 0.4978300034999847, 0.127482995390892, -1.4671541452407837, -0.9303395748138428, 2.643613338470459]","[4.875, -44.75, -9.0]","[0.071750484406948, 1.2514184713363647, 0.8499404191970825]","[-44.375, -57.875, 27.75]","[2.355299949645996, 0.3057000041007995, -1.7293999195098877]","[0.0274191219359636, 1.1400665044784546, 0.9184620380401612]","[0.6061999797821045, 7.863199710845947, 5.82859992980957]",,,skidded_long,beginner,blue
2024-03-20 11:45:34.500,"[1.5520747900009155, 8.108270645141602, 4.104485511779785]","[0.7251920104026794, 0.5085229873657227, 0.4575249850749969, 0.0785449966788292, -1.4613330364227295, -0.9431743025779724, 2.500060558319092]","[8.0, -44.75, -9.25]","[-0.1308298856019973, 1.3770123720169067, 0.6687752604484558]","[-41.25, -57.875, 27.5]","[0.832099974155426, 0.7017999887466431, 0.0714999958872795]","[-0.1283166110515594, 1.497038722038269, 0.7510849833488464]","[0.6290000081062317, 7.937699794769287, 5.724099636077881]",,,skidded_long,beginner,blue
2024-03-20 11:45:34.600,"[3.1743476390838623, 5.834142684936523, 6.551656246185303]","[0.7368890047073364, 0.5388590097427368, 0.407052993774414, 0.030519999563694, -1.4170364141464231, -0.9596748948097228, 2.3853888511657715]","[10.125, -44.75, -9.75]","[0.4172384142875671, 0.242932379245758, 0.5090776085853577]","[-39.125, -57.875, 27.0]","[-2.224799871444702, 2.020099878311157, -1.216099977493286]","[0.743772029876709, 0.4739092588424682, 0.6385810375213623]","[0.8616999983787537, 8.031700134277344, 5.560499668121338]",,,skidded_long,beginner,blue
