time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE
2024-02-17 15:21:16.500,"[-2.3963756561279297, 9.956948280334473, 5.993835926055908]","[0.4453499913215637, 0.0429700016975402, 0.6988419890403748, 0.5580639839172363, -1.536785125732422, -0.9583958387374878, -2.277909278869629]","[-13.4375, -44.375, -12.1875]","[-0.1676912307739257, -0.2343453615903854, -0.0212930161505937]","[-54.375, -38.9375, -10.125]","[-0.7310000061988831, 0.8209999799728394, -1.044399976730347]","[-0.172106921672821, -0.2086541056632995, -0.0195476878434419]","[0.1915999948978424, 8.024499893188477, 5.633899688720703]",right,START,skidded_long,intermediate,blue
2024-02-17 15:21:16.600,"[0.3218190371990204, 3.94488787651062, 5.509689807891846]","[0.4364700019359588, 0.0516580007970333, 0.7060160040855408, 0.5553060173988342, -1.5748294591903689, -0.9776824116706848, -2.313324451446533]","[-13.375, -44.5, -12.0]","[-0.6528927683830261, -0.477940946817398, -0.1470789015293121]","[-54.3125, -39.0625, -9.9375]","[-0.4190999865531921, 2.675099849700928, -0.6759999990463257]","[-0.6573084592819214, -0.4522497057914734, -0.1453510224819183]","[-0.0220999997109174, 8.131699562072754, 5.481299877166748]",,,skidded_long,intermediate,blue
2024-02-17 15:21:16.700,"[0.5279214382171631, 3.961139678955078, 5.311201095581055]","[0.4369620084762573, 0.0469070002436637, 0.7116929888725281, 0.5480470061302185, -1.601308822631836, -0.9632927179336548, -2.3347630500793457]","[-12.5, -44.3125, -12.8125]","[-0.0880169570446014, 0.1038296371698379, 0.1287005841732025]","[-53.4375, -38.875, -10.75]","[-0.5940999984741211, 2.813699960708618, -1.3782999515533447]","[-0.0924326404929161, 0.1295383423566818, 0.1304284483194351]","[-0.1706999987363815, 8.052000045776367, 5.595099925994873]",,,skidded_long,intermediate,blue
2024-02-17 15:21:16.800,"[0.6190064549446106, 8.651763916015625, 5.375749111175537]","[0.4296500086784363, 0.0361899994313716, 0.7198060154914856, 0.5440300107002258, -1.6377954483032229, -0.9515053629875184, -2.344078302383423]","[-11.75, -43.9375, -12.4375]","[0.1472185254096985, -0.3919485807418823, -0.0058119464665651]","[-52.6875, -38.5, -10.375]","[0.3613999783992767, 0.9875999689102172, -0.2857999801635742]","[0.1428202986717224, -0.3662398755550384, -0.004084070213139]","[-0.3810999989509582, 7.985399723052978, 5.679499626159668]",,,skidded_long,intermediate,blue
2024-02-17 15:21:16.900,"[0.1545888185501098, 9.32363510131836, 3.6121609210968018]","[0.4318099915981293, 0.0186139997094869, 0.7244030237197876, 0.5370590090751648, -1.6535186767578125, -0.917640209197998, -2.3394291400909424]","[-11.875, -44.0625, -14.3125]","[0.3489611148834228, -0.3021164834499359, 0.0082903141155838]","[-52.8125, -38.625, -12.25]","[-0.713699996471405, 1.645799994468689, -0.3197999894618988]","[0.34454545378685, -0.2764252424240112, 0.0100356433540582]","[-0.4923999905586242, 7.788099765777588, 5.938999652862549]",,,skidded_long,intermediate,blue
2024-02-17 15:21:17.000,"[0.1624705195426941, 7.766091346740723, 4.001093864440918]","[0.4400680065155029, 0.0243669990450143, 0.7192569971084595, 0.5370420217514038, -1.629799246788025, -0.9173423647880554, -2.338005781173706]","[-11.9375, -44.0, -14.3125]","[-0.1487544178962707, 0.3039665520191192, 0.0308225136250257]","[-52.875, -38.5625, -12.25]","[1.1065999269485474, 0.0687000006437301, -1.7246999740600586]","[-0.1531526446342468, 0.3296577930450439, 0.0325678437948226]","[-0.351500004529953, 7.786299705505371, 5.951299667358398]",,,skidded_long,intermediate,blue
2024-02-17 15:21:17.100,"[1.4370477199554443, 7.888885021209717, 3.9360005855560303]","[0.4459649920463562, 0.0206300001591444, 0.7145879864692688, 0.5385649800300598, -1.6067451238632202, -0.9077236652374268, -2.319613456726074]","[-12.1875, -43.8125, -14.0]","[0.3129026293754577, -0.0741939470171928, -0.2106961458921432]","[-53.125, -38.375, -11.9375]","[1.236799955368042, 1.744499921798706, -3.3257999420166016]","[0.3084869384765625, -0.0485026985406875, -0.2089682668447494]","[-0.2168999910354614, 7.728600025177002, 6.032399654388428]",,,skidded_long,intermediate,blue
2024-02-17 15:21:17.200,"[0.1668567061424255, 7.3174943923950195, 5.57857608795166]","[0.4528549909591675, -0.0048779998905956, 0.7036319971084595, 0.5475389957427979, -1.5556154251098633, -0.8727725744247437, -2.2432656288146973]","[-13.5, -43.0625, -15.8125]","[0.4816061556339264, -0.0102799888700246, -0.6617066860198975]","[-54.4375, -37.625, -13.75]","[1.7871999740600586, 3.146799802780152, -1.7615000009536743]","[0.4772079288959503, 0.0153938038274645, -0.6599788069725037]","[0.0955999940633773, 7.513000011444092, 6.302000045776367]",,,skidded_long,intermediate,blue
2024-02-17 15:21:17.300,"[-1.285293698310852, 8.549569129943848, 4.722744464874268]","[0.448745995759964, -0.039767999202013, 0.6895260214805603, 0.5670949816703796, -1.5017071962356567, -0.8425790071487427, -2.1310009956359863]","[-17.0625, -41.1875, -17.0]","[0.1588424146175384, -0.4050559997558594, -0.6879215240478516]","[-58.0, -35.75, -14.9375]","[-2.2451000213623047, 0.5455999970436096, 1.9224998950958248]","[0.1544267386198043, -0.3793647587299347, -0.6861761808395386]","[0.4504999816417694, 7.319299697875977, 6.511099815368652]",,,skidded_long,intermediate,blue
2024-02-17 15:21:17.400,"[-0.6232298612594604, 8.23758602142334, 6.468989372253418]","[0.4443309903144836, -0.0567540004849433, 0.671904981136322, 0.5898230075836182, -1.43513023853302, -0.8363097310066223, -2.031191349029541]","[-18.875, -40.0, -18.625]","[-0.0553269386291503, -0.1994736790657043, -0.5272290706634521]","[-59.8125, -34.5625, -16.5625]","[-1.2418999671936035, 2.5969998836517334, -2.520699977874756]","[-0.0597426183521747, -0.1737824380397796, -0.5255011916160583]","[0.8888999819755554, 7.278199672698975, 6.511999607086182]",,,skidded_long,intermediate,blue
2024-02-17 15:21:17.500,"[0.2865955233573913, 7.813994407653809, 7.11293363571167]","[0.4391999840736389, -0.0712940022349357, 0.657027006149292, 0.608551025390625, -1.3825641870498655, -0.8286864757537842, -1.9483739137649536]","[-21.1875, -38.0625, -18.5]","[0.0975639075040817, -0.2542595565319061, -0.5356066226959229]","[-62.125, -32.625, -16.4375]","[-2.4659998416900635, 2.411900043487549, -2.9507999420166016]","[0.093148224055767, -0.2285683155059814, -0.533878743648529]","[1.2401000261306765, 7.22790002822876, 6.510599613189697]",,,skidded_long,intermediate,blue
