time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE
2024-02-24 17:11:10.300,"[2.775310754776001, 8.514385223388672, 6.745241641998291]","[0.1055449992418289, -0.2439520061016082, 0.5777459740638733, 0.7717229723930359, -1.1663141250610352, -0.9976959228515624, -0.9619009494781494]","[-30.125, -27.3125, -22.6875]","[0.0023038345389068, 0.3229208290576935, 0.1146157681941986]","[-62.4375, 1.875, 35.375]","[1.4196999073028564, -0.8840000033378601, 0.53329998254776]","[0.2892010509967804, 0.1820203810930252, 0.3254340887069702]","[2.100800037384033, 8.21929931640625, 4.919099807739258]",left,START,snowplow,beginner,blue
2024-02-24 17:11:10.400,"[3.490286350250244, 6.544215202331543, 6.743901252746582]","[0.1072530001401901, -0.2374230027198791, 0.5788559913635254, 0.772691011428833, -1.1545196771621704, -1.00399911403656, -0.9624885320663452]","[-29.875, -27.8125, -21.625]","[-0.2655169367790222, 0.292621910572052, 0.1256287992000579]","[-62.1875, 1.375, 36.4375]","[1.5053999423980713, 3.2030999660491943, 0.0581000000238418]","[-0.0561297871172428, -0.0162490159273147, -0.0935147404670715]","[2.122999906539917, 8.280399322509766, 4.805900096893311]",,,snowplow,beginner,blue
2024-02-24 17:11:10.500,"[3.0406744480133057, 8.521193504333496, 4.933578014373779]","[0.1097569987177848, -0.2210170030593872, 0.5874009728431702, 0.7707549929618835, -1.1463782787322998, -1.029357671737671, -0.982903778553009]","[-30.125, -28.0625, -21.1875]","[-0.2856754958629608, 0.3126408159732818, 0.333375334739685]","[-62.4375, 1.125, 36.875]","[0.7989000082015991, -0.1816999912261963, -0.3601000010967254]","[0.2743308544158935, 0.3987204730510711, 0.2278527319431305]","[2.0841000080108643, 8.370299339294434, 4.6651997566223145]",,,snowplow,beginner,blue
2024-02-24 17:11:10.600,"[3.555379867553711, 7.950329780578613, 3.68572998046875]","[0.1280529946088791, -0.2059119939804077, 0.5928630232810974, 0.7679290175437927, -1.1451246738433838, -1.031009316444397, -1.0308175086975098]","[-30.0625, -28.9375, -19.8125]","[0.2090904414653778, 0.3021863102912903, 0.219318076968193]","[-62.375, 0.25, 38.25]","[0.942900002002716, 1.1115000247955322, -0.1347000002861023]","[-0.1277755498886108, 0.3583859205245971, 0.0316428206861019]","[2.047999858856201, 8.400799751281738, 4.626100063323975]",,,snowplow,beginner,blue
2024-02-24 17:11:10.700,"[1.8714996576309204, 7.721051216125488, 5.460886955261231]","[0.1375450044870376, -0.1916269958019256, 0.5902060270309448, 0.7720209956169128, -1.1058368682861328, -1.032509446144104, -1.0264763832092283]","[-30.4375, -29.4375, -19.125]","[0.0227416399866342, 0.4106585085391998, -0.0819083005189895]","[-62.75, -0.25, 38.9375]","[0.8971999883651733, -0.0738999992609024, -2.0618999004364014]","[0.2570869922637939, 0.2683618366718292, -0.1568352878093719]","[2.221199989318848, 8.438899993896484, 4.474299907684326]",,,snowplow,beginner,blue
2024-02-24 17:11:10.800,"[3.4936764240264893, 7.183783054351807, 6.215568065643311]","[0.1551530063152313, -0.1903849989175796, 0.5802540183067322, 0.7765210270881653, -1.0801947116851809, -1.00113046169281, -1.0282715559005735]","[-31.75, -29.1875, -18.3125]","[0.1397834122180938, 0.3103719055652618, -0.2008873969316482]","[-64.0625, 0.0, 39.75]","[0.001300000003539, 0.995299994945526, -2.442800045013428]","[0.2287603020668029, 0.0694641023874282, 0.0204028990119695]","[2.4502999782562256, 8.301300048828125, 4.610099792480469]",,,snowplow,beginner,blue
2024-02-24 17:11:10.900,"[2.0401949882507324, 8.365187644958496, 5.760506629943848]","[0.1647679954767227, -0.1974949985742569, 0.5762140154838562, 0.7757729887962341, -1.0914875268936155, -0.9772113561630248, -1.0430837869644165]","[-31.375, -28.1875, -18.625]","[0.1491558402776718, -0.0111352009698748, 0.0088139129802584]","[-63.6875, 1.0, 39.4375]","[0.8500999808311462, -0.1895999908447265, -0.017400000244379]","[0.0990474373102188, -0.0135612078011035, 0.0643851980566978]","[2.532999992370605, 8.142799377441406, 4.842199802398682]",,,snowplow,beginner,blue
2024-02-24 17:11:11.000,"[2.067345142364502, 7.1763129234313965, 7.768954753875732]","[0.1694300025701522, -0.2029629945755005, 0.5781720280647278, 0.7718899846076965, -1.115950584411621, -0.9680721163749696, -1.0662846565246582]","[-31.25, -27.9375, -19.625]","[0.0763756111264228, -0.0565661191940307, 0.0667413920164108]","[-63.5625, 1.25, 38.4375]","[0.1944999992847442, 0.878600001335144, 0.8461999893188477]","[-0.1263094842433929, -0.3113143742084503, -0.0883660167455673]","[2.453199863433838, 8.084599494934082, 4.978899955749512]",,,snowplow,beginner,blue
2024-02-24 17:11:11.100,"[2.00907039642334, 8.632255554199219, 6.8921403884887695]","[0.1656949967145919, -0.2036219984292984, 0.5807179808616638, 0.7706159949302673, -1.1239211559295654, -0.9747166633605956, -1.0678032636642456]","[-31.1875, -28.0, -19.0]","[-0.1584584414958953, 0.0529532879590988, 0.0328470952808856]","[-63.5, 1.1875, 39.0625]","[0.9876999855041504, -0.2003999948501587, -0.4878000020980835]","[0.2250427603721618, 0.1278977245092392, 0.0429700054228305]","[2.385699987411499, 8.104599952697754, 4.9791998863220215]",,,snowplow,beginner,blue
2024-02-24 17:11:11.200,"[3.8780033588409424, 9.280250549316406, 5.285459041595459]","[0.1750029921531677, -0.1958470046520233, 0.5805420279502869, 0.770704984664917, -1.1124005317687988, -0.9725165367126464, -1.0815515518188477]","[-32.125, -28.1875, -17.5625]","[0.0632332786917686, 0.2604205906391144, -0.006248278543353]","[-64.4375, 1.0, 40.5]","[0.6349999904632568, -0.1697999984025955, 1.0367000102996826]","[-0.3466223776340484, 0.3709348142147064, 0.0956789478659629]","[2.424599885940552, 8.083799362182617, 4.99429988861084]",,,snowplow,beginner,blue
