time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE
2024-02-25 15:57:19.800,"[1.03619122505188, 12.81773281097412, -1.87352991104126]","[-0.551472008228302, -0.3315120041370392, 0.6221889853477478, 0.445933997631073, 1.555534601211548, -1.1694852113723757, 2.9371232986450195]","[-6.0, -45.0625, -1.9375]","[-0.3654021322727203, -0.0581892766058445, -0.0256737936288118]","[-359.125, -58.9375, -115.875]","[-0.264299988746643, -0.7996999621391296, -0.0825999975204467]","[-0.3565358519554138, 0.1550899595022201, 0.014433872886002]","[0.0583999976515769, 9.02750015258789, -3.830199956893921]",right,START,skidded_long,intermediate,blue
2024-02-25 15:57:19.900,"[1.3962026834487915, 8.633979797363281, -4.579140663146973]","[-0.5592569708824158, -0.3197959959506988, 0.627822995185852, 0.4368059933185577, 1.5539181232452393, -1.134138107299805, 2.934340476989746]","[-5.8125, -45.625, 0.5625]","[-0.3919136822223663, -0.2198591232299804, 0.6047391295433044]","[-358.8125, -59.0625, -113.375]","[1.4010000228881836, -1.57069993019104, 0.8025999665260315]","[-0.442336231470108, -0.2256885319948196, 0.5300564765930176]","[0.0698999986052513, 8.88640022277832, -4.146699905395508]",,,skidded_long,intermediate,blue
2024-02-25 15:57:20.000,"[0.268887996673584, 10.13878345489502, -6.65888786315918]","[-0.5684239864349365, -0.3239539861679077, 0.6372650265693665, 0.4072340130805969, 1.6187505722045898, -1.0914974212646484, 3.0327932834625244]","[-3.5, -45.5, 1.5625]","[-0.1397136002779007, 0.184847816824913, 0.226247027516365]","[-356.3125, -59.125, -112.25]","[1.1385999917984009, 0.0948999971151351, 0.1532000005245208]","[-0.1772556453943252, 0.0328470952808856, 0.2517811954021454]","[-0.2167999893426895, 8.701600074768066, -4.517099857330322]",,,skidded_long,intermediate,blue
2024-02-25 15:57:20.100,"[0.22996786236763, 9.2001314163208, -6.192420959472656]","[-0.5683069825172424, -0.3308829963207245, 0.6417700052261353, 0.3945539891719818, 1.6617273092269895, -1.0811773538589478, 3.0910611152648926]","[-2.4375, -45.5, 0.75]","[0.3466049432754516, -0.0410152375698089, 0.0965865179896354]","[-355.5625, -59.25, -112.6875]","[2.6938998699188232, -0.0539999976754188, 0.6800000071525574]","[0.220033660531044, -0.0301592890173196, 0.2141519039869308]","[-0.4187999963760376, 8.654500007629395, -4.592799663543701]",,,skidded_long,intermediate,blue
2024-02-25 15:57:20.200,"[2.359370946884156, 3.5575826168060303, -1.8624590635299685]","[-0.5615419745445251, -0.3424989879131317, 0.6392279863357544, 0.3984349966049194, 1.686764359474182, -1.1062763929367063, 3.120148181915283]","[-2.5625, -45.875, -1.4375]","[0.3836233615875244, -0.4293335378170013, -0.0233175978064537]","[-355.5, -59.5, -114.875]","[3.165899991989136, -5.148799896240234, -0.6277999877929688]","[0.5933595895767212, -0.4463505148887634, -0.0530929155647754]","[-0.5083000063896179, 8.767499923706055, -4.363699913024902]",,,skidded_long,intermediate,blue
2024-02-25 15:57:20.300,"[1.2110254764556885, 9.257975578308104, -3.821356773376465]","[-0.5715299844741821, -0.3596169948577881, 0.6223120093345642, 0.395922988653183, 1.6484525203704834, -1.128658652305603, 3.129963159561157]","[-0.9375, -45.75, 4.0]","[-2.1172590255737305, -1.7580177783966064, 0.5735501050949097]","[-353.9375, -59.75, -110.5]","[2.424099922180176, 8.484299659729004, 2.2512998580932617]","[-1.9986637830734253, -1.911432266235352, 0.2915397882461548]","[-0.3254999816417694, 8.86359977722168, -4.183300018310547]",,,skidded_long,intermediate,blue
2024-02-25 15:57:20.400,"[3.6605045795440674, 6.812566757202148, -5.09326171875]","[-0.6329699754714966, -0.3463610112667084, 0.6231840252876282, 0.3016999959945678, 1.599496841430664, -0.9518693685531616, -3.055718421936035]","[0.625, -44.75, 8.875]","[-0.4175001978874206, -0.6006376147270203, 0.766810417175293]","[-352.5, -58.5625, -105.125]","[1.6439999341964722, 3.191999912261963, 3.4118998050689697]","[-0.5642300248146057, -0.6545159220695496, 0.6235537528991699]","[-0.1631999909877777, 7.987499713897705, -5.686999797821045]",,,skidded_long,intermediate,blue
2024-02-25 15:57:20.500,"[2.704538106918335, 5.049984455108643, -8.973832130432129]","[-0.6527649760246277, -0.366917997598648, 0.615140974521637, 0.2467159926891327, 1.61265766620636, -0.8987554907798767, -2.932356834411621]","[5.0625, -44.875, 9.0625]","[0.3120997846126556, -0.5112941861152649, 1.731331706047058]","[-348.5, -58.625, -104.75]","[3.422999858856201, -2.055000066757202, 2.373499870300293]","[0.2525491416454315, -0.7082197070121765, 1.6475733518600464]","[-0.2554999887943268, 7.67419958114624, -6.099999904632568]",,,skidded_long,intermediate,blue
2024-02-25 15:57:20.600,"[2.20307731628418, 3.1796531677246094, -2.223207712173462]","[-0.6402050256729126, -0.441565990447998, 0.5977169871330261, 0.1946550011634826, 1.7450952529907229, -0.9241064786911012, -2.660878419876098]","[14.4375, -43.125, 6.0]","[1.1306068897247314, -1.1131885051727295, 2.4077515602111816]","[-339.3125, -57.0625, -107.3125]","[2.495699882507324, -1.9228999614715576, 1.9751999378204343]","[1.033130168914795, -1.2003501653671265, 2.3487420082092285]","[-1.0246999263763428, 7.826499938964844, -5.819399833679199]",,,skidded_long,intermediate,blue
2024-02-25 15:57:20.700,"[-0.0008523358264937, -2.7073824405670166, -9.994001388549805]","[-0.581853985786438, -0.6316419839859009, 0.5005990266799927, 0.1089679971337318, 2.162750720977783, -1.0049690008163452, -1.909847497940064]","[23.3125, -41.0625, 2.5625]","[0.6593155860900879, -1.4827618598937988, 0.214640587568283]","[-329.6875, -54.75, -111.1875]","[3.257200002670288, -1.9234999418258667, 4.774699687957764]","[0.52410489320755, -1.4361093044281006, 0.8995601534843445]","[-2.933499813079834, 8.278200149536133, -4.3628997802734375]",,,skidded_long,intermediate,blue
