time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE
2024-02-25 16:07:40.800,"[0.9761543869972228, 8.876043319702148, -3.6990129947662354]","[-0.7157319784164429, -0.2818509936332702, 0.6052989959716797, 0.2046909928321838, 1.4275304079055786, -0.7092410922050476, -3.078032255172729]","[0.0625, -43.3125, 17.8125]","[-0.9711535573005676, -0.2510656118392944, -0.1345648914575576]","[-352.875, -56.0625, -96.6875]","[0.5358999967575073, 1.723399996757507, -5.3927998542785645]","[-1.0473895072937012, -0.2569124698638916, -0.1882512122392654]","[1.062399983406067, 6.386600017547607, -7.365499973297119]",left,START,skidded_short,intermediate,blue
2024-02-25 16:07:40.900,"[1.6140079498291016, 10.223326683044434, -8.520551681518555]","[-0.7182869911193848, -0.2812750041484833, 0.6005139946937561, 0.210547998547554, 1.4102336168289185, -0.7167614102363586, -3.094686269760132]","[-1.5, -43.5, 18.4375]","[0.163013756275177, -0.0300545692443847, -0.0533198080956935]","[-354.1875, -55.6875, -95.625]","[-1.142799973487854, 2.4226999282836914, -2.115799903869629]","[0.2532996237277984, -0.1289623826742172, -0.1335874944925308]","[1.181999921798706, 6.442399978637695, -7.298399925231934]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.000,"[2.401202440261841, 7.601264476776123, -7.655727863311768]","[-0.7172510027885437, -0.2858000099658966, 0.5888919830322266, 0.2389020025730133, 1.3714910745620728, -0.7633636593818665, 3.1331570148468018]","[-2.1875, -44.1875, 17.5]","[0.676891028881073, 0.0405090935528278, -0.3607595562934875]","[-354.875, -56.0625, -96.3125]","[1.8136999607086184, 1.6832000017166138, 0.1393000036478042]","[0.6349158883094788, -0.0957487598061561, -0.4381649196147918]","[1.4027999639511108, 6.779899597167969, -6.945099830627441]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.100,"[1.7821288108825684, 8.597731590270996, -3.468106508255005]","[-0.7127599716186523, -0.2969299852848053, 0.5839830040931702, 0.2505359947681427, 1.366584062576294, -0.7979081869125366, 3.1267826557159424]","[-2.875, -45.5625, 15.0625]","[0.3876725435256958, -0.1696809083223343, 0.1096939444541931]","[-355.875, -57.75, -98.75]","[-0.9863999485969543, 0.1774999946355819, 3.1057000160217285]","[0.3640407621860504, -0.034889131784439, 0.1552295833826065]","[1.3884999752044678, 7.020499706268311, -6.704699993133545]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.200,"[0.8871283531188965, 10.992584228515623, -1.4871439933776855]","[-0.7126460075378418, -0.2963449954986572, 0.5802080035209656, 0.260138988494873, 1.349906086921692, -0.8099425435066223, 3.1025848388671875]","[-3.0625, -45.1875, 13.5625]","[0.0258657801896333, -0.0136833814904093, -0.0534419827163219]","[-356.0, -57.625, -100.5625]","[-0.5988999605178833, -1.1007000207901, 0.5077999830245972]","[0.2007128596305847, -0.1667487621307373, -0.0461814105510711]","[1.4814999103546145, 7.102399826049805, -6.5976996421813965]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.300,"[1.837339162826538, 9.047094345092772, -4.847454071044922]","[-0.7141309976577759, -0.296858012676239, 0.5670949816703796, 0.2833609879016876, 1.2965245246887207, -0.8410990238189697, 3.039380073547364]","[-4.75, -45.5625, 12.1875]","[0.4271867871284485, -0.195738673210144, -0.3455751836299896]","[-357.5625, -57.75, -101.5]","[0.2101999968290329, 1.8202999830245967, 0.9680999517440796]","[0.4464028477668762, -0.2001718133687973, -0.4013559222221374]","[1.7705999612808228, 7.309599876403809, -6.293099880218506]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.400,"[0.2190790325403213, 7.418041706085205, -6.897848129272461]","[-0.7096729874610901, -0.2968209981918335, 0.5501490235328674, 0.3249559998512268, 1.2150298357009888, -0.8928144574165344, 2.925257921218872]","[-7.125, -45.875, 10.1875]","[0.7482749819755554, 0.1669407486915588, -0.6112841367721558]","[-359.6875, -58.1875, -103.5625]","[-1.4068999290466309, -1.1555999517440796, -0.6182999610900879]","[0.6551616787910461, 0.1382649838924408, -0.6055245399475098]","[2.142400026321411, 7.6377997398376465, -5.765699863433838]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.500,"[2.955756902694702, 7.830112457275391, -5.1466240882873535]","[-0.6990609765052795, -0.3052609860897064, 0.5246809720993042, 0.3779389858245849, 1.0888057947158811, -0.9673537611961364, 2.766167402267456]","[-9.5625, -46.5625, 4.6875]","[1.055697321891785, -0.043214350938797, -0.5207887887954712]","[-362.125, -58.6875, -108.8125]","[-1.5988999605178833, 3.5657999515533447, 2.24399995803833]","[1.1725471019744873, -0.0667413920164108, -0.5796064138412476]","[2.5795998573303223, 8.074600219726562, -4.930999755859375]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.600,"[2.7460055351257324, 11.446410179138184, -4.447229385375977]","[-0.6899880170822144, -0.2944540083408355, 0.5286239981651306, 0.3972019851207733, 1.0755106210708618, -0.9724717736244202, 2.7076575756073]","[-10.4375, -46.0, 3.25]","[0.0668810158967971, 0.35004323720932, -0.0767944902181625]","[-363.1875, -58.3125, -110.8125]","[-2.497799873352051, 1.370100021362305, 0.7214999794960022]","[0.0344877056777477, 0.4508534371852875, -0.1794372946023941]","[2.6252999305725098, 8.102999687194824, -4.859899997711182]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.700,"[1.5572941303253174, 8.465313911437988, -2.206017255783081]","[-0.6811469793319702, -0.27776899933815, 0.5218639969825745, 0.4319019913673401, 1.0021334886550903, -0.9776591658592224, 2.5783159732818604]","[-12.5625, -45.9375, 1.25]","[0.4567002952098846, 0.4394564628601074, -0.597216784954071]","[-365.25, -58.25, -112.6875]","[-1.4120999574661257, -2.8947999477386475, 0.0586999990046024]","[0.4867374300956726, 0.2725506126880646, -0.6390174031257629]","[2.951799869537353, 8.131599426269531, -4.618799686431885]",,,skidded_short,intermediate,blue
2024-02-25 16:07:41.800,"[-0.1792682558298111, 9.470495223999023, -1.70077383518219]","[-0.6764100193977356, -0.2423329949378967, 0.5163840055465698, 0.4659299850463867, 0.934537708759308, -0.9425008296966552, 2.4384796619415283]","[-15.5, -45.625, 1.4375]","[0.1736951619386673, 0.3096388578414917, -0.6619859337806702]","[-368.25, -58.0, -112.625]","[-2.267699956893921, -0.5493999719619751, 2.27269983291626]","[0.1489813029766082, 0.4041833579540252, -0.5081875324249268]","[3.424899816513061, 7.933799743652344, -4.636099815368652]",,,skidded_short,intermediate,blue
