time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-02-25 15:40:41.100,"[1.8106293678283687, 8.464632987976074, -2.54748797416687]","[-0.6889179944992065, -0.3791089951992035, 0.5490649938583374, 0.2831859886646271, 1.3711886405944824, -0.985095739364624, -3.0943100452423096]","[-1.0, -46.5, 4.875]","[-0.0357617959380149, -0.196419358253479, 0.088051863014698]","[-353.5625, -59.0625, -109.4375]","[1.170799970626831, 0.2516999840736389, 2.135900020599365]","[-0.0043982295319437, -0.2180439829826355, 0.1067443341016769]","[1.0748000144958496, 8.172100067138672, -5.313299655914307]",right,START,skidded_short,intermediate,blue,"[45.0, 1.5, 16.299100875854492, 5.440999984741211, 0.8683313131332397, 147.6448974609375, 705.6305648079142, 18.8982495, 49.6409448]"
2024-02-25 15:40:41.200,"[2.1524736881256104, 8.273336410522461, -3.481092691421509]","[-0.6946240067481995, -0.3858369886875152, 0.5404549837112427, 0.2766479849815368, 1.3544931411743164, -0.988232433795929, -3.0820798873901367]","[0.0, -46.25, 5.875]","[-0.2198940366506576, 0.1041263416409492, 0.1438674926757812]","[-352.8125, -58.8125, -108.625]","[0.9405999779701232, 0.0876999944448471, 1.3467999696731567]","[-0.1897347420454025, 0.1267807185649871, 0.1076169982552528]","[1.1578999757766724, 8.18910026550293, -5.269499778747559]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:41.300,"[0.3295283615589142, 9.151002883911133, -3.4018828868865967]","[-0.6943110227584839, -0.3807510137557983, 0.5493410229682922, 0.2668020129203796, 1.382738709449768, -0.9646504521369934, -3.057524442672729]","[0.875, -46.0, 8.375]","[-1.0648078918457031, 0.5008222460746765, 0.4531049132347107]","[-352.1875, -58.625, -106.625]","[-0.1030000001192092, -2.224599838256836, 3.507399797439575]","[-0.9900031089782716, 0.6791076064109802, 0.4494048357009887]","[1.044399976730347, 8.059599876403809, -5.48829984664917]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:41.400,"[-0.8167962431907654, 2.6978344917297363, -8.111162185668945]","[-0.6947420239448547, -0.3577859997749328, 0.5787299871444702, 0.2332230061292648, 1.4550015926361084, -0.8742838501930237, -3.000741958618164]","[1.625, -44.5, 14.5]","[-0.8977973461151123, 0.2344675362110138, -0.034609880298376]","[-351.125, -57.125, -100.5]","[1.2834999561309814, -0.8343999981880188, 1.81659996509552]","[-0.9546253085136414, -0.3170041441917419, -0.2183232307434082]","[0.7267999649047852, 7.522500038146973, -6.249199867248535]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:41.500,"[1.334575891494751, 7.066696643829346, -9.008968353271484]","[-0.7043929696083069, -0.3300850093364715, 0.6002770066261292, 0.1858479976654052, 1.4860409498214722, -0.7589219808578491, -2.955192804336548]","[1.4375, -42.4375, 20.75]","[-1.5467805862426758, -0.0870919302105903, 0.1417905539274215]","[-351.125, -55.375, -94.1875]","[-0.1020999997854232, 2.371799945831299, 2.8043999671936035]","[-1.7920167446136477, -0.0274365749210119, 0.1597499847412109]","[0.6022999882698059, 6.748299598693848, -7.089900016784668]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:41.600,"[2.0163583755493164, 8.465619087219238, -8.777181625366211]","[-0.7154920101165771, -0.2899569869041443, 0.6219859719276428, 0.1308770030736923, 1.4995341300964355, -0.6159462332725525, -2.9275007247924805]","[1.3125, -40.6875, 24.1875]","[-0.6101670861244202, -0.3489262163639068, 0.15072663128376]","[-351.4375, -53.5, -90.375]","[1.3716999292373655, 3.748699903488159, 0.7468000054359436]","[-0.7218332886695862, -0.3099879324436188, 0.1333431601524353]","[0.5698999762535095, 5.665599822998047, -7.984099864959717]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:41.700,"[-0.5278448462486267, 8.057092666625977, -8.568780899047852]","[-0.7245829701423645, -0.2766790091991424, 0.6237540245056152, 0.096731998026371, 1.4901162385940552, -0.5487576723098755, -2.898963451385498]","[1.25, -40.3125, 24.9375]","[0.2319717109203338, -0.3693640232086181, 0.0381005369126796]","[-351.25, -52.875, -89.5625]","[0.031700000166893, 3.4064998626708984, 1.062999963760376]","[0.120916411280632, -0.3134785890579223, 0.0978257060050964]","[0.6741999983787537, 5.1153998374938965, -8.339499473571777]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:41.800,"[2.720770835876465, 6.527867794036865, -5.08454704284668]","[-0.7343469858169556, -0.2851879894733429, 0.6087110042572021, 0.0941879972815513, 1.456717014312744, -0.5627574324607849, -2.892067670822144]","[-0.5, -40.75, 24.4375]","[0.3030589818954468, -0.3981794118881225, 0.031049408018589]","[-353.0625, -53.375, -89.875]","[1.684000015258789, 1.9953999519348145, 2.160199880599976]","[0.2992716133594513, -0.4444131851196289, 0.0459370650351047]","[0.9440999627113342, 5.23199987411499, -8.240399360656738]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:41.900,"[1.6633667945861816, 7.804925441741943, -7.327406406402588]","[-0.7450069785118103, -0.3021970093250274, 0.5865190029144287, 0.0981630012392997, 1.4133261442184448, -0.6009504795074463, -2.886375665664673]","[0.9375, -41.3125, 22.0625]","[0.5294979810714722, -0.1153488084673881, 0.4845732152462005]","[-352.125, -53.75, -92.25]","[1.5166000127792358, 0.4370999932289123, 3.2811999320983887]","[0.4522497057914734, -0.241832822561264, 0.4618315696716308]","[1.268399953842163, 5.544899940490723, -7.988399982452393]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:42.000,"[2.744272232055664, 7.079108238220215, -5.654500961303711]","[-0.744255006313324, -0.3300150036811828, 0.5723559856414795, 0.0978830009698867, 1.410876750946045, -0.6476055383682251, -2.8463308811187744]","[1.875, -42.3125, 20.1875]","[0.5797984004020691, -0.327842652797699, 0.4423711597919464]","[-350.8125, -54.9375, -94.0]","[1.7553999423980713, 2.488100051879883, 3.739799976348877]","[0.4955338835716247, -0.3706032037734985, 0.4729667603969574]","[1.2452999353408811, 5.916100025177002, -7.721299648284912]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:42.100,"[0.2605274617671966, 7.504376411437988, -6.694111347198486]","[-0.7423049807548523, -0.3638449907302856, 0.5535100102424622, 0.101121000945568, 1.408518671989441, -0.710365355014801, -2.801823377609253]","[3.3125, -43.5, 17.5]","[0.8847073912620544, -0.1417905539274215, -0.0154810706153512]","[-349.3125, -56.0, -96.5625]","[0.2698000073432922, 0.2929999828338623, 0.8840999603271484]","[0.9283755421638488, -0.0947190150618553, 0.1148601174354553]","[1.2010999917984009, 6.394999980926514, -7.336899757385254]",,,skidded_short,intermediate,blue,"[45.0, 1.5, 14.513699531555176, 6.020999908447266, 2.585706949234009, 182.16571044921875, 705.1481627542526, 18.8982396, 49.6409311]"
2024-02-25 15:40:42.200,"[1.922065019607544, 4.775579929351807, -5.808064937591553]","[-0.7385919690132141, -0.3910180032253265, 0.5344070196151733, 0.1264670044183731, 1.3944779634475708, -0.7934470176696777, -2.805813789367676]","[1.875, -44.1875, 14.4375]","[0.583568274974823, 0.0551174990832805, -0.5696231126785278]","[-350.75, -56.625, -99.75]","[-0.4219000041484833, -0.5861999988555908, -0.0830999985337257]","[0.7123910188674927, 0.0039095375686883, -0.5735151767730713]","[1.206399917602539, 6.989899635314941, -6.771599769592285]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:42.300,"[3.5394535064697266, 7.240209579467773, -5.908478260040283]","[-0.7406589984893799, -0.3894400000572204, 0.5236489772796631, 0.159847006201744, 1.346941590309143, -0.8394740223884583, -2.882546901702881]","[0.625, -45.25, 12.875]","[0.1808684766292572, -0.0171042270958423, -0.1161342114210128]","[-352.0625, -57.875, -101.625]","[0.4289000034332275, 0.065700002014637, 0.119499996304512]","[0.1408655196428299, 0.1126959100365638, -0.1890715211629867]","[1.4537999629974363, 7.298999786376953, -6.385900020599365]",,,skidded_short,intermediate,blue,
2024-02-25 15:40:42.400,"[4.30391263961792, 7.195428371429443, -4.49197244644165]","[-0.7427830100059509, -0.3829289972782135, 0.5207279920578003, 0.1745840013027191, 1.3192857503890991, -0.8491026163101196, -2.928917646408081]","[0.1875, -44.3125, 13.8125]","[-0.1806415766477584, 0.1109156757593154, 0.0472286082804203]","[-352.5625, -57.1875, -100.8125]","[1.927799940109253, 4.023699760437012, 2.587599992752075]","[-0.2533170878887176, 0.1758419275283813, -0.0889070704579353]","[1.612299919128418, 7.36169958114624, -6.274899959564209]",,,skidded_short,intermediate,blue,
