time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-02-25 13:23:59.900,"[1.5160659551620483, 8.241694450378418, -3.443675994873047]","[0.7607960104942322, 0.5533959865570068, -0.3378570079803467, 0.0281479991972446, 1.2866907119750977, -0.9667125940322876, -2.3177781105041504]","[9.625, -44.3125, 16.625]","[0.0029496063943952, -0.1058193147182464, -0.0551698580384254]","[-342.75, -57.4375, -98.5]","[-0.0215999986976385, 0.0290999989956617, 1.3849999904632568]","[-0.0025307273026555, -0.143832579255104, -0.0434063374996185]","[1.5611999034881592, 8.071100234985352, -5.34689998626709]",left,START,skidded_short,intermediate,blue,
2024-02-25 13:24:00.000,"[-1.0565516948699951, 6.892552375793457, -3.7984871864318848]","[0.7609609961509705, 0.5503469705581665, -0.3423439860343933, 0.0292489994317293, 1.289530873298645, -0.9571586847305298, -2.32081151008606]","[10.1875, -43.4375, 16.875]","[0.0459894239902496, 0.3487691283226013, -0.1200437471270561]","[-342.0625, -56.5, -98.125]","[0.687999963760376, -0.3486999869346618, 0.6983000040054321]","[0.1566956639289856, 0.0002094395167659, -0.2144486010074615]","[1.567399978637695, 8.017499923706055, -5.425099849700928]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:00.100,"[1.605743169784546, 8.708429336547852, -3.6214215755462646]","[0.7583720088005066, 0.546580970287323, -0.3541829884052276, 0.0259530004113912, 1.3088951110839844, -0.9452429413795472, -2.3255209922790527]","[9.25, -43.5625, 17.3125]","[-0.0089360857382416, 0.2381676286458969, -0.0691324919462204]","[-343.1875, -56.5, -98.0625]","[-0.8295999765396118, 0.346699982881546, 1.3392999172210691]","[-0.026616271585226, 0.2150594741106033, -0.0742113962769508]","[1.4866999387741089, 7.949599742889404, -5.54640007019043]",,,skidded_short,intermediate,blue,"[45.0, 1.5, 15.714117050170898, 5.797999858856201, 1.6327383518218994, 296.6553039550781, 593.94830861222, 18.8920067, 49.637566]"
2024-02-25 13:24:00.200,"[1.7219386100769043, 7.877794742584228, -4.752480983734131]","[0.7576169967651367, 0.5394989848136902, -0.3666470050811767, 0.0229439996182918, 1.319432258605957, -0.9283667802810668, -2.3402023315429688]","[9.8125, -43.6875, 17.6875]","[-0.1767843961715698, 0.165195420384407, -0.1042834222316742]","[-342.5625, -56.5625, -97.5625]","[0.1860999912023544, 0.8369999527931213, -0.016499999910593]","[-0.1613207757472992, 0.2213252037763595, -0.1332035213708877]","[1.461300015449524, 7.85159969329834, -5.690899848937988]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:00.300,"[0.6550631523132324, 8.869443893432617, -4.043672561645508]","[0.7593280076980591, 0.532446026802063, -0.3734939992427826, 0.0205930005759, 1.3151074647903442, -0.9160782098770142, -2.359851360321045]","[9.1875, -43.5625, 18.5]","[-0.0986111015081405, 0.2063328176736831, -0.1422443389892578]","[-343.0, -56.5625, -96.8125]","[0.4607999920845032, 4.194999694824219, 3.443399906158448]","[-0.1632755547761917, 0.1248783096671104, -0.1243547052145004]","[1.5101999044418335, 7.778800010681152, -5.777400016784668]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:00.400,"[2.486579656600952, 8.806533813476562, -4.482184886932373]","[0.763526976108551, 0.5229229927062988, -0.3787609934806824, 0.0108209997415542, 1.2961125373840332, -0.9113547801971436, -2.4026265144348145]","[8.5625, -43.1875, 18.25]","[0.0593062862753868, 0.0476649403572082, -0.2758667469024658]","[-343.5625, -56.4375, -97.0]","[0.9983999729156494, 1.9089999198913568, 1.0365999937057495]","[0.0610516183078289, 0.1310044080018997, -0.2909463942050934]","[1.629599928855896, 7.750499725341797, -5.7829999923706055]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:00.500,"[2.537126064300537, 8.925918579101562, -4.695747375488281]","[-0.7701560258865356, -0.5118719935417175, 0.3804140090942383, 0.0114409998059272, 1.2566977739334106, -0.9225556254386902, -2.478161096572876]","[7.5625, -43.875, 17.375]","[0.2693915665149688, 0.2450442314147949, -0.4126132726669311]","[-344.8125, -56.875, -97.6875]","[-5.242000102996826, -6.346299648284912, 0.3357999920845032]","[0.2306278049945831, 0.2025803625583648, -0.4073947668075561]","[1.8292999267578125, 7.817299842834473, -5.631399631500244]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:00.600,"[-0.6945579051971436, 16.855697631835938, -2.760390043258667]","[-0.7777119874954224, -0.4909990131855011, 0.3898620009422302, 0.0457179993391037, 1.206897854804993, -0.9262278079986572, -2.5961227416992188]","[5.3125, -44.9375, 15.4375]","[-0.0756600201129913, 0.495324432849884, -0.7304028272628784]","[-346.75, -57.875, -99.75]","[0.5112999677658081, 0.8201999664306641, -1.367900013923645]","[0.1158724054694175, 0.2684839963912964, -0.561612069606781]","[2.097100019454956, 7.8389997482299805, -5.506399631500244]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:00.700,"[-3.279165744781494, 5.47043514251709, -5.82428789138794]","[-0.7811399698257446, -0.4869450032711029, 0.3864319920539856, 0.0580819994211196, 1.1773594617843628, -0.936744749546051, -2.638540029525757]","[4.5, -45.8125, 14.875]","[0.4348487854003906, 0.3643549382686615, -0.6272364258766174]","[-347.75, -58.6875, -100.3125]","[-1.0306999683380127, 1.445099949836731, 2.149099826812744]","[0.3352428376674652, -0.1036027446389198, -0.3577052354812622]","[2.227099895477295, 7.9004998207092285, -5.365699768066406]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:00.800,"[1.631083369255066, 5.881720066070557, -6.520914554595947]","[-0.7769870162010193, -0.4773989915847778, 0.4058650135993957, 0.0604469999670982, 1.2122448682785034, -0.9123311042785645, -2.6411733627319336]","[3.25, -45.875, 15.0]","[-0.1361182332038879, 0.444762259721756, -0.1047372072935104]","[-348.875, -58.875, -100.125]","[0.8459999561309814, 1.393100023269653, 2.6377999782562256]","[-0.2414837479591369, 0.5092172622680664, -0.1346172392368316]","[2.1057000160217285, 7.756399631500244, -5.619100093841553]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:00.900,"[2.716193199157715, 10.588682174682615, -3.869508743286133]","[-0.7691869735717773, -0.4866549968719482, 0.4108990132808685, 0.0517579987645149, 1.2571982145309448, -0.91275554895401, -2.590341329574585]","[4.6875, -45.0625, 15.375]","[-0.3044552206993103, 0.1534318923950195, 0.3377386629581451]","[-347.5625, -58.3125, -100.0625]","[-0.6241999864578247, 0.7335999608039856, 0.9192000031471252]","[-0.3612656891345978, 0.2322858721017837, 0.3729943037033081]","[1.8499999046325684, 7.758899688720703, -5.704899787902832]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.000,"[0.2258115261793136, 8.372581481933594, -2.6048052310943604]","[-0.7698100209236145, -0.4910739958286285, 0.4039050042629242, 0.0556610003113746, 1.2453217506408691, -0.9290153980255128, -2.595297574996948]","[5.375, -45.4375, 14.875]","[0.1717578470706939, -0.1367640048265457, -0.0316253677010536]","[-346.9375, -58.6875, -100.1875]","[-0.3766999840736389, -0.2257999926805496, 1.051200032234192]","[0.2405761778354644, -0.2386039644479751, -0.0087964590638875]","[1.8770999908447263, 7.8553996086120605, -5.56220006942749]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.100,"[2.535660743713379, 7.033082485198975, -6.18378210067749]","[-0.7697420120239258, -0.495866984128952, 0.3985570073127746, 0.0525659993290901, 1.243622064590454, -0.9361482262611388, -2.5827789306640625]","[5.5625, -44.6875, 15.25]","[0.0177674517035484, -0.1795071065425872, 0.1666265875101089]","[-346.75, -58.0625, -100.125]","[-0.1424999982118606, 1.5269999504089355, 1.9263999462127688]","[-0.0653276741504669, -0.1762259006500244, 0.1572890728712082]","[1.868499994277954, 7.89709997177124, -5.505799770355225]",,,skidded_short,intermediate,blue,"[45.0, 1.5, 15.110685348510742, 6.241000175476074, 2.041053533554077, 260.2236328125, 593.1809048587456, 18.8919761, 49.6375697]"
2024-02-25 13:24:01.200,"[2.1478190422058105, 7.814291477203369, -6.3491644859313965]","[-0.7622929811477661, -0.5050339698791504, 0.4031569957733154, 0.036251001060009, 1.29304301738739, -0.9259586930274964, -2.5160484313964844]","[6.375, -45.0625, 14.625]","[-0.2924648225307464, 0.0622384399175643, 0.3053278923034668]","[-345.9375, -58.375, -100.6875]","[1.3355000019073486, 2.0573999881744385, 0.4513999819755554]","[-0.4075518250465393, 0.0177674517035484, 0.3555061221122741]","[1.616199970245361, 7.837399959564209, -5.668499946594238]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.300,"[3.006772518157959, 10.597742080688477, -2.6267647743225098]","[-0.7547479867935181, -0.5165839791297913, 0.4038209915161133, 0.0205700006335973, 1.3369494676589966, -0.9213101267814636, -2.449007749557495]","[8.0625, -44.5625, 16.125]","[-0.2180963456630706, -0.2943323254585266, 0.436471939086914]","[-344.3125, -58.0, -99.1875]","[0.4986999928951263, 5.762399673461914, 3.533399820327759]","[-0.2623578906059265, -0.2872113883495331, 0.5471956133842468]","[1.3741999864578247, 7.809899806976318, -5.769299983978272]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.400,"[2.135838508605957, 8.78325366973877, -3.3304686546325684]","[-0.7523099780082703, -0.5200160145759583, 0.4035100042819977, 0.0281119998544454, 1.3437241315841677, -0.9358667135238647, -2.4519734382629395]","[8.5625, -44.3125, 16.0625]","[0.2914176285266876, 0.2502104043960571, -0.0846310183405876]","[-343.6875, -57.5625, -98.875]","[0.3772999942302704, 1.3913999795913696, 0.449999988079071]","[0.2489013969898224, 0.100618228316307, -0.0712966993451118]","[1.309399962425232, 7.895399570465088, -5.667099952697754]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.500,"[4.603503704071045, 6.197123050689697, -5.041604518890381]","[-0.757187008857727, -0.5180230140686035, 0.395673006772995, 0.041958000510931, 1.3068431615829468, -0.9573760628700256, -2.495921850204468]","[8.4375, -45.0, 14.3125]","[0.1873610913753509, -0.0993615910410881, -0.0470715314149856]","[-343.6875, -58.375, -100.8125]","[0.498199999332428, 1.219099998474121, 1.4976999759674072]","[0.3999945521354675, 0.2235068678855896, -0.3307922482490539]","[1.4728000164031982, 8.018699645996094, -5.44980001449585]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.600,"[3.2811098098754883, 9.392070770263672, -6.367561340332031]","[-0.7648119926452637, -0.5115200281143188, 0.3880929946899414, 0.052836999297142, 1.2564001083374023, -0.9674555659294128, -2.550448179244995]","[7.3125, -45.1875, 14.5]","[0.0938987135887146, -0.1191361770033836, -0.08916886895895]","[-345.0625, -58.25, -100.625]","[-0.3084999918937683, 3.437699794769287, 2.202399969100952]","[0.0633379966020584, 0.0484503395855426, -0.2293362617492675]","[1.7206000089645386, 8.075200080871582, -5.291399955749512]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.700,"[2.663386583328247, 9.794028282165527, -1.9401460886001587]","[-0.7705249786376953, -0.4958269894123077, 0.3936589956283569, 0.0740069970488548, 1.214651584625244, -0.9655486941337584, -2.6344661712646484]","[5.1875, -46.5, 13.0]","[-0.0546113513410091, 0.4159294068813324, -0.503963828086853]","[-346.8125, -59.6875, -102.125]","[-1.5628999471664429, -5.122600078582764, -0.2523999810218811]","[0.0816814079880714, 0.1981821358203888, -0.4537158012390136]","[1.9452999830245967, 8.064599990844727, -5.229399681091309]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.800,"[-0.7105894684791565, 8.400123596191406, -2.809040307998657]","[-0.7743239998817444, -0.4788239896297455, 0.4022209942340851, 0.0967779979109764, 1.1808892488479614, -0.9603323340415956, -2.718599319458008]","[3.25, -47.1875, 11.8125]","[0.1195725053548812, 0.3118903338909149, -0.5700768828392029]","[-348.9375, -60.25, -103.1875]","[0.2167999893426895, 1.7613999843597412, 0.2962999939918518]","[0.2907718420028686, 0.1851794272661209, -0.5297248959541321]","[2.136699914932251, 8.035399436950684, -5.199599742889404]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:01.900,"[2.899301767349243, 8.604186058044434, -5.614661693572998]","[-0.7758280038833618, -0.4688040018081665, 0.4075829982757568, 0.1103990003466606, 1.1634811162948608, -0.956911027431488, -2.766847848892212]","[2.3125, -47.0, 11.625]","[0.2609790861606598, 0.0045378562062978, -0.1497317999601364]","[-350.0625, -60.1875, -103.5625]","[-1.972999930381775, 0.201799988746643, 2.029099941253662]","[0.1799434423446655, 0.0623431615531444, -0.1995958536863327]","[2.237799882888794, 8.01609992980957, -5.186899662017822]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:02.000,"[0.3106620609760284, 8.014408111572266, -4.640010833740234]","[-0.7789710164070129, -0.4530819952487945, 0.4147410094738006, 0.126132994890213, 1.138472080230713, -0.9450060725212096, -2.8304593563079834]","[1.625, -46.3125, 11.75]","[0.1115614473819732, 0.245428204536438, -0.5453630089759827]","[-350.5, -59.5625, -103.5625]","[-2.1417999267578125, 1.524899959564209, 2.1362998485565186]","[-0.0427954718470573, 0.279287576675415, -0.4191931784152984]","[2.406599998474121, 7.948299884796143, -5.21560001373291]",,,skidded_short,intermediate,blue,
2024-02-25 13:24:02.100,"[4.411144256591797, 12.886149406433104, -0.7299729585647583]","[-0.7807109951972961, -0.4316140115261078, 0.4287329912185669, 0.142778992652893, 1.1268130540847778, -0.9212523698806764, -2.895819664001465]","[-0.25, -47.5625, 10.6875]","[-0.3527135848999023, 0.4733332991600036, -0.2647140920162201]","[-352.4375, -60.75, -104.875]","[-0.4195999801158905, -5.07349967956543, -1.8711999654769893]","[-0.302430659532547, 0.444535344839096, -0.2918888628482818]","[2.547600030899048, 7.809599876403809, -5.356199741363525]",,,skidded_short,intermediate,blue,"[45.0, 1.5, 15.765955924987791, 6.73799991607666, 3.566171646118164, 253.0458374023437, 592.4038457944989, 18.8919357, 49.6375643]"
