time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-02-25 16:24:22.900,"[-0.3464314043521881, 6.091835498809815, -2.520040988922119]","[-0.8156009912490845, -0.354310005903244, 0.3974719941616058, 0.2264389991760254, 0.8449859619140625, -0.8601762056350708, 3.0067200660705566]","[-7.1875, -46.9375, 8.625]","[0.1491209268569946, 1.575753092765808, -1.234244465827942]","[-359.1875, -59.0, -107.5625]","[0.3631999790668487, 5.099799633026123, 3.970599889755249]","[0.6704333424568176, 0.8823860883712769, -1.4715219736099243]","[4.245800018310547, 7.432999610900879, -4.784599781036377]",left,START,skidded_short,intermediate,blue,
2024-02-25 16:24:23.000,"[1.2041877508163452, 3.808111906051636, -5.549366474151611]","[-0.7986270189285278, -0.3128040134906769, 0.4251089990139007, 0.2891879975795746, 0.8440122008323669, -0.8412851691246033, 2.8431782722473145]","[-11.375, -45.9375, 9.75]","[0.6937683820724487, 1.5232535600662231, -1.491715431213379]","[-363.3125, -57.875, -106.4375]","[-5.568899631500244, 9.301499366760254, 3.7372000217437744]","[0.4196295142173767, 0.3002839088439941, -1.453213453292847]","[4.3429999351501465, 7.310799598693848, -4.884500026702881]",,,skidded_short,intermediate,blue,
2024-02-25 16:24:23.100,"[1.3928890228271484, 4.818024635314941, -3.2032599449157715]","[-0.791592001914978, -0.2824499905109405, 0.452549010515213, 0.297995001077652, 0.904637098312378, -0.7993240356445312, 2.8263869285583496]","[-14.25, -44.9375, 8.375]","[0.3003886044025421, 1.005117654800415, -0.8177565932273865]","[-366.3125, -56.875, -107.5625]","[2.35509991645813, 29.02869987487793, 1.589900016784668]","[-0.5584180951118469, 0.4491081237792969, -1.2189728021621704]","[4.225100040435791, 7.030200004577637, -5.37529993057251]",,,skidded_short,intermediate,blue,"[45.0, 1.5, 24.804262161254883, 11.541999816894531, 5.554210662841797, 255.80625915527344, 627.3447321802378, 18.8943878, 49.6391499]"
2024-02-25 16:24:23.200,"[1.7545188665390017, 3.573824882507324, -7.255359649658203]","[-0.7960770130157471, -0.2391490042209625, 0.4489870071411133, 0.3278400003910064, 0.8579427003860474, -0.741173267364502, 2.7120296955108643]","[-16.625, -44.3125, 10.4375]","[-0.3852814435958862, 0.6128723621368408, -1.1539069414138794]","[-368.5, -56.375, -106.125]","[-4.495699882507324, 6.166800022125244, -0.5583999752998352]","[0.854303777217865, 1.1178309917449951, -0.9809797406196594]","[4.730999946594238, 6.620999813079834, -5.472599983215332]",,,skidded_short,intermediate,blue,
2024-02-25 16:24:23.300,"[6.822593688964844, 15.167573928833008, 0.3910689055919647]","[-0.7833709716796875, -0.2106149941682815, 0.4423600137233734, 0.3824760019779205, 0.7968398928642273, -0.7320066094398499, 2.553102493286133]","[-20.25, -43.4375, 8.375]","[0.6564008593559265, 0.754086971282959, -0.6688799858093262]","[-372.3125, -55.5, -107.6875]","[-5.069200038909912, -4.514599800109863, -1.3438999652862549]","[0.3547905385494232, 0.5100899338722229, -0.6221051812171936]","[5.098599910736084, 6.554399967193604, -5.216599941253662]",,,skidded_short,intermediate,blue,
2024-02-25 16:24:23.400,"[-1.634799242019653, 7.54026985168457, -3.782330989837648]","[-0.772940993309021, -0.1639699935913086, 0.4354859888553619, 0.4313080012798309, 0.7534032464027405, -0.6804404258728027, 2.401908159255981]","[-23.9375, -42.25, 7.25]","[0.2902657091617584, 0.6979396939277649, -0.7256730198860168]","[-379.4375, -52.375, -107.6875]","[-3.323699951171875, 6.363100051879883, 3.753599882125856]","[0.0627969428896904, 0.4264537394046783, -0.9766339063644408]","[5.559599876403809, 6.169699668884277, -5.214799880981445]",,,skidded_short,intermediate,blue,
2024-02-25 16:24:23.500,"[-2.2254679203033447, 13.515336036682127, -4.702566623687744]","[-0.7619050145149231, -0.1198550015687942, 0.4352900087833404, 0.4643889963626861, 0.7501646876335144, -0.6272543668746948, 2.300844192504883]","[-27.4375, -40.25, 8.1875]","[0.111666165292263, 0.4482354521751404, -1.1053519248962402]","[-382.625, -50.5, -108.8125]","[-2.415499925613404, 4.354799747467041, 2.353399991989136]","[0.5523967146873474, 0.5081002712249756, -0.4433834552764892]","[5.808599948883057, 5.755699634552002, -5.412999629974365]",,,skidded_short,intermediate,blue,
2024-02-25 16:24:23.600,"[-0.0618374422192573, 11.769311904907228, -5.792876243591309]","[-0.740481972694397, -0.1066759973764419, 0.4458079934120178, 0.4914869964122772, 0.7639190554618835, -0.6387606859207153, 2.233776092529297]","[-30.5, -38.5625, 7.25]","[0.3455053865909576, 0.8389099836349487, -0.6105161905288696]","[-383.0625, -50.875, -110.8125]","[-9.01959991455078, 6.60759973526001, -2.08519983291626]","[1.505067229270935, 0.3599916100502014, 0.2663023471832275]","[5.685400009155273, 5.8466997146606445, -5.446199893951416]",,,skidded_short,intermediate,blue,
2024-02-25 16:24:23.700,"[-0.0448194555938243, 12.780948638916016, -1.576438069343567]","[-0.7008919715881348, -0.1237249970436096, 0.4412550032138824, 0.5465670228004456, 0.694723904132843, -0.715224027633667, 2.085909843444824]","[-30.625, -38.9375, 4.875]","[1.3400812149047852, 0.3433062732219696, -0.043877575546503]","[-382.5625, -51.0625, -114.25]","[-4.147900104522705, 9.63219928741455, -0.9776999950408936]","[1.0583152770996094, 0.5887693762779236, 0.0973719209432601]","[5.6875, 6.430999755859375, -4.739500045776367]",,,skidded_short,intermediate,blue,
2024-02-25 16:24:23.800,"[3.4304025173187256, 11.284897804260254, -4.619449138641357]","[-0.6557580232620239, -0.1369629949331283, 0.460777997970581, 0.5821549892425537, 0.6910427212715149, -0.7982239127159119, 1.9908946752548216]","[-30.25, -39.25, 1.5625]","[1.2724323272705078, 0.5371949076652527, 0.0706160217523574]","[-380.8125, -51.4375, -115.75]","[-3.960399866104126, 3.372299909591675, -0.0995000004768371]","[0.858841598033905, 1.1558094024658203, 0.3596425354480743]","[5.274499893188477, 7.02269983291626, -4.362400054931641]",,,skidded_short,intermediate,blue,
