time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-02-25 16:22:24.600,"[1.9317281246185305, 9.780820846557615, -4.923436641693115]","[-0.7740949988365173, -0.5369269847869873, 0.3331930041313171, 0.0382979996502399, 1.169589877128601, -1.0290048122406006, -2.524240016937256]","[9.0625, -45.875, 12.6875]","[0.0246440488845109, 0.0618195608258247, -0.1098859310150146]","[-345.1875, -57.5625, -103.5625]","[0.4962999820709228, 0.2373999953269958, 1.056299924850464]","[-0.0925897136330604, 0.1460840553045272, -0.0814021527767181]","[1.974799990653992, 8.402199745178223, -4.655399799346924]",left,START,skidded_short,intermediate,blue,
2024-02-25 16:22:24.700,"[2.877035617828369, 8.971830368041992, -4.296241760253906]","[-0.7747139930725098, -0.5314379930496216, 0.3399249911308288, 0.0429229997098445, 1.1696377992630005, -1.0209523439407349, -2.542203426361084]","[8.6875, -46.625, 12.1875]","[0.1693841964006424, 0.116762526333332, -0.1490511149168014]","[-345.5625, -58.3125, -104.1875]","[0.1759999990463256, 2.3966000080108643, 1.2853000164031982]","[0.1471312493085861, 0.1141968891024589, -0.2110801190137863]","[2.000999927520752, 8.361199378967285, -4.717599868774414]",,,skidded_short,intermediate,blue,
2024-02-25 16:22:24.800,"[3.308844327926636, 8.65689754486084, -3.1414990425109863]","[-0.7784780263900757, -0.5268930196762085, 0.3365989923477173, 0.0552759990096092, 1.13278329372406, -1.030509114265442, -2.592089891433716]","[8.1875, -46.8125, 11.3125]","[0.1110902056097984, 0.1714960485696792, -0.1606401056051254]","[-346.3125, -58.375, -105.0625]","[0.4395999908447265, 1.0634000301361084, 1.7339999675750732]","[0.1335176825523376, 0.1412669420242309, -0.1858601123094558]","[2.13949990272522, 8.409799575805664, -4.5680999755859375]",,,skidded_short,intermediate,blue,
2024-02-25 16:22:24.900,"[-0.0053534349426627, 9.626117706298828, -4.093692302703857]","[-0.7819979786872864, -0.5207740068435669, 0.3352169990539551, 0.0700069963932037, 1.094527006149292, -1.0380659103393557, -2.650181770324707]","[6.9375, -47.125, 9.9375]","[0.1882861256599426, 0.5823988914489746, -0.5620833039283752]","[-347.0625, -58.6875, -106.1875]","[-1.5087000131607056, 0.7705000042915344, 1.0920000076293943]","[0.1462411433458328, 0.592661440372467, -0.4856553077697754]","[2.283400058746338, 8.447699546813965, -4.426300048828125]",,,skidded_short,intermediate,blue,
2024-02-25 16:22:25.000,"[0.8934873938560486, 8.544618606567383, -4.277921199798584]","[-0.7842909693717957, -0.5015249848365784, 0.3512719869613647, 0.099832996726036, 1.0642355680465698, -1.029070496559143, -2.7521839141845703]","[4.3125, -47.5, 9.3125]","[0.1727352291345596, 1.113450288772583, -0.6664190888404846]","[-349.8125, -59.1875, -107.4375]","[-1.5018999576568604, 0.0016999999061226, 0.5673999786376953]","[0.1609542667865753, 1.1313748359680176, -0.6850766539573669]","[2.453199863433838, 8.40250015258789, -4.42140007019043]",,,skidded_short,intermediate,blue,
2024-02-25 16:22:25.100,"[-0.5677705407142639, 12.671188354492188, -4.793431282043457]","[-0.7841600179672241, -0.4732309877872467, 0.3734709918498993, 0.1471879929304123, 1.021700739860535, -1.0200201272964478, -2.9050588607788086]","[2.4375, -47.625, 7.1875]","[-0.1117708832025528, 1.3695948123931885, -0.1397485136985778]","[-351.8125, -59.25, -109.3125]","[-1.187999963760376, -2.5311999320983887, 2.0634000301361084]","[-0.259670078754425, 1.360745906829834, 0.0070162233896553]","[2.6785998344421387, 8.356399536132812, -4.377799987792969]",,,skidded_short,intermediate,blue,"[45.0, 1.5, 50.371559143066406, 8.281000137329102, 0.8370218276977539, 159.11209106445312, 716.43359375, 18.8988013, 49.6414288]"
2024-02-25 16:22:25.200,"[3.404325008392334, 9.797503471374512, -4.261449337005615]","[-0.7684329748153687, -0.4434669911861419, 0.4216260015964508, 0.1872909963130951, 1.09035325050354, -0.9963306784629822, -2.982445240020752]","[2.3125, -47.125, 8.125]","[-0.0261101257055997, 0.3027797043323517, 0.4039564430713653]","[-352.125, -58.75, -108.625]","[1.3224999904632568, -0.0635000020265579, -2.0703999996185303]","[0.0234572254121303, 0.2977531552314758, 0.285762757062912]","[2.4628000259399414, 8.232500076293945, -4.725500106811523]",,,skidded_short,intermediate,blue,
2024-02-25 16:22:25.300,"[2.45237135887146, 8.207917213439941, -1.492602825164795]","[-0.7557770013809204, -0.4516249895095825, 0.4356389939785003, 0.1872259974479675, 1.161127686500549, -1.0080281496047974, -2.932991743087769]","[4.4375, -47.9375, 7.125]","[0.2624102532863617, -0.0976686254143714, -0.0106465080752968]","[-350.125, -59.5625, -109.25]","[-1.995700001716613, 1.0318000316619873, 0.3272999823093414]","[0.2594606578350067, -0.2342929989099502, 0.1458920687437057]","[2.083899974822998, 8.29419994354248, -4.799099922180176]",,,skidded_short,intermediate,blue,
2024-02-25 16:22:25.400,"[1.931402444839477, 8.297728538513184, -1.4311197996139526]","[-0.74857097864151, -0.4686430096626282, 0.4324199855327606, 0.1817310005426406, 1.1976311206817627, -1.0329097509384155, -2.878526210784912]","[5.75, -48.125, 7.3125]","[0.0473333299160003, 0.0976337194442749, 0.1277581006288528]","[-348.5625, -59.8125, -109.25]","[-1.390299916267395, 2.3162999153137207, 0.3143999874591827]","[0.1018225103616714, 0.0401251204311847, 0.0824842602014541]","[1.8315999507904053, 8.421899795532227, -4.678299903869629]",,,skidded_short,intermediate,blue,
2024-02-25 16:22:25.500,"[0.2452428787946701, 9.950465202331545, -4.149343490600586]","[-0.7444559931755066, -0.4750840067863464, 0.4333299994468689, 0.179735004901886, 1.2210441827774048, -1.0414304733276367, -2.8521597385406494]","[6.0, -47.625, 7.5]","[-0.4017922580242157, 0.4593357443809509, 0.214640587568283]","[-348.3125, -59.4375, -109.1875]","[1.450899958610535, -1.5408999919891355, 2.632200002670288]","[-0.3811973631381988, 0.5595525503158569, 0.2681872844696045]","[1.6969000101089478, 8.464399337768555, -4.652299880981445]",,,skidded_short,intermediate,blue,
