TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-2.058668613433838, 24.200618743896484, -4.058717727661133]","[-0.7463510036468506, -0.5079929828643799, -0.0578470006585121, 0.4260939955711365, -0.8275831937789917, -0.7880588173866272, 1.7428988218307495]","[-5.5, -27.0, -35.0]","[-0.4816585183143616, -0.1580221056938171, -1.2165817022323608]","[-29.25, -59.5625, 11.125]","[-1.3518999814987185, -1.941699981689453, 7.223399639129639]","[-0.7970569729804993, -0.5614374876022339, -1.1862130165100098]","[4.56850004196167, 6.923500061035156, 5.230999946594238]",,,
"[-3.049264907836914, 10.63339614868164, 7.391111373901367]","[-0.7804030179977417, -0.4910059869289398, -0.1010729968547821, 0.3737210035324096, -0.8121580481529236, -0.7626210451126099, 1.9069397449493408]","[-6.9375, -28.9375, -32.8125]","[-0.0759567320346832, -1.2853127717971802, -0.9065414667129515]","[-30.6875, -61.5, 13.3125]","[-12.531099319458008, 0.9174999594688416, -1.1735999584197998]","[-0.030508354306221, -1.1203618049621582, -0.988379955291748]","[4.852499961853027, 6.770899772644043, 5.174699783325195]",,,"[45.0, 1.5, 18.664609909057617, 10.406999588012695, 5.228898048400879, 25.07777214050293, 2200.863939347677, 6.6254581, 44.6093951]"
"[-0.5796745419502258, 8.355697631835938, 11.203638076782228]","[-0.8120480179786682, -0.4731830060482025, -0.1340450048446655, 0.3141759932041168, -0.7842034697532654, -0.7535983324050903, 2.0788915157318115]","[-6.125, -31.5, -31.625]","[-0.9661619067192078, -0.9628283381462096, -1.0057809352874756]","[-29.875, -64.0625, 14.5]","[-4.8206000328063965, 2.9312000274658203, -2.086400032043457]","[-1.0169684886932373, -0.8158715963363647, -0.9135053157806396]","[5.105000019073486, 6.767499923706055, 4.930299758911133]",,,
"[7.113115787506104, 15.298479080200195, 0.9906440377235411]","[-0.8195469975471497, -0.4768719971179962, -0.1468999981880188, 0.2816999852657318, -0.7927394509315491, -0.7738228440284729, 2.1416375637054443]","[-4.9375, -31.3125, -31.625]","[-1.0480877161026, -0.2365968376398086, 0.071349062025547]","[-28.6875, -63.875, 14.5]","[-8.163599967956543, 8.563399314880371, -4.683799743652344]","[-0.2685887217521667, -0.6510252356529236, -0.2128778100013733]","[4.888199806213379, 6.715299606323242, 5.213399887084961]",,,
"[5.618224143981934, 5.166457653045654, 3.215077638626098]","[-0.8340389728546143, -0.4742479920387268, -0.1785250008106231, 0.2181649953126907, -0.8038461208343506, -0.7940340042114258, 2.277165174484253]","[-4.9375, -35.25, -28.8125]","[-0.2782752811908722, -1.467490315437317, -0.8805884122848511]","[-28.625, -67.3125, 17.75]","[2.9544999599456787, 6.22160005569458, -6.769399642944336]","[-0.9328435659408568, -1.0200053453445437, -0.3806214034557342]","[4.871099948883057, 7.076099872589111, 4.729599952697754]",,,
"[-3.8918228149414062, 6.37531852722168, 7.676471710205078]","[-0.8564370274543762, -0.4638020098209381, -0.2019689977169037, 0.1030099987983703, -0.7352167367935181, -0.8523431420326233, 2.556005477905273]","[-3.875, -37.1875, -27.375]","[-3.256260871887207, -1.3839588165283203, -0.8944987058639526]","[-27.5625, -69.25, 19.1875]","[0.1014999970793724, 4.333799839019775, -4.125899791717529]","[-2.306574821472168, -0.9216036796569824, -1.366732478141785]","[4.733099937438965, 7.316400051116943, 4.498499870300293]",,,
"[-5.757566928863525, 14.925251960754396, 1.491932392120361]","[-0.8546140193939209, -0.4585469961166382, -0.2329059988260269, 0.0715759992599487, -0.7776445746421814, -0.8486979603767395, 2.608433246612549]","[-3.75, -40.25, -24.3125]","[-0.4994608759880066, -0.6367833614349365, -0.1487195044755935]","[-27.4375, -72.3125, 22.25]","[2.088399887084961, 7.65369987487793, -2.983799934387207]","[0.3224495649337768, -0.8962789177894592, -0.3305828273296356]","[4.599599838256836, 7.262099742889404, 4.719599723815918]",,,
"[1.739722728729248, 11.962274551391602, -1.9458922147750848]","[-0.8577759861946106, -0.4643970131874084, -0.215375006198883, 0.0465609990060329, -0.7144357562065125, -0.8893160223960876, 2.681138515472412]","[-4.3125, -41.5625, -20.4375]","[-0.1784250140190124, -0.1900838017463684, -0.2284112423658371]","[-28.0, -73.625, 26.125]","[-1.2280999422073364, 6.816400051116943, 1.6697999238967896]","[-1.5627678632736206, -0.0373675003647804, -0.199735477566719]","[4.699699878692627, 7.687599658966064, 3.870800018310547]",,,
"[-3.668156385421753, 5.473451614379883, 10.564740180969238]","[-0.8559709787368774, -0.4666520059108734, -0.2219540029764175, 0.0168510004878044, -0.7040534615516663, -0.9130972027778624, 2.7452306747436523]","[-3.4375, -40.375, -22.0625]","[-1.598442316055298, 0.007504915818572, -0.3197443187236786]","[-27.125, -72.4375, 24.5]","[-4.119100093841553, -2.588500022888184, 4.015500068664551]","[-0.6143209934234619, -0.3083647787570953, -0.0470366217195987]","[4.540800094604492, 7.61929988861084, 4.182799816131592]",,,
"[0.4487021267414093, 13.397923469543455, 1.9256659746170044]","[-0.8534380197525024, -0.4599680006504059, -0.2444629967212677, 0.0175989996641874, -0.7586008310317993, -0.8890981674194336, 2.7250735759735107]","[-4.25, -43.0, -18.8125]","[1.0862754583358765, -0.3706904649734497, 0.3511951565742492]","[-27.9375, -75.0625, 27.75]","[-0.7621999979019165, 4.533799648284912, 4.999399662017822]","[1.63331401348114, -0.3861017227172851, 0.134023830294609]","[4.508299827575684, 7.59689998626709, 4.257999897003174]",,,
"[4.836287498474121, 10.73011302947998, 1.513365387916565]","[-0.8526419997215271, -0.4720720052719116, -0.223689004778862, 0.0105550000444054, -0.7112665772438049, -0.927786648273468, 2.749370574951172]","[-3.5625, -42.875, -18.1875]","[0.2247111350297927, 0.1161167547106742, 0.2902657091617584]","[-27.25, -74.9375, 28.375]","[1.81879997253418, 3.784299850463867, 2.5081000328063965]","[-0.7940375208854675, 0.4834387600421905, -0.0776496976613998]","[4.545599937438965, 7.885499954223633, 3.650399923324585]",,,
"[1.4659218788146973, 5.82549524307251, 8.463005065917969]","[0.8474529981613159, 0.4772459864616394, 0.2323690056800842, 0.0078879995271563, -0.7245019674301147, -0.9485186338424684, 2.775921106338501]","[-2.5625, -42.375, -18.875]","[-0.8944637775421143, -0.6644817590713501, -0.278153121471405]","[-26.25, -74.4375, 27.6875]","[-7.902499675750732, 1.386299967765808, 6.719699859619141]","[-0.8393288254737854, -0.1683021038770675, 0.0551524050533771]","[4.274099826812744, 7.978899955749512, 3.7732999324798575]",,,"[45.0, 1.5, 20.84810447692871, 10.409000396728516, 5.462427139282227, 26.5622787475586, 2199.389981868677, 6.6254838, 44.6094491]"
"[-2.889724969863892, 4.979470252990723, 11.201780319213867]","[0.8363639712333679, 0.4827460050582886, 0.2562609910964966, 0.0421929992735385, -0.7668607831001282, -0.977545440196991, 2.819744348526001]","[-1.5625, -42.1875, -19.25]","[-1.2993452548980713, -0.7099999189376831, -0.1272170543670654]","[-25.25, -74.25, 27.3125]","[-4.628099918365479, 0.5945999622344971, -0.2723999917507171]","[0.0720471888780593, -0.7027393579483032, 0.4480085670948028]","[3.951399803161621, 8.035200119018555, 3.9988999366760254]",,,
"[8.15079116821289, 12.668334007263184, 4.145732402801514]","[0.8372030258178711, 0.4809859991073608, 0.2539660036563873, 0.0569440014660358, -0.7368420958518982, -0.986842930316925, 2.8680031299591064]","[-1.0, -44.25, -13.9375]","[0.7844382524490356, -0.2277829200029373, -0.0147829391062259]","[-24.6875, -76.3125, 32.625]","[-4.327899932861328, 1.1306999921798706, 11.957799911499023]","[0.0235619451850652, -0.0387637615203857, -0.0072256629355251]","[3.955199956893921, 8.234600067138672, 3.5660998821258545]",,,
"[0.9754839539527892, 14.544181823730469, 5.345438480377197]","[0.8424500226974487, 0.4794949889183044, 0.2326029986143112, 0.0791070014238357, -0.6316620707511902, -1.006008505821228, 2.9730632305145264]","[-1.6875, -43.875, -14.6875]","[-0.722269594669342, 0.1117708832025528, -0.491275280714035]","[-25.375, -75.9375, 31.875]","[0.3043999969959259, -0.9218999743461608, 1.6140999794006348]","[-0.6772924661636353, 0.3232698738574981, -0.0192684344947338]","[4.245800018310547, 8.247499465942383, 3.181299924850464]",,,
"[1.1599620580673218, 4.817057132720947, 7.286101341247559]","[0.829675018787384, 0.4732359945774078, 0.2630780041217804, 0.1359229981899261, -0.6398317217826843, -1.0289944410324097, 3.0960984230041504]","[-2.3125, -44.75, -12.375]","[-0.8542688488960266, -1.281752347946167, -0.3685786426067352]","[-26.0, -76.8125, 34.1875]","[1.1340999603271484, -4.671299934387207, 2.031599998474121]","[-0.0994314104318618, -0.838019847869873, 0.0029845130629837]","[4.151599884033203, 8.348699569702148, 3.0383999347686768]",,,
"[1.2013912200927734, 9.598316192626951, 5.942169666290283]","[0.8140419721603394, 0.4729560017585754, 0.2828409969806671, 0.1834349930286407, -0.6311717629432678, -1.0629173517227173, -3.077589750289917]","[-2.375, -45.5625, -9.8125]","[-0.3617194890975952, -0.6801198720932007, -0.0912632644176483]","[-26.0625, -77.625, 36.75]","[-1.8761999607086184, -0.19200000166893, -3.782599925994873]","[0.1610938906669616, -0.0152890840545296, -0.1504997462034225]","[3.9061999320983887, 8.507999420166016, 2.919600009918213]",,,
"[-1.0039558410644531, 13.09624481201172, -1.8740853071212769]","[0.8163480162620544, 0.4670000076293945, 0.2917140126228332, 0.1743199974298477, -0.6725112199783325, -1.0435030460357666, -3.1174428462982178]","[-2.5, -45.4375, -8.0625]","[0.4170464277267456, 0.1219985112547874, -0.0416086502373218]","[-26.1875, -77.5, 38.5]","[2.4226999282836914, 5.0329999923706055, -1.9661999940872192]","[-1.3488951921463013, 0.2972819209098816, -0.1008800268173217]","[3.873099803924561, 8.500100135803223, 2.9860999584198]",,,
"[2.957767963409424, 13.70703411102295, 6.345209121704102]","[0.8126729726791382, 0.4755080044269562, 0.269351989030838, 0.2022459954023361, -0.5474035739898682, -1.07969868183136, -2.9871134757995605]","[-2.25, -45.6875, -8.125]","[-1.2828519344329834, -0.1442514657974243, -0.0414864756166935]","[-25.9375, -77.75, 38.4375]","[-7.657299995422363, 2.9542999267578125, 0.2356999963521957]","[0.4541172087192535, -0.9897587895393372, 0.0087091932073235]","[3.901299953460693, 8.637100219726562, 2.5197999477386475]",,,
"[2.3003203868865967, 9.373615264892578, -2.615703582763672]","[0.7977359890937805, 0.4687959849834442, 0.2955619990825653, 0.2376739978790283, -0.5726928114891052, -1.0939475297927856, -2.9172964096069336]","[-3.1875, -46.0, -6.8125]","[-0.7061776518821716, -1.0393959283828735, 0.1863488107919693]","[-26.875, -78.0625, 39.75]","[-6.7881999015808105, -0.2260999977588653, 8.048799514770508]","[-0.5938482880592346, -0.5516636967658997, -0.3661351799964905]","[3.8167998790740967, 8.620599746704102, 2.699199914932251]",,,
"[-1.3702590465545654, 9.698355674743652, 2.1406173706054688]","[0.7911499738693237, 0.4622159898281097, 0.3011620044708252, 0.2640799880027771, -0.5359264016151428, -1.098280429840088, -2.830183744430542]","[-3.1875, -45.8125, -2.1875]","[1.1923915147781372, -0.6018418669700623, -0.1342856287956237]","[-26.875, -77.875, 44.375]","[-3.973599910736084, 5.369800090789795, 0.2690999805927276]","[-0.950279414653778, 0.3937113583087921, 0.3226241171360016]","[3.944199800491333, 8.771299362182617, 1.917699933052063]",,,
"[2.1423795223236084, 10.909926414489746, 4.104801177978516]","[0.777787983417511, 0.4894430041313171, 0.2836650013923645, 0.2739030122756958, -0.4483372271060943, -1.1598899364471436, -2.760934591293335]","[-1.75, -46.1875, -0.8125]","[-0.9202248454093932, 0.2582389116287231, 0.4754102230072021]","[-25.4375, -78.25, 45.75]","[-2.7451000213623047, 2.785399913787842, -0.7896999716758728]","[0.8226609230041504, -0.4874879121780395, 0.7112740278244019]","[3.5688998699188232, 8.953100204467773, 1.809599995613098]",,,"[45.0, 1.5, 23.290998458862305, 10.083000183105469, 5.840816020965576, 35.18938064575195, 2197.447111286223, 6.625532, 44.6094959]"
"[-1.0748815536499023, 9.87374496459961, 8.473280906677246]","[0.7630360126495361, 0.5048840045928955, 0.314420998096466, 0.2529929876327514, -0.654390811920166, -1.19327712059021, -2.954414129257202]","[2.3125, -46.3125, -1.4375]","[0.713857114315033, -0.2580469250679016, 0.8584227561950684]","[-21.375, -78.375, 45.125]","[-2.413300037384033, 5.73390007019043, 3.095700025558472]","[-0.2938436269760132, 0.2310466915369033, 0.8840616345405579]","[3.0114998817443848, 9.083799362182615, 2.140899896621704]",,,
"[0.5433976054191589, 7.802090167999268, 4.093922138214111]","[0.7415300011634827, 0.538595974445343, 0.3171969950199127, 0.2437859922647476, -0.7601162195205688, -1.264399170875549, -3.0756757259368896]","[6.5, -45.375, -2.1875]","[-0.0945619419217109, 0.0503178425133228, 0.8088204860687256]","[-17.1875, -77.4375, 44.375]","[0.8366999626159668, 3.1422998905181885, 0.7663999795913696]","[0.0333881489932537, 0.1233249679207801, 0.8530296683311462]","[2.3308000564575195, 9.321800231933594, 1.959699988365173]",,,
"[1.7486004829406738, 6.599617004394531, 4.524945259094238]","[0.7210310101509094, 0.5693849921226501, 0.322403997182846, 0.2279659956693649, -0.9601200222969056, -1.3174647092819214, 2.987755060195923]","[8.6875, -45.4375, -0.5625]","[-0.2807362079620361, 0.0863239839673042, 0.6422462463378906]","[-15.0, -77.5, 46.0]","[-0.574999988079071, -2.929299831390381, -1.8321999311447144]","[0.3394490778446197, -0.1541649252176284, 0.1251401007175445]","[1.5065999031066897, 9.46049976348877, 2.0969998836517334]",,,
"[1.3235337734222412, 15.94777774810791, 6.235602378845215]","[0.7179089784622192, 0.5724989771842957, 0.3311719894409179, 0.2171999961137771, -1.0666168928146362, -1.3087637424468994, 2.878645658493042]","[10.0, -44.875, -3.9375]","[0.5762204527854919, -0.0769864693284034, 0.2497042566537857]","[-13.6875, -76.9375, 42.625]","[-2.8439998626708984, -1.3733999729156494, 11.338199615478516]","[0.2711019814014435, 0.6138497591018677, 0.5435827970504761]","[1.2846999168395996, 9.49329948425293, 2.096799850463867]",right,STOP,
"[-0.8139902949333191, -0.8322532176971436, 1.4905054569244385]","[0.7206289768218994, 0.5880950093269348, 0.3128640055656433, 0.192231997847557, -1.1067482233047483, -1.3166630268096924, 2.771502733230591]","[10.375, -44.625, 0.0625]","[-0.529480516910553, 0.6553013324737549, 0.0972497463226318]","[-13.3125, -76.6875, 46.625]","[-0.3549000024795532, 4.666500091552734, 0.0149999996647238]","[-0.3636218905448913, 0.2384992390871048, -0.4013384580612182]","[1.1001999378204346, 9.445199966430664, 2.3973000049591064]",left,START,
"[2.1652774810791016, 16.799680709838867, -1.5748580694198608]","[0.7270069718360901, 0.5877190232276917, 0.2880750000476837, 0.207504004240036, -0.8848897814750671, -1.3427287340164185, 2.9776430130004883]","[8.8125, -45.3125, -2.6875]","[0.3592585623264313, 0.1326973885297775, -0.5354670286178589]","[-14.875, -77.375, 43.875]","[1.982999920845032, -4.300300121307373, 0.8190000057220459]","[1.0312626361846924, -0.6527007818222046, -0.1542870998382568]","[1.3413000106811523, 9.576299667358398, 1.632499933242798]",,,
"[-9.18280792236328, 9.148454666137695, 10.822328567504885]","[0.7296819686889648, 0.570518970489502, 0.3239209949970245, 0.1927289962768554, -1.067581295967102, -1.2780424356460571, 2.830458641052246]","[9.0, -45.5, -0.0625]","[1.0669721364974976, -0.4331209063529968, -0.0489739403128623]","[-14.6875, -77.5625, 46.5]","[2.0660998821258545, 8.551499366760254, 1.1523000001907349]","[-2.0925276279449463, 0.4406083822250366, 0.1486322432756424]","[1.444599986076355, 9.365099906921388, 2.525099992752075]",,,
"[2.3684303760528564, 8.338582992553711, 3.850230693817138]","[0.7206360101699829, 0.5868239998817444, 0.2814489901065826, 0.2389689981937408, -0.6862055659294128, -1.371914982795715, -3.070176124572754]","[9.1875, -45.5, -1.375]","[-1.5436738729476929, -0.173922061920166, -0.157201811671257]","[-14.5, -77.5625, 45.1875]","[-0.7684999704360962, -7.341499805450439, -1.29639995098114]","[1.1341499090194702, 0.5167047381401062, 0.5669527649879456]","[1.445099949836731, 9.626399993896484, 1.188499927520752]",,,
"[0.8758755922317505, 16.694862365722656, -4.253165245056152]","[0.7246170043945312, 0.5946540236473083, 0.2947930097579956, 0.1855060011148452, -1.0483359098434448, -1.3300679922103882, 2.7915468215942383]","[10.9375, -45.0, -2.25]","[0.8900655508041382, 0.5101248025894165, 0.6564008593559265]","[-12.75, -77.0625, 44.3125]","[5.958399772644043, 4.8796000480651855, 4.427000045776367]","[-0.9493020176887512, 1.25684654712677, 0.2547482550144195]","[1.2002999782562256, 9.536099433898926, 1.9472999572753904]",,,
"[0.5004456043243408, 16.985750198364258, 0.9420130252838136]","[0.7315109968185425, 0.6104090213775635, 0.2391960024833679, 0.1872860044240951, -0.7126691341400146, -1.3841818571090698, 3.0443553924560547]","[10.1875, -44.4375, -0.75]","[-1.698641657829285, 0.985412895679474, 0.1206546127796173]","[-13.5, -76.5, 45.8125]","[-1.1159999370574951, -3.045399904251098, -2.787899971008301]","[0.5917364358901978, -0.2878047823905945, -0.3186796605587005]","[1.174799919128418, 9.635499954223633, 1.3953999280929563]",,,"[45.0, 1.5, 22.619319915771484, 10.288000106811523, 5.806339263916016, 47.51129531860352, 2195.5687619065866, 6.6255995, 44.6095152]"
"[0.342543214559555, 9.498286247253418, 3.573058843612671]","[0.7439349889755249, 0.5908460021018982, 0.2545320093631744, 0.180755004286766, -0.7643097639083862, -1.3298722505569458, 3.007746458053589]","[9.625, -44.8125, -1.625]","[0.7709817290306091, -0.3437600433826446, -0.2398955076932907]","[-14.0625, -76.875, 44.9375]","[-1.794399976730347, -1.5442999601364136, -3.245699882507324]","[0.0929038748145103, -0.7009766101837158, 0.0227241870015859]","[1.676800012588501, 9.546500205993652, 1.490299940109253]",,,
"[2.9045305252075195, 7.9365010261535645, 5.058958053588867]","[0.7346950173377991, 0.5880529880523682, 0.2856610119342804, 0.1811430007219314, -0.9584810137748718, -1.3154274225234983, 2.861623764038086]","[11.4375, -44.6875, -3.875]","[0.2827258706092834, -0.5379977226257324, 0.2626895010471344]","[-12.25, -76.75, 42.6875]","[2.5776000022888184, -2.8690998554229736, 3.1855998039245605]","[0.5187118649482727, -0.2557954490184784, 0.3004758954048157]","[1.5606999397277832, 9.48859977722168, 1.9235999584198]",,,
"[4.328391075134277, 9.611120223999023, 4.431360721588135]","[0.7254729866981506, 0.5936309695243835, 0.3111299872398376, 0.1564899981021881, -1.205485701560974, -1.2824095487594604, 2.6174588203430176]","[12.875, -43.5625, -6.8125]","[0.5289918184280396, -0.1931032240390777, 0.0722740814089775]","[-10.8125, -75.625, 39.75]","[1.2553999423980713, -2.626199960708618, 6.754199981689453]","[0.3386636972427368, 0.0263719242066144, 0.1898045539855957]","[1.1274999380111694, 9.422200202941896, 2.47379994392395]",,,
"[-1.9165585041046145, 10.8611421585083, 1.4608079195022583]","[0.7298259735107422, 0.5892379879951477, 0.3204459846019745, 0.1321559995412826, -1.259968876838684, -1.2369229793548584, 2.542686939239502]","[13.25, -43.625, -6.9375]","[-0.0842470452189445, -0.0692721158266067, -0.0366868190467357]","[-10.4375, -75.6875, 39.625]","[4.843699932098389, 6.7928996086120605, -5.992799758911133]","[-0.4622853696346283, -0.1000771820545196, 0.2006255984306335]","[0.9911999702453612, 9.270299911499023, 3.04099988937378]",,,
"[3.048872232437134, 4.3766679763793945, 3.3949875831604004]","[0.7209829688072205, 0.6012960076332092, 0.3160800039768219, 0.136815994977951, -1.3120914697647097, -1.264769196510315, 2.4894697666168213]","[15.75, -42.75, -6.3125]","[-0.5594478249549866, 0.0255341660231351, 0.1295906901359558]","[-7.9375, -74.8125, 40.25]","[-0.7265999913215637, 1.8483999967575075, -2.830699920654297]","[0.2178869098424911, 1.162581205368042, 1.337969422340393]","[0.8050000071525574, 9.32129955291748, 2.938499927520752]",,,
"[0.6651858687400818, 4.729372024536133, 3.75154185295105]","[0.7007690072059631, 0.6458839774131775, 0.2933950126171112, 0.0753299966454505, -1.5914802551269531, -1.2514276504516602, 2.084620237350464]","[20.75, -40.5, -8.9375]","[0.445931613445282, 1.1457737684249878, 1.4168407917022705]","[-2.9375, -72.5625, 37.625]","[2.717099905014038, -3.708599805831909, 0.2445999979972839]","[-0.3724532723426819, 0.9357582926750184, 1.1342371702194214]","[0.1463000029325485, 9.347399711608888, 2.961999893188477]",,,
"[2.561499118804932, 8.438143730163574, 2.2703161239624023]","[0.6783450245857239, 0.6848189830780029, 0.2658010125160217, 0.0148029997944831, -1.7995904684066772, -1.2138162851333618, 1.748016119003296]","[24.6875, -36.6875, -12.25]","[0.3818605840206146, 1.191920280456543, 1.020511507987976]","[1.0, -68.75, 34.3125]","[11.880199432373049, 4.9014997482299805, -2.482300043106079]","[0.2415710240602493, 0.3193603456020355, 1.683666706085205]","[-0.7202000021934509, 9.259200096130373, 3.149099826812744]",,,
"[0.5415779948234558, 9.499072074890137, 2.969595432281494]","[-0.6300860047340393, -0.7292069792747498, -0.264394998550415, 0.0366350002586841, -2.0548994541168213, -1.1187474727630615, 1.4187157154083252]","[29.4375, -32.125, -13.875]","[0.2674717009067535, 0.66697758436203, 1.5116820335388184]","[5.75, -64.1875, 32.6875]","[-1.3263999223709106, 2.5483999252319336, -5.034599781036377]","[-0.0610341653227806, 1.3539565801620483, 1.7939715385437012]","[-1.7527999877929688, 8.88599967956543, 3.759699821472168]",,,
"[2.464150667190552, 6.064579963684082, 5.96967363357544]","[-0.5794079899787903, -0.7755039930343628, -0.2251860052347183, 0.1103150025010109, -2.184307336807251, -1.0140589475631714, 1.1264373064041138]","[31.0, -26.5625, -18.5]","[0.1658062785863876, 1.608704924583435, 1.6909621953964231]","[7.3125, -58.625, 28.0625]","[10.742300033569336, 0.9616999626159668, -1.0271999835968018]","[-0.3562391400337219, 1.6945924758911133, 1.6849583387374878]","[-2.81850004196167, 8.44279956817627, 4.116300106048584]",,,
