TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-3.672753095626831, 12.13943576812744, 2.4597742557525635]","[0.3587580025196075, 0.2576240003108978, 0.7732409834861755, 0.4549930095672607, -2.368776321411133, -1.0940393209457395, 2.984161376953125]","[1.1875, -42.8125, -7.25]","[-1.5832754373550415, 0.8382641673088074, 1.821704864501953]","[-50.25, -65.875, 26.0625]","[17.82029914855957, 8.358799934387207, 6.934999942779541]","[-0.7364766001701355, -0.1395565271377563, 0.2993937730789184]","[-3.041699886322021, 8.714499473571777, 3.3127999305725098]",left,START,
"[3.729198932647705, 6.52215051651001, 2.1090331077575684]","[0.3608039915561676, 0.3482129871845245, 0.7382339835166931, 0.4511939883232116, -2.5602056980133057, -1.1616146564483645, 2.647879838943481]","[4.25, -42.5625, -0.9375]","[-1.0547199249267578, 0.2198940366506576, -0.1839926093816757]","[-47.1875, -65.625, 32.375]","[-0.3314999938011169, 2.532999992370605, -5.51830005645752]","[-1.2992405891418457, 1.197278380393982, 0.2791654169559479]","[-3.345899820327759, 8.921099662780762, 2.3213999271392822]",,,"[45.0, 1.5, 20.066621780395508, 10.776000022888184, 8.664674758911133, 69.17486572265625, 2435.68699483946, 6.660572, 44.5843568]"
"[3.769613027572632, 9.483030319213867, 4.366775035858154]","[0.3231469988822937, 0.4036509990692138, 0.7087540030479431, 0.4799039959907532, -2.931056022644043, -1.226001858711243, 2.254540205001831]","[4.5, -43.625, 4.0625]","[-1.742990493774414, 0.1631010174751281, 0.1481260955333709]","[-46.9375, -66.6875, 37.375]","[4.192599773406982, -1.4959999322891235, -2.537299871444702]","[-1.8399958610534668, -0.1352804750204086, -0.061837013810873]","[-3.221799850463867, 9.203999519348145, 1.0368999242782593]",,,
"[1.762419819831848, 6.551196575164795, 1.2298918962478638]","[0.3010579943656921, 0.470533013343811, 0.6758379936218262, 0.4808360040187835, 3.0144035816192627, -1.203356146812439, 1.837823867797852]","[5.6875, -42.375, 11.125]","[-1.9242254495620728, 0.9378352165222168, 0.8444949984550476]","[-45.75, -65.4375, 44.4375]","[5.6057000160217285, -2.8613998889923096, 8.630899429321289]","[-1.2197932004928589, 0.5330060720443726, 0.2016378939151764]","[-3.399199962615967, 9.196499824523926, -0.1972000002861023]",,,
"[6.242650985717773, 11.774866104125977, 1.7080330848693848]","[0.267765998840332, 0.590753972530365, 0.6274960041046143, 0.4307650029659271, 2.799443483352661, -1.029369592666626, 1.4363088607788086]","[9.375, -39.25, 18.0]","[-2.3814494609832764, 2.190370798110962, -0.5742133259773254]","[-42.0625, -62.3125, 51.3125]","[-0.3416999876499176, -4.117899894714356, 4.253699779510498]","[-2.25290584564209, 1.359559178352356, 1.6347800493240356]","[-4.610499858856201, 8.521100044250488, -1.517699956893921]",,,
"[2.8815176486968994, 13.658327102661133, -3.689014673233032]","[0.3096570074558258, 0.6809849739074707, 0.5417670011520386, 0.3832220137119293, 2.7939884662628174, -0.991736650466919, 1.1546729803085327]","[17.25, -34.0, 23.3125]","[-0.7890284657478333, 2.234702110290528, 0.607130229473114]","[-34.5, -56.625, 56.375]","[6.859999656677246, -1.990700006484985, 9.996099472045898]","[-1.4702304601669312, 2.542421102523804, -0.1852317899465561]","[-4.879099845886231, 8.276700019836426, -1.9644999504089355]",,,
"[6.613800525665283, 6.412639617919922, 2.070208787918091]","[0.3441550135612488, 0.7475579977035522, 0.4530400037765503, 0.3427349925041199, 2.778628349304199, -0.970373809337616, 0.8967843651771545]","[21.9375, -31.8125, 23.125]","[-1.6047953367233276, 1.5312820672988892, -0.331211119890213]","[-29.8125, -54.4375, 56.1875]","[9.811100006103516, 5.679499626159668, 3.663299798965454]","[-1.2903393507003784, 1.909564733505249, -0.1755975782871246]","[-5.231400012969971, 8.079099655151367, -1.878499984741211]",,,
"[0.6333908438682556, 13.667635917663574, 5.319897174835205]","[0.3639670014381408, 0.7825459837913513, 0.3843930065631866, 0.3277049958705902, 2.720413446426392, -0.9641714096069336, 0.6903983950614929]","[24.4375, -28.8125, 24.0625]","[-1.3922317028045654, 0.762639045715332, -0.5571963787078857]","[-27.3125, -51.4375, 57.125]","[5.48799991607666, -2.8695998191833496, 5.598599910736084]","[-0.9933192133903505, 1.064720630645752, -0.4859171211719513]","[-5.164400100708008, 8.047499656677246, -2.176100015640259]",,,
"[-4.662468433380127, 14.102853775024414, 1.414322018623352]","[0.3695620000362396, 0.7999230027198792, 0.3344669938087463, 0.334181010723114, 2.6228702068328857, -0.952362298965454, 0.5200479626655579]","[25.375, -26.9375, 25.25]","[-0.653119683265686, 0.0836710855364799, -0.9433330297470092]","[-26.375, -49.5625, 58.3125]","[0.3474999964237213, 2.745299816131592, 5.008899688720703]","[-0.8270766139030457, 0.3910410106182098, -0.1423839628696441]","[-5.084199905395508, 7.92419958114624, -2.7435998916625977]",,,
"[-0.2704011499881744, 8.260848999023438, 6.701217174530029]","[0.3687629997730255, 0.8119980096817017, 0.2980340123176574, 0.340362012386322, 2.5507333278656006, -0.9302151203155518, 0.4004371166229248]","[25.8125, -25.4375, 26.75]","[-0.3341781795024872, 0.3344748914241791, -0.7109249830245972]","[-25.9375, -48.0625, 59.8125]","[4.2778000831604, 6.997699737548828, 5.237199783325195]","[-1.0269168615341189, 0.3032335042953491, -0.767944872379303]","[-4.866199970245361, 7.878899574279785, -3.2268998622894287]",,,
