time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status
2024-03-19 10:32:55.800,"[-3.087265729904175, 10.280913352966309, 2.684742927551269]","[-0.7904959917068481, -0.5626270174980164, -0.1898149996995926, 0.1501169949769973, -1.0095834732055664, -0.9836408495903016, 2.190662145614624]","[14.9375, -36.4375, -23.0]","[0.3187669217586517, -0.5769186019897461, -1.0880906581878662]","[-30.125, -58.125, -1.0625]","[-4.4156999588012695, 0.8955999612808228, 0.2592000067234039]","[0.5680697560310364, -0.3573561608791351, -1.1168012619018557]","[2.8912999629974365, 8.164199829101562, 4.599400043487549]",right,START
2024-03-19 10:32:55.900,"[2.297303438186645, 14.867743492126465, 2.738095283508301]","[-0.8139060139656067, -0.5190190076828003, -0.2154919952154159, 0.1474380046129226, -0.9394790530204772, -0.8967810869216919, 2.304133415222168]","[12.0, -37.4375, -23.5625]","[0.5248379707336426, -0.0763756111264228, -0.7195643186569214]","[-33.0625, -59.125, -1.625]","[-3.6999998092651367, 3.0179998874664307, -0.3445000052452087]","[0.3919660449028015, -0.294175237417221, -0.7549596428871155]","[3.6123998165130615, 7.662099838256836, 4.940799713134766]",,
2024-03-19 10:32:56.000,"[-3.607046842575073, 13.451170921325684, 3.228734016418457]","[-0.8259689807891846, -0.4889200031757355, -0.2447109967470169, 0.1372849941253662, -0.9293426871299744, -0.8337771892547607, 2.3752830028533936]","[10.8125, -38.0625, -23.875]","[0.0244171563535928, -0.3101973533630371, -0.5931501388549805]","[-34.25, -59.75, -1.9375]","[-3.226799964904785, 12.148799896240234, -5.0081000328063965]","[0.240052580833435, 0.0380307249724864, -0.4566479325294494]","[3.9435999393463135, 7.261499881744385, 5.280799865722656]",,
2024-03-19 10:32:56.100,"[2.4289751052856445, 8.2964448928833, 8.65125560760498]","[-0.832843005657196, -0.4744209945201874, -0.2544400095939636, 0.1286700069904327, -0.91459059715271, -0.8106842637062073, 2.418825387954712]","[9.0625, -38.125, -23.5]","[0.0178896244615316, -0.4465599358081817, -0.2837905287742615]","[-36.0, -59.8125, -1.5625]","[-3.5511999130249023, 1.4298999309539795, 0.7227999567985535]","[0.0822224617004394, -0.4255112707614898, -0.3688927888870239]","[4.122399806976318, 7.107399940490723, 5.353499889373779]",,
2024-03-19 10:32:56.200,"[-0.0539365783333778, 9.288162231445312, 4.8211750984191895]","[-0.8350790143013, -0.4639079868793487, -0.2724800109863281, 0.1148289963603019, -0.9274441003799438, -0.7926592230796814, 2.45569372177124]","[9.125, -38.5625, -23.375]","[-0.1526290476322174, -0.0860796347260475, -0.107110857963562]","[-35.9375, -60.25, -1.4375]","[-4.428199768066406, 2.6938998699188232, 0.3491999804973602]","[-0.1253844499588012, -0.4926715493202209, -0.1357691586017608]","[4.12939977645874, 6.984499931335449, 5.507599830627441]",,
2024-03-19 10:32:56.300,"[-2.3949391841888428, 9.174274444580078, 3.93913197517395]","[-0.8364189863204956, -0.4601550102233886, -0.2812680006027221, 0.0977149978280067, -0.929630696773529, -0.7963331937789917, 2.493226766586304]","[9.6875, -39.875, -21.8125]","[-0.2035228461027145, -0.1713738739490509, 0.1868200451135635]","[-35.375, -61.5625, 0.125]","[-4.767299652099609, 1.7690999507904053, 4.316499710083008]","[-0.2313783019781112, -0.0817337706685066, 0.1773079931735992]","[4.101999759674072, 7.009699821472168, 5.495999813079834]",,
2024-03-19 10:32:56.400,"[-2.8019821643829346, 10.410669326782228, 5.329780101776123]","[-0.8328120112419128, -0.4679819941520691, -0.2831499874591827, 0.085097998380661, -0.9411532282829284, -0.8202129006385803, 2.502624988555908]","[10.75, -40.0625, -21.375]","[-0.3715631365776062, -0.3539876639842987, 0.0861843600869178]","[-34.3125, -61.75, 0.5625]","[-3.005499839782715, 3.012699842453003, 0.3003000020980835]","[-0.3429048359394073, -0.1738871484994888, 0.0320093370974063]","[3.938699960708618, 7.171499729156494, 5.406099796295166]",,
2024-03-19 10:32:56.500,"[-1.689521074295044, 7.9134111404418945, 5.338696479797363]","[-0.8258879780769348, -0.4779959917068481, -0.2922030091285705, 0.0635979995131492, -0.9701971411705016, -0.8516603708267212, 2.5185163021087646]","[11.3125, -40.0, -18.875]","[-0.4637863337993622, -0.7339982390403748, 0.116221472620964]","[-33.75, -61.6875, 3.0625]","[-5.715099811553955, 1.4434999227523804, 0.4394999742507934]","[-0.4262268543243408, -0.6834360361099243, 0.0724137127399444]","[3.650699853897095, 7.378199577331543, 5.329400062561035]",,
2024-03-19 10:32:56.600,"[-0.9059467911720276, 6.757490634918213, 6.764280796051025]","[-0.8143360018730164, -0.4933669865131378, -0.3032250106334686, 0.038706000894308, -1.0165907144546509, -0.894761323928833, 2.524165868759156]","[13.5, -40.625, -16.9375]","[-0.4169068038463592, -0.3638313412666321, 0.5497438311576843]","[-31.5625, -62.3125, 5.0]","[-2.2191998958587646, 1.0203999280929563, -2.903899908065796]","[-0.3552094101905823, -0.4098381996154785, 0.4872260987758636]","[3.229099988937378, 7.649699687957764, 5.217599868774414]",,
2024-03-19 10:32:56.700,"[-0.3371419012546539, 10.267074584960938, 1.344325065612793]","[-0.7930110096931458, -0.5211640000343323, -0.3148129880428314, 0.0203259997069835, -1.1097368001937866, -0.9506266117095948, 2.4727394580841064]","[16.8125, -41.125, -14.375]","[-0.3163409233093261, -0.2385341525077819, 0.680765688419342]","[-28.25, -62.8125, 7.5625]","[-5.309799671173096, 1.128600001335144, 0.2446999996900558]","[-0.3861890137195587, -0.3087312877178192, 0.7357959151268005]","[2.535599946975708, 7.9803996086120605, 5.1041998863220215]",,
