time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-03-19 11:40:21.200,"[2.745728015899658, 26.549217224121094, -5.9395833015441895]","[-0.3894309997558594, -0.4008660018444061, 0.2497349977493286, 0.7907469868659973, -0.6707162857055664, -0.7854928374290466, 0.6284499764442444]","[-22.75, -8.9375, -36.25]","[1.6688488721847534, 0.315189003944397, 0.2311514019966125]","[-68.4375, -30.5, -13.125]","[-3.395099878311157, 3.274399995803833, 1.6036999225616455]","[1.833136796951294, -1.060811161994934, 0.6077061891555786]","[5.431600093841553, 6.934999942779541, 4.309599876403809]",right,START,carving_short,advanced,red,
2024-03-19 11:40:21.300,"[-8.096768379211426, 15.882856369018556, 2.252206325531006]","[-0.3936839997768402, -0.4215840101242065, 0.2144220024347305, 0.7882270216941833, -0.7312697768211365, -0.7341659069061279, 0.6341007947921753]","[-21.75, -10.625, -37.1875]","[-1.837308049201965, 0.1848652809858322, -1.2423079013824463]","[-67.4375, -32.1875, -14.0625]","[-2.926800012588501, 2.4554998874664307, -0.3962999880313873]","[-1.4723248481750488, -0.1290147304534912, -0.9809797406196594]","[5.418900012969971, 6.570099830627441, 4.8618998527526855]",,,carving_short,advanced,red,
2024-03-19 11:40:21.400,"[8.260570526123047, 10.699514389038086, 4.327471733093262]","[-0.4637689888477325, -0.4090929925441742, 0.2132720053195953, 0.7563560009002686, -0.6325868368148804, -0.7782979607582092, 0.8332640528678894]","[-20.9375, -12.0625, -37.1875]","[0.4360705018043518, -1.072853922843933, -0.3837455511093139]","[-66.625, -33.625, -14.0625]","[-11.419300079345703, 14.381699562072754, 0.4657000005245209]","[0.653870165348053, -1.043829083442688, -0.525396466255188]","[5.632099628448486, 6.884899616241455, 4.128799915313721]",,,carving_short,advanced,red,
2024-03-19 11:40:21.500,"[-0.7177625298500061, 5.278400897979736, 7.91072940826416]","[-0.4688619971275329, -0.4295420050621032, 0.1836310029029846, 0.7496269941329956, -0.6970118284225464, -0.7451762557029724, 0.835729718208313]","[-19.9375, -12.25, -36.75]","[-1.6227023601531982, -0.7726572751998901, -0.5521697998046875]","[-65.625, -33.8125, -13.625]","[-2.4846999645233154, 0.5047000050544739, -3.4377999305725098]","[-1.835737347602844, -0.618108332157135, -0.7148868441581726]","[5.5264997482299805, 6.649899959564209, 4.626699924468994]",,,carving_short,advanced,red,
2024-03-19 11:40:21.600,"[1.4798752069473269, 9.170194625854492, 2.955977201461792]","[-0.532584011554718, -0.4133349955081939, 0.1802490055561065, 0.7162519693374634, -0.5932996869087219, -0.7732693552970886, 1.0311248302459717]","[-18.375, -14.5625, -37.1875]","[0.4552342295646667, -0.4900361001491546, 0.0156381502747535]","[-64.0625, -36.125, -14.0625]","[-2.551300048828125, 3.992999792098999, -1.2878999710083008]","[0.5881584882736206, -0.6599962711334229, -0.0994314104318618]","[5.81850004196167, 6.849699974060059, 3.9236998558044434]",,,carving_short,advanced,red,
2024-03-19 11:40:21.700,"[3.678681373596192, 12.765491485595703, 1.5074948072433472]","[-0.5309759974479675, -0.4324710071086883, 0.1526180058717727, 0.7125579714775085, -0.6649462580680847, -0.7433551549911499, 1.0132231712341309]","[-17.3125, -14.4375, -37.875]","[-0.1060811132192611, -0.1636769771575927, -0.1528908461332321]","[-63.0, -36.0, -14.75]","[-3.317999839782715, 1.437600016593933, 0.3579999804496765]","[-0.0231779720634222, -0.4109203219413757, -0.1480562835931778]","[5.68149995803833, 6.636699676513672, 4.454599857330322]",,,carving_short,advanced,red,
2024-03-19 11:40:21.800,"[-0.613959550857544, 11.695053100585938, 5.767000198364258]","[-0.5428239703178406, -0.4353100061416626, 0.1450230032205581, 0.7034299969673157, -0.6660646200180054, -0.7431632280349731, 1.0464826822280884]","[-16.3125, -15.4375, -37.4375]","[-0.6095387935638428, -0.6345493793487549, -0.3707602918148041]","[-62.0, -37.0, -14.3125]","[-1.5698999166488647, 5.157099723815918, -2.1524999141693115]","[-0.6329436302185059, -0.1005135104060173, -0.2775247991085052]","[5.677499771118164, 6.635299682617188, 4.4618000984191895]",,,carving_short,advanced,red,
2024-03-19 11:40:21.900,"[0.2027027010917663, 10.027510643005373, 5.674928188323975]","[-0.5728350281715393, -0.4336149990558624, 0.1505779922008514, 0.6790890097618103, -0.6238129734992981, -0.7772074937820435, 1.1389483213424685]","[-15.1875, -17.4375, -36.3125]","[-0.2868099510669708, -0.3631855547428131, -0.2463008612394333]","[-60.875, -39.0, -13.1875]","[-5.253399848937988, 5.886399745941162, -4.645699977874756]","[-0.1535715162754058, -0.2305929064750671, -0.3530102968215942]","[5.674099922180176, 6.877299785614014, 4.083600044250488]",,,carving_short,advanced,red,
2024-03-19 11:40:22.000,"[-1.1696058511734009, 9.821666717529297, 2.9126996994018555]","[-0.5889599919319153, -0.4393959939479828, 0.1405210047960281, 0.6635580062866211, -0.6286633610725403, -0.7810999751091003, 1.185703158378601]","[-14.375, -17.625, -37.625]","[-0.2912605404853821, -0.1388409435749054, -0.3796091079711914]","[-60.0625, -39.1875, -14.5]","[-5.1844000816345215, 6.872299671173096, -3.75879979133606]","[-0.0923977270722389, -0.1396263390779495, -0.3437775075435638]","[5.632599830627441, 6.904399871826172, 4.09529972076416]",,,carving_short,advanced,red,
2024-03-19 11:40:22.100,"[4.075994491577148, 7.716885566711426, 7.103615760803223]","[-0.6016169786453247, -0.4472880065441131, 0.129282996058464, 0.6490569710731506, -0.6437768340110779, -0.783856987953186, 1.2210253477096558]","[-13.3125, -18.75, -36.4375]","[-0.0938114449381828, -0.6078283786773682, 0.2963045537471771]","[-59.0, -40.3125, -13.3125]","[-6.304800033569336, 2.4560999870300293, 2.2855000495910645]","[-0.081559233367443, -0.5969898700714111, 0.0033161255996674]","[5.554800033569336, 6.923599720001221, 4.168499946594238]",,,carving_short,advanced,red,"[45.0, 1.5, 26.23395729064941, 13.310999870300291, 5.0236639976501465, 339.9564514160156, 2297.1661060834303, 6.6701861, 44.5586886]"
