time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE
2024-03-19 12:22:58.800,"[1.730758786201477, 11.880220413208008, 1.404457926750183]","[0.1188530027866363, -0.2730129957199096, 0.6391479969024658, 0.7091019749641418, -1.5079845190048218, -1.0001378059387207, -1.2802919149398804]","[-27.4375, -28.8125, -23.9375]","[0.0334754139184951, -0.1871865689754486, -0.5579119324684143]","[-73.375, -51.3125, -1.0]","[2.4486000537872314, -2.443599939346313, 1.1352999210357666]","[-0.0998328328132629, 0.2714335918426513, -0.8541641235351562]","[0.3323999941349029, 8.252699851989746, 5.286900043487549]",right,START,skidded_short,advanced,red
2024-03-19 12:22:58.900,"[9.964198112487791, 12.97794246673584, 6.305130481719971]","[0.1029030010104179, -0.2926639914512634, 0.5998860001564026, 0.737492024898529, -1.3769676685333252, -0.969477653503418, -1.0950689315795898]","[-29.9375, -24.75, -26.1875]","[0.4867025017738342, -1.5358024835586548, -1.521263837814331]","[-75.875, -47.25, -3.25]","[-8.321800231933594, -5.013299942016602, -0.691100001335144]","[0.2101376354694366, -0.1386140435934066, -2.067307472229004]","[1.0685999393463137, 8.086400032043457, 5.443999767303467]",,,skidded_short,advanced,red
2024-03-19 12:22:59.000,"[-18.03305053710937, -2.09454345703125, 9.507442474365234]","[0.0731519982218742, -0.3424440026283264, 0.5388519763946533, 0.7661709785461426, -1.2737735509872437, -0.8876723051071167, -0.8667855858802795]","[-30.75, -21.0625, -28.1875]","[0.4559149146080017, -0.5924869179725647, -2.1865832805633545]","[-76.6875, -43.5625, -5.25]","[2.4417998790740967, 1.0741000175476074, -1.692199945449829]","[0.5668655037879944, -0.868091881275177, -1.0426596403121948]","[1.811599969863892, 7.605999946594238, 5.918999671936035]",,,skidded_short,advanced,red
2024-03-19 12:22:59.100,"[-2.5204336643218994, 9.731367111206056, 9.396618843078612]","[0.0470779985189437, -0.3637900054454803, 0.5003020167350769, 0.7843070030212402, -1.2077009677886963, -0.8488603234291077, -0.7242556214332581]","[-30.9375, -17.0, -29.5625]","[-0.4216366410255432, -1.0090446472167969, -1.007142186164856]","[-76.875, -39.5, -6.625]","[2.822999954223633, 4.530299663543701, -13.975099563598633]","[0.0708429142832756, 0.2423738688230514, -1.2936205863952637]","[2.3016998767852783, 7.360099792480469, 6.057999610900879]",,,skidded_short,advanced,red
2024-03-19 12:22:59.200,"[49.74694061279297, 2.393263101577759, 13.099061012268066]","[0.0009840000420808, -0.3840020000934601, 0.4574480056762695, 0.8020480275154114, -1.1359118223190308, -0.8227729797363281, -0.5454771518707275]","[-31.125, -13.875, -30.9375]","[-0.8636237978935242, -1.6391957998275757, -1.4575244188308716]","[-77.0625, -36.375, -8.0]","[-10.753199577331545, 1.3868999481201172, -0.6766999959945679]","[-0.8305673003196716, -0.1419476270675659, -2.613578081130981]","[2.8101999759674072, 7.188499927520752, 6.049499988555908]",,,skidded_short,advanced,red
2024-03-19 12:22:59.300,"[17.0878963470459, 15.62049961090088, 11.94719123840332]","[-0.0572439990937709, -0.4102120101451874, 0.4087939858436584, 0.8132249712944031, -1.08290696144104, -0.7921249270439148, -0.3522007167339325]","[-30.875, -10.125, -33.3125]","[0.6612703204154968, -0.8204443454742432, -0.066654123365879]","[-76.8125, -32.625, -10.375]","[0.1749999970197677, 7.1053996086120605, -7.805099964141846]","[1.1626510620117188, 0.6340432167053223, -0.1812698990106582]","[3.22849988937378, 6.980799674987793, 6.083899974822998]",,,skidded_short,advanced,red
2024-03-19 12:22:59.400,"[-0.6152236461639404, 10.267351150512695, 2.7112324237823486]","[-0.0364929996430873, -0.4289999902248382, 0.3893220126628876, 0.8142820000648499, -1.1147503852844238, -0.7279582619667053, -0.3766879141330719]","[-29.6875, -10.25, -33.375]","[-1.0223441123962402, -0.5568472743034363, -0.4051956236362457]","[-75.625, -32.75, -10.4375]","[-5.065099716186523, 3.963899850845337, 5.972799777984619]","[-0.8384910821914673, -0.0849102661013603, -0.2756747603416443]","[3.22409987449646, 6.524799823760986, 6.572799682617188]",,,skidded_short,advanced,red
2024-03-19 12:22:59.500,"[-9.3650541305542, -0.5770696401596069, 7.728971481323242]","[-0.0708429962396621, -0.4346489906311035, 0.3873440027236938, 0.809952974319458, -1.1102524995803833, -0.7601698040962219, -0.3112708032131195]","[-29.0625, -10.1875, -34.75]","[-0.741572916507721, -0.3410547971725464, -0.7738615274429321]","[-75.0, -32.6875, -11.8125]","[-2.961999893188477, 1.184599995613098, 1.45770001411438]","[-0.6748839020729065, -0.560390293598175, -0.1744456589221954]","[3.158599853515625, 6.757199764251709, 6.366499900817871]",,,skidded_short,advanced,red
2024-03-19 12:22:59.600,"[2.596109628677368, 7.555344104766846, 5.407218456268311]","[-0.0803200006484985, -0.4458580017089844, 0.380297988653183, 0.8063070178031921, -1.1265262365341189, -0.7544615864753723, -0.2917714416980743]","[-28.3125, -9.875, -34.5]","[-0.5763426423072815, 0.3756995797157287, 0.6319836974143982]","[-74.25, -32.375, -11.5625]","[-9.800799369812012, -0.8730999827384949, -4.087699890136719]","[0.0919788479804992, 0.2401922047138214, 0.2994810342788696]","[3.0710999965667725, 6.71649980545044, 6.4517998695373535]",right,STOP,skidded_short,advanced,red
2024-03-19 12:22:59.700,"[-3.3077332973480225, 8.53614330291748, 2.973828315734864]","[-0.0838899984955787, -0.4316439926624298, 0.3857029974460602, 0.8110960125923157, -1.0920511484146118, -0.7727482318878174, -0.2785733938217163]","[-28.1875, -11.75, -34.1875]","[0.3776718080043793, -0.5547354221343994, -0.2044827789068222]","[-74.125, -34.25, -11.25]","[-7.898599624633789, -0.9375, 4.190099716186523]","[-0.0393571741878986, -0.0428652875125408, -0.1845860183238983]","[3.234499931335449, 6.846099853515625, 6.23199987411499]",left,START,skidded_short,advanced,red
2024-03-19 12:22:59.800,"[-3.142916440963745, 8.797168731689453, 3.551300287246704]","[-0.0810950025916099, -0.4518570005893707, 0.3772189915180206, 0.8043339848518372, -1.1386202573776243, -0.747908353805542, -0.2911504209041595]","[-27.25, -11.0, -35.0625]","[-0.2195100635290146, -0.5085016489028931, 0.2696010172367096]","[-73.1875, -33.5, -12.125]","[11.231999397277832, 6.165899753570557, 8.862699508666992]","[0.4969999492168426, 0.4257905185222626, 0.7199832201004028]","[3.011199951171875, 6.66949987411499, 6.528299808502197]",,,skidded_short,advanced,red
2024-03-19 12:22:59.900,"[-0.9070768356323242, 9.711658477783203, 6.305829048156738]","[-0.0841680020093917, -0.4541639983654022, 0.4013189971446991, 0.79094398021698, -1.183679699897766, -0.7913371920585632, -0.3354444801807403]","[-26.0625, -13.0, -35.625]","[-0.0183957703411579, -0.327842652797699, 0.0052185342647135]","[-72.0, -35.5, -12.6875]","[-1.8072999715805047, 2.0834999084472656, -2.2927000522613525]","[-0.1487020552158355, -0.4773999154567718, 0.2274338603019714]","[2.6022000312805176, 6.975399971008301, 6.382899761199951]",,,skidded_short,advanced,red
2024-03-19 12:23:00.000,"[-2.804922103881836, 7.569508075714111, 2.824688673019409]","[-0.0932390019297599, -0.466405987739563, 0.4135960042476654, 0.7763429880142212, -1.239171862602234, -0.8170924782752991, -0.359937459230423]","[-23.625, -15.0, -35.9375]","[-0.8207410573959351, -0.6820223331451416, -0.0599346049129962]","[-69.5625, -37.5, -13.0]","[-1.2561999559402466, 3.728899955749512, -0.3982999920845032]","[-0.696368932723999, -0.4170638620853424, 0.2149547487497329]","[2.184900045394897, 7.150599956512451, 6.345399856567383]",,,skidded_short,advanced,red
2024-03-19 12:23:00.100,"[5.165911674499512, 10.987700462341309, 6.565514087677002]","[-0.122639000415802, -0.4751209914684295, 0.4330269992351532, 0.7561119794845581, -1.294674038887024, -0.8809919357299805, -0.3630924820899963]","[-21.3125, -17.5625, -36.0625]","[-0.1653699427843094, -0.4552342295646667, 0.3752807080745697]","[-67.25, -40.0625, -13.125]","[-2.3352999687194824, -2.990900039672852, -2.1410000324249268]","[-0.521521806716919, -0.4725478887557983, 0.2685014605522156]","[1.7012999057769775, 7.564499855041504, 6.004299640655518]",,,skidded_short,advanced,red
2024-03-19 12:23:00.200,"[1.1425992250442505, 12.102287292480469, 6.390995502471924]","[-0.1261640042066574, -0.4924330115318298, 0.4523519873619079, 0.7327809929847717, -1.3984235525131226, -0.906262755393982, -0.4362969696521759]","[-19.1875, -20.25, -35.8125]","[-0.3965387940406799, -0.2306976169347763, 0.8514763116836548]","[-65.125, -42.75, -12.875]","[2.514799833297729, 1.125100016593933, 1.9871000051498413]","[-0.4116882681846618, -0.1657888293266296, 0.6770655512809753]","[1.0371999740600586, 7.719799995422363, 5.957999706268311]",,,skidded_short,advanced,red
2024-03-19 12:23:00.300,"[-3.5125045776367188, 3.42926287651062, 2.9946770668029785]","[-0.1219590008258819, -0.4881150126457214, 0.4990719854831695, 0.7055460214614868, -1.5261348485946655, -0.9671945571899414, -0.5885539650917053]","[-16.4375, -23.625, -35.1875]","[-0.1030616909265518, -0.1522974371910095, 1.0730807781219482]","[-62.375, -46.125, -12.25]","[7.023499965667725, 3.955399990081787, -1.8001999855041504]","[0.0535117946565151, 0.3374943137168884, 1.647171974182129]","[0.2483999878168106, 8.073699951171875, 5.560699939727783]",,,skidded_short,advanced,red
2024-03-19 12:23:00.400,"[0.8452011346817017, 8.935236930847168, 5.66879940032959]","[-0.0881460011005401, -0.4773660004138946, 0.559037983417511, 0.6721799969673157, -1.7184686660766602, -0.9894136190414428, -0.8573298454284668]","[-13.4375, -26.875, -34.4375]","[0.0826413407921791, -0.0613483227789402, 1.1718838214874268]","[-59.375, -49.375, -11.5]","[0.6800999641418457, 3.5710999965667725, 1.1274999380111694]","[-0.0324805788695812, 0.1313883811235427, 1.5064809322357178]","[-0.7924000024795532, 8.19540023803711, 5.326900005340576]",,,skidded_short,advanced,red
2024-03-19 12:23:00.500,"[-1.9304064512252808, 8.333717346191406, 4.197399616241455]","[-0.057192001491785, -0.4790909886360168, 0.6129469871520996, 0.6256960034370422, -1.949178695678711, -0.9646284580230712, -1.131991624832153]","[-8.1875, -30.25, -33.375]","[0.1374272257089615, 0.3050137460231781, 1.9611915349960327]","[-54.125, -52.75, -10.4375]","[10.644999504089355, 13.98069953918457, -2.975100040435791]","[-0.3792774975299835, 0.8818101286888123, 2.613281488418579]","[-2.0638999938964844, 8.059399604797363, 5.191799640655518]",,,skidded_short,advanced,red
2024-03-19 12:23:00.600,"[-2.453233242034912, 13.798760414123535, 13.841005325317385]","[0.0107519999146461, -0.4455969929695129, 0.6927670240402222, 0.5669220089912415, -2.172264575958252, -0.8881525993347168, -1.5074793100357056]","[-3.8125, -31.9375, -31.8125]","[-1.7669713497161863, 0.6928084492683411, 1.292974829673767]","[-49.75, -54.4375, -8.875]","[6.882299900054932, -7.834099769592285, 4.946499824523926]","[-0.7041530609130859, 0.0664097741246223, 1.4405075311660769]","[-3.5005998611450195, 7.608999729156494, 5.1006999015808105]",,,skidded_short,advanced,red
2024-03-19 12:23:00.700,"[12.397972106933594, 20.439271926879883, -0.2603933811187744]","[0.0374829992651939, -0.3732630014419555, 0.764614999294281, 0.5240529775619507, -2.355506658554077, -0.8842116594314575, -1.845713973045349]","[-0.375, -38.5625, -25.125]","[0.7576997876167297, 1.876089334487915, 2.727757692337036]","[-46.3125, -61.0625, -2.1875]","[0.3012999892234802, 10.446799278259276, -4.188799858093262]","[-1.4296690225601196, 2.515578031539917, 2.844921588897705]","[-4.392600059509277, 7.58459997177124, 4.398600101470947]",,,skidded_short,advanced,red
2024-03-19 12:23:00.800,"[-6.854187488555908, 12.569405555725098, 11.127349853515623]","[0.1015409976243972, -0.2911019921302795, 0.8224149942398071, 0.4781019985675812, -2.435445547103882, -0.8143489956855774, -2.145967483520508]","[1.3125, -38.25, -26.25]","[-1.5392756462097168, -0.2613979578018188, -0.5043303370475769]","[-44.625, -60.75, -3.3125]","[2.8652000427246094, -1.780900001525879, 12.771100044250488]","[0.8658753037452698, 0.6417924761772156, 0.5886122584342957]","[-5.121099948883057, 7.132099628448486, 4.367599964141846]",,,skidded_short,advanced,red
