TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[0.2240302413702011, 11.076822280883787, -4.086298942565918]","[-0.6180109977722168, -0.1929309964179992, 0.5851889848709106, 0.4882540106773376, 1.1480132341384888, -0.9439963102340698, 2.4419853687286377]","[-9.9375, -46.75, 6.9375]","[-0.109868474304676, 0.480820745229721, -0.5271592736244202]","[-361.75, -58.625, -107.5625]","[-3.301499843597412, 6.953699588775635, 4.5590996742248535]","[-0.241832822561264, 0.415370911359787, -0.3560646176338196]","[2.359999895095825, 7.94249963760376, -5.245599746704102]",,,
"[-1.0944278240203855, 13.597265243530272, -5.456443309783936]","[-0.6073510050773621, -0.1830679923295974, 0.591484010219574, 0.4977509975433349, 1.1604790687561035, -0.946195423603058, 2.415966749191284]","[-10.625, -46.6875, 7.375]","[0.1254018992185592, 0.4747993648052215, -0.1681799292564392]","[-362.75, -58.5, -106.9375]","[-0.9243999719619752, 5.293600082397461, -2.22379994392395]","[0.0900589898228645, 0.5236860513687134, -0.2136283069849014]","[2.2874999046325684, 7.955099582672119, -5.258599758148193]",,,"[45.0, 1.5, 23.054317474365234, 11.336999893188477, 4.598026275634766, 225.1829833984375, 730.8577479310334, 18.898903, 49.6414632]"
"[-0.9530838131904602, 10.574490547180176, -8.645835876464844]","[-0.5980939865112305, -0.2004829943180084, 0.5851069688796997, 0.5096459984779358, 1.128125548362732, -0.9903358221054076, 2.3885748386383057]","[-10.9375, -45.75, 6.4375]","[0.6123661994934082, -0.0390255637466907, -0.0194953270256519]","[-363.0, -57.8125, -107.8125]","[-5.255499839782715, 2.57699990272522, 1.7214999198913574]","[0.519025981426239, 0.0022689281031489, -1.74532924575e-05]","[2.3036999702453613, 8.200399398803711, -4.859600067138672]",,,
"[-1.0593960285186768, 7.574536323547363, -3.9571940898895264]","[-0.5797160267829895, -0.1975499987602234, 0.5777369737625122, 0.5395569801330566, 1.0625547170639038, -1.020729899406433, 2.2781808376312256]","[-11.125, -45.9375, 3.8125]","[0.5608441233634949, 0.3584731817245483, -0.4985184073448181]","[-363.375, -57.9375, -110.3125]","[-0.53329998254776, -3.0841000080108643, -0.3071999847888946]","[0.6310412287712097, 0.3314554691314697, -0.4804717004299164]","[2.4945998191833496, 8.359999656677246, -4.478300094604492]",,,
"[1.0630927085876465, 5.676163673400879, -6.530453205108643]","[-0.5648289918899536, -0.184796005487442, 0.5921810269355774, 0.544185996055603, 1.1132779121398926, -1.0222233533859253, 2.279561996459961]","[-12.4375, -45.8125, 3.1875]","[-0.0254992600530385, 0.5014854669570923, 0.0919264927506446]","[-364.4375, -57.625, -111.1875]","[-3.268899917602539, -0.1986999958753585, -0.6291999816894531]","[0.0088837258517742, 0.5533741116523743, 0.0065449848771095]","[2.2588000297546387, 8.36769962310791, -4.587800025939941]",,,
"[-1.0307708978652954, 7.666348457336426, -4.547154426574707]","[-0.5532410144805908, -0.1696999967098236, 0.6014479994773865, 0.5508040189743042, 1.1417428255081177, -1.016611933708191, 2.2624123096466064]","[-11.6875, -45.8125, 3.5625]","[0.0617497488856315, 0.4633499979972839, -0.1835388243198394]","[-363.875, -58.0625, -110.75]","[0.7067999839782715, 0.3889999985694885, 1.4469000101089478]","[0.1095892265439033, 0.4376762211322784, -0.1765051484107971]","[2.1468000411987305, 8.338899612426758, -4.692899703979492]",,,
"[0.5587013363838196, 9.725534439086914, -5.563655376434326]","[-0.5536720156669617, -0.1649029999971389, 0.6122310161590576, 0.539838969707489, 1.1972118616104126, -1.003983736038208, 2.312576532363892]","[-12.1875, -45.9375, 4.8125]","[-0.2470862567424774, 0.0702145919203758, 0.2764776051044464]","[-364.625, -58.0625, -109.75]","[-0.5094999670982361, 3.612499952316284, -0.3734999895095825]","[-0.2620262801647186, 0.1254717260599136, 0.3216641843318939]","[1.92170000076294, 8.27299976348877, -4.902400016784668]",left,STOP,
"[1.9858466386795044, 10.34947395324707, -4.051669120788574]","[-0.5516319870948792, -0.1648720055818557, 0.6232320070266724, 0.5292440056800842, 1.2529566287994385, -1.0002034902572632, 2.365415096282959]","[-10.6875, -46.3125, 6.25]","[-0.1106713265180587, 0.1342681795358657, 0.1896649301052093]","[-362.8125, -58.5625, -108.0]","[-0.6647999882698059, 1.0729999542236328, 1.2559000253677368]","[-0.0957138538360595, 0.106011301279068, 0.2381152659654617]","[1.6552999019622805, 8.25309944152832, -5.031499862670898]",right,START,
"[1.5054069757461548, 8.352201461791992, -3.762918949127197]","[-0.5569729804992676, -0.1689430028200149, 0.6329910159111023, 0.5104510188102722, 1.3110301494598389, -0.987070858478546, 2.442335605621338]","[-9.4375, -46.75, 6.875]","[-0.3591364026069641, -0.0511556006968021, 0.4282514452934265]","[-361.9375, -58.5, -107.8125]","[-0.4172999858856201, -1.1416000127792358, -0.4937999844551086]","[-0.3941127955913543, -0.0247313156723976, 0.4106061458587646]","[1.3881999254226685, 8.182799339294434, -5.223399639129639]",,,
"[1.805094003677368, 8.45405101776123, -5.129874229431152]","[-0.5661230087280273, -0.2090049982070922, 0.6358159780502319, 0.4812049865722656, 1.372734308242798, -1.0132590532302856, 2.5860090255737305]","[-6.875, -46.6875, 7.25]","[0.0532499961555004, -0.8450709581375122, 0.8940798044204712]","[-359.4375, -58.5625, -106.75]","[0.6559000015258789, -1.3392000198364258, -0.1102999970316886]","[-0.009093165397644, -0.838840126991272, 0.9245008826255798]","[1.020900011062622, 8.321499824523926, -5.087199687957764]",,,
"[3.782225847244263, 10.21575164794922, -3.757862329483032]","[-0.5734429955482483, -0.2551749944686889, 0.64273601770401, 0.4392459988594055, 1.486098289489746, -1.0299923419952393, 2.7932164669036865]","[-2.5625, -47.25, 6.0625]","[-0.1260825842618942, -0.6580589413642883, 1.1161555051803589]","[-355.25, -59.375, -108.3125]","[2.4265999794006348, -1.385599970817566, -0.6965000033378601]","[-0.0759392753243446, -0.686525285243988, 1.1781845092773438]","[0.4269999861717224, 8.40719985961914, -5.0304999351501465]",,,
"[1.81146252155304, 7.99615478515625, -5.36961030960083]","[-0.5793939828872681, -0.3021009862422943, 0.6465849876403809, 0.3936539888381958, 1.6072955131530762, -1.0335721969604492, 3.0132603645324707]","[3.0, -47.3125, 6.25]","[0.055484015494585, -0.8486489057540894, 1.1751301288604736]","[-349.9375, -59.125, -108.0]","[-0.2286999970674514, -3.168799877166748, -0.652999997138977]","[-0.0186575688421726, -0.6511474251747131, 1.2098098993301392]","[-0.1831000000238418, 8.425199508666992, -5.015199661254883]",,,"[45.0, 1.5, 20.660268783569336, 11.237000465393066, 4.538795471191406, 216.19032287597656, 729.5350326672196, 18.8988562, 49.641437]"
"[0.9570199251174928, 6.635481834411621, -5.162320137023926]","[-0.5924299955368042, -0.3668830096721649, 0.6266250014305115, 0.3489449918270111, 1.6824232339859009, -1.059314846992493, -3.046764850616455]","[7.25, -46.625, 6.4375]","[0.2887647151947021, -1.2546823024749756, 1.1856719255447388]","[-345.625, -58.375, -108.1875]","[3.0745999813079834, -2.3439998626708984, -0.9274999499320984]","[0.279287576675415, -1.2265126705169678, 1.1431033611297607]","[-0.5346999764442444, 8.551599502563477, -4.770100116729736]",,,
"[0.2275928258895874, 8.024473190307617, -6.7280802726745605]","[-0.603967010974884, -0.4422940015792846, 0.5918920040130615, 0.298768013715744, 1.7719957828521729, -1.0928443670272827, -2.780065059661865]","[12.375, -46.4375, 5.375]","[0.4274834990501404, -1.4178531169891355, 1.080341339111328]","[-340.1875, -58.375, -109.1875]","[-0.1085999980568885, 1.3832999467849731, 0.9283999800682068]","[0.4011115729808807, -1.4448184967041016, 1.0452078580856323]","[-0.9013999700546264, 8.7076997756958, -4.419600009918213]",,,
"[0.7251940965652466, 7.895244121551514, -3.6386406421661377]","[-0.6099730134010315, -0.5008040070533752, 0.5591909885406494, 0.2538340091705322, 1.8592839241027832, -1.1080665588378906, -2.545989513397217]","[16.25, -44.875, 4.5]","[0.0646644458174705, -1.2487831115722656, 0.8063769936561584]","[-336.375, -56.8125, -109.9375]","[3.95199990272522, 1.2273999452590942, -1.0302000045776367]","[-0.019442968070507, -1.3265548944473269, 1.0295522212982178]","[-1.2453999519348145, 8.775300025939941, -4.196599960327148]",,,
"[1.4919228553771973, 17.760129928588867, -1.6668049097061155]","[-0.599606990814209, -0.5566229820251465, 0.5312219858169556, 0.220099002122879, 2.009739875793457, -1.122883439064026, -2.2843177318573]","[20.4375, -44.25, 3.8125]","[0.4290019273757934, -0.9911026358604432, 0.7367558479309082]","[-331.875, -56.125, -110.5]","[0.5888999700546265, 4.026999950408936, 0.0982999950647354]","[0.524715781211853, -1.195917010307312, 1.1068878173828125]","[-1.8048999309539795, 8.839200019836426, -3.844399929046631]",,,
"[-3.250032901763916, 3.4350473880767822, -5.895443916320801]","[-0.5838590264320374, -0.5899739861488342, 0.5041729807853699, 0.238425999879837, 2.15786361694336, -1.1926190853118896, -2.11185073852539]","[22.0, -43.625, 1.6875]","[1.3432927131652832, 0.1892460435628891, -0.3120997846126556]","[-330.0, -55.625, -112.125]","[0.5640999674797058, 7.09660005569458, 3.132200002670288]","[1.1336960792541504, 0.0279078148305416, -0.1141270771622657]","[-2.005599975585937, 9.113699913024902, -3.01449990272522]",,,
"[2.392324686050415, 5.997743129730225, -5.118295669555664]","[-0.5852739810943604, -0.5874059796333313, 0.5156999826431274, 0.2155449986457824, 2.135462522506714, -1.143042802810669, -2.121256828308105]","[23.6875, -42.6875, 0.8125]","[-0.4554611146450043, 0.2346769720315933, 0.3418401777744293]","[-328.6875, -54.8125, -113.6875]","[1.9316999912261963, -0.75409996509552, -2.555299997329712]","[-0.4336968660354614, 0.3497639894485473, 0.0788539722561836]","[-2.1768999099731445, 8.922999382019043, -3.436499834060669]",,,
"[0.8497405052185059, 10.918651580810549, -4.746198177337647]","[-0.5820879936218262, -0.5924649834632874, 0.514752984046936, 0.212567999958992, 2.159557580947876, -1.1398563385009766, -2.090904474258423]","[24.6875, -41.8125, 2.0]","[0.3067241609096527, 0.0426558479666709, -0.0060911988839507]","[-327.75, -53.5, -112.4375]","[0.7155999541282654, -1.92769992351532, -1.712299942970276]","[0.2500184178352356, -0.0300196632742881, 0.1119977757334709]","[-2.2747998237609863, 8.90999984741211, -3.406599998474121]",,,
"[0.2660628259181976, 10.466836929321287, -2.979325532913208]","[-0.5810089707374573, -0.6026269793510437, 0.5109909772872925, 0.1953330039978027, 2.177189826965332, -1.1195176839828491, -2.04043197631836]","[25.75, -41.4375, 2.4375]","[-0.1256113499403, -0.3427128493785858, 0.3135309517383575]","[-326.75, -53.5, -112.0]","[3.2316999435424805, 0.1774999946355819, -0.8104000091552734]","[-0.0623955205082893, -0.3919835090637207, 0.3516489267349243]","[-2.437299966812134, 8.824899673461914, -3.51419997215271]",,,
"[0.0412951931357383, 8.868907928466797, -4.909502029418945]","[-0.5880079865455627, -0.6112300157546997, 0.502577006816864, 0.1675110012292862, 2.1495349407196045, -1.0912203788757324, -2.0111443996429443]","[26.375, -40.6875, 4.8125]","[0.0208392310887575, -0.459039032459259, 0.16702800989151]","[-325.9375, -52.875, -109.8125]","[3.416299819946289, 0.5275999903678894, -0.0169999990612268]","[-0.0789412409067154, -0.5081526041030884, 0.1486671417951584]","[-2.474900007247925, 8.700300216674805, -3.787899971008301]",,,
"[0.6198492646217346, 10.432973861694336, -3.3352954387664795]","[-0.5982879996299744, -0.617035984992981, 0.4877960085868835, 0.152878001332283, 2.111854553222656, -1.0918413400650024, -2.0000152587890625]","[26.1875, -40.875, 5.25]","[0.1033234894275665, -0.326411485671997, 0.0492706447839736]","[-326.125, -52.8125, -109.0625]","[4.494899749755859, 3.0548999309539795, -0.7155999541282654]","[0.1336747705936432, -0.4610287249088287, -0.0215722694993019]","[-2.3276000022888184, 8.703100204467773, -3.8737998008728014]",right,STOP,"[45.0, 1.5, 24.25847244262696, 11.50100040435791, 4.245909690856934, 221.4748077392578, 728.7419914603233, 18.898815, 49.6414088]"
"[1.6578314304351809, 9.182568550109863, -6.554625034332275]","[-0.6150659918785095, -0.6037859916687012, 0.4801619946956634, 0.1630309969186782, 2.020803451538086, -1.1181640625, -2.0919113159179688]","[25.125, -41.3125, 6.1875]","[0.2346420586109161, -0.1781283020973205, -0.4268900752067566]","[-326.8125, -53.3125, -108.0625]","[2.02239990234375, 4.1844000816345215, 0.5960999727249146]","[0.1902059763669967, 0.0105592422187328, -0.3787190020084381]","[-1.8654999732971191, 8.819099426269531, -3.8616998195648193]",left,START,
"[1.2626253366470337, 9.16439151763916, -6.466939926147461]","[-0.6393529772758484, -0.573399007320404, 0.4761399924755096, 0.1890269964933395, 1.8466708660125728, -1.1511064767837524, -2.298265218734741]","[21.9375, -42.8125, 5.6875]","[0.0028448866214603, 0.1316676437854766, -0.927171230316162]","[-330.0625, -54.875, -108.6875]","[1.21589994430542, -0.433599978685379, -1.8625999689102173]","[-0.0236143041402101, 0.2677858769893646, -0.9462302327156068]","[-1.0884000062942505, 8.955499649047852, -3.8447999954223633]",,,
"[0.7137402296066284, 7.955874919891357, -4.350044250488281]","[-0.6620649695396423, -0.5383949875831604, 0.4746800065040588, 0.2155849933624267, 1.6472883224487305, -1.1619315147399902, -2.5379624366760254]","[17.8125, -44.375, 5.375]","[-0.1537984162569046, 0.3349461257457733, -0.9166468977928162]","[-334.125, -56.3125, -109.0]","[0.0330999977886676, -0.4664999842643738, -0.2313999980688095]","[-0.088610365986824, 0.3896273076534271, -1.0109295845031738]","[-0.29789999127388, 8.998299598693848, -3.8873000144958496]",,,
"[-0.3701627552509308, 8.551264762878418, -4.146412372589111]","[-0.674685001373291, -0.5057089924812317, 0.478408008813858, 0.2453210055828094, 1.493531584739685, -1.160783290863037, -2.7480831146240234]","[14.0, -46.0, 5.375]","[0.0459894239902496, 0.4215668141841888, -0.8658055067062378]","[-337.875, -57.6875, -108.9375]","[-2.615999937057495, -2.9626998901367188, 0.9259999990463256]","[-0.0143640600144863, 0.3603232204914093, -0.8610581755638123]","[0.3016999959945678, 8.993800163269043, -3.89739990234375]",,,
"[-1.4109317064285278, 7.062463760375977, -3.23020887374878]","[-0.6814190149307251, -0.4717159867286682, 0.4948590099811554, 0.2612740099430084, 1.419600248336792, -1.1231309175491333, -2.882755756378174]","[10.8125, -47.375, 5.8125]","[-0.378335028886795, 0.4980122447013855, -0.590532124042511]","[-341.0, -59.125, -108.8125]","[0.5961999893188477, -1.681399941444397, -1.5109999179840088]","[-0.3523470759391784, 0.4591263234615326, -0.6055070757865906]","[0.6392999887466431, 8.840299606323242, -4.196399688720703]",,,
"[3.206324577331543, 13.454733848571776, -2.206094026565552]","[-0.683102011680603, -0.4545849859714508, 0.5069339871406555, 0.2640849947929382, 1.4113987684249878, -1.0947269201278689, -2.921405553817749]","[9.375, -47.0625, 5.75]","[-0.2347642332315445, 0.2388134002685547, -0.09550441801548]","[-342.6875, -59.0625, -108.75]","[1.826499938964844, 1.0609999895095823, -1.3681999444961548]","[-0.2117433398962021, 0.1455779075622558, -0.1435358822345733]","[0.7132999897003174, 8.716099739074707, -4.43720006942749]",,,
"[-0.4384070634841919, 7.274025440216064, -4.652000904083252]","[-0.6798830032348633, -0.4541400074958801, 0.4990609884262085, 0.2871440052986145, 1.3600198030471802, -1.1293364763259888, -2.99398136138916]","[8.5625, -47.625, 5.3125]","[0.547282874584198, 0.0259530451148748, -0.2849075496196747]","[-343.5625, -59.625, -108.75]","[-2.249500036239624, -1.8252999782562256, 0.6451999545097351]","[0.5346990823745728, 0.0776496976613998, -0.2212553918361663]","[0.8764999508857727, 8.866399765014648, -4.0971999168396]",,,
"[0.4892024397850036, 12.42841625213623, -1.2641671895980835]","[-0.6805790066719055, -0.4470419883728027, 0.4943200051784515, 0.3043220043182373, 1.299199461936951, -1.1417423486709597, -3.0748777389526367]","[7.375, -47.875, 3.3125]","[0.0247138626873493, 0.1355597227811813, -0.2916445136070251]","[-344.8125, -59.5625, -110.8125]","[-0.0156999994069337, 0.9279999732971193, -1.6399999856948853]","[0.0486597791314125, -0.1948660165071487, -0.0088662728667259]","[1.0943999290466309, 8.917699813842773, -3.9300999641418457]",,,
"[2.8672192096710205, 12.47687530517578, -2.157472610473633]","[-0.6805440187454224, -0.4481779932975769, 0.4937340021133423, 0.3036789894104004, 1.3006209135055542, -1.1430020332336426, -3.07108211517334]","[6.875, -47.1875, 3.4375]","[-0.0463559441268444, 0.1082976832985878, -0.0949284583330154]","[-345.3125, -59.0, -111.0]","[-1.2329000234603882, 1.3543999195098877, -0.8549999594688416]","[0.1770636588335037, 0.0539655797183513, -0.4378856420516968]","[1.0857999324798584, 8.922900199890137, -3.920799970626831]",,,
"[1.2957419157028198, 11.747313499450684, 0.9096434116363524]","[-0.68573397397995, -0.4320809841156006, 0.489654004573822, 0.3214209973812103, 1.2133163213729858, -1.1369494199752808, 3.099524974822998]","[5.3125, -47.5625, 3.5625]","[0.1472708880901336, 0.0953298807144165, -0.4307821691036224]","[-346.5625, -59.25, -110.75]","[-0.6676999926567078, 0.4474999904632568, -0.8944999575614929]","[-0.0999724566936492, 0.0550127774477005, -0.4121420383453369]","[1.442399978637695, 8.898099899291992, -3.8616998195648193]",,,"[45.0, 1.5, 24.933319091796875, 11.588000297546388, 4.315596580505371, 239.88232421875, 728.3019196912646, 18.8987676, 49.641386]"
"[3.568366289138794, 3.506500005722046, -7.504251956939697]","[-0.6918089985847473, -0.4128910005092621, 0.4898050129413605, 0.3331829905509949, 1.1519379615783691, -1.11445951461792, 3.0129623413085938]","[3.1875, -47.8125, 2.875]","[-0.1493129134178161, 0.0925024524331092, -0.4614301323890686]","[-348.8125, -59.8125, -111.375]","[-4.689699649810791, -2.428799867630005, 2.388499975204468]","[-0.5403713583946228, 0.3632030189037323, -0.130707710981369]","[1.757499933242798, 8.803099632263184, -3.947799921035767]",,,
"[3.3252875804901123, 11.71001148223877, -5.8712239265441895]","[-0.696291983127594, -0.3852640092372894, 0.5013890266418457, 0.3396419882774353, 1.1404880285263062, -1.069786548614502, 2.960203170776367]","[1.3125, -48.625, 3.25]","[-0.4165228307247162, 0.1382649838924408, -0.320686787366867]","[-350.9375, -60.375, -111.1875]","[-0.5428999662399292, -1.61899995803833, -2.3975000381469727]","[-0.117478109896183, 0.4436627030372619, -0.1030965968966484]","[1.9648000001907349, 8.601399421691895, -4.280799865722656]",,,
"[-3.3034238815307617, 8.4522123336792, -7.263625144958496]","[-0.69309002161026, -0.366580992937088, 0.5097969770431519, 0.3540470004081726, 1.1290284395217896, -1.053443431854248, 2.902742385864258]","[0.0, -48.0625, 4.9375]","[-0.0259879529476165, 0.3267954587936401, -0.2725855112075805]","[-354.4375, -59.8125, -109.1875]","[1.7803999185562134, 4.0879998207092285, 8.326799392700195]","[-0.6217212080955505, 0.5701990723609924, -0.364616721868515]","[2.0736000537872314, 8.523200035095215, -4.384500026702881]",,,
"[2.181127548217773, 9.97590160369873, -2.765437126159668]","[-0.6924800276756287, -0.338591992855072, 0.5241010189056396, 0.3621360063552856, 1.139212727546692, -1.013197422027588, 2.860807180404663]","[-2.125, -47.9375, 5.375]","[-0.3596251010894775, 0.7426550388336182, -0.3754726946353912]","[-355.0625, -59.875, -107.875]","[-3.1022000312805176, 3.1328999996185303, 1.1437000036239624]","[0.0896052047610282, 0.4864058196544647, -0.4433310925960541]","[2.170599937438965, 8.321199417114258, -4.713299751281738]",,,
"[0.773844301700592, 10.101759910583496, -4.145023822784424]","[-0.6939780116081238, -0.3196769952774048, 0.5240569710731506, 0.3762489855289459, 1.1023355722427368, -0.9936981797218324, 2.79144024848938]","[-3.3125, -47.6875, 6.375]","[0.0397760532796382, 0.3219085335731506, -0.4042182564735412]","[-358.0, -59.25, -107.5625]","[-1.866599917411804, -0.0690999999642372, -0.1292999982833862]","[-0.0261624846607446, 0.362347811460495, -0.6024876832962036]","[2.415699958801269, 8.218400001525879, -4.773900032043457]",,,
"[-0.1400129050016403, 8.584515571594238, -4.859645366668701]","[-0.6948750019073486, -0.2944650053977966, 0.5236089825630188, 0.3953109979629516, 1.0585899353027344, -0.9670412540435792, 2.703159809112549]","[-6.0, -47.0625, 6.9375]","[0.0802153348922729, 0.3940429985523224, -0.6073396801948547]","[-361.0625, -59.5, -108.0]","[-2.5815000534057617, 2.478999853134156, 1.2735999822616575]","[0.1313534826040268, 0.6303954720497131, -0.9316916465759276]","[2.728600025177002, 8.07289981842041, -4.852999687194824]",,,
"[1.546769142150879, 10.062599182128906, -6.020402431488037]","[-0.6866379976272583, -0.2542519867420196, 0.5270640254020691, 0.4313769936561584, 1.012426257133484, -0.9337980151176452, 2.5647425651550293]","[-9.0625, -47.5, 6.3125]","[0.1756848394870758, 0.6279869079589844, -0.8954761028289795]","[-364.4375, -58.5625, -108.25]","[-3.71779990196228, 1.4229999780654907, 0.1906999945640564]","[0.1767145842313766, 0.9585871696472168, -0.7778234481811523]","[3.0901999473571777, 7.883399963378906, -4.946899890899658]",,,
"[-1.4338778257369995, 7.475933074951172, -4.720015525817871]","[-0.6691539883613586, -0.2147340029478073, 0.5363190174102783, 0.4674209952354431, 0.9992755651474, -0.908778965473175, 2.443255662918091]","[-12.625, -46.625, 6.0625]","[0.307509571313858, 0.8615119457244873, -0.8766963481903076]","[-366.5, -58.125, -107.625]","[-4.780699729919434, 2.2578999996185303, 1.6574000120162964]","[0.2058964967727661, 0.5193925499916077, -0.375036358833313]","[3.260699987411499, 7.734999656677246, -5.070199966430664]",,,
