TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[2.7036378383636475, 13.8892240524292, -3.454402208328247]","[-0.7671459913253784, -0.4647090137004852, 0.4356879889965057, 0.075544998049736, 1.2656489610671997, -0.892794132232666, -2.662698984146118]","[6.9375, -45.125, 15.375]","[0.0220958683639764, 0.3993487954139709, -0.3757519423961639]","[-346.0625, -57.8125, -100.125]","[-0.1905999928712844, 1.0901999473571775, 0.3947999775409698]","[0.1322785019874572, 0.3632728159427643, -0.4083372354507446]","[1.8478999137878416, 7.637699604034424, -5.866899967193604]",,,
"[0.4601176679134369, 7.515523433685303, -2.997310876846313]","[-0.766601026058197, -0.452131986618042, 0.4445880055427551, 0.1011909991502761, 1.250383734703064, -0.8997738361358643, -2.733293056488037]","[6.3125, -45.8125, 15.625]","[-0.0104545224457979, 0.6737669110298157, -0.3677234053611755]","[-346.75, -58.4375, -99.9375]","[1.5019999742507937, 1.233699917793274, -1.2635999917984009]","[-0.0021816615480929, 0.603046178817749, -0.3718598484992981]","[1.9203999042510984, 7.6803998947143555, -5.787199974060059]",,,
"[-2.014567613601685, 8.410514831542969, -4.830512523651123]","[-0.7629479765892029, -0.4381850063800812, 0.4593439996242523, 0.122088998556137, 1.255086064338684, -0.8959234952926636, -2.788149118423462]","[5.8125, -45.375, 14.8125]","[-0.0557283610105514, 0.4437325000762939, -0.5031260848045349]","[-347.25, -57.9375, -100.75]","[-2.069099903106689, 0.1982000023126602, 0.3718000054359436]","[-0.0474729537963867, 0.3399726748466491, -0.4312010407447815]","[1.9023998975753784, 7.656899929046631, -5.824299812316895]",,,
"[-1.4147815704345703, 4.733882904052734, -7.518952369689941]","[-0.765110969543457, -0.4206979870796203, 0.4660870134830475, 0.1427560001611709, 1.228176236152649, -0.8896235227584839, -2.86209774017334]","[3.8125, -46.25, 14.0]","[0.4611508846282959, 0.5504419207572937, -0.6991440057754517]","[-348.8125, -58.8125, -101.3125]","[1.132099986076355, 3.345599889755249, 0.4912999868392944]","[0.278188019990921, 0.6088581085205078, -0.6860889196395874]","[2.0745999813079834, 7.618099689483643, -5.816299915313721]",,,
"[0.8658391237258911, 7.00031042098999, -6.111142635345459]","[-0.7629899978637695, -0.3947199881076813, 0.480241984128952, 0.1772229969501495, 1.2049800157546997, -0.8828547596931458, -2.9695751667022705]","[1.6875, -46.5, 12.875]","[0.2802126109600067, 0.6315648555755615, -0.6160837411880493]","[-351.1875, -58.9375, -102.625]","[-2.4038000106811523, 1.690999984741211, 2.6176998615264893]","[0.2676462531089782, 0.7398101687431335, -0.6295228004455566]","[2.227299928665161, 7.576099872589111, -5.814599990844727]",,,"[45.0, 1.5, 22.510513305664062, 12.732000350952148, 2.954173803329468, 253.718978881836, 726.4421016434208, 18.8990935, 49.6416672]"
"[-0.4291271269321441, 6.139662265777588, -5.3424601554870605]","[-0.7559130191802979, -0.3704249858856201, 0.4955599904060364, 0.2140080034732818, 1.1929928064346311, -0.8821794986724854, -3.072938919067383]","[0.5, -47.125, 12.1875]","[0.1367989033460617, 0.5681570172309875, -0.4650604426860809]","[-352.5, -59.875, -103.5]","[-0.9747999906539916, 0.5968999862670898, 2.114799976348877]","[0.1045277714729309, 0.5858023166656494, -0.4438721239566803]","[2.298699855804444, 7.571899890899658, -5.792299747467041]",,,
"[0.6306231617927551, 9.947381019592283, -3.2951207160949707]","[-0.749763011932373, -0.3506119847297668, 0.5081740021705627, 0.238085001707077, 1.1908215284347534, -0.8752894401550293, 3.140545606613159]","[-0.9375, -46.1875, 12.9375]","[-0.2325651198625564, 0.4986929297447204, -0.4551644027233124]","[-353.8125, -58.9375, -102.5625]","[-2.6345999240875244, -0.9092999696731568, -0.4307999908924103]","[-0.219318076968193, 0.4351629316806793, -0.4754276871681213]","[2.3306000232696533, 7.528800010681152, -5.835599899291992]",,,
"[0.2110345214605331, 10.81144905090332, -4.771050453186035]","[-0.7479640245437622, -0.3032239973545074, 0.5258809924125671, 0.2684269845485687, 1.1718424558639526, -0.8270282745361328, 3.0192487239837646]","[-2.875, -46.25, 14.5625]","[-0.0115715330466628, 0.3182084262371063, -0.4907342195510864]","[-355.4375, -58.875, -101.0625]","[-0.4412999749183655, 5.3354997634887695, 0.7735999822616577]","[-0.0172263998538255, 0.2580643892288208, -0.4713436067104339]","[2.579200029373169, 7.216899871826172, -6.118299961090088]",,,
"[2.2982516288757324, 7.784095764160156, -5.255119800567627]","[-0.7485269904136658, -0.2822670042514801, 0.5276880264282227, 0.2856169939041137, 1.1468719244003296, -0.8095868229866028, 2.952460289001465]","[-5.1875, -45.4375, 14.3125]","[0.1622807085514068, 0.1208815053105354, -0.5687679052352905]","[-357.875, -57.9375, -101.0]","[-3.21399998664856, 1.3629999160766602, 2.762899875640869]","[0.1409702450037002, 0.2104168981313705, -0.5073671936988831]","[2.782500028610229, 7.099999904632568, -6.165799617767334]",,,
"[0.4029824435710907, 7.553486347198486, -3.989247560501098]","[-0.7473869919776917, -0.2624790072441101, 0.5270879864692688, 0.3077250123023987, 1.1156158447265625, -0.7991205453872681, 2.875638723373413]","[-6.6875, -45.6875, 14.5]","[0.2236290425062179, 0.1838355362415313, -0.5144008994102478]","[-359.4375, -58.4375, -101.1875]","[-1.917799949645996, 2.826799869537353, 5.779399871826172]","[0.2703514993190765, 0.1999274641275406, -0.4861440062522888]","[3.00629997253418, 7.028800010681152, -6.142199993133545]",,,
"[1.1198830604553225, 9.110732078552246, -6.5095953941345215]","[-0.7393109798431396, -0.2366829961538314, 0.5324429869651794, 0.3374949991703033, 1.0979998111724854, -0.7885874509811401, 2.7835793495178223]","[-10.375, -45.625, 13.6875]","[0.1436231434345245, 0.4620235562324524, -0.6192253828048706]","[-363.125, -58.3125, -101.625]","[-1.5686999559402466, 4.301499843597412, 0.7699999809265137]","[0.0507367216050624, 0.5014680027961731, -0.6161535978317261]","[3.147599935531616, 6.956399917602539, -6.153899669647217]",,,
"[-0.0968598276376724, 10.707521438598633, -5.172347068786621]","[-0.718084990978241, -0.2101020067930221, 0.5396760106086731, 0.3859519958496094, 1.0778708457946775, -0.8013848662376404, 2.651428937911988]","[-12.1875, -45.875, 12.5625]","[0.5821022391319275, 0.826046884059906, -0.7983659505844116]","[-364.75, -58.625, -102.8125]","[-1.7181999683380127, 1.4285999536514282, 1.1952999830245972]","[0.5437747836112976, 0.7924667596817017, -0.7424630522727966]","[3.228399991989136, 7.044299602508545, -6.010299682617188]",,,
"[-0.2089084684848785, 7.7812418937683105, -5.971206188201904]","[-0.6896489858627319, -0.1818130016326904, 0.5466150045394897, 0.4387930035591125, 1.055894374847412, -0.8190186023712158, 2.5041158199310303]","[-15.3125, -45.4375, 10.875]","[0.5314527750015259, 0.8357334733009338, -0.7424107193946838]","[-367.9375, -58.0625, -104.8125]","[-4.27869987487793, 0.7405999898910522, 0.8470999598503113]","[0.443051815032959, 0.9066112637519836, -0.8175122141838074]","[3.297999858856201, 7.16349983215332, -5.82889986038208]",,,
"[-0.308938205242157, 10.938647270202637, -5.093453407287598]","[-0.6606320142745972, -0.1467590034008026, 0.5563719868659973, 0.4821569919586181, 1.0533939599990845, -0.8189435005187988, 2.375056266784668]","[-17.3125, -44.1875, 10.6875]","[0.294855922460556, 1.076920509338379, -0.8174424171447754]","[-370.125, -56.75, -104.9375]","[-3.714900016784668, 1.4864000082015991, -2.8282999992370605]","[0.3242298066616058, 0.9702983498573304, -0.7585200667381287]","[3.3128998279571533, 7.162999629974365, -5.821099758148193]",,,
"[0.6309774518013, 9.719913482666016, -5.93601131439209]","[-0.6293179988861084, -0.1073609963059425, 0.5555269718170166, 0.5327479839324951, 1.0193378925323486, -0.8140011429786682, 2.20947813987732]","[-19.8125, -43.5625, 10.1875]","[0.5607742667198181, 0.850132405757904, -1.0003005266189575]","[-372.375, -56.3125, -105.25]","[-3.037299871444702, 1.970699906349182, -0.1391000002622604]","[0.5930279493331909, 0.8406727313995361, -1.0722429752349854]","[3.527599811553955, 7.129799842834473, -5.734999656677246]",,,"[45.0, 1.5, 20.12147521972656, 12.015000343322754, 3.703011751174927, 239.37733459472656, 725.2130851177499, 18.8990462, 49.6416584]"
"[0.6906793117523193, 8.287711143493652, -6.903661727905273]","[-0.6064599752426147, -0.0763269960880279, 0.5567280054092407, 0.5625230073928833, 1.0120941400527954, -0.8022518754005432, 2.107631206512451]","[-23.1875, -41.9375, 10.4375]","[0.1998925656080246, 0.5949303507804871, -0.6040759086608887]","[-375.9375, -54.625, -105.0625]","[-3.730899810791016, 2.4719998836517334, 0.758899986743927]","[0.1500284969806671, 0.6194871664047241, -0.657954216003418]","[3.61329984664917, 7.05019998550415, -5.779900074005127]",,,
"[0.3351595103740692, 8.833321571350098, -4.825072765350342]","[-0.5924350023269653, -0.0506290011107921, 0.562192976474762, 0.5748000144958496, 1.0328017473220823, -0.7842378616333008, 2.06225848197937]","[-24.1875, -41.25, 11.1875]","[-0.0066671576350927, 0.6534861922264099, -0.3194476068019867]","[-377.0, -53.8125, -104.625]","[-2.507999897003174, -1.964100003242493, -1.3148000240325928]","[0.031049408018589, 0.604180634021759, -0.4575031697750091]","[3.557299852371216, 6.926300048828125, -5.961599826812744]",,,
"[-0.5240907669067383, 10.686193466186523, -1.5315325260162354]","[-0.5878390073776245, -0.0416469983756542, 0.571075975894928, 0.5714730024337769, 1.0664960145950315, -0.7777421474456787, 2.073638677597046]","[-25.25, -41.0, 11.3125]","[-0.1682846397161483, 0.2814866900444031, 0.0118158785626292]","[-378.1875, -53.5625, -104.4375]","[-4.023399829864502, -2.0364999771118164, -3.0419998168945312]","[0.0151669112965464, 0.1426283121109008, -0.0081855943426489]","[3.3760998249053955, 6.88100004196167, -6.1173996925354]",,,
"[0.6138254404067993, 10.065711975097656, -5.163690090179443]","[-0.5780670046806335, -0.044038001447916, 0.5862249732017517, 0.5658950209617615, 1.1137374639511108, -0.7957624793052673, 2.1039507389068604]","[-23.8125, -41.6875, 12.5625]","[0.1704314053058624, 0.0461814105510711, 0.3054500818252563]","[-376.75, -54.125, -102.9375]","[-2.2044999599456787, 1.7906999588012695, -0.8736000061035156]","[0.2215870022773742, 0.100216805934906, 0.2863212525844574]","[3.0281999111175537, 7.005799770355225, -6.157700061798096]",left,STOP,
"[-0.3222691416740417, 9.27138328552246, -6.724585056304932]","[-0.5685330033302307, -0.0569819994270801, 0.6042869687080383, 0.5553020238876343, 1.171572208404541, -0.8270183205604553, 2.1609530448913574]","[-21.625, -42.6875, 12.75]","[0.1176875531673431, 0.0818733945488929, 0.4695982933044433]","[-374.875, -55.0625, -103.0]","[-0.7960999608039856, 1.520799994468689, -1.776600003242493]","[0.146712377667427, 0.0725009739398956, 0.4864756166934967]","[2.580899953842163, 7.216799736022949, -6.117599964141846]",right,START,
"[1.7748600244522097, 9.27199649810791, -8.051575660705566]","[-0.5624799728393555, -0.0793519988656044, 0.6207420229911804, 0.5403670072555542, 1.2306756973266602, -0.8635051846504211, 2.240618705749512]","[-19.125, -44.125, 13.0]","[0.1791929602622985, -0.1195550560951232, 0.659629762172699]","[-372.4375, -56.5625, -102.5]","[0.0219000000506639, 2.018899917602539, 0.9663999676704408]","[0.1228362694382667, -0.0998328328132629, 0.6950424909591675]","[2.125699996948242, 7.45419979095459, -6.006999969482422]",,,
"[1.232285976409912, 9.496448516845703, -3.476083993911743]","[-0.5639280080795288, -0.1059029996395111, 0.6340039968490601, 0.5184659957885742, 1.2914000749588013, -0.8896674513816833, 2.3443832397460938]","[-16.25, -44.8125, 11.8125]","[0.0636870637536048, -0.1635548025369644, 0.7369827032089233]","[-369.375, -57.375, -103.8125]","[-0.8986999988555908, -1.6265000104904177, -0.9781999588012696]","[0.0375420302152633, -0.1813222616910934, 0.7134556770324707]","[1.702799916267395, 7.618399620056152, -5.935400009155273]",,,
"[1.6863703727722168, 9.653067588806152, -3.5907950401306152]","[-0.5597670078277588, -0.1316120028495788, 0.6397249698638916, 0.5099890232086182, 1.323599338531494, -0.9270444512367249, 2.406421899795532]","[-13.8125, -45.875, 10.9375]","[0.3409326076507568, -0.3286978602409363, 0.4808033108711242]","[-366.8125, -58.4375, -104.5]","[1.0506999492645264, -0.8908999562263489, 0.0778999999165535]","[0.4512199759483337, -0.3412816822528839, 0.5754874348640442]","[1.4400999546051023, 7.843799591064453, -5.706999778747559]",,,
"[1.818329095840454, 7.260943412780762, -5.759798049926758]","[-0.5588089823722839, -0.14096400141716, 0.6467069983482361, 0.4996300041675567, 1.3611770868301392, -0.9336090683937072, 2.457303285598755]","[-12.375, -45.5, 9.8125]","[-0.0657290965318679, -0.1032013148069381, 0.3214547336101532]","[-365.4375, -58.1875, -105.5625]","[0.4824999868869781, -0.4782999753952026, -0.1086999997496604]","[-0.0329343639314174, -0.0537735931575298, 0.3282440602779388]","[1.2139999866485596, 7.882299900054932, -5.706599712371826]",,,
"[0.9186072945594788, 7.048386096954346, -4.622494697570801]","[-0.5697399973869324, -0.154119998216629, 0.6452760100364685, 0.4850369989871979, 1.369173288345337, -0.929936707019806, 2.5083775520324707]","[-10.8125, -46.5625, 10.0625]","[-0.0228463597595691, -0.3454181253910064, 0.25558602809906]","[-363.6875, -59.1875, -105.375]","[-0.2620999813079834, -0.5744999647140503, 0.5958999991416931]","[-0.0805469453334808, -0.3144210577011108, 0.2809456586837768]","[1.1740999221801758, 7.860799789428711, -5.744400024414063]",,,"[45.0, 1.5, 21.862722396850582, 11.58199977874756, 4.202722549438477, 207.9970703125, 724.0050412211567, 18.8990015, 49.6416345]"
"[1.1000685691833496, 8.49858283996582, -7.805068969726562]","[-0.5828019976615906, -0.1627800017595291, 0.6436949968338013, 0.4685080051422119, 1.3753870725631714, -0.9155363440513612, 2.5565054416656494]","[-10.1875, -46.5625, 11.0625]","[-0.2132094204425811, -0.37215656042099, 0.2315877377986908]","[-363.25, -59.25, -104.5]","[0.7127000093460083, 1.5896999835968018, -2.2871999740600586]","[-0.2778389751911163, -0.3360456824302673, 0.3110874891281128]","[1.1601999998092651, 7.775599956512451, -5.861999988555908]",,,
"[2.543609380722046, 9.52297592163086, -7.095264434814453]","[-0.5808770060539246, -0.1733029931783676, 0.6418169736862183, 0.4696989953517914, 1.374213457107544, -0.9344242215156556, 2.566535472869873]","[-9.6875, -46.375, 10.9375]","[0.2210983037948608, -0.0906174927949905, 0.1228537261486053]","[-362.8125, -58.9375, -104.5]","[0.705299973487854, 0.8603999614715576, 0.8122999668121338]","[0.1984613835811615, -0.05148721113801, 0.0866206884384155]","[1.1381999254226685, 7.886999607086182, -5.71560001373291]",,,
"[1.944149255752564, 7.905261039733887, -3.378927230834961]","[-0.5864779949188232, -0.1918960064649582, 0.640625, 0.4569660127162933, 1.3895726203918457, -0.9451303482055664, 2.623275756835937]","[-8.5, -46.625, 10.0]","[-0.1070584952831268, -0.2417630106210708, 0.3364122211933136]","[-361.5, -59.0625, -105.5625]","[0.3770000040531158, 0.5827000141143799, -0.3819999992847442]","[-0.0184132233262062, -0.262549877166748, 0.3605501055717468]","[1.034999966621399, 7.948999881744385, -5.6489996910095215]",,,
"[0.5559719204902649, 6.642722129821777, -5.418959617614746]","[-0.6035680174827576, -0.208636999130249, 0.6317510008811951, 0.4393909871578216, 1.3752772808074951, -0.939095973968506, 2.672813653945923]","[-7.875, -46.8125, 10.0]","[-0.1500808596611023, -0.5276130437850952, 0.2662848830223083]","[-360.9375, -59.375, -105.625]","[0.4831999838352203, -0.5690000057220459, 0.1888999938964843]","[-0.1835388243198394, -0.5874952673912048, 0.2748893499374389]","[1.125, 7.914199829101562, -5.680599689483643]",,,
"[1.9825522899627688, 7.547548294067383, -6.192937850952148]","[-0.6017670035362244, -0.214381992816925, 0.6273350119590759, 0.4453830122947693, 1.3595107793807983, -0.9558853507041932, 2.660296440124512]","[-7.625, -46.5625, 9.5625]","[0.1821425557136535, 0.035866517573595, -0.0706683844327926]","[-360.5625, -59.1875, -105.8125]","[2.5302999019622803, -1.3122999668121338, -0.0385999977588653]","[0.1856157630681991, -0.0138055542483925, -0.0775275230407714]","[1.1863999366760254, 8.010299682617188, -5.531399726867676]",,,
"[2.023588895797729, 7.543181419372559, -4.799646377563477]","[-0.600117027759552, -0.2277739942073822, 0.6293439865112305, 0.4380669891834259, 1.3856606483459473, -0.9697984457015992, 2.705040454864502]","[-6.9375, -47.0, 9.0]","[0.0124965570867061, -0.1519134640693664, 0.352608859539032]","[-360.1875, -59.6875, -106.3125]","[-0.1184999942779541, -2.1355998516082764, 1.4787999391555786]","[0.0084473937749862, -0.1790882349014282, 0.3808657526969909]","[1.020699977874756, 8.088199615478516, -5.450500011444092]",,,
"[-1.5356218814849854, 6.728750705718994, -5.600918769836426]","[-0.6057469844818115, -0.2403820008039474, 0.6261820197105408, 0.4279960095882416, 1.391456127166748, -0.974156379699707, 2.7441601753234863]","[-5.6875, -46.9375, 8.4375]","[-0.048031460493803, -0.0831125751137733, 0.1569574624300003]","[-358.8125, -59.4375, -107.25]","[1.5765999555587769, 0.7233999967575073, -2.766899824142456]","[0.0207519643008708, -0.2122320383787155, 0.1064301803708076]","[0.9827999472618104, 8.112299919128418, -5.421599864959717]",,,
"[3.529493808746338, 7.816139698028564, -5.809252738952637]","[-0.6116390228271484, -0.253574013710022, 0.6237649917602539, 0.415347009897232, 1.403589367866516, -0.9761547446250916, 2.792257308959961]","[-4.4375, -47.25, 8.3125]","[0.0284139607101678, -0.286146730184555, 0.287926971912384]","[-357.75, -59.875, -106.875]","[1.5078999996185305, 0.5751000046730042, 0.5333999991416931]","[0.0003316125657875, -0.3659955561161041, 0.3002489805221557]","[0.914199948310852, 8.123299598693848, -5.417099952697754]",,,
"[2.470816135406494, 9.295334815979004, -5.678625106811523]","[-0.6084910035133362, -0.2682049870491028, 0.6231600046157837, 0.4116719961166382, 1.4240121841430664, -0.9963176250457764, 2.8297324180603027]","[-3.5625, -47.0, 8.1875]","[0.2301042079925537, -0.1684068143367767, 0.2386039644479751]","[-356.6875, -59.5, -107.5]","[0.4855999946594238, 1.2602999210357666, -0.337799996137619]","[0.2003463506698608, -0.1036027446389198, 0.2188293784856796]","[0.7792999744415283, 8.232399940490723, -5.271499633789063]",,,
"[1.6666709184646606, 8.28719425201416, -5.703697204589844]","[-0.6103789806365967, -0.2861419916152954, 0.6108109951019287, 0.4152939915657043, 1.395321011543274, -1.0287258625030518, 2.8315234184265137]","[-2.8125, -47.0625, 6.8125]","[0.2993937730789184, -0.2369109988212585, 0.0679980292916297]","[-356.0, -59.75, -108.3125]","[1.1858999729156494, -0.8398000001907349, -0.9807999730110168]","[0.297735720872879, -0.2166302651166916, 0.0245916899293661]","[0.8831999897956848, 8.400799751281738, -4.981599807739258]",,,"[45.0, 1.5, 20.00871086120605, 10.762999534606934, 4.425776958465576, 191.5655212402344, 722.7875141212717, 18.898977, 49.6415969]"
"[2.540736436843872, 6.775111675262451, -5.406078815460205]","[-0.6126059889793396, -0.3015120029449463, 0.5995290279388428, 0.4175730049610138, 1.3679050207138062, -1.0554262399673462, 2.832153558731079]","[-3.3125, -47.1875, 4.625]","[0.2230181694030761, -0.3102322816848755, 0.0868650376796722]","[-356.0, -59.8125, -110.75]","[2.026900053024292, -3.541299819946289, 1.860700011253357]","[0.252741128206253, -0.3008947670459747, 0.0793252140283584]","[0.973800003528595, 8.53279972076416, -4.734099864959717]",,,
"[3.5213630199432373, 9.4710693359375, -2.5298380851745605]","[-0.6184899806976318, -0.3097270131111145, 0.6058539748191833, 0.3930380046367645, 1.4255303144454956, -1.0340429544448853, 2.92301344871521]","[-2.25, -48.6875, 4.375]","[-0.4706454873085022, -0.2479589283466339, 0.4786739945411682]","[-355.5, -61.4375, -111.25]","[1.3726999759674072, 1.3887999057769775, -1.412500023841858]","[-0.3974289298057556, -0.2415884733200073, 0.4846779406070709]","[0.7257999777793884, 8.427499771118164, -4.961699962615967]",,,
"[3.3159310817718506, 8.960299491882324, -6.456903457641602]","[-0.6338930130004883, -0.3095560073852539, 0.6016749739646912, 0.3746210038661957, 1.413267970085144, -1.003302812576294, 2.9498491287231445]","[-0.875, -47.5, 6.625]","[-0.2271545976400375, -0.4040960669517517, 0.101700335741043]","[-353.9375, -60.3125, -108.875]","[0.7028999924659729, -1.591099977493286, -0.5112000107765198]","[-0.2358987033367157, -0.2205048948526382, 0.1243547052145004]","[0.8269000053405762, 8.269399642944336, -5.205899715423584]",,,
"[3.0492265224456787, 8.407105445861816, -5.39605188369751]","[-0.6562889814376831, -0.3170129954814911, 0.5862079858779907, 0.3537589907646179, 1.3686506748199463, -0.9806457757949828, 2.974292993545532]","[-1.4375, -46.8125, 7.3125]","[-0.3085567653179168, -0.8047713041305542, 0.1439198553562164]","[-354.4375, -59.5625, -108.5]","[0.3458999991416931, -2.0776000022888184, -0.6162999868392944]","[-0.2715906798839569, -0.7372096180915833, 0.1338842064142227]","[1.0956000089645386, 8.147899627685547, -5.346099853515625]",,,
"[2.444776773452759, 6.9514594078063965, -5.2208251953125]","[-0.6784459948539734, -0.3439320027828216, 0.567454993724823, 0.3153019845485687, 1.3581618070602417, -0.9693498015403748, 3.0752720832824707]","[-0.5, -47.125, 9.1875]","[-0.3097959458827972, -1.0433403253555298, 0.6266604661941528]","[-354.0, -60.0, -106.5]","[1.4178999662399292, -0.5835999846458435, -0.5579999685287476]","[-0.2666513919830322, -1.0161306858062744, 0.5725727081298828]","[1.1710000038146973, 8.085700035095215, -5.4238996505737305]",,,
"[1.471907377243042, 6.059073448181152, -6.396138668060303]","[-0.6889550089836121, -0.3801099956035614, 0.5531489849090576, 0.2736450135707855, 1.393863320350647, -0.9728443622589112, -3.0643205642700195]","[1.9375, -47.1875, 9.5]","[-0.0357792489230632, -0.777858316898346, 0.7154279351234436]","[-351.4375, -59.875, -106.0625]","[3.156899929046631, 1.2896000146865845, 1.3645999431610107]","[-0.1018923223018646, -0.8873079419136047, 0.7646985650062561]","[0.9715999960899352, 8.10509967803955, -5.4344000816345215]",,,
