TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[2.110048294067383, 8.7800931930542, -5.200369358062744]","[0.6197450160980225, 0.6921330094337463, -0.0716520026326179, 0.3629480004310608, 1.517338752746582, -0.9371603727340698, -1.1872447729110718]","[21.875, -40.75, 19.3125]","[0.1886526346206665, -0.2170666009187698, -0.1882162988185882]","[-334.1875, -52.75, -95.375]","[-1.712499976158142, -2.7249999046325684, -0.0760999992489814]","[0.1827185153961181, -0.214658036828041, -0.1863313466310501]","[0.3102000057697296, 7.902899742126465, -5.7978997230529785]",left,START,
"[1.2191370725631714, 12.308466911315918, -4.0520429611206055]","[0.6324729919433594, 0.6895430088043213, -0.0679949969053268, 0.3462409973144531, 1.5002590417861938, -0.9704665541648864, -1.2264395952224731]","[21.9375, -42.5, 17.375]","[0.4038866460323334, 0.1451415866613388, -0.0607200041413307]","[-334.0625, -54.3125, -97.375]","[2.38479995727539, 0.3906999826431274, -0.7107999920845032]","[0.397952526807785, 0.1475501358509063, -0.0588525012135505]","[0.3903999924659729, 8.091899871826172, -5.526099681854248]",,,
"[1.7474128007888794, 7.605478286743164, -5.841258525848389]","[0.6487169861793518, 0.6784859895706177, -0.069311998784542, 0.3376640081405639, 1.4443057775497437, -0.985380470752716, -1.2982723712921145]","[20.0, -44.0, 16.3125]","[0.1201310083270073, -0.0290946383029222, -0.3713362514972687]","[-335.8125, -56.0625, -98.5]","[0.8854999542236328, -0.4361999928951263, 0.1287000030279159]","[0.1142143458127975, -0.0266860835254192, -0.3694687485694885]","[0.6834999918937683, 8.173600196838379, -5.37529993057251]",,,
"[0.6425079703330994, 9.86520290374756, -4.02495002746582]","[0.6602780222892761, 0.6663960218429565, -0.0820370018482208, 0.3364799916744232, 1.395923733711243, -0.9698584079742432, -1.3666892051696775]","[18.8125, -43.4375, 17.25]","[-0.1395739763975143, 0.0191637147217988, -0.3902032673358917]","[-337.125, -55.6875, -97.625]","[0.6926000118255615, -0.4196999967098236, 0.1057999953627586]","[-0.1454906463623047, 0.0215722694993019, -0.3883183002471924]","[0.9645999670028688, 8.088500022888184, -5.46019983291626]",,,
"[1.6240636110305786, 7.669432640075684, -5.179884433746338]","[0.6707000136375427, 0.652355968952179, -0.0882939994335174, 0.3417530059814453, 1.338884949684143, -0.952247679233551, -1.424144983291626]","[17.0, -43.0, 17.5625]","[-0.1064999923110008, -0.0920835733413696, -0.3661002516746521]","[-338.8125, -55.1875, -97.25]","[0.1247999966144561, 0.1987999975681305, 0.6405999660491943]","[-0.1124166548252105, -0.0896750167012214, -0.3642153143882751]","[1.3069000244140625, 7.989599704742432, -5.53410005569458]",,,
"[0.9348495602607728, 7.838760375976562, -4.900164604187012]","[0.6847559809684753, 0.639054000377655, -0.1022180020809173, 0.3350659906864166, 1.292547345161438, -0.938533902168274, -1.5008176565170288]","[14.75, -44.6875, 16.9375]","[-0.0393397212028503, 0.2194751501083374, -0.512812614440918]","[-340.9375, -56.5625, -97.75]","[0.0850999951362609, 3.4940998554229736, 1.2085000276565552]","[-0.0452563874423503, 0.2218662500381469, -0.5109451413154602]","[1.5917999744415283, 7.910899639129639, -5.572499752044678]",,,
"[2.260260581970215, 4.859539985656738, -4.785903930664063]","[0.6982250213623047, 0.6291769742965698, -0.1201549991965293, 0.3196569979190826, 1.265893816947937, -0.9302968978881836, -1.5773407220840454]","[13.0, -45.25, 16.5]","[0.2187072038650512, 0.593953013420105, -0.6142860651016235]","[-342.75, -57.25, -98.0625]","[0.525600016117096, 0.7962999939918518, 1.9713999032974243]","[0.2127905488014221, 0.5963615775108337, -0.6124011278152466]","[1.7591999769210815, 7.862899780273437, -5.590099811553955]",,,
"[2.3195600509643555, 9.621214866638184, -2.6137499809265137]","[0.7170400023460388, 0.617734968662262, -0.1388189941644668, 0.2915219962596893, 1.2300968170166016, -0.9355807304382324, -1.683674931526184]","[11.1875, -46.5, 15.25]","[0.4905596971511841, 0.5226911902427673, -0.6919008493423462]","[-344.625, -58.4375, -99.125]","[-0.277099996805191, 1.3342000246047974, 2.032299995422364]","[0.4846255779266357, 0.5250997543334961, -0.6900159120559692]","[1.944299936294556, 7.893799781799316, -5.484299659729004]",,,"[45.0, 1.5, 27.701824188232425, 14.18299961090088, 3.252126455307007, 237.1348876953125, 733.004764678888, 18.8989781, 49.641617]"
"[-1.2088804244995115, 5.132267951965332, -3.951419115066528]","[0.7420070171356201, 0.5955010056495667, -0.1673769950866699, 0.258433997631073, 1.1714437007904053, -0.9226762056350708, -1.8341964483261108]","[9.0, -47.1875, 14.125]","[0.3307398855686188, 0.4922352135181427, -1.047703742980957]","[-346.625, -59.0625, -100.4375]","[-1.3407999277114868, -0.0806000009179115, 0.9333999752998352]","[0.3248232305049896, 0.4946437478065491, -1.0458186864852903]","[2.301800012588501, 7.817999839782715, -5.4542999267578125]",,,
"[2.535536050796509, 10.991167068481444, -5.289586544036865]","[0.7527689933776855, 0.5774739980697632, -0.2022709995508194, 0.2427919954061508, 1.1651358604431152, -0.8807074427604675, -1.9155497550964355]","[6.0625, -47.1875, 14.1875]","[-0.1950929015874862, 0.4388106763362884, -0.501153826713562]","[-349.6875, -59.25, -100.6875]","[0.0762999951839447, 1.8319000005722048, -0.000499999965541]","[-0.2010095715522766, 0.4412192404270172, -0.499268889427185]","[2.463599920272827, 7.562699794769287, -5.736299991607666]",,,
