TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-0.2328217476606369, 8.029654502868652, -4.855469703674316]","[-0.7042980194091797, -0.2253649979829788, 0.5880360007286072, 0.3277010023593902, 1.275746464729309, -0.7793936133384705, 2.861635684967041]","[-5.5, -46.0, 14.9375]","[-0.0272620432078838, 0.2249729335308075, -0.3048391938209533]","[-361.1875, -57.5625, -101.875]","[-2.4696998596191406, 1.246899962425232, 2.163300037384033]","[-0.0331787094473838, 0.2273814976215362, -0.3029542565345764]","[2.02839994430542, 6.892499923706055, -6.6743998527526855]",right,START,
"[0.2593973875045776, 8.827363967895508, -4.300014972686768]","[-0.6975899934768677, -0.2125129997730255, 0.5953130125999451, 0.337352991104126, 1.286395788192749, -0.7728174924850464, 2.8327066898345947]","[-6.25, -45.25, 16.0625]","[0.0067893308587372, 0.2287603020668029, -0.1850921660661697]","[-362.1875, -56.6875, -100.875]","[-0.7930999994277954, 1.645900011062622, 0.6489999890327454]","[0.0008726646192371, 0.2311688512563705, -0.1832246631383896]","[1.9698998928070068, 6.846499919891357, -6.7388997077941895]",,,
"[1.0129101276397705, 7.611263275146484, -6.13168478012085]","[-0.6886929869651794, -0.2182119935750961, 0.6021699905395508, 0.339816004037857, 1.3130491971969604, -0.7892372012138367, 2.8459036350250244]","[-5.375, -44.5625, 16.1875]","[0.122557021677494, 0.187046930193901, 0.181898221373558]","[-361.4375, -56.0, -100.6875]","[-0.7407999634742737, 1.1000999212265017, -1.028499960899353]","[0.1166403517127037, 0.1894380301237106, 0.183765709400177]","[1.760699987411499, 6.960899829864502, -6.679399967193604]",,,"[0.0, 1.5, 26.481096267700195, 11.413000106811523, 0.0019725803285837, 0.0, 726.5756225585938, 18.8992361, 49.6416197]"
"[0.6992121934890747, 8.751209259033203, -6.781920909881592]","[-0.6847280263900757, -0.2372889965772628, 0.5996479988098145, 0.3395020067691803, 1.321239352226257, -0.821429431438446, 2.8736274242401123]","[-3.6875, -44.3125, 16.1875]","[0.2474876940250396, -0.0955393239855766, 0.2441715598106384]","[-359.8125, -55.5625, -100.5]","[-0.8357999920845032, 1.2833999395370483, -0.4503999948501587]","[0.2415710240602493, -0.0931307673454284, 0.2460565119981765]","[1.6496999263763428, 7.179599761962891, -6.4730000495910645]",,,
"[2.099331855773926, 7.920823574066162, -4.32656192779541]","[-0.68293297290802, -0.2529389858245849, 0.5942209959030151, 0.3413549959659576, 1.3168364763259888, -0.8498196005821228, 2.8879518508911133]","[-4.125, -45.4375, 14.6875]","[0.4121246039867401, -0.3070732355117798, 0.1253146380186081]","[-360.0, -56.875, -101.8125]","[-0.4790000021457672, 0.9789999723434448, 0.3229999840259552]","[0.4062079191207886, -0.304664671421051, 0.1271995902061462]","[1.6262999773025513, 7.366399765014648, -6.2657999992370605]",,,
"[0.9743634462356568, 8.090927124023438, -6.275279521942139]","[-0.682915985584259, -0.2582330107688904, 0.5892170071601868, 0.3460670113563537, 1.3022561073303225, -0.8641136288642883, 2.8793063163757324]","[-4.5, -46.75, 14.8125]","[0.1981123238801956, 0.0563915893435478, -0.1175653785467147]","[-360.4375, -58.0625, -101.875]","[-1.1303999423980713, 0.0929000005125999, 0.9319999814033508]","[0.1921782046556472, 0.0588001422584056, -0.115680418908596]","[1.6893999576568604, 7.458099842071533, -6.1392998695373535]",,,
"[1.932532548904419, 7.140945911407471, -4.051027774810791]","[-0.6766089797019958, -0.2470420002937317, 0.5976499915122986, 0.3521119952201843, 1.3186026811599731, -0.8559303879737854, 2.861527681350708]","[-4.6875, -46.4375, 14.6875]","[-0.0161442961543798, 0.1836784482002258, -0.0366693660616874]","[-360.625, -58.0, -102.25]","[0.0825999975204467, -0.4626999795436859, 1.1157000064849854]","[-0.0220609623938798, 0.1860869973897934, -0.034784410148859]","[1.6039999723434448, 7.405799865722656, -6.224999904632568]",,,
"[1.4509437084197998, 7.288591861724853, -6.477206230163574]","[-0.6749590039253235, -0.2420009970664978, 0.6079829931259155, 0.3409099876880646, 1.3552286624908447, -0.8348806500434875, 2.8918025493621826]","[-4.375, -46.0625, 15.5625]","[-0.3493450880050659, 0.1914975196123123, 0.1736602634191513]","[-360.25, -57.4375, -101.3125]","[-1.7806999683380127, 1.311900019645691, 1.4976999759674072]","[-0.3552792072296142, 0.193906083703041, 0.1755277663469314]","[1.4079999923706057, 7.268799781799316, -6.430399894714356]",,,
"[1.1329457759857178, 8.702396392822266, -4.654155731201172]","[-0.6713550090789795, -0.2277349978685379, 0.6181749701499939, 0.3395249843597412, 1.377795696258545, -0.8118387460708618, 2.885484457015991]","[-4.6875, -46.1875, 16.75]","[-0.3461162447929382, 0.3164805471897125, -0.0900589898228645]","[-360.5625, -57.6875, -100.0625]","[-1.7944999933242798, -3.163100004196167, 0.4940999746322632]","[-0.3520328998565674, 0.3188891112804413, -0.0881914868950843]","[1.2942999601364136, 7.115200042724609, -6.623199939727783]",,,
"[1.7384105920791626, 9.981350898742676, -6.216841697692871]","[-0.6691179871559143, -0.2171739935874939, 0.6263449788093567, 0.3358680009841919, 1.3976908922195437, -0.7914434671401978, 2.8863916397094727]","[-4.5625, -45.75, 17.375]","[-0.1636420637369156, -3.4906584915e-05, 0.3471809029579162]","[-360.5625, -57.25, -99.4375]","[-0.0690999999642372, -0.0722000002861023, -0.5263999700546265]","[-0.1695761829614639, 0.0023387412074953, 0.3490658402442932]","[1.1870999336242676, 6.976099967956543, -6.7891998291015625]",,,
