TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[1.995710849761963, 7.876856327056885, -3.559019088745117]","[-0.7235729694366455, -0.2633819878101349, 0.5734819769859314, 0.2796210050582886, 1.2810723781585691, -0.7780157327651978, 2.9971024990081787]","[-7.5, -44.875, 13.25]","[0.0457101725041866, 0.1337271332740783, -0.376135915517807]","[-361.5625, -57.375, -100.0625]","[-1.3973000049591064, 1.4329999685287476, 2.781299829483032]","[0.0309446882456541, 0.1950754523277282, -0.3503224849700928]","[1.9955999851226809, 6.882899761199951, -6.694200038909912]",,,
"[2.3432817459106445, 9.37582778930664, -1.9905201196670528]","[-0.7192959785461426, -0.24720199406147, 0.572842001914978, 0.3055410087108612, 1.252868890762329, -0.7833771109580994, 2.9191176891326904]","[-8.625, -44.75, 12.75]","[0.1343205422163009, 0.2974041104316711, -0.438967764377594]","[-363.0, -56.9375, -100.6875]","[-3.2997000217437744, -1.0852999687194824, -0.1957999914884567]","[0.204430416226387, 0.2518859207630157, -0.4505043923854828]","[2.171999931335449, 6.920300006866455, -6.600100040435791]",,,
"[-1.0901949405670166, 10.055599212646484, -3.627828359603882]","[-0.7042959928512573, -0.2081079930067062, 0.5791379809379578, 0.3539139926433563, 1.2226827144622805, -0.7797045111656189, 2.7711048126220703]","[-11.5, -44.3125, 11.8125]","[0.2274687588214874, 0.7740011811256409, -1.1207282543182373]","[-365.5, -56.75, -101.5625]","[-1.8001999855041504, 1.401600003242493, 0.5144999623298645]","[0.2456376403570175, 0.6488785147666931, -0.9703506827354432]","[2.3787999153137207, 6.894700050354004, -6.555399894714356]",,,
"[1.8846197128295896, 6.193972110748291, -5.1217241287231445]","[-0.6827309727668762, -0.1590110063552856, 0.5906379818916321, 0.3996739983558655, 1.2159624099731443, -0.7604517340660095, 2.6249241828918457]","[-15.4375, -43.1875, 13.25]","[0.2615026831626892, 1.0307390689849854, -1.0878287553787231]","[-369.375, -55.625, -100.375]","[-2.1547000408172607, 1.968599915504456, 0.699999988079071]","[0.3332357108592987, 1.0023775100708008, -1.048733472824097]","[2.4684998989105225, 6.759199619293213, -6.662499904632568]",,,
"[2.0121541023254395, 9.081083297729492, -5.95361328125]","[-0.6546840071678162, -0.1035149991512298, 0.5944650173187256, 0.455282986164093, 1.192629098892212, -0.7434598803520203, 2.443659782409668]","[-18.75, -41.1875, 13.1875]","[0.3556631803512573, 0.9583951830863952, -1.3177410364151]","[-372.5625, -53.5625, -100.375]","[-2.6064999103546143, 2.600299835205078, 0.5698999762535095]","[0.362731784582138, 0.9837722778320312, -1.381724834442139]","[2.665299892425537, 6.637499809265137, -6.708899974822998]",,,
"[0.6591429114341736, 10.564865112304688, -6.5952019691467285]","[-0.6164129972457886, -0.0605439990758895, 0.6006829738616943, 0.5055170059204102, 1.1911803483963013, -0.7504269480705261, 2.28952431678772]","[-22.0625, -39.3125, 14.0]","[0.6163455843925476, 0.8923868536949158, -1.007683277130127]","[-376.125, -51.5625, -99.5]","[-1.5398999452590942, 2.128499984741211, 2.307699918746948]","[0.5391845703125, 0.9888337254524232, -1.039291262626648]","[2.65779995918274, 6.6875996589660645, -6.661900043487549]",,,
"[3.0036697387695312, 11.434449195861816, -4.657220363616943]","[-0.5972740054130554, -0.0575940012931823, 0.6105669736862183, 0.516867995262146, 1.2164815664291382, -0.7753468155860901, 2.268917798995972]","[-23.125, -39.5, 14.1875]","[0.3618416488170624, 0.1009498462080955, 0.1325577497482299]","[-377.5625, -51.9375, -99.125]","[-0.8999999761581421, 3.4914000034332275, 0.8316999673843384]","[0.4824613630771637, 0.2688156068325043, -0.0259704999625682]","[2.429800033569336, 6.864299774169922, -6.568599700927734]",,,
"[-2.783374547958374, 8.507268905639648, -9.084529876708984]","[-0.6174970269203186, -0.0906340032815933, 0.6029999852180481, 0.49686199426651, 1.197555661201477, -0.7911298274993896, 2.341616153717041]","[-21.25, -40.125, 13.375]","[-0.0010297442786395, -0.9104684591293336, 0.5276130437850952]","[-375.5625, -52.25, -99.8125]","[-1.1801999807357788, 3.342599868774414, 3.075699806213379]","[-0.0585907027125358, -0.837566077709198, 0.6143733263015747]","[2.5139000415802, 6.973899841308594, -6.4197998046875]",,,
"[2.4587974548339844, 8.634821891784668, -4.339499950408936]","[-0.6358069777488708, -0.1059990003705024, 0.5952780246734619, 0.4797469973564148, 1.1814892292022705, -0.7837713360786438, 2.389504194259644]","[-20.9375, -40.4375, 12.3125]","[-0.290911465883255, -0.5666211247444153, 0.2960776388645172]","[-375.5, -52.5625, -101.125]","[-0.8905999660491943, 1.0497000217437744, -0.8407999873161316]","[-0.2927789688110351, -0.4961098432540893, 0.3221703171730041]","[2.6360998153686523, 6.922999858856201, -6.42579984664917]",,,
"[1.7208948135375977, 9.20931625366211, -6.696208477020264]","[-0.6474030017852783, -0.1160880029201507, 0.5898330211639404, 0.4684950113296509, 1.170363187789917, -0.7795776128768921, 2.420269250869751]","[-20.1875, -40.4375, 12.125]","[-0.1193107068538665, -0.2731265723705292, 0.1614604145288467]","[-374.375, -52.75, -101.25]","[-0.4925999939441681, 6.207699775695801, 0.1758999973535537]","[-0.2463357746601104, -0.3298323154449463, 0.171024814248085]","[2.7186999320983887, 6.893799781799316, -6.422800064086914]",,,"[45.0, 1.5, 18.31097221374512, 8.57699966430664, 1.062480330467224, 245.0087738037109, 686.6056518554688, 18.8974748, 49.6405405]"
"[2.511125087738037, 11.427285194396973, -8.464048385620117]","[-0.6462640166282654, -0.1259990036487579, 0.5844249725341797, 0.4742499887943268, 1.1492518186569214, -0.7997534871101379, 2.409705638885498]","[-20.375, -40.6875, 12.3125]","[0.2987654507160187, -0.2237337529659271, 0.016702800989151]","[-374.6875, -53.0, -101.0]","[-1.7174999713897705, 4.636699676513672, 1.0677000284194946]","[0.144530713558197, -0.1282118856906891, 0.0447502434253692]","[2.7962000370025635, 7.03309965133667, -6.235799789428711]",left,STOP,
"[-1.4673774242401123, 8.991998672485352, -2.749319314956665]","[-0.6149799823760986, -0.1355360001325607, 0.5750309824943542, 0.5222709774971008, 1.080513834953308, -0.8746947646141052, 2.280280113220215]","[-22.5625, -40.9375, 8.8125]","[1.328858733177185, 0.3450864851474762, -0.6396806240081787]","[-376.5, -53.3125, -104.25]","[-3.313999891281128, -0.2976000010967254, 0.2812999784946441]","[1.2326388359069824, 0.2180614322423935, -0.5258153676986694]","[2.960899829864502, 7.525099754333496, -5.547499656677246]",right,START,
"[1.3884550333023071, 3.330535650253296, -7.207418441772461]","[-0.5792120099067688, -0.1343189924955368, 0.597652018070221, 0.5378490090370178, 1.1433836221694946, -0.9247851371765136, 2.2654428482055664]","[-22.5, -40.9375, 7.0625]","[0.4962320029735565, 0.7278721332550049, 0.3335324227809906]","[-376.9375, -53.125, -106.3125]","[1.132200002670288, 3.2214999198913574, 0.0278999991714954]","[0.5831319689750671, 0.8451058864593506, 0.1322436034679412]","[2.4470999240875244, 7.830499649047852, -5.372499942779541]",,,
"[-0.243863821029663, 9.252900123596191, -7.37393045425415]","[-0.5753480195999146, -0.1492169946432113, 0.6058880090713501, 0.5287789702415466, 1.1815098524093628, -0.948367953300476, 2.3181073665618896]","[-20.625, -42.5, 7.5]","[0.1977981626987457, 0.0837059915065765, 0.3043505251407623]","[-375.0625, -54.5625, -106.1875]","[0.3895999789237976, 0.0541999973356723, -0.7217999696731567]","[0.1311789453029632, 0.0680154785513877, 0.2573488056659698]","[2.169800043106079, 7.967499732971191, -5.289499759674072]",,,
"[6.268240451812744, 11.225348472595217, -4.222193717956543]","[-0.584011971950531, -0.1712159961462021, 0.5932300090789795, 0.5269650220870972, 1.1367685794830322, -0.9705690741539, 2.323159456253052]","[-19.5625, -41.875, 5.875]","[0.1025555431842804, -0.7101046442985535, 0.282882958650589]","[-373.9375, -54.1875, -107.5]","[0.3673999905586242, -4.522900104522705, -1.4958999156951904]","[0.1354549974203109, -0.6766990423202515, 0.2884505689144134]","[2.3292999267578125, 8.092499732971191, -5.025399684906006]",,,
"[1.4295107126235962, 9.11958122253418, -2.8819291591644287]","[-0.5998740196228027, -0.186952993273735, 0.5868989825248718, 0.5106340050697327, 1.1314489841461182, -0.96786630153656, 2.375413417816162]","[-18.875, -42.625, 4.1875]","[-0.2669655680656433, -0.6000791192054749, 0.2842268645763397]","[-373.4375, -54.9375, -109.3125]","[2.1261000633239746, -0.1242999956011772, -0.9001999497413635]","[-0.2232974171638488, -0.7087607383728027, 0.2470862567424774]","[2.365299940109253, 8.077499389648438, -5.032700061798096]",,,
"[2.673863410949707, 8.050981521606445, -7.256662368774414]","[-0.6085479855537415, -0.1909819990396499, 0.5956689715385437, 0.4882330000400543, 1.1870777606964111, -0.9511672854423524, 2.4581668376922607]","[-16.75, -42.625, 5.6875]","[-0.2160717546939849, -0.0158999487757682, 0.3067765235900879]","[-371.3125, -55.0, -108.0625]","[1.5257999897003174, 3.6862998008728014, -1.3287999629974363]","[-0.2281668931245803, 0.0703367665410041, 0.2195624262094497]","[2.131999969482422, 7.983500003814697, -5.280799865722656]",,,
"[1.6236134767532349, 9.908336639404297, -5.6756272315979]","[-0.6178140044212341, -0.2060610055923462, 0.5904690027236938, 0.4766440093517303, 1.183027744293213, -0.9570598006248474, 2.497969627380371]","[-15.4375, -43.5, 5.6875]","[-0.0082379542291164, -0.3458195328712463, 0.1987406462430954]","[-369.875, -55.75, -107.8125]","[0.031599998474121, 1.3776999711990356, 1.7078999280929563]","[-0.1048768311738967, -0.4099254906177521, 0.2349038571119308]","[2.135499954223633, 8.016900062561035, -5.228499889373779]",,,
"[2.660120964050293, 6.680723190307617, -1.347236394882202]","[-0.6185849905014038, -0.2028370052576065, 0.5903130173683167, 0.4772199988365173, 1.1805521249771118, -0.9516293406486512, 2.49222993850708]","[-15.25, -43.5625, 4.75]","[-0.1575508713722229, 0.1096241325139999, -0.0131946895271539]","[-369.5, -56.0625, -108.875]","[-0.252700001001358, -2.376699924468994, 4.243499755859375]","[-0.043755404651165, 0.0982096791267395, -0.0597251653671264]","[2.164999961853028, 7.986099720001221, -5.263400077819824]",,,
"[0.9493201375007628, 2.069490432739258, -3.79391884803772]","[-0.6181470155715942, -0.1873999983072281, 0.6123719811439514, 0.455823004245758, 1.273255467414856, -0.91072416305542, 2.565521717071533]","[-14.8125, -43.5625, 7.625]","[-0.4906993210315704, 0.2501755058765411, 0.3305304646492004]","[-369.375, -55.875, -106.1875]","[-1.4881999492645264, 0.9124999642372132, 1.4535999298095703]","[-0.5723109245300293, 0.2972993850708008, 0.3487167954444885]","[1.7627999782562256, 7.746699810028076, -5.748899936676025]",,,"[45.0, 1.5, 18.016447067260746, 8.64900016784668, 4.3910064697265625, 196.444091796875, 686.2767764227465, 18.8973617, 49.640456]"
"[2.7159152030944824, 7.176782131195068, -3.65744948387146]","[-0.6100929975509644, -0.1798360049724578, 0.6322199702262878, 0.4424279928207397, 1.352364182472229, -0.8928413391113281, 2.6201043128967285]","[-13.5625, -43.4375, 10.0]","[-0.2190213650465011, 0.5786464810371399, 0.2974041104316711]","[-367.9375, -55.625, -103.625]","[-0.7247999906539917, -3.8329999446868896, 1.101199984550476]","[-0.2647489905357361, 0.5707575678825378, 0.3285058736801147]","[1.3327999114990234, 7.637899875640869, -6.004499912261963]",,,
"[0.0516764484345912, 4.257704734802246, -3.3272507190704346]","[-0.5959969758987427, -0.1850720047950744, 0.648527979850769, 0.4358280003070831, 1.424207329750061, -0.9041470885276794, 2.672658681869507]","[-12.3125, -44.625, 9.8125]","[0.1424363255500793, 0.4094367921352386, 0.2369808107614517]","[-366.875, -57.0625, -103.8125]","[0.7421000003814697, -2.254499912261963, -1.3265999555587769]","[0.2781007587909698, 0.3705857694149017, 0.1520356237888336]","[0.885699987411499, 7.706999778747559, -5.998899936676025]",,,
"[5.95334529876709, 15.924294471740724, -5.103825092315674]","[-0.5978249907493591, -0.1996479928493499, 0.6625409722328186, 0.4047029912471771, 1.503719449043274, -0.8866735696792603, 2.78716778755188]","[-9.0625, -44.5, 11.3125]","[-0.2759365439414978, 0.0812974348664283, 0.811263918876648]","[-363.5625, -56.8125, -102.5625]","[2.9285998344421387, 5.276199817657471, -0.4650999903678894]","[-0.1880766749382019, 0.0323758572340011, 0.5219232439994812]","[0.4153999984264374, 7.599899768829346, -6.183699607849121]",,,
"[0.0035721489693969, 10.210245132446287, -4.916435718536377]","[-0.6007490158081055, -0.2277999967336654, 0.6710060238838196, 0.3700779974460602, 1.577514886856079, -0.8793904781341553, 2.921929359436035]","[-5.375, -44.6875, 11.5]","[-0.0165631752461195, -0.2312037646770477, 0.9855524897575378]","[-360.0, -57.25, -102.1875]","[5.259099960327148, 0.9182999730110168, -4.220699787139893]","[0.3565707504749298, -1.1470478773117063, 0.9311506152153016]","[-0.0419999994337558, 7.554499626159668, -6.252699851989746]",,,
"[2.8886523246765137, 6.835206508636475, -2.0855700969696045]","[-0.6184830069541931, -0.2783539891242981, 0.6532909870147705, 0.336463987827301, 1.5845524072647097, -0.9009743332862854, 3.056925773620605]","[-2.4375, -45.9375, 10.875]","[0.3748269081115722, -1.0606017112731934, 0.8447393774986267]","[-356.875, -58.1875, -102.5]","[1.3192999362945557, -0.4307999908924103, 3.822499990463257]","[0.1927541643381118, -0.8837299942970276, 0.2123367488384246]","[-0.0837000012397766, 7.687699794769287, -6.087800025939941]",,,
"[2.4625611305236816, 10.067245483398438, -5.591207981109619]","[-0.6314110159873962, -0.3028039932250976, 0.6349430084228516, 0.3263050019741058, 1.5537272691726685, -0.9219107031822203, 3.0960052013397217]","[-1.0, -46.0625, 9.6875]","[0.1855285018682479, -0.6930702328681946, 0.1230457127094268]","[-355.25, -58.3125, -103.75]","[-0.0815000012516975, -4.322299957275391, 1.6592999696731567]","[-0.3995233178138733, -0.1990373432636261, 0.7012558579444885]","[0.1010999977588653, 7.813499927520752, -5.92519998550415]",,,
"[2.99933123588562, 7.627389907836914, -6.542261600494385]","[-0.6291890144348145, -0.3167069852352142, 0.6402440071105957, 0.306437999010086, 1.604192137718201, -0.9123229384422302, -3.109025239944458]","[0.5, -46.0, 8.875]","[-0.3577575981616974, -0.4351978600025177, 0.6393664479255676]","[-353.9375, -58.0625, -104.75]","[0.6416000127792358, 0.2457999885082245, -1.8674999475479128]","[0.7064568996429443, -0.0557807236909866, 0.4538728594779968]","[-0.2002999931573867, 7.75629997253418, -5.997399806976318]",,,
"[2.9869773387908936, 4.020468235015869, -6.029146194458008]","[-0.6194689869880676, -0.3570939898490906, 0.628296971321106, 0.3065679967403412, 1.6502506732940674, -0.9749053120613098, -3.018512964248657]","[2.5, -46.4375, 7.0625]","[0.5908463001251221, -0.1796118319034576, 0.6493497490882874]","[-352.0, -58.75, -106.0]","[6.546299934387207, -0.5652999877929688, -0.3091000020503998]","[0.3995233178138733, -0.7406479120254517, 0.9415876865386964]","[-0.4368000030517578, 8.116399765014648, -5.486499786376953]",,,
"[2.44480562210083, 2.738219738006592, -5.756944179534912]","[-0.6190450191497803, -0.4183779954910278, 0.6106770038604736, 0.2623269855976105, 1.747716784477234, -0.9943113327026368, -2.792964220046997]","[6.1875, -46.5625, 5.75]","[0.4371176958084106, -0.9192823767662048, 1.1435571908950806]","[-343.4375, -58.5, -108.6875]","[-0.0005999999702908, 11.832799911499023, 5.075599670410156]","[0.2227214723825454, -0.9727069139480592, 0.6447769999504089]","[-0.9406999945640564, 8.221699714660645, -5.261899948120117]",,,
"[-3.2547447681427, 1.1458170413970947, -3.549978494644165]","[-0.6310989856719971, -0.4657750129699707, 0.5775870084762573, 0.226185992360115, 1.763440489768982, -1.0144391059875488, -2.6429343223571777]","[11.25, -46.625, 4.6875]","[0.5135456919670105, -0.978606104850769, 0.5373345017433167]","[-340.625, -58.25, -109.375]","[2.7958998680114746, -2.443599939346313, 4.269000053405762]","[0.0991870611906051, -1.2340525388717651, 0.4900709986686706]","[-0.991499960422516, 8.32759952545166, -5.082999706268311]",,,"[45.0, 1.5, 18.61302375793457, 8.788999557495117, 5.771951675415039, 192.8881072998047, 685.8926365179941, 18.8973109, 49.6403852]"
"[0.6635003089904785, 19.67588424682617, -0.9274658560752868]","[-0.6460440158843994, -0.5107139945030212, 0.5365939736366272, 0.18402099609375, 1.761430740356445, -1.0301507711410522, -2.494420289993286]","[13.9375, -45.9375, 4.25]","[0.0830951258540153, -1.2321151494979858, 0.5049760937690735]","[-336.4375, -57.875, -110.1875]","[-0.2694000005722046, -5.230599880218506, 1.4646999835968018]","[0.1487718671560287, -1.01112163066864, 1.2942663431167605]","[-0.9563999772071838, 8.407999992370605, -4.955899715423584]",,,
"[3.0073182582855225, 5.13584041595459, -2.7611563205718994]","[-0.628840982913971, -0.5604519844055176, 0.5210850238800049, 0.1375519931316375, 1.900093674659729, -1.0126209259033203, -2.253011703491211]","[18.1875, -45.5625, 3.375]","[-0.3202504515647888, -0.6254910826683044, 1.2368276119232178]","[-331.1875, -55.3125, -109.5]","[8.348099708557129, -0.727899968624115, 1.5118999481201172]","[-0.1566607505083084, -0.5969898700714111, 1.199023723602295]","[-1.6796000003814695, 8.31820011138916, -4.914799690246582]",,,
"[-4.793699264526367, 5.505217552185059, -6.75951099395752]","[-0.5917329788208008, -0.6118389964103699, 0.5180140137672424, 0.084647998213768, 2.081385850906372, -0.947208046913147, -1.9886622428894043]","[23.375, -42.9375, 4.125]","[0.041137408465147, -0.4081452488899231, 1.109715223312378]","[-326.5, -53.375, -109.4375]","[-0.7807999849319458, 20.801898956298828, -0.0346000008285045]","[1.006723403930664, -0.5253092050552368, -0.7115358114242554]","[-2.798499822616577, 7.960899829864502, -4.996099948883057]",,,
"[2.611873149871826, -2.2442002296447754, -10.589180946350098]","[-0.5890960097312927, -0.6497600078582764, 0.4734959900379181, 0.081104002892971, 2.1450955867767334, -1.0016231536865234, -1.838322997093201]","[27.4375, -41.3125, 3.6875]","[1.186003565788269, -0.5851914286613464, -0.76166170835495]","[-326.6875, -53.9375, -111.0625]","[-1.5221999883651731, 40.36069869995117, 3.5839998722076416]","[0.5879839658737183, -0.605542004108429, 0.1992816925048828]","[-2.8710999488830566, 8.260600090026855, -4.43720006942749]",,,
"[-1.979296088218689, 12.79821491241455, -3.500868558883667]","[-0.6051629781723022, -0.6687610149383545, 0.4250980019569397, 0.0763280019164085, 2.12614369392395, -1.064017653465271, -1.7654074430465698]","[27.5, -41.6875, 2.25]","[1.0627833604812622, -0.9505586624145508, -0.0811229050159454]","[-325.5, -52.5625, -111.5]","[1.989699959754944, 4.272599697113037, 3.37749981880188]","[-0.0756774768233299, -0.9433330297470092, -0.0327598303556442]","[-2.509500026702881, 8.57409954071045, -4.044399738311768]",,,
"[7.85890007019043, 34.64695358276367, 7.264716625213623]","[-0.60869300365448, -0.6894369721412659, 0.3903310000896454, 0.0425419993698596, 2.1207799911499023, -1.0603405237197876, -1.6645348072052002]","[28.5625, -40.125, 2.125]","[-0.0711396187543869, -0.8563807010650635, 0.0767421275377273]","[-322.5, -50.8125, -110.5]","[0.99399995803833, -10.076499938964844, -2.5444998741149902]","[0.3533593714237213, 0.277018666267395, 2.662237882614136]","[-2.504199981689453, 8.556499481201172, -4.084700107574463]",,,
"[0.8074206113815308, -0.899616539478302, -2.646895170211792]","[-0.5906969904899597, -0.7110840082168579, 0.3809019923210144, 0.0186839997768402, 2.189493179321289, -1.0242100954055786, -1.5477429628372192]","[32.8125, -37.8125, 3.125]","[1.747441053390503, -0.4964763522148132, 0.0844041258096695]","[-321.75, -49.75, -110.5625]","[7.12399959564209, 0.2322999984025955, -2.388599872589112]","[1.620258927345276, -0.5178042650222778, -0.1342681795358657]","[-2.956199884414673, 8.377799987792969, -4.152299880981445]",,,
"[-0.1006905436515808, -7.366690635681152, -8.885208129882812]","[-0.5686650276184082, -0.7551029920578003, 0.3254550099372864, 0.0227450001984834, 2.3800313472747803, -1.0625643730163574, -1.2759785652160645]","[32.625, -37.4375, 2.5]","[1.0240195989608765, -0.1200088411569595, 0.4775395393371582]","[-321.75, -50.375, -110.8125]","[-2.204400062561035, 13.281999588012695, 5.2739996910095215]","[0.5170712471008301, -0.1157502382993698, -0.2871764600276947]","[-3.45389986038208, 8.567099571228027, -3.2929999828338623]",,,
"[3.8296308517456055, 8.445651054382324, -14.354934692382812]","[-0.5804449915885925, -0.753055989742279, 0.3094190061092376, 0.0157670006155967, 2.34139084815979, -1.0842914581298828, -1.2785770893096924]","[32.9375, -37.9375, 2.375]","[0.7572808861732483, 0.3683517277240753, -0.1326275765895843]","[-321.75, -51.25, -113.1875]","[10.323100090026855, 19.0054988861084, 0.4162999987602234]","[0.3942698836326599, 0.4560021758079529, -0.2538930475711822]","[-3.193699836730957, 8.66879940032959, -3.289599895477295]",,,
