TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[3.0359818935394287, 6.123477458953857, -5.233092784881592]","[-0.6954780220985413, -0.4362939894199371, 0.538470983505249, 0.189748004078865, 1.5033773183822632, -0.9462241530418396, -2.78169846534729]","[5.9375, -48.0, 12.3125]","[-0.2157401442527771, -0.7296698093414307, 0.8058534264564514]","[-346.9375, -59.75, -105.0]","[0.4472000002861023, -3.1793999671936035, -1.1431999206542969]","[-0.1086467429995536, -0.4591437578201294, 0.4901233613491058]","[0.3861999809741974, 7.955299854278564, -5.721299648284912]",,,"[45.0, 1.5, 30.51909446716309, 8.95199966430664, 2.605732679367065, 151.02041625976562, 635.5916894907132, 18.8942776, 49.6387988]"
"[5.854435920715332, 14.28398895263672, -3.751867294311523]","[-0.7006670236587524, -0.4548659920692444, 0.5272970199584961, 0.1553020030260086, 1.520457744598389, -0.9292975664138794, -2.688269853591919]","[8.4375, -46.875, 14.1875]","[-0.30281463265419, -1.0808300971984863, 0.8725075721740723]","[-344.125, -58.75, -103.0]","[3.4998998641967773, 2.175099849700928, 0.7612999677658081]","[-0.3263416588306427, -1.034055233001709, 0.9215163588523864]","[0.295199990272522, 7.857100009918213, -5.860799789428711]",,,
"[1.8316600322723389, 9.4225435256958, -5.109312534332275]","[-0.7066540122032166, -0.4784579873085022, 0.5102949738502502, 0.1063750013709068, 1.5363353490829468, -0.902330994606018, -2.564839124679565]","[8.5, -46.5, 14.1875]","[0.3839200735092163, -0.9954485297203064, -0.0951029881834983]","[-343.625, -58.375, -102.5625]","[2.6638998985290527, 3.8169000148773193, -0.6725999712944031]","[0.2843490540981293, -1.0333046913146973, 0.0106116021052002]","[0.2092999964952469, 7.695999622344971, -6.074299812316895]",,,
"[1.4141879081726074, 3.355310678482056, -3.707401990890503]","[-0.7289739847183228, -0.4885219931602478, 0.4704219996929168, 0.0929739996790885, 1.436983346939087, -0.9268181324005128, -2.571415424346924]","[6.125, -47.25, 14.4375]","[-0.0394444391131401, -0.1378984600305557, -0.383518636226654]","[-346.125, -59.125, -102.625]","[0.0480000004172325, -2.8018999099731445, 2.216399908065796]","[0.0089884456247091, -0.172805055975914, -0.4701916873455047]","[0.7853999733924866, 7.842499732971191, -5.835000038146973]",,,
"[-0.5356786847114563, 6.873417854309082, -4.211122989654541]","[-0.746399998664856, -0.4756320118904114, 0.4545130133628845, 0.1003839969635009, 1.3442506790161133, -0.929423451423645, -2.649815559387207]","[5.5, -47.125, 13.75]","[-0.1996656656265258, 0.06736970692873, 0.3602359592914581]","[-346.9375, -58.9375, -103.4375]","[-1.2883999347686768, -5.406099796295166, 1.4611999988555908]","[-0.0185528490692377, 0.1680926531553268, 0.1619141995906829]","[1.3177999258041382, 7.857800006866455, -5.717299938201904]",,,
"[2.8435168266296387, 3.9676902294158936, -7.724470138549805]","[-0.7280640006065369, -0.5176889896392822, 0.4456689953804016, 0.0574299991130828, 1.4580354690551758, -0.9356939792633056, -2.4511961936950684]","[8.1875, -46.625, 15.3125]","[0.1407433450222015, -0.0200363788753747, 0.9030682444572448]","[-344.6875, -58.4375, -101.625]","[-2.733599901199341, -3.344099998474121, 2.436800003051758]","[-0.1301492005586624, 0.1968731433153152, 0.7978074550628662]","[0.6545999646186829, 7.894399642944336, -5.780900001525879]",,,
"[-1.3602513074874878, 4.907251358032227, -4.113219261169434]","[-0.7149490118026733, -0.5614309906959534, 0.4152419865131378, 0.0348660014569759, 1.5262199640274048, -0.9822430610656738, -2.2934248447418213]","[12.0625, -46.125, 14.3125]","[0.2576804161071777, -0.544944167137146, 0.9521818161010742]","[-340.75, -57.8125, -102.5625]","[6.043399810791016, 4.317399978637695, 3.575500011444092]","[0.3528008460998535, -0.4248305857181549, 0.8564854264259338]","[0.2424999922513961, 8.156599998474121, -5.438799858093262]",,,
"[6.037832260131836, 8.959733963012695, 3.153441429138184]","[0.6935719847679138, 0.5891140103340149, -0.4130760133266449, 0.035640999674797, 1.6282531023025513, -0.9071332812309264, -2.085691213607788]","[15.875, -44.0, 17.0625]","[-2.193337917327881, -0.913313329219818, 0.6387381553649902]","[-336.375, -56.1875, -101.0]","[2.2690000534057617, -6.224599838256836, -3.236199855804444]","[-2.136946201324463, -1.5385949611663818, 0.825366199016571]","[-0.3468999862670898, 7.724999904632568, -6.030900001525879]",,,
"[-0.5727792382240295, 23.71297836303711, 5.674037456512451]","[0.6808620095252991, 0.6466169953346252, -0.3408780097961426, 0.045983001589775, 1.7011010646820068, -1.01440167427063, -1.877681255340576]","[19.125, -43.6875, 14.875]","[0.9265429377555848, -0.9541540741920472, 1.02155864238739]","[-333.625, -55.5625, -101.8125]","[3.6638998985290527, -5.032399654388428, -3.013999938964844]","[1.3566793203353882, -1.204207420349121, 1.0676004886627195]","[-0.6728999614715576, 8.327400207519531, -5.135200023651123]",,,
"[1.0395528078079224, 6.324206829071045, -5.318383693695068]","[0.65727698802948, 0.6838359832763672, -0.3099649846553802, 0.0653840005397796, 1.821822166442871, -1.032153844833374, -1.6805412769317627]","[23.1875, -42.4375, 15.0625]","[0.7207337021827698, -0.7180982828140259, 1.0314197540283203]","[-329.375, -54.4375, -102.125]","[-1.5746999979019165, -2.004499912261963, 1.577799916267395]","[0.6276029348373413, -0.8843059539794922, 1.047023057937622]","[-1.2494999170303345, 8.418000221252441, -4.872799873352051]",,,
"[-0.1554986089468002, 20.30645179748535, -3.98197865486145]","[0.6451650261878967, 0.6996030211448669, -0.2957929968833923, 0.0826010033488273, 1.87090528011322, -1.023343563079834, -1.5851342678070068]","[26.0, -41.1875, 14.3125]","[-0.1740616858005523, -0.3776194453239441, 0.3974114656448364]","[-326.75, -52.8125, -102.6875]","[2.558300018310547, -2.7149999141693115, -2.851300001144409]","[-0.0069464105181396, -0.4945564866065979, 0.7756592035293579]","[-1.508999943733215, 8.37339973449707, -4.876299858093262]",,,"[45.0, 1.5, 31.9752254486084, 11.168999671936035, 3.830954551696777, 211.7774810791016, 634.973531617783, 18.8942669, 49.6387673]"
"[1.9941401481628416, 11.96152687072754, -5.17222261428833]","[0.6504849791526794, 0.7038919925689697, -0.2763260006904602, 0.0710470005869865, 1.873766303062439, -1.0684974193572998, -1.568664312362671]","[26.0, -41.25, 14.125]","[0.7087956666946411, -0.3270747065544128, -0.0679980292916297]","[-326.125, -53.0, -102.5625]","[6.302099704742432, -1.8973000049591064, -2.5348000526428223]","[0.7185171246528625, -0.4130147099494934, 0.0899019092321395]","[-1.4085999727249146, 8.59529972076416, -4.506199836730957]",,,
"[2.791438102722168, 9.636249542236328, -3.35821270942688]","[0.653482973575592, 0.7054870128631592, -0.2602559924125671, 0.0866739973425865, 1.8466238975524905, -1.0694423913955688, -1.5490437746047974]","[25.4375, -41.375, 13.8125]","[0.0201934594660997, -0.6020687818527222, 0.1134114935994148]","[-326.8125, -53.1875, -103.3125]","[1.4306999444961548, -1.0878000259399414, 0.9750999808311462]","[0.0242949835956096, -0.6465048789978027, 0.0885405540466308]","[-1.2835999727249146, 8.599699974060059, -4.534999847412109]",,,
"[0.5149449110031128, 8.987181663513184, -5.039459705352783]","[0.642382025718689, 0.7178429961204529, -0.2430630028247833, 0.1138599961996078, 1.873845458030701, -1.0489665269851685, -1.4571399688720703]","[26.0625, -39.6875, 16.125]","[-0.2006954103708267, -0.5282937288284302, 0.5729566812515259]","[-326.4375, -51.5625, -101.125]","[1.958899974822998, 0.7264999747276306, -1.3654999732971191]","[-0.2169967889785766, -0.496423989534378, 0.4788310825824737]","[-1.458799958229065, 8.501399993896484, -4.66540002822876]",,,
"[1.5696290731430054, 7.540701389312744, -5.520224571228027]","[0.6364719867706299, 0.730446994304657, -0.2089020013809204, 0.1330740004777908, 1.8943898677825928, -1.0638253688812256, -1.3580291271209717]","[26.3125, -39.4375, 16.6875]","[0.5466720461845398, -0.6618462800979614, 0.5444380044937134]","[-326.1875, -50.9375, -100.1875]","[2.416199922561645, -1.1984999179840088, -1.5951999425888062]","[0.5089030861854553, -0.8265355825424194, 0.3327470123767853]","[-1.5139999389648438, 8.573100090026855, -4.514199733734131]",,,
"[0.6885149478912354, 5.807404518127441, -6.524381160736084]","[0.63127201795578, 0.7447609901428223, -0.1620489954948425, 0.1434099972248077, 1.9400701522827148, -1.1057809591293335, -1.2286098003387451]","[27.8125, -39.125, 16.375]","[0.6781302094459534, -0.4522322714328766, 0.7496014833450317]","[-324.75, -50.8125, -100.4375]","[2.54830002784729, -5.725199699401856, -0.2822999954223633]","[0.7755719423294067, -0.4105538129806518, 0.3779161274433136]","[-1.5871999263763428, 8.765299797058105, -4.101200103759766]",,,
"[1.0325521230697632, 7.740242958068848, -5.305656433105469]","[0.6207500100135803, 0.7539759874343872, -0.1362130045890808, 0.1662349998950958, 1.9638770818710327, -1.0990465879440308, -1.134039044380188]","[27.5625, -38.0, 16.875]","[-0.0460417866706848, -0.5374217629432678, 0.8095011711120605]","[-325.0, -50.0, -100.0625]","[1.2067999839782717, -3.047600030899048, -1.1200000047683716]","[0.2410648763179779, -0.2107135951519012, 0.5071403384208679]","[-1.706999897956848, 8.735499382019043, -4.116600036621094]",,,
"[1.7142388820648191, 15.268206596374512, -4.561758995056152]","[0.6260910034179688, 0.7497299909591675, -0.1322129964828491, 0.1686210036277771, 1.93427848815918, -1.106664776802063, -1.1543941497802734]","[27.375, -38.5, 18.4375]","[0.2451664060354232, -0.2263343036174774, 0.0041713370010256]","[-324.9375, -50.3125, -98.375]","[4.659599781036377, -0.8159999847412109, -1.9965999126434328]","[0.3299719393253326, -0.0306828878819942, 0.0437903106212616]","[-1.5606999397277832, 8.76919937133789, -4.102999687194824]",,,
"[2.524589776992798, 11.236764907836914, -3.80944299697876]","[0.636201024055481, 0.7468969821929932, -0.1099549978971481, 0.1590629965066909, 1.9256657361984253, -1.156435251235962, -1.1449358463287354]","[26.875, -39.125, 17.0625]","[0.5303531885147095, -0.2769663035869598, -0.1192234382033348]","[-325.25, -50.625, -99.5]","[4.657099723815918, 2.791199922561645, 0.397299975156784]","[0.5413312911987305, -0.333375334739685, -0.1425410360097885]","[-1.3717999458312988, 8.976699829101562, -3.7020998001098633]",,,
"[0.0912669673562049, 7.2268500328063965, -6.264304161071777]","[0.6435310244560242, 0.7422400116920471, -0.0894419997930526, 0.1641529947519302, 1.8881268501281736, -1.183529257774353, -1.1457366943359375]","[25.875, -39.5625, 16.3125]","[0.2765823304653168, -0.3953519761562347, -0.1265538185834884]","[-326.375, -51.5, -100.75]","[1.1948000192642212, 1.775499939918518, -0.7373999953269958]","[0.2213775664567947, -0.4329812824726105, -0.0265115518122911]","[-1.1555999517440796, 9.080399513244627, -3.5185999870300293]",,,
"[0.1455004215240478, 12.370304107666016, -4.961523532867432]","[0.6577699780464172, 0.7244859933853149, -0.0957619994878768, 0.182447001338005, 1.743522882461548, -1.1633790731430054, -1.2728012800216677]","[23.625, -40.1875, 18.4375]","[-0.3999247550964355, -0.2738770544528961, -0.5539500713348389]","[-328.25, -51.8125, -98.875]","[3.1880998611450195, 1.8813999891281128, -2.0167999267578125]","[-0.4508011043071747, -0.3718423843383789, -0.3941651582717895]","[-0.6678000092506409, 9.003899574279785, -3.827899932861328]",,,"[45.0, 1.5, 33.9552001953125, 12.13700008392334, 4.765933036804199, 239.38726806640625, 634.2969080302864, 18.8942142, 49.6387351]"
"[2.5886683464050293, 10.13839054107666, -4.844590187072754]","[0.67985600233078, 0.7011060118675232, -0.1118820011615753, 0.1836470067501068, 1.590651273727417, -1.1486427783966064, -1.447088360786438]","[21.3125, -40.75, 18.9375]","[-0.213523581624031, 0.097703531384468, -0.6778334975242615]","[-331.4375, -52.875, -97.0]","[1.2074999809265137, -0.355100005865097, -1.0920000076293943]","[-0.2316051870584488, 0.0984540209174156, -0.6611656546592712]","[-0.0797000005841255, 8.945699691772461, -4.017199993133545]",right,STOP,
"[1.2360976934432983, 7.294012069702148, -3.081998348236084]","[0.6995810270309448, 0.6789690256118774, -0.1344619989395141, 0.177497997879982, 1.4736071825027466, -1.1249690055847168, -1.605560541152954]","[18.875, -42.125, 18.125]","[-0.1488591283559799, 0.3262194991111755, -0.6666983366012573]","[-333.6875, -53.9375, -97.875]","[0.2368999868631363, -2.1108999252319336, -0.1747999936342239]","[-0.0857305750250816, 0.249442458152771, -0.6776589751243591]","[0.4102999866008758, 8.848099708557129, -4.208600044250488]",left,START,
"[1.7685201168060305, 10.254605293273926, -4.652757167816162]","[0.7099040150642395, 0.6580049991607666, -0.1708160042762756, 0.1840820014476776, 1.4158886671066284, -1.0579519271850586, -1.7063030004501345]","[17.9375, -42.25, 20.375]","[-0.6613227128982544, 0.2732836604118347, -0.5476843118667603]","[-334.625, -54.1875, -95.8125]","[1.267899990081787, 1.084999918937683, 0.0271999984979629]","[-0.7089003920555115, 0.2997428476810455, -0.5180835127830505]","[0.7422999739646912, 8.545000076293945, -4.753999710083008]",,,
"[2.0965065956115723, 9.263903617858888, -4.043710708618164]","[0.7244240045547485, 0.6408900022506714, -0.1828919947147369, 0.1761189997196197, 1.3471417427062988, -1.043420433998108, -1.804362773895264]","[15.3125, -43.0625, 20.1875]","[-0.0375943928956985, 0.0450294949114322, -0.4930031597614288]","[-337.25, -54.875, -95.75]","[0.4842000007629394, -0.4817999899387359, 1.3407999277114868]","[-0.0238411966711282, 0.0937241837382316, -0.4952022731304168]","[1.094599962234497, 8.474200248718262, -4.812399864196777]",,,
"[1.197656273841858, 9.7296142578125, -2.5831425189971924]","[0.734145998954773, 0.626196026802063, -0.1903540045022964, 0.180756002664566, 1.2947776317596436, -1.0171698331832886, -1.8609230518341064]","[14.0625, -43.0625, 20.75]","[-0.2783625721931457, -0.0430398173630237, -0.2875953614711761]","[-338.375, -55.0625, -95.25]","[-2.768199920654297, -0.7906000018119812, 0.930299997329712]","[-0.2036624699831009, -0.0754156783223152, -0.2546784579753876]","[1.4050999879837036, 8.341699600219727, -4.960899829864502]",,,
"[0.5295782685279846, 9.878705978393556, -5.186003684997559]","[0.7459350228309631, 0.6084079742431641, -0.2044100016355514, 0.1778649985790252, 1.2450488805770874, -0.988043487071991, -1.9357342720031736]","[12.8125, -43.0, 21.75]","[-0.2477320283651352, 0.0297578629106283, -0.4375365972518921]","[-339.5625, -55.0, -94.4375]","[-0.4226999878883362, 0.5496000051498413, 0.366599977016449]","[-0.252392053604126, 0.046774823218584, -0.4191408157348633]","[1.7269999980926514, 8.187999725341797, -5.11299991607666]",,,
"[1.8466956615448, 10.824625968933104, -4.580912113189697]","[0.7569699883460999, 0.5950959920883179, -0.2208209931850433, 0.1552239954471588, 1.2127830982208252, -0.9833994507789612, -2.025763273239136]","[11.25, -43.25, 21.25]","[0.2157925069332122, 0.3171961307525635, -0.4650080800056457]","[-341.125, -55.3125, -94.6875]","[0.3215999901294708, 4.762199878692627, 2.83459997177124]","[0.1664694994688034, 0.2985909283161163, -0.4475547671318054]","[1.9043999910354608, 8.1628999710083, -5.090199947357178]",,,
"[2.2702107429504395, 8.574747085571289, -4.857183933258057]","[0.7623249888420105, 0.5847200155258179, -0.2419240027666092, 0.1357689946889877, 1.2098807096481323, -0.9716225266456604, -2.0889899730682373]","[11.0, -43.0625, 20.5625]","[0.0727802291512489, 0.5133013129234314, -0.4466821253299713]","[-341.875, -55.1875, -95.375]","[-0.5701999664306641, 1.198300004005432, 1.9183999300003047]","[-0.0094073247164487, 0.4975759088993072, -0.4518133699893951]","[1.952899932861328, 8.098299980163574, -5.174200057983398]",,,
"[2.1826212406158447, 8.558648109436035, -3.105020999908448]","[0.7659029960632324, 0.5778300166130066, -0.2580460011959076, 0.1136519983410835, 1.2094191312789917, -0.9728057980537416, -2.1462647914886475]","[10.5625, -44.0625, 19.9375]","[0.1740965992212295, 0.3844262063503265, -0.2601587772369385]","[-342.25, -56.0, -95.8125]","[-0.4025000035762787, -0.2692999839782715, 0.0157999992370605]","[0.1620712727308273, 0.4929682314395904, -0.2374171316623687]","[1.95199990272522, 8.1048002243042, -5.164299964904785]",,,
"[0.41376593708992, 7.321057319641113, -5.233140468597412]","[0.7692369818687439, 0.5728870034217834, -0.2597129940986633, 0.1123519986867904, 1.194568157196045, -0.9666954874992372, -2.165738344192505]","[9.9375, -43.75, 20.0]","[-0.0925373584032058, 0.0763406977057457, -0.1306902468204498]","[-342.9375, -56.0625, -96.1875]","[0.6697999835014343, 3.569399833679199, 3.229199886322021]","[-0.1332558840513229, 0.0469493567943573, -0.1084024012088775]","[2.046599864959717, 8.071000099182129, -5.180699825286865]",,,"[45.0, 1.5, 34.471397399902344, 16.052000045776367, 4.210314750671387, 262.1042175292969, 633.816933888942, 18.8941431, 49.6387181]"
"[2.3555593490600586, 6.62738037109375, -4.727772235870361]","[0.7642719745635986, 0.57396399974823, -0.2657780051231384, 0.1257559955120086, 1.2226154804229736, -0.9449758529663086, -2.1274783611297607]","[9.75, -44.25, 20.5]","[-0.2631781995296478, 0.0841946825385093, 0.084072507917881]","[-343.3125, -56.3125, -95.375]","[-8.795100212097168, -7.742099761962891, -2.0630998611450195]","[-0.4384790658950805, 0.0488168597221374, 0.0261799395084381]","[1.9598000049591064, 7.948099613189697, -5.399600028991699]",,,
"[-0.391892522573471, 16.727540969848633, 3.4263994693756104]","[0.7699099779129028, 0.5655850172042847, -0.2722319960594177, 0.1150690019130706, 1.2024847269058228, -0.9411709308624268, -2.1733901500701904]","[9.125, -44.625, 19.9375]","[-0.3039141893386841, 0.1036376506090164, -0.1232027933001518]","[-343.875, -57.0625, -96.25]","[0.0096999993547797, -1.747999906539917, -0.7319999933242798]","[0.2780832946300506, -0.1005658730864524, 0.0808436498045921]","[2.0789999961853027, 7.926199913024902, -5.387199878692627]",,,
"[1.7366101741790771, 7.981799125671387, -3.958841323852539]","[0.7699909806251526, 0.5586159825325012, -0.2837939858436584, 0.1204999983310699, 1.2113443613052368, -0.9138554930686952, -2.174825668334961]","[8.9375, -43.75, 20.75]","[-0.2704387605190277, 0.0865857824683189, -0.1277755498886108]","[-343.8125, -55.875, -95.4375]","[-0.9297999739646912, 3.0314998626708984, 2.291399955749512]","[-0.3424510657787323, 0.0836536288261413, -0.0990997925400734]","[2.106600046157837, 7.765499591827393, -5.606100082397461]",,,
"[2.790384531021118, 8.8046293258667, -2.7401158809661865]","[0.7750710248947144, 0.5477809906005859, -0.2958349883556366, 0.108084000647068, 1.199232578277588, -0.9030000567436218, -2.2243335247039795]","[8.0, -44.25, 20.9375]","[-0.0530580095946788, 0.2415710240602493, -0.3492578268051147]","[-344.8125, -56.375, -94.875]","[-0.9789999723434448, 4.871999740600586, 0.7353999614715576]","[-0.0567231997847557, 0.3282440602779388, -0.393292486667633]","[2.2047998905181885, 7.699999809265137, -5.658400058746338]",,,
"[0.2346221953630447, 7.060098648071289, -4.127804756164551]","[0.7795590162277222, 0.5354849696159363, -0.3069329857826233, 0.1064620018005371, 1.1887327432632446, -0.8781062364578247, -2.2554149627685547]","[7.25, -44.3125, 21.4375]","[-0.0930784121155738, 0.2608219981193542, -0.2701769769191742]","[-345.6875, -56.1875, -94.8125]","[-2.393699884414673, 2.240499973297119, -0.445499986410141]","[-0.1508662551641464, 0.1788089871406555, -0.2729694843292236]","[2.33489990234375, 7.546499729156494, -5.810999870300293]",,,
"[1.8855869770050049, 11.393507957458496, -2.715848445892334]","[0.7866789698600769, 0.5208960175514221, -0.3243280053138733, 0.0679230019450187, 1.168906807899475, -0.8875022530555725, -2.359952688217163]","[5.125, -45.375, 19.6875]","[0.4024729132652282, 0.661898672580719, -0.697049617767334]","[-347.3125, -57.1875, -96.125]","[-1.0978999137878418, 1.917199969291687, 1.8145999908447263]","[0.3374245166778564, 0.6145129799842834, -0.5835508108139038]","[2.421799898147583, 7.605000019073486, -5.698100090026856]",,,
"[1.4474481344223022, 6.540039539337158, -5.126550674438477]","[0.7935159802436829, 0.5021589994430542, -0.342162013053894, 0.0330489985644817, 1.144733190536499, -0.8856495022773743, -2.4652459621429443]","[3.5625, -46.375, 17.3125]","[0.2765997648239136, 0.551227331161499, -0.5965884327888489]","[-349.0625, -58.375, -98.625]","[-5.526199817657471, -1.5917999744415283, -3.037899971008301]","[0.3183131515979767, 0.6406580209732056, -0.6617764830589294]","[2.5645999908447266, 7.593499660491943, -5.650700092315674]",,,
"[0.3135542273521423, 10.941951751708984, -3.683306932449341]","[0.7974179983139038, 0.4795500040054321, -0.3662610054016113, 0.0028470000252127, 1.1371076107025146, -0.8675055503845215, -2.559004783630371]","[2.75, -47.25, 17.75]","[0.1202706396579742, 0.7806333899497986, -0.6983935236930847]","[-350.0, -59.1875, -97.875]","[0.6003999710083008, 1.4442999362945557, 2.2051000595092773]","[0.1398706883192062, 0.6116681098937988, -0.7776663303375244]","[2.665099859237671, 7.479699611663818, -5.755099773406982]",,,
"[-1.548110008239746, 8.892390251159668, -1.5918376445770264]","[-0.7981719970703125, -0.4504750072956085, 0.3980909883975982, 0.0389339998364448, 1.138281226158142, -0.84823077917099, -2.676656007766724]","[1.375, -46.25, 17.25]","[0.02387610450387, 1.1332597732543943, -0.8588765263557434]","[-351.25, -58.4375, -99.0]","[-1.3452999591827393, -0.0500999987125396, -0.0841999948024749]","[0.1937489956617355, 1.038889765739441, -0.8643219470977783]","[2.718299865722656, 7.355999946594238, -5.888000011444092]",,,
"[-2.2137458324432373, 9.761773109436035, -4.2601752281188965]","[-0.7956839799880981, -0.4245589971542358, 0.4258089959621429, 0.0729509964585304, 1.1481868028640747, -0.8297401070594788, -2.7694361209869385]","[-0.1875, -46.625, 16.5]","[-0.0093549648299813, 0.986617147922516, -0.7168067097663879]","[-352.75, -58.5625, -99.5]","[-2.822999954223633, -0.0759999975562095, -2.1213998794555664]","[-0.046495571732521, 0.8850739002227783, -0.7421140074729919]","[2.715100049972534, 7.234899997711182, -6.037699699401856]",,,"[45.0, 1.5, 34.042930603027344, 16.496000289916992, 4.571817398071289, 278.1510009765625, 632.7697671344504, 18.8940788, 49.6387218]"
