TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[2.522818088531494, 9.479660034179688, -4.461480140686035]","[-0.6970589756965637, -0.4268949925899505, 0.5256829857826233, 0.2356359958648681, 1.4162383079528809, -1.0026161670684814, -2.916084051132202]","[4.9375, -46.375, 7.3125]","[0.048851765692234, -0.2568077445030212, 0.2245540618896484]","[-347.25, -58.3125, -109.0625]","[2.600299835205078, 0.7953999638557434, 2.928999900817871]","[-0.0479616485536098, -0.1605702936649322, 0.2006954103708267]","[0.8122999668121338, 8.265799522399902, -5.2139997482299805]",right,START,
"[1.4433205127716064, 8.080583572387695, -3.7408061027526855]","[-0.6998590230941772, -0.4354549944400787, 0.5198379755020142, 0.224371001124382, 1.4210577011108398, -1.0024410486221311, -2.8810062408447266]","[6.0, -46.1875, 5.75]","[0.4789183437824249, -0.5158495306968689, 0.1449496001005172]","[-346.3125, -58.0, -110.125]","[1.1346999406814575, 0.7276999950408936, 1.041599988937378]","[0.4794768393039703, -0.7268598079681396, 0.116378553211689]","[0.7872999906539917, 8.264900207519531, -5.219299793243408]",,,
"[1.7120074033737185, 9.223174095153809, -4.149917602539063]","[-0.7029079794883728, -0.4582450091838836, 0.4988090097904205, 0.217072993516922, 1.408191204071045, -1.0367687940597534, -2.8383655548095703]","[6.0, -46.4375, 5.875]","[-0.262514978647232, -0.6828949451446533, 0.3319790661334991]","[-346.125, -58.375, -110.5]","[0.6236000061035156, -2.6061999797821045, 0.6304000020027161]","[-0.3022910356521606, -0.5157796740531921, 0.3914773464202881]","[0.8079999685287476, 8.441200256347656, -4.925699710845947]",,,"[45.0, 1.5, 13.4050874710083, 7.293000221252441, 4.258735179901123, 214.767318725586, 641.8629818893969, 18.8949453, 49.6392112]"
"[0.5405532717704773, 9.370953559875488, -6.133216857910156]","[-0.7147589921951294, -0.4697119891643524, 0.481810986995697, 0.190647006034851, 1.3875406980514526, -1.0258853435516355, -2.786751270294189]","[7.4375, -45.5, 8.0625]","[-0.3062180280685425, -0.7031757235527039, 0.460103690624237]","[-344.625, -57.625, -108.25]","[0.976099967956543, 1.3614000082015991, 1.2518999576568604]","[-0.4251098334789276, -0.7958701252937317, 0.4853236973285675]","[0.9261999726295472, 8.38640022277832, -4.997999668121338]",,,
"[1.2867780923843384, 8.59676456451416, -3.945347309112549]","[-0.7265309691429138, -0.4852949976921081, 0.4620220065116882, 0.1522350013256073, 1.3783067464828491, -1.008129596710205, -2.7015628814697266]","[9.0625, -45.375, 9.375]","[-0.1558055430650711, -0.7780503034591675, 0.5302833914756775]","[-343.125, -57.375, -107.0]","[3.118000030517578, 1.884400010108948, 3.44789981842041]","[-0.2347293347120285, -0.64849454164505, 0.6952518820762634]","[1.0006999969482422, 8.2947998046875, -5.134599685668945]",,,
"[0.0675835236907005, 7.988838195800781, -5.625425815582275]","[-0.7288910150527954, -0.5058730244636536, 0.4455659985542297, 0.119497001171112, 1.4000933170318604, -1.0045865774154663, -2.599853277206421]","[12.375, -44.5, 10.625]","[-0.5919284224510193, -0.3734132051467895, 1.1361744403839111]","[-340.0, -56.8125, -106.0]","[1.9993000030517576, -2.5588998794555664, 0.9181999564170836]","[-0.5254313945770264, -0.1783552020788192, 1.119209885597229]","[0.8935999870300293, 8.276199340820312, -5.1840996742248535]",,,
"[0.0153420446440577, 11.822078704833984, -3.504488706588745]","[-0.7167209982872009, -0.5310279726982117, 0.4451319873332977, 0.0785930007696151, 1.4992748498916626, -0.9812020063400269, -2.437121629714966]","[14.25, -42.875, 14.25]","[-0.9352695941925048, -0.2316051870584488, 0.8891580104827881]","[-337.875, -54.9375, -102.25]","[1.5618000030517578, -1.4922000169754028, 3.418599843978882]","[-0.8039510250091553, -0.2066818922758102, 0.9301557540893556]","[0.3895999789237976, 8.150899887084961, -5.438699722290039]",,,
"[3.870859146118164, 7.013382911682129, -4.197734832763672]","[-0.7133790254592896, -0.5336930155754089, 0.4534600079059601, 0.0251919999718666, 1.5400176048278809, -0.9015636444091796, -2.33453369140625]","[14.375, -42.4375, 15.5625]","[0.2561096251010895, -0.0022340214345604, -0.0327598303556442]","[-337.5, -54.375, -100.4375]","[4.284599781036377, -0.6108999848365784, 0.4126999974250793]","[0.2486570626497268, -0.0891339629888534, 0.1113694608211517]","[0.1871999949216842, 7.691299915313721, -6.080899715423584]",,,
"[2.011866807937622, 6.791689395904541, -5.996689796447754]","[-0.7120659947395325, -0.5361130237579346, 0.4526030123233795, 0.0263490006327629, 1.5457061529159546, -0.9064937829971312, -2.32867169380188]","[14.9375, -42.1875, 16.375]","[-0.1479341089725494, 0.185947373509407, 0.2605078518390655]","[-337.3125, -54.3125, -100.125]","[2.044999837875366, 1.88919997215271, 4.180699825286865]","[-0.2664943337440491, 0.3660129904747009, 0.1731017529964447]","[0.1516000032424926, 7.721199989318848, -6.043900012969971]",,,
"[0.8900588154792786, 6.356691837310791, -5.176072597503662]","[-0.7052279710769653, -0.534591019153595, 0.4652169942855835, 0.0209129992872476, 1.5777838230133057, -0.8843058943748474, -2.311154842376709]","[15.9375, -41.4375, 17.625]","[-0.1138303726911544, -0.0335452295839786, 0.4345346093177795]","[-336.125, -53.5625, -98.8125]","[0.9357999563217164, -1.6129000186920166, 3.852099895477295]","[-0.3153460919857025, 0.0536339692771434, 0.371475875377655]","[-0.0433999970555305, 7.58519983291626, -6.215499877929688]",,,
