TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-3.874958038330078, 6.9571380615234375, 1.7664706707000732]","[0.044403001666069, -0.3819299936294555, 0.36421599984169, 0.848235011100769, -0.993623673915863, -0.623603105545044, -0.4506054222583771]","[-35.9375, -7.625, -30.0]","[0.0998677387833595, -0.1471312493085861, -0.8441110253334045]","[-81.4375, -28.6875, -4.5625]","[-2.290699958801269, 0.8739999532699585, -4.360499858856201]","[-0.376624584197998, -0.7107155323028564, -0.9538922309875488]","[4.343800067901611, 5.7266998291015625, 6.671199798583984]",right,START,
"[-1.9449057579040527, 10.07892894744873, 12.148820877075195]","[0.01312099955976, -0.3974559903144836, 0.3267619907855987, 0.8573690056800842, -0.9723946452140808, -0.5822219252586365, -0.3447072505950928]","[-34.6875, -5.0, -31.875]","[0.0482059940695762, 0.0990299805998802, -0.0889594331383705]","[-80.1875, -26.0625, -6.4375]","[-11.429699897766112, 6.503799915313721, -4.7993998527526855]","[0.9344318509101868, -0.1829628646373748, 0.0373325943946838]","[4.614099979400635, 5.392499923706055, 6.767600059509277]",,,
"[2.7266318798065186, 9.004477500915527, 6.743489265441895]","[0.0113049997016787, -0.4134719967842102, 0.3085409998893738, 0.8565710186958313, -0.9917392134666444, -0.5459449887275696, -0.3270011842250824]","[-33.625, -3.75, -32.75]","[0.0779114961624145, -1.04957115650177, -0.4816410541534424]","[-79.125, -24.8125, -7.3125]","[-1.4144999980926514, 2.4674999713897705, 0.673799991607666]","[-0.0708952769637107, -0.8524537086486816, -0.7092145681381226]","[4.586400032043457, 5.091799736022949, 7.01479959487915]",,,
"[0.8723896741867065, 11.335740089416504, 2.881373882293701]","[-0.0139600001275539, -0.4458209872245788, 0.2825280129909515, 0.8492500185966492, -1.037036657333374, -0.5147544741630554, -0.2652778923511505]","[-31.625, -1.9375, -34.875]","[-0.0947190150618553, -0.5513145923614502, -0.2338915765285492]","[-77.125, -23.0, -9.4375]","[-3.717099905014038, 5.729399681091309, -1.0419999361038208]","[-0.0486597791314125, -0.3460115194320678, -0.1303586363792419]","[4.342700004577637, 4.828000068664551, 7.348499774932861]",,,
"[-0.7351252436637878, 9.8182954788208, 8.618742942810059]","[-0.0319840013980865, -0.4632560014724731, 0.2756290137767792, 0.8416640162467957, -1.0683099031448364, -0.5162330865859985, -0.233858123421669]","[-29.6875, -2.0, -35.875]","[-0.643345832824707, -0.7198610305786133, -0.444046676158905]","[-75.1875, -23.0625, -10.4375]","[1.20579993724823, 3.7040998935699454, -4.015599727630615]","[-0.4897219240665436, -0.4652524292469024, -0.4471358954906463]","[4.107399940490723, 4.84060001373291, 7.474400043487549]",,,
"[4.181339263916016, 14.471148490905762, 6.048663139343262]","[-0.0661469995975494, -0.4762209951877594, 0.2732490003108978, 0.8331699967384338, -1.0879045724868774, -0.5448933243751526, -0.176349401473999]","[-28.1875, -3.1875, -37.1875]","[-1.0375633239746094, -0.210608884692192, 0.023387411609292]","[-73.6875, -24.25, -11.75]","[-8.5068998336792, 6.200999736785889, -2.7819998264312744]","[-0.6124883890151978, -0.3610388040542602, -0.1023286506533622]","[3.894099950790405, 5.082999706268311, 7.427499771118164]",,,
"[0.469732791185379, 6.182125568389893, 6.387184143066406]","[-0.1074559986591339, -0.471437007188797, 0.294167011976242, 0.8244180083274841, -1.0791274309158323, -0.6265463829040527, -0.1239940822124481]","[-27.75, -6.375, -37.3125]","[-0.4196818768978119, -0.6162059307098389, -0.1397310644388198]","[-73.25, -27.4375, -11.875]","[-7.574199676513672, -2.3975000381469727, -7.611499786376953]","[-0.6296100616455078, -0.7507010102272034, -0.1769938319921493]","[3.7502999305725098, 5.7500996589660645, 7.002899646759033]",,,
"[0.2205251306295395, 8.541831970214844, 6.726519107818604]","[-0.1336620002985, -0.4921320080757141, 0.3199400007724762, 0.7984849810600281, -1.1530449390411377, -0.6977475881576538, -0.1327823996543884]","[-25.0625, -9.6875, -38.1875]","[0.0900938957929611, -0.2196496874094009, 0.0949459075927734]","[-70.5625, -30.75, -12.75]","[1.4785999059677124, -1.056399941444397, 1.0835000276565552]","[-0.6119298934936523, -1.0468485355377195, -0.0214151907712221]","[3.048699855804444, 6.300699710845947, 6.868399620056152]",,,
"[-0.7543650269508362, 8.815173149108887, 4.0294508934021]","[-0.1358679980039596, -0.5092939734458923, 0.3103269934654236, 0.7911099791526794, -1.1902440786361694, -0.6807796359062195, -0.1305008977651596]","[-23.375, -7.6875, -39.3125]","[0.249477356672287, -0.0738623365759849, -0.037245325744152]","[-68.875, -28.75, -13.875]","[-3.2323999404907227, 3.4736998081207275, -5.9893999099731445]","[0.5953143239021301, -0.2481858134269714, 0.167394533753395]","[2.8304998874664307, 6.172299861907959, 7.075299739837647]",,,
"[-2.0545220375061035, 11.205093383789062, 5.057348728179932]","[-0.1318729966878891, -0.5215160250663757, 0.2933579981327057, 0.7902969717979431, -1.207544445991516, -0.645036518573761, -0.1223761811852455]","[-22.1875, -6.6875, -39.625]","[-0.3711093664169311, -0.3687182664871216, -0.6569419503211975]","[-67.6875, -27.75, -14.1875]","[2.4231998920440674, 5.753099918365479, -1.0978999137878418]","[-0.3689276874065399, -0.4518482983112335, -0.7010464072227478]","[2.784299850463867, 5.895999908447266, 7.324899673461914]",,,"[45.0, 1.5, 19.76984024047852, 9.50100040435791, 6.847572326660156, 278.5843811035156, 2278.4406850785017, 6.6361722, 44.5887862]"
"[-2.76644253730774, 11.909074783325195, 3.181644916534424]","[-0.1648180037736892, -0.5322440266609192, 0.2682769894599914, 0.7858610153198242, -1.2015811204910278, -0.6398855447769165, -0.0330785550177097]","[-20.875, -6.25, -40.25]","[-0.7183077335357666, -0.0218340680003166, -0.3887895345687866]","[-66.375, -27.3125, -14.8125]","[-6.749799728393555, 2.9148998260498047, -8.286600112915039]","[-0.5939878821372986, -0.5496041774749756, -0.0476474873721599]","[2.8387999534606934, 5.855499744415283, 7.336400032043457]",,,
"[-2.382316827774048, 4.657593727111816, 6.823426723480225]","[-0.207857996225357, -0.5274009704589844, 0.2782079875469208, 0.7753980159759521, -1.1805044412612915, -0.7084965705871582, 0.0380567088723182]","[-20.3125, -9.875, -40.3125]","[-0.4213050305843353, -0.9979618191719056, -0.7741757035255432]","[-65.8125, -30.9375, -14.875]","[-5.7469000816345215, -0.4147000014781952, -1.597000002861023]","[-0.9551488757133484, -0.8930326104164124, -0.8095884323120117]","[2.8329999446868896, 6.381099700927734, 6.886499881744385]",,,
