TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[0.8167292475700378, 9.386678695678713, 4.476553916931152]","[0.0323989987373352, -0.3562729954719543, 0.7534639835357666, 0.5516440272331238, -2.292973041534424, -0.941092610359192, -1.8064829111099243]","[-5.125, -34.0625, -29.8125]","[-0.7276801466941833, 1.093082308769226, 0.2548529803752899]","[-50.6875, -56.6875, -5.0625]","[4.232999801635742, 2.158099889755249, 1.515399932861328]","[1.9949811697006223, 0.5230926275253296, -0.1660506278276443]","[-3.817499876022339, 7.925699710845947, 4.333499908447266]",,,
"[-2.146516799926758, -7.216286659240723, 4.182919502258301]","[0.066500000655651, -0.3616530001163482, 0.7393400073051453, 0.5640569925308228, -2.1820662021636963, -0.9042471647262572, -1.7366794347763062]","[-6.25, -32.25, -31.3125]","[0.1025555431842804, -1.9494978189468384, -0.7324448823928833]","[-51.8125, -54.875, -6.5625]","[5.791199684143066, 19.197799682617188, 0.2511000037193298]","[0.0655371099710464, -0.5972341895103455, -0.7716624140739441]","[-3.479699850082397, 7.707599639892578, 4.9653000831604]",,,
"[-0.9472994208335876, 9.391064643859863, 9.741116523742676]","[0.05528299883008, -0.3630430102348327, 0.7230010032653809, 0.5851590037345886, -2.120157718658448, -0.9373644590377808, -1.6580373048782349]","[-8.8125, -32.8125, -29.875]","[-0.1288052946329116, 0.33292156457901, -0.4235739409923553]","[-54.375, -55.4375, -5.125]","[0.2757999897003174, 4.203399658203125, -1.767199993133545]","[-0.6221749782562256, 0.5789780616760254, -0.5067039728164673]","[-3.030799865722656, 7.904099941253662, 4.950500011444092]",,,
"[0.8516463041305542, 11.791913032531738, 2.255845546722412]","[0.0489690005779266, -0.3341560065746307, 0.7159870266914368, 0.6109849810600281, -2.049988031387329, -1.0013285875320437, -1.6265965700149536]","[-11.25, -33.375, -29.5]","[-0.5179613828659058, 0.4355818331241607, -0.4847477376461029]","[-56.8125, -56.0, -4.75]","[0.3421999812126159, 3.743299961090088, -0.7902999520301819]","[-0.0611563362181186, 0.1898220032453537, -0.545397937297821]","[-2.4378998279571533, 8.258999824523926, 4.691999912261963]",,,
"[-1.9959980249404907, 6.414363384246826, 4.201364040374756]","[0.0434059984982013, -0.3311100006103515, 0.6959159970283508, 0.6357529759407043, -1.9428527355194087, -1.0277084112167358, -1.517297863960266]","[-14.0625, -32.3125, -28.6875]","[-0.0768119394779205, 0.1267632693052292, -0.7566176652908325]","[-59.625, -54.9375, -3.9375]","[2.6277999877929688, 1.564099907875061, 3.529899835586548]","[0.1546361744403839, 0.298870176076889, -0.577738881111145]","[-1.8422999382019043, 8.395599365234375, 4.721099853515625]",,,
"[1.8686647415161133, 9.96318244934082, 6.211794376373291]","[0.061974998563528, -0.3250229954719543, 0.6776229739189148, 0.6567689776420593, -1.819263339042664, -1.0155998468399048, -1.4299955368041992]","[-16.75, -30.9375, -29.5]","[0.2083574086427688, 0.3336022198200226, -0.4560370743274688]","[-62.3125, -53.5625, -4.75]","[5.028299808502197, -0.3770000040531158, -3.1273999214172363]","[0.4917290508747101, 0.532901406288147, -0.424429178237915]","[-1.2710999250411987, 8.333600044250488, 5.01039981842041]",,,
"[-2.2791554927825928, 11.29256820678711, 1.0719032287597656]","[0.0898559987545013, -0.3196060061454773, 0.6540660262107849, 0.6796870231628418, -1.6788876056671145, -0.982132613658905, -1.3377193212509155]","[-20.1875, -27.875, -29.8125]","[0.376554787158966, 0.934519112110138, -0.373709887266159]","[-65.75, -50.5, -5.0625]","[0.4289999902248382, 2.6751999855041504, -0.1432999968528747]","[0.4344473481178283, 0.163031205534935, -0.9556201100349426]","[-0.587399959564209, 8.156000137329102, 5.413300037384033]",,,
"[0.5278831720352173, 10.019140243530272, 5.29640531539917]","[0.0994890034198761, -0.3202869892120361, 0.6166300177574158, 0.7122380137443542, -1.5115031003952026, -0.9521161913871764, -1.182201862335205]","[-23.5, -25.0625, -28.9375]","[0.1900139898061752, 0.2294584363698959, -0.8390845060348511]","[-69.0625, -47.6875, -4.1875]","[3.575500011444092, 3.7482998371124254, -1.458400011062622]","[0.2940530776977539, 0.0531627275049686, -0.9556899070739746]","[0.3369999825954437, 7.988899707794189, 5.677399635314941]",left,STOP,"[45.0, 1.5, 16.119510650634766, 6.796999931335449, 4.543841361999512, 308.5566101074219, 2597.751166961156, 6.6470218, 44.5957621]"
"[-0.2950709760189056, 9.10246753692627, 3.473862171173096]","[0.09859199821949, -0.3279750049114227, 0.5741710066795349, 0.7436649799346924, -1.3649119138717651, -0.909684956073761, -1.0202447175979614]","[-27.125, -21.6875, -29.3125]","[0.3732037544250488, 0.2077639997005462, -0.9276773929595948]","[-72.6875, -44.3125, -4.5625]","[-0.0537000000476837, 2.599799871444702, 0.597000002861023]","[-0.0561821497976779, 0.2043082416057586, -0.9241518378257751]","[1.2308999300003052, 7.740499973297119, 5.894000053405762]",right,START,
"[0.3098288476467132, 7.985926628112793, 1.319415807723999]","[0.0690720006823539, -0.3393380045890808, 0.5370339751243591, 0.7692019939422607, -1.2579079866409302, -0.8935443162918091, -0.8498573899269104]","[-27.625, -19.0, -30.5]","[0.0818908512592315, 0.0669508278369903, -1.0231294631958008]","[-73.1875, -41.625, -5.75]","[-2.688199996948242, -10.364099502563477, -1.2522000074386597]","[1.0314546823501587, 0.0056199603714048, -0.2800729870796203]","[1.8914999961853027, 7.642299652099609, 5.846999645233154]",,,
"[2.4829978942871094, 14.768106460571287, -1.6945585012435913]","[0.0896119996905326, -0.3558070063591003, 0.5107589960098267, 0.7774919867515564, -1.234994649887085, -0.818984866142273, -0.8274651765823364]","[-29.375, -16.625, -30.375]","[0.7520099878311157, 0.427832543849945, 0.0505447350442409]","[-74.9375, -39.25, -5.625]","[-2.2533998489379883, 3.497799873352051, -0.1823000013828277]","[-0.7914893627166748, 0.4792848527431488, -0.7758511900901794]","[2.206899881362915, 7.163300037384033, 6.323400020599365]",,,
"[-1.3411648273468018, -0.3806397616863251, 3.5028223991394043]","[0.0405489988625049, -0.3408679962158203, 0.4797689914703369, 0.8074560165405273, -1.0902308225631714, -0.8437502384185791, -0.6318169236183167]","[-29.875, -15.4375, -30.5]","[0.8956156969070435, -1.1643614768981934, -0.2833541929721832]","[-75.4375, -38.0625, -5.75]","[-7.613099575042725, -7.054299831390381, 3.45959997177124]","[-0.5515415072441101, -0.3745301961898803, -1.1342545747756958]","[3.013099908828736, 7.326900005340576, 5.779799938201904]",,,
"[3.8398685455322266, 20.164512634277344, -2.0129969120025635]","[0.0073090000078082, -0.376228004693985, 0.4417159855365753, 0.8144230246543884, -1.085376858711243, -0.7951770424842834, -0.5140566825866699]","[-30.0, -10.0, -32.5]","[1.2350822687149048, 0.8158367276191711, 0.1960702836513519]","[-75.5625, -32.625, -7.75]","[-4.825900077819824, 8.168899536132812, 3.012399911880493]","[1.74705708026886, 1.6025787591934204, 1.448466181755066]","[3.2035999298095703, 7.001800060272217, 6.072999954223633]",,,
"[-11.391965866088867, 0.1380688101053238, 3.590517282485962]","[0.0632790029048919, -0.3848769962787628, 0.4193199872970581, 0.8197770118713379, -1.0954842567443848, -0.6929226517677307, -0.58760666847229]","[-31.25, -7.5625, -30.625]","[-1.14561665058136, -2.3696510791778564, -2.749033212661743]","[-76.8125, -30.1875, -5.875]","[-1.870499968528748, 6.5152997970581055, 4.250799655914307]","[-0.8574628233909607, -0.471238911151886, -1.6928123235702517]","[3.452699899673462, 6.2642998695373535, 6.708600044250488]",,,
"[-6.665036201477051, -0.6239193677902222, 2.3845579624176025]","[-0.0401460006833076, -0.4133200049400329, 0.3497520089149475, 0.8397780060768127, -1.0150517225265503, -0.6695260405540466, -0.2866371572017669]","[-27.0, -3.125, -35.6875]","[0.7480829954147339, -1.339138746261597, -1.647695541381836]","[-72.5625, -25.75, -10.9375]","[-6.281099796295166, -1.7210999727249146, -0.5514000058174133]","[0.3960151970386505, -1.7514728307724, -1.609088897705078]","[4.056699752807617, 6.086099624633789, 6.532299995422363]",,,
"[1.874401330947876, 14.005515098571776, -3.4802117347717285]","[-0.0946879982948303, -0.4934079945087433, 0.2522749900817871, 0.8270059823989868, -1.1054344177246094, -0.5360051393508911, -0.1076030731201171]","[-19.4375, 4.75, -40.1875]","[0.6097482442855835, -1.8408859968185425, -1.8050020933151243]","[-65.0, -17.875, -15.4375]","[-7.249300003051758, -0.7281999588012695, -6.128900051116943]","[0.9915390014648438, -2.219290971755981, -2.079716920852661]","[3.783499956130981, 5.008299827575684, 7.5346999168396]",,,
"[15.182714462280272, 17.809988021850586, 14.651777267456056]","[-0.1627050042152404, -0.5641559958457947, 0.1377359926700592, 0.7976729869842529, -1.2071014642715454, -0.4151405990123749, 0.1140776947140693]","[-11.875, 7.3125, -42.6875]","[-1.87041699886322, -0.4965287148952484, -2.509120225906372]","[-57.4375, -15.3125, -17.9375]","[-10.547399520874023, 1.2314000129699707, 4.640100002288818]","[-2.051075935363769, -0.8611629009246826, -2.133821964263916]","[3.1920998096466064, 3.955199956893921, 8.38659954071045]",,,
"[-7.277080059051514, -3.41756010055542, 7.283812999725342]","[-0.300134003162384, -0.5550810098648071, 0.1006349995732307, 0.7692049741744995, -1.1412296295166016, -0.5098143815994263, 0.4126096665859222]","[-9.125, 2.8125, -43.0]","[0.0189717281609773, -0.9366309642791748, -1.6000131368637085]","[-54.6875, -19.8125, -18.25]","[-17.294099807739258, -15.951799392700195, 10.617300033569336]","[0.1758419275283813, -1.0448238849639893, -1.5874292850494385]","[3.5648000240325928, 4.785799980163574, 7.781899929046631]",,,"[45.0, 1.5, 16.5304012298584, 7.357999801635742, 6.188516616821289, 285.0124206542969, 2597.473270763643, 6.6469557, 44.5957815]"
"[7.919090270996094, 23.61743927001953, 2.1533737182617188]","[-0.3692930042743683, -0.556859016418457, 0.0286560002714395, 0.7434430122375488, -1.132483720779419, -0.4711333811283111, 0.6192395091056824]","[-7.3125, 2.9375, -43.5625]","[-1.489690899848938, 0.3260100483894348, -1.197522759437561]","[-52.875, -19.6875, -18.8125]","[-1.712999939918518, 8.895699501037598, -4.071599960327148]","[-0.8869065046310425, 0.5942671298980713, -0.6367484927177429]","[3.708599805831909, 4.451200008392334, 7.912199974060059]",,,
"[-8.874176025390625, -1.767993450164795, 12.386899948120115]","[-0.4013200104236603, -0.5372759699821472, 0.012887000106275, 0.7416930198669434, -1.0780783891677856, -0.4671635627746582, 0.7092262506484985]","[-7.625, 2.625, -43.75]","[-0.7578219771385193, -0.2328618317842483, -0.6041631698608398]","[-53.1875, -20.0, -19.0]","[-6.571599960327148, -6.466699600219727, 4.307399749755859]","[0.5842314958572388, 0.358752429485321, 0.2749417126178741]","[4.141600131988525, 4.416399955749512, 7.71429967880249]",,,
"[-8.154248237609863, 9.214726448059082, 7.697157382965088]","[-0.43299600481987, -0.541450023651123, -0.0060089998878538, 0.7206310033798218, -1.0861878395080566, -0.4782551825046539, 0.7898673415184021]","[-5.375, 1.375, -43.625]","[0.32606241106987, -0.2464928478002548, -0.018622662872076]","[-50.9375, -21.25, -18.875]","[-2.971199989318848, 0.5859999656677246, -5.646599769592285]","[0.2338915765285492, -0.3021688461303711, -0.0150621915236115]","[4.055900096893311, 4.513299942016602, 7.703799724578857]",,,
"[6.461644172668457, 9.457479476928713, 0.9509290456771852]","[-0.4612590074539184, -0.5478420257568359, -0.0296100005507469, 0.6973029971122742, -1.104811191558838, -0.4826181530952453, 0.8677073121070862]","[-3.375, -1.5, -43.875]","[-0.3386636972427368, -0.6454925537109375, -0.0861494541168212]","[-48.9375, -24.125, -19.125]","[-6.4340996742248535, 8.232099533081055, -1.0667999982833862]","[-1.0878986120224, -0.9464746117591858, -0.8139691948890686]","[3.902799844741821, 4.551199913024902, 7.76039981842041]",,,
"[-6.58906364440918, 10.757943153381348, 2.3316650390625]","[-0.4754369854927063, -0.5595110058784485, -0.0330610014498233, 0.6780939698219299, -1.131128191947937, -0.5088663101196289, 0.8957773447036743]","[-3.5625, -2.0625, -44.625]","[-1.1705050468444824, 0.9180606603622437, -0.285082072019577]","[-49.125, -24.6875, -19.875]","[-1.3113999366760254, 6.70989990234375, 2.6431000232696533]","[-0.1867676824331283, 1.07473886013031, 0.6692639589309692]","[3.64520001411438, 4.777599811553955, 7.749599933624268]",,,
"[-1.5068434476852417, 6.8888840675354, 12.524834632873535]","[-0.4931589961051941, -0.5411360263824463, -0.0128469998016953, 0.6810280084609985, -1.0662521123886108, -0.5424476861953735, 0.9281847476959229]","[-5.0, -1.4375, -44.0]","[0.4202054738998413, -0.3399377763271332, 0.559255838394165]","[-50.5625, -24.0625, -19.25]","[0.7507999539375305, 3.22790002822876, 0.0353999994695186]","[2.222310304641724, 0.6507983803749084, 0.8406727313995361]","[4.059999942779541, 5.0625, 7.352299690246582]",,,
"[4.62364387512207, 10.101511001586914, 6.952101230621338]","[-0.4681569933891296, -0.5390920042991638, -0.0120649999007582, 0.7000439763069153, -1.0708354711532593, -0.5096448659896851, 0.8722656965255737]","[-4.75, -1.75, -43.875]","[-0.3585779070854187, -0.1629090309143066, -0.645614743232727]","[-50.3125, -24.375, -19.125]","[-5.275700092315674, 9.01509952545166, -1.9027999639511108]","[-1.0079799890518188, -0.7530397772789001, -0.9408372044563292]","[4.103699684143066, 4.784299850463867, 7.512599945068359]",,,
"[-3.572455406188965, 12.105849266052246, -0.9785676598548888]","[-0.5084329843521118, -0.5362979769706726, -0.0380779989063739, 0.6726279854774475, -1.064152479171753, -0.5168206095695496, 0.985777735710144]","[-3.125, -4.125, -43.875]","[-0.724154531955719, -0.5925916433334351, -0.4673119187355041]","[-48.6875, -26.75, -19.125]","[0.0622999966144561, 6.585299968719482, -1.8431999683380127]","[-0.7774569392204285, -0.6027320027351379, -0.8547052145004272]","[4.137099742889404, 4.84559965133667, 7.454799652099609]",,,
"[13.044588088989258, 15.664179801940918, 6.464133739471436]","[-0.5509219765663147, -0.5389890074729919, -0.0578959994018077, 0.6345250010490417, -1.0669374465942385, -0.5473297238349915, 1.1014013290405271]","[-1.0, -7.9375, -43.75]","[0.0988729000091552, -0.4535063505172729, -0.394653856754303]","[-46.5625, -30.5625, -19.0]","[-8.199299812316895, -0.0759999975562095, -5.401099681854248]","[-0.2777866125106811, -0.7068408727645874, -0.7604225277900696]","[4.042999744415283, 5.103399753570557, 7.33329963684082]",,,
"[6.456462860107422, 8.62597370147705, 15.162574768066406]","[-0.56871497631073, -0.5419129729270935, -0.0684479996562004, 0.6149849891662598, -1.0742921829223633, -0.5611958503723145, 1.1526854038238523]","[-0.25, -9.8125, -43.0]","[-0.5576850771903992, -0.3216816186904907, 0.1972047537565231]","[-45.8125, -32.4375, -18.25]","[-8.56309986114502, 5.031599998474121, 10.854700088500977]","[-0.5513320565223694, 0.309324711561203, 0.0782082006335258]","[3.954899787902832, 5.219099998474121, 7.299999713897705]",,,"[45.0, 1.5, 16.411386489868164, 7.631999969482422, 6.886328220367432, 297.2459716796875, 2596.9202190563083, 6.6468704, 44.5957949]"
"[-8.845905303955078, 5.4973554611206055, 4.406470775604248]","[-0.5837500095367432, -0.5416060090065002, -0.0417460016906261, 0.6034520268440247, -1.0426112413406372, -0.621114194393158, 1.1730647087097168]","[0.0625, -11.4375, -42.875]","[0.2102947235107422, 0.0729722157120704, 0.225130021572113]","[-45.5, -34.0625, -18.125]","[2.1071999073028564, 7.924299716949463, -7.055999755859375]","[-0.5455724596977234, -0.0969006791710853, 0.1380904465913772]","[4.019099712371826, 5.706799983978272, 6.888199806213379]",,,
"[5.1412034034729, 9.62169361114502, 9.91821002960205]","[-0.595848023891449, -0.5502089858055115, -0.0412009991705417, 0.5835549831390381, -1.0558664798736572, -0.6530299782752991, 1.2017091512680054]","[1.6875, -13.6875, -42.3125]","[-0.051749013364315, -0.6435028910636902, -0.1442340016365051]","[-43.875, -36.3125, -17.5625]","[0.0285000000149011, 0.9598000049591064, -3.4612998962402344]","[-0.2330363541841507, -0.7417649030685425, -0.0696386396884918]","[3.8357999324798575, 5.958399772644043, 6.778800010681152]",,,
"[2.4008193016052246, 14.007745742797852, 5.574017524719238]","[-0.5929679870605469, -0.5695430040359497, -0.0572829991579055, 0.5663269758224487, -1.120516061782837, -0.6567671895027161, 1.1956077814102173]","[3.375, -12.9375, -41.5625]","[-0.3752283453941345, 0.1451241225004196, 0.2892185151576996]","[-42.1875, -35.5625, -16.8125]","[-8.099699974060059, 5.593199729919434, 2.499500036239624]","[-0.2486570626497268, 0.3687706291675567, 0.510246992111206]","[3.380100011825561, 5.987499713897705, 6.9923996925354]",,,
"[7.729986667633057, 8.48386287689209, 6.622170448303223]","[-0.5981469750404358, -0.5758429765701294, -0.0287500005215406, 0.5565940141677856, -1.1101746559143066, -0.7166643738746643, 1.1863459348678589]","[4.4375, -15.6875, -41.25]","[-0.2035228461027145, -0.2992017865180969, 0.3325899541378021]","[-41.125, -38.3125, -16.5]","[-6.042099952697754, 6.353600025177002, -0.9143999814987184]","[-0.321402370929718, -0.4483750760555267, 0.3330960869789123]","[3.2867000102996826, 6.441699981689453, 6.623499870300293]",,,
"[-4.154504776000977, 5.466872215270996, -0.928749144077301]","[-0.6023560166358948, -0.588936984539032, -0.0149010000750422, 0.5386070013046265, -1.1323750019073486, -0.766263484954834, 1.1808527708053589]","[5.9375, -17.8125, -40.125]","[-0.4178318083286285, -0.6238330602645874, 0.4493350088596344]","[-39.625, -40.4375, -15.375]","[-2.855199813842773, 4.557399749755859, 1.4672999382019043]","[-0.4980471432209015, -0.2098234891891479, 0.5569519996643066]","[2.9993999004364014, 6.8003997802734375, 6.397500038146973]",right,STOP,
"[-1.2173269987106323, -0.3672035038471222, 4.550496578216553]","[-0.609063982963562, -0.6138669848442078, -0.0040420000441372, 0.5021860003471375, -1.1934674978256226, -0.8386013507843018, 1.174492359161377]","[9.5625, -19.25, -38.9375]","[-0.412909984588623, -1.1117223501205444, -0.064838983118534]","[-36.0, -41.875, -14.1875]","[-1.5855000019073486, -2.347399950027466, 0.192900002002716]","[0.0735132694244384, -0.6034999489784241, 0.6689847111701965]","[2.415299892425537, 7.293299674987793, 6.0945000648498535]",left,START,
"[-1.0964677333831787, 5.328286170959473, 3.477290868759156]","[-0.5955020189285278, -0.6474459767341614, -0.0157299991697073, 0.4753339886665344, -1.3220040798187256, -0.8574199676513672, 1.1112312078475952]","[13.8125, -18.75, -37.625]","[-0.3778637945652008, -0.4882209599018097, 0.9283580780029296]","[-31.75, -41.375, -12.875]","[-1.0449999570846558, 3.543599843978882, 5.259399890899658]","[-0.2178519964218139, -0.4718672037124634, 1.0237228870391846]","[1.5800999402999878, 7.415299892425537, 6.219699859619141]",,,
"[-0.2166752517223358, 13.199300765991213, 6.948892593383789]","[-0.5798239707946777, -0.6839680075645447, -0.0001289999927394, 0.4427079856395721, -1.4649189710617063, -0.9157962799072266, 1.0029644966125488]","[16.8125, -20.1875, -35.8125]","[-0.234973669052124, -0.0626049563288688, 0.6048961877822876]","[-28.75, -42.8125, -11.0625]","[-0.0772999972105026, -1.065500020980835, -1.5968999862670898]","[-0.6029065251350403, -0.2394766211509704, 0.5018869042396545]","[0.6311999559402466, 7.776899814605713, 5.940499782562256]",,,
"[-0.4530212581157684, 8.970154762268066, 5.795931339263916]","[-0.5682089924812317, -0.7033829689025879, 0.0265120007097721, 0.4262470006942749, -1.554820537567139, -0.9648058414459229, 0.9026464819908142]","[18.625, -20.375, -34.5]","[-0.4002563655376434, 0.1707630157470703, 0.8936434984207153]","[-26.9375, -43.0, -9.75]","[7.303799629211426, 0.9674999713897704, 2.5025999546051025]","[-0.581299364566803, 0.2969677746295929, 0.6729989647865295]","[0.0891999974846839, 8.060400009155273, 5.58489990234375]",,,
"[5.648621082305908, 16.026432037353516, 5.315003395080566]","[-0.5469189882278442, -0.720770001411438, 0.0618770010769367, 0.4213550090789795, -1.6570645570755005, -0.9982975721359252, 0.7561483979225159]","[19.75, -19.3125, -34.625]","[-0.7083593010902405, 0.0445582568645477, 0.878075122833252]","[-25.8125, -41.9375, -9.875]","[3.840099811553955, 6.238800048828125, 1.115299940109253]","[-0.5198463201522827, -0.1673421710729599, 0.8193622827529907]","[-0.4576999843120575, 8.242899894714355, 5.292799949645996]",,,"[45.0, 1.5, 19.12164306640625, 8.265000343322754, 6.506903648376465, 331.4337463378906, 2596.5845581265166, 6.6468071, 44.5958309]"
"[5.371037006378174, 2.6299636363983154, 1.8558032512664795]","[-0.5263729691505432, -0.7434880137443542, 0.1112829968333244, 0.3972049951553345, -1.8393770456314087, -1.0574545860290527, 0.5404608249664307]","[21.375, -22.4375, -33.0]","[0.2184454053640365, 0.5894325971603394, 2.3687782287597656]","[-24.1875, -45.0625, -8.25]","[-3.4647998809814453, -5.049499988555908, -3.1892998218536377]","[-0.566690981388092, -0.2730218470096588, 0.9187936782836914]","[-1.277899980545044, 8.54259967803955, 4.643199920654297]",,,
"[-10.80915069580078, 18.448768615722656, 6.387653350830078]","[-0.4794960021972656, -0.7683960199356079, 0.146368995308876, 0.3977760076522827, -2.014279127120972, -1.0223389863967896, 0.3049224317073822]","[23.125, -17.0625, -33.8125]","[0.666593611240387, 1.3426992893218994, 1.3788100481033323]","[-22.4375, -39.6875, -9.0625]","[4.264400005340576, -8.632800102233887, 2.588599920272827]","[-0.160151407122612, 0.7030011415481567, 2.552875518798828]","[-2.19379997253418, 8.36829948425293, 4.618199825286865]",,,
"[0.4766281247138977, 17.20807647705078, 6.661080837249756]","[-0.4422099888324737, -0.7772219777107239, 0.1877730041742324, 0.406345009803772, -2.1101462841033936, -0.9972682595252992, 0.1247191727161407]","[23.0, -17.0, -33.75]","[-0.3848625421524048, 0.1606575548648834, 0.2079036235809326]","[-22.5625, -39.625, -9.0]","[0.0374999977648258, -6.689499855041504, -1.006600022315979]","[-0.3697479963302612, 0.0187622886151075, 0.3788586258888244]","[-2.7326998710632324, 8.237500190734863, 4.565599918365479]",,,
