TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[0.6652337312698364, 6.876578330993652, 5.8512282371521]","[-0.1593450009822845, -0.5283259749412537, 0.3499209880828857, 0.7569900155067444, -1.29225492477417, -0.7728041410446167, -0.1804577708244323]","[-14.75, -9.625, -41.8125]","[0.4717101454734802, -0.7020063400268555, -0.3280870020389557]","[-58.8125, -29.875, -17.0625]","[2.1417999267578125, 3.2844998836517334, -0.8560999631881714]","[0.2255663573741912, -0.8115606307983398, -0.5037194490432739]","[1.930399894714356, 6.846399784088135, 6.750499725341797]",right,START,
"[1.886094570159912, 12.742161750793455, -0.3678164184093475]","[-0.1780209988355636, -0.5534769892692566, 0.3234950006008148, 0.7465389966964722, -1.3255175352096558, -0.7478503584861755, -0.1262226998805999]","[-13.25, -8.875, -41.3125]","[-0.2192133516073227, -0.442982017993927, -0.6049485802650452]","[-57.3125, -29.125, -16.5625]","[0.5496999621391296, 4.491799831390381, -9.672599792480469]","[0.0472809709608554, -0.3352428376674652, -0.4533841907978058]","[1.745799899101257, 6.669099807739258, 6.974499702453613]",,,
"[1.146765112876892, -0.1313746273517608, 11.536279678344728]","[-0.2229949980974197, -0.5553709864616394, 0.3022739887237549, 0.7419340014457703, -1.287877917289734, -0.7701244354248047, -0.0067611108534038]","[-10.0625, -10.1875, -42.25]","[-0.4642226696014404, -2.625638484954834, -2.4891536235809326]","[-55.3125, -31.3125, -17.5625]","[4.762700080871582, 10.79159927368164, -11.151399612426758]","[-1.0559591054916382, -1.6047430038452148, -3.3983829021453857]","[1.9650999307632449, 6.827600002288818, 6.759500026702881]",,,
"[-18.88554954528809, 4.406873226165772, 1.0331459045410156]","[-0.3195019960403442, -0.5802050232887268, 0.2095689922571182, 0.719277024269104, -1.2422468662261963, -0.7372163534164429, 0.2966775894165039]","[-6.875, -7.0625, -43.125]","[-0.8102167248725891, -0.9428791999816896, -1.7433221340179443]","[-52.125, -28.1875, -18.4375]","[-7.394899845123291, -0.8348000049591064, -1.9738999605178835]","[0.054105207324028, -0.6231697797775269, -0.3266558349132538]","[2.342599868774414, 6.592299938201904, 6.871899604797363]",,,
"[-2.736744880676269, -0.0799567550420761, 10.00113582611084]","[-0.3899680078029632, -0.5859339833259583, 0.1433169990777969, 0.695747971534729, -1.2015336751937866, -0.7160581350326538, 0.5197627544403076]","[-2.3125, -9.3125, -43.0]","[-0.3937986493110657, -1.2306840419769287, -2.0117886066436768]","[-47.5625, -30.4375, -18.3125]","[-1.4144999980926514, 12.476200103759766, -5.833499908447266]","[0.097319558262825, -0.5159891247749329, -1.2572479248046875]","[2.670099973678589, 6.43720006942749, 6.899399757385254]",,,
"[-17.00109100341797, -2.774238109588623, 10.025096893310549]","[-0.449880987405777, -0.5846819877624512, 0.0668789967894554, 0.6717739701271057, -1.170018196105957, -0.6635656356811523, 0.7314838767051697]","[-0.5, -9.5625, -43.1875]","[-0.8670097589492798, -0.7047988772392273, -1.660942554473877]","[-45.75, -30.6875, -18.5]","[-11.127699851989746, 2.5473999977111816, -12.577099800109863]","[0.1254717260599136, -0.1489813029766082, -1.2015719413757324]","[3.013999938964844, 6.0401997566223145, 7.113399982452393]",,,
"[4.153212070465088, 13.52784252166748, 1.1504234075546265]","[-0.5079560279846191, -0.5691120028495789, 0.0348559990525245, 0.6456589698791504, -1.1070958375930786, -0.6727995276451111, 0.9075134992599488]","[0.3125, -12.6875, -42.9375]","[1.4081491231918335, -0.2696359157562256, 0.6412688493728638]","[-44.9375, -33.8125, -18.25]","[-5.144199848175049, 5.5690999031066895, 3.875899791717529]","[0.6327167749404907, -1.3132729530334473, -1.2203341722488403]","[3.4301998615264893, 6.111299991607666, 6.859699726104736]",,,"[45.0, 1.5, 9.399999618530272, 4.732999801635742, 4.0441412925720215, 317.61236572265625, 2349.2788197360933, 6.6443773, 44.6053758]"
"[-8.698967933654785, 12.942815780639648, 5.507956504821777]","[-0.5024269819259644, -0.5679050087928772, 0.00651799980551, 0.6519250273704529, -1.1203962564468384, -0.6176980137825012, 0.9181838035583496]","[0.0625, -12.0625, -42.3125]","[-1.4168583154678345, -1.6314988136291504, -0.7652047276496887]","[-45.1875, -33.1875, -17.625]","[5.725899696350098, 9.056300163269045, 10.930399894714355]","[-1.1306766271591189, 1.4412754774093628, -2.2931182384490967]","[3.48009991645813, 5.679599761962891, 7.197199821472168]",,,
"[3.909616470336914, 7.961151599884033, 6.795270919799805]","[-0.5642079710960388, -0.5566719770431519, -0.0086810002103447, 0.6096789836883545, -1.066433668136597, -0.6656522750854492, 1.0908066034317017]","[1.25, -14.875, -41.8125]","[-0.0324107632040977, -0.4573111832141876, 0.3939033448696136]","[-44.0, -36.0, -17.125]","[21.612998962402344, 0.2236000001430511, 4.380099773406982]","[0.3922627568244934, -0.1591391265392303, 0.2116735279560089]","[3.727299928665161, 6.056299686431885, 6.752599716186523]",,,
"[3.829956531524658, 4.100645065307617, 8.758966445922852]","[-0.5841270089149475, -0.5623739957809448, -0.0197039991617202, 0.5849289894104004, -1.0768015384674072, -0.6866433024406433, 1.148724913597107]","[2.6875, -18.75, -40.875]","[0.4652175009250641, -0.6578669548034668, -0.0491659231483936]","[-42.5625, -39.875, -16.1875]","[3.730199813842773, 6.081199645996094, 1.4038000106811523]","[0.0241902638226747, -0.7288320660591125, -0.4251621961593628]","[3.595999956130981, 6.216799736022949, 6.677499771118164]",,,
