TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-3.963715791702272, 6.95310640335083, 3.2204885482788086]","[-0.5641469955444336, -0.629705011844635, 0.0920609980821609, 0.5260530114173889, -1.2429717779159546, -0.9396477341651917, 0.9431232213974]","[7.125, -22.875, -37.0]","[0.2006779611110687, -0.0377689264714717, -0.2735803723335266]","[-39.375, -45.3125, -13.3125]","[-5.44980001449585, -2.509699821472168, -0.6733999848365784]","[-0.1300619393587112, -0.5315749049186707, -0.0311192199587821]","[1.8630999326705933, 7.917399883270264, 5.478399753570557]",,,
"[-0.0962947905063629, 9.135507583618164, 1.6608959436416626]","[-0.5837079882621765, -0.6271420121192932, 0.077854998409748, 0.509818971157074, -1.2191568613052368, -0.946747899055481, 1.018730401992798]","[6.8125, -22.8125, -36.5]","[-0.2793399393558502, -0.2650282382965088, -0.2907369434833526]","[-39.6875, -45.25, -12.8125]","[-2.3643999099731445, -0.4745000004768371, 1.4397000074386597]","[-0.4961447417736053, -0.1402546614408493, -0.1329766362905502]","[1.973699927330017, 7.95829963684082, 5.3796000480651855]",,,
"[-0.7282778024673462, 8.49694538116455, 6.579773902893066]","[-0.5933640003204346, -0.6298710107803345, 0.0706700012087822, 0.4961699843406677, -1.2224435806274414, -0.9572551250457764, 1.0512672662734983]","[7.9375, -23.6875, -36.625]","[0.0345400646328926, 0.1437278687953949, 0.1204626262187957]","[-38.5625, -46.125, -12.9375]","[4.746799945831299, 5.4542999267578125, -2.1775999069213867]","[0.2012364566326141, -0.3397632539272308, 0.1358738839626312]","[1.927299976348877, 8.017999649047852, 5.30709981918335]",,,
"[2.344900369644165, 8.811725616455078, 7.21600866317749]","[-0.5966690182685852, -0.6319289803504944, 0.0566990002989769, 0.491360992193222, -1.2321430444717407, -0.9438525438308716, 1.0702569484710691]","[8.125, -23.625, -36.375]","[0.2116037160158157, -0.7215714454650879, -0.4427027702331543]","[-38.375, -46.0625, -12.6875]","[1.114300012588501, 0.6031999588012695, -1.0961999893188477]","[0.4694063067436218, 0.0601091384887695, -0.4658109247684479]","[1.9112999439239504, 7.9415998458862305, 5.426499843597412]",,,"[45.0, 1.5, 18.079486846923828, 9.463000297546388, 2.691307306289673, 358.7665100097656, 2406.099553878419, 6.6404828, 44.5827533]"
"[2.710188388824463, 9.632314682006836, 5.224837303161621]","[-0.607092022895813, -0.6319530010223389, 0.0533320009708404, 0.4787780046463012, -1.2235264778137207, -0.9585787057876588, 1.106789231300354]","[8.875, -24.1875, -35.5625]","[-0.3779335916042328, -0.1873785406351089, 0.006998770404607]","[-37.625, -46.625, -11.875]","[-3.207199811935425, 0.309499979019165, -2.039599895477295]","[-0.1851096153259277, -0.071349062025547, -0.0245567820966243]","[1.9178999662399288, 8.02549934387207, 5.299200057983398]",,,
"[-2.530412673950196, 7.369324207305908, 2.1475989818573]","[-0.6197050213813782, -0.6333860158920288, 0.0375149995088577, 0.4619300067424774, -1.2237449884414673, -0.9608584642410278, 1.1592973470687866]","[9.1875, -25.3125, -35.3125]","[-0.0538783147931098, -0.5396208763122559, -0.4125958383083343]","[-37.3125, -47.75, -11.625]","[0.4258999824523926, 0.0549999997019767, 1.6696999073028564]","[-0.0750142484903335, -0.4275532960891723, -0.2286904901266098]","[1.910599946975708, 8.038299560546875, 5.282399654388428]",,,
"[1.390849232673645, 9.149470329284668, 4.857279777526856]","[-0.626990020275116, -0.6356449723243713, 0.0277789998799562, 0.449517011642456, -1.229900598526001, -0.9650201797485352, 1.1888620853424072]","[10.625, -25.5, -34.5]","[-0.1793849468231201, -0.3556806445121765, 0.013421582058072]","[-35.875, -47.9375, -10.8125]","[-1.4132000207901, 1.1090999841690063, -0.0541999973356723]","[-0.2498787939548492, -0.2129127085208892, -0.1044230461120605]","[1.8667999505996704, 8.061599731445312, 5.262499809265137]",,,
"[0.1493981927633285, 8.461031913757324, 5.609604835510254]","[-0.6374980211257935, -0.6388769745826721, 0.0219160001724958, 0.4300599992275238, -1.233843207359314, -0.9852603077888488, 1.227086067199707]","[10.5, -26.625, -34.25]","[-0.3673917949199676, -0.4427725672721863, -0.2089857310056686]","[-36.0, -49.0625, -10.5625]","[-1.0203999280929563, 2.463099956512451, -1.6453999280929563]","[-0.128910019993782, -0.3687008023262024, -0.1831548511981964]","[1.791700005531311, 8.172999382019043, 5.114799976348877]",,,
"[0.0427508652210235, 9.53783893585205, 2.139793872833252]","[-0.6445779800415039, -0.6423010230064392, 0.005741000175476, 0.4146499931812286, -1.2494802474975586, -0.9841235280036926, 1.260616898536682]","[11.5625, -27.125, -32.3125]","[0.0764977782964706, -0.5998696684837341, -0.2581691145896911]","[-34.9375, -49.5625, -8.625]","[-0.3212999999523163, 1.635599970817566, 2.0239999294281006]","[-0.2561445236206054, -0.4254414439201355, -0.1937489956617355]","[1.7144999504089355, 8.166799545288086, 5.151000022888184]",,,
"[0.8488690257072449, 10.004286766052246, 1.607016921043396]","[-0.6542009711265564, -0.6456660032272339, 0.0013970000436529, 0.3938699960708618, -1.25385320186615, -1.0082337856292725, 1.2973395586013794]","[12.4375, -28.6875, -31.8125]","[-0.2177298218011856, -0.2924124598503113, -0.0754505842924118]","[-34.0625, -51.125, -8.125]","[-1.7472000122070312, 0.0810999944806099, 0.0285000000149011]","[-0.4949230253696441, -0.4101872742176056, -0.0970926657319068]","[1.6301000118255615, 8.295299530029297, 4.969899654388428]",,,
"[2.2200284004211426, 6.43672513961792, 3.736304998397827]","[-0.6541169881820679, -0.6533809900283813, -0.0098059996962547, 0.3809550106525421, -1.2923239469528198, -1.0108882188796997, 1.2960909605026243]","[13.75, -29.625, -30.875]","[0.2097362130880355, -0.2575233280658722, 0.1189790964126586]","[-32.75, -52.0625, -7.1875]","[0.0663999989628791, 2.78279995918274, 2.498699903488159]","[0.0937590897083282, -0.6001139879226685, -0.0164584554731845]","[1.4316999912261963, 8.309199333190918, 5.007699966430664]",,,
"[-2.087715148925781, 8.99819564819336, 1.873625636100769]","[-0.6583380103111267, -0.6617259979248047, -0.0060629998333752, 0.3587090075016022, -1.3190351724624634, -1.0490076541900637, 1.300459861755371]","[14.6875, -30.1875, -29.75]","[-0.4548153579235077, -0.2031912356615066, 0.0862192660570144]","[-31.8125, -52.625, -6.0625]","[-1.024799942970276, -0.0945999994874, 0.1577000021934509]","[-0.4656189382076263, -0.2580643892288208, 0.190642312169075]","[1.2175999879837036, 8.501599311828613, 4.733799934387207]",,,
"[1.4591223001480105, 8.601944923400879, 4.506711483001709]","[-0.6559879779815674, -0.6716349720954895, -0.0096760001033544, 0.3442260026931762, -1.3681257963180542, -1.0644193887710571, 1.2797579765319824]","[15.75, -30.9375, -28.8125]","[-0.024155355989933, -0.2460041642189026, 0.1749168932437896]","[-30.75, -53.375, -5.125]","[-0.1094999983906745, 1.4153000116348269, 0.8600999712944031]","[-0.3512649536132812, -0.2164731919765472, 0.2752558887004852]","[0.9572999477386476, 8.575900077819824, 4.658899784088135]",,,
"[-0.831975519657135, 8.58968734741211, 3.490612030029297]","[-0.6527090072631836, -0.6857829689979553, -0.0030539999715983, 0.3219670057296753, -1.4383035898208618, -1.1045608520507812, 1.235482931137085]","[17.1875, -30.875, -27.6875]","[-0.2551147639751434, -0.3394316434860229, 0.184812918305397]","[-29.3125, -53.3125, -4.0]","[1.4197999238967896, 1.6648999452590942, 2.192899942398072]","[-0.1912357211112976, -0.3957708477973938, 0.500089168548584]","[0.5823000073432922, 8.759900093078613, 4.36959981918335]",,,"[45.0, 1.5, 17.68498992919922, 9.390999794006348, 3.167229413986206, 4.173176288604736, 2406.3253328604624, 6.6404805, 44.5827834]"
"[-0.7509365677833557, 7.603151321411133, 3.339001417160034]","[-0.639835000038147, -0.7054870128631592, -0.0002690000110305, 0.3047919869422912, -1.5601646900177002, -1.12583327293396, 1.1362122297286987]","[19.0, -30.9375, -26.5]","[-0.16339772939682, -0.3214372992515564, 0.4101174771785736]","[-27.5, -53.375, -2.8125]","[-0.2513000071048736, -1.986499905586243, -2.228199958801269]","[0.0119729582220315, 0.0942826867103576, 0.4402593076229095]","[0.0447999984025955, 8.851499557495117, 4.221099853515625]",,,
"[-1.0699687004089355, 9.278172492980955, 7.161344528198242]","[-0.6260759830474854, -0.7169730067253113, 0.0116879995912313, 0.3063330054283142, -1.637517333030701, -1.131191611289978, 1.0390506982803345]","[21.25, -30.8125, -25.75]","[-0.0885056480765342, 0.114580862224102, 0.4321958720684051]","[-25.25, -53.25, -2.0625]","[3.458599805831909, 1.051800012588501, -2.130899906158448]","[-0.2229832708835601, 0.0088837258517742, 0.2928487956523895]","[-0.2782000005245209, 8.874199867248535, 4.1641998291015625]",,,
"[0.738659143447876, 9.6144437789917, 4.638391971588135]","[-0.6205919981002808, -0.7224670052528381, 0.0188929997384548, 0.3042179942131042, -1.677641749382019, -1.1389862298965454, 0.9917608499526978]","[21.625, -30.5, -25.5625]","[-0.2150245606899261, 0.1916546076536178, 0.1611637026071548]","[-24.875, -52.9375, -1.875]","[0.1885999888181686, -2.3488998413085938, 0.0224999990314245]","[-0.1439896672964096, -0.0050963615067303, 0.4018271565437317]","[-0.4375999867916107, 8.906499862670898, 4.080699920654297]",right,STOP,
"[1.0161182880401611, 8.54894733428955, 1.0367754697799685]","[-0.6084569692611694, -0.7316799759864807, 0.0279200002551078, 0.3060140013694763, -1.7436891794204712, -1.1372445821762085, 0.9094899892807008]","[23.75, -28.9375, -25.1875]","[0.1029046103358268, 0.1177748143672943, 0.4652873277664184]","[-22.75, -51.375, -1.5]","[0.1342999935150146, 0.6060000061988831, -0.4857999980449676]","[0.3054675161838531, 0.2651678621768951, 0.6685134768486023]","[-0.7087000012397766, 8.899299621582031, 4.058300018310547]",left,START,
"[-0.5440105199813843, 7.888128280639648, 5.41554069519043]","[-0.579131007194519, -0.7491570115089417, 0.0535800009965896, 0.317014992237091, -1.8718576431274407, -1.1236655712127686, 0.7255624532699585]","[24.75, -26.8125, -26.1875]","[0.1811826229095459, 0.358333557844162, 0.6293482780456543]","[-21.75, -49.25, -2.5]","[6.155200004577637, 0.4152999818325043, -2.3232998847961426]","[-0.1325577497482299, 0.4667010307312011, 1.2305967807769775]","[-1.2573000192642212, 8.842499732971191, 4.0493998527526855]",,,
"[-0.2268553972244262, 7.332367420196533, 4.511777400970459]","[-0.5186949968338013, -0.7777860164642334, 0.1043429970741272, 0.3392870128154754, -2.0753390789031982, -1.070982575416565, 0.4068674445152282]","[27.3125, -22.1875, -28.0625]","[-0.2425134927034378, 0.4333303570747375, 1.264194369316101]","[-19.1875, -44.625, -4.375]","[7.705399990081787, 0.4517000019550323, -2.486500024795532]","[-0.1794896572828292, 0.2648886144161224, 1.5946375131607056]","[-2.271899938583374, 8.606999397277832, 4.114200115203857]",,,
"[0.5586917996406555, 7.428920269012451, 5.9612650871276855]","[-0.445499986410141, -0.802308976650238, 0.1718789935111999, 0.3581700026988983, -2.258729219436645, -0.993573009967804, 0.0794854313135147]","[27.6875, -18.8125, -29.0]","[-0.1655793786048889, 0.6081774234771729, 2.0229063034057617]","[-18.8125, -41.25, -5.3125]","[10.102499961853027, 3.7233998775482178, -1.1098999977111816]","[-0.5531821250915527, 0.566307008266449, 0.4355120062828064]","[-3.3977999687194824, 8.21780014038086, 4.134299755096436]",,,
"[-1.556164026260376, -4.410157680511475, 7.047821521759033]","[-0.39165198802948, -0.8058969974517822, 0.2461449950933456, 0.3695259988307953, -2.3772401809692383, -0.9495888352394104, -0.1853915601968765]","[27.625, -17.375, -30.6875]","[-1.0586992502212524, 0.2107135951519012, 0.7508406639099121]","[-18.875, -39.8125, -7.0]","[1.6054999828338623, 5.287600040435791, 0.3030999898910522]","[-0.7690443992614746, 0.6422462463378906, 1.2401785850524902]","[-4.119899749755859, 7.974499702453613, 3.9499998092651367]",,,
"[1.8307981491088867, 11.730372428894045, 1.5608471632003784]","[-0.3388499915599823, -0.805679976940155, 0.3067339956760406, 0.3767929971218109, -2.454261779785156, -0.8901398181915283, -0.3894036710262298]","[27.3125, -16.125, -31.125]","[-0.5449790358543396, 0.675616979598999, 1.2580857276916504]","[-19.1875, -38.5625, -7.4375]","[7.172599792480469, 3.478600025177002, -4.122999668121338]","[-1.001679301261902, 0.9246405363082886, 0.7024077773094177]","[-4.769999980926514, 7.621299743652344, 3.9154999256134033]",,,
"[0.1020887568593025, 15.282659530639648, 4.30391263961792]","[-0.3226859867572784, -0.7870450019836426, 0.3590759932994842, 0.3840529918670654, -2.497791051864624, -0.9006731510162354, -0.5363259315490723]","[25.5, -18.3125, -31.5625]","[-0.6684436202049255, 0.9794613122940063, 0.5709844827651978]","[-21.0, -40.75, -7.875]","[4.84149980545044, 3.3287999629974365, 2.97379994392395]","[-0.7976503968238831, 0.6497686505317688, 0.0708778202533721]","[-4.871399879455566, 7.68589973449707, 3.655799865722656]",,,"[45.0, 1.5, 18.67543029785156, 9.387999534606934, 3.4972918033599854, 13.127163887023926, 2406.2310351794586, 6.6405026, 44.5828184]"
"[0.9852810502052308, 9.958346366882324, 3.1031439304351807]","[-0.3131709992885589, -0.7687540054321289, 0.391961008310318, 0.3966189920902252, -2.5015289783477783, -0.9147682785987854, -0.6196135878562927]","[24.375, -18.875, -32.75]","[-0.3572688996791839, 0.7813490033149719, 0.2094220519065857]","[-22.125, -41.3125, -9.0625]","[5.502500057220459, -0.8192999958992004, 1.308899998664856]","[-0.4107981324195862, 0.6729291677474976, 0.7293207049369812]","[-4.797699928283691, 7.770999908447266, 3.572499990463257]",,,
"[-1.1206492185592651, 17.223533630371094, 3.271188259124756]","[-0.2826929986476898, -0.7585669755935669, 0.4278469979763031, 0.4020009934902191, -2.5229616165161133, -0.8833562731742859, -0.7271440029144287]","[22.1875, -18.4375, -33.4375]","[-0.388824462890625, 0.609329342842102, 0.6975382566452026]","[-24.3125, -40.875, -9.75]","[3.569599866867065, 0.1587999910116195, -1.7980999946594238]","[-0.1551946699619293, 0.7426027059555054, 0.1386838555335998]","[-5.0696001052856445, 7.579299926757812, 3.608699798583984]",,,
"[1.3987692594528198, 8.02739429473877, 5.467877864837647]","[-0.2865499854087829, -0.7346619963645935, 0.4461210072040558, 0.4232439994812011, -2.4873464107513428, -0.9250832796096802, -0.7562585473060608]","[20.0625, -21.1875, -33.25]","[-0.1723338067531585, 0.6964212656021118, -0.1453859210014343]","[-26.4375, -43.625, -9.5625]","[9.915599822998049, 13.121899604797363, -1.9733999967575075]","[-0.5069657564163208, -0.0592190213501453, -0.722950279712677]","[-4.682699680328369, 7.832299709320068, 3.5911998748779297]",,,
"[-0.0787117779254913, 9.438698768615724, 8.702482223510742]","[-0.2956730127334595, -0.7091659903526306, 0.4570089876651764, 0.4481090009212494, -2.4298763275146484, -0.9772137999534608, -0.7547522783279419]","[17.5625, -21.8125, -35.125]","[-0.7824311256408691, 0.7353944778442383, -0.2374520450830459]","[-28.9375, -44.25, -11.4375]","[0.6592000126838684, -1.2930999994277954, -2.478699922561645]","[0.6403089165687561, 0.588333010673523, -0.293791264295578]","[-4.153599739074707, 8.12909984588623, 3.5824999809265137]",,,
"[0.7236043810844421, 16.818578720092773, 3.070228576660156]","[-0.2877790033817291, -0.7043529748916626, 0.4446600079536438, 0.4725959897041321, -2.328427314758301, -0.971415400505066, -0.6792418956756592]","[15.25, -21.5, -36.3125]","[0.14741051197052, 0.7726048827171326, -0.0716632157564163]","[-31.25, -43.9375, -12.625]","[5.715199947357178, -6.123899936676025, -0.2870000004768371]","[-0.2006779611110687, 0.795521080493927, 0.3913202583789825]","[-3.8016998767852783, 8.097199440002441, 4.018899917602539]",,,
"[-0.2541205883026123, 6.269178867340088, 1.9153996706008911]","[-0.2763240039348602, -0.694159984588623, 0.4602620005607605, 0.4795249998569488, -2.3261911869049072, -0.9702736735343932, -0.7232589721679688]","[14.625, -21.75, -35.8125]","[-0.1754055917263031, 0.6801373362541199, 0.161634936928749]","[-31.875, -44.1875, -12.125]","[2.616999864578247, -4.253699779510498, 1.222999930381775]","[0.1526988595724105, 0.2878222465515136, 0.4085641205310821]","[-3.799099922180176, 8.090799331665039, 4.03410005569458]",,,
"[3.12025785446167, 7.016543388366699, 4.482779026031494]","[-0.2611880004405975, -0.6945670247077942, 0.472335010766983, 0.4756619930267334, -2.352589607238769, -0.9478598833084106, -0.7736430168151855]","[14.75, -20.875, -35.4375]","[0.3137403726577759, 0.0584336221218109, 0.3682295680046081]","[-31.75, -43.3125, -11.75]","[6.162799835205078, 2.0269999504089355, 1.2120999097824097]","[-0.4500156939029693, 0.0180990640074014, 0.4538728594779968]","[-4.030999660491943, 7.964599609375, 4.060100078582764]",,,
"[-2.992905378341675, 10.920767784118652, 4.985647678375244]","[-0.2401770055294037, -0.6901980042457581, 0.4994809925556183, 0.4652499854564667, -2.4139835834503174, -0.9211642742156982, -0.8794403672218323]","[15.625, -21.125, -36.125]","[-0.5130569934844971, 0.0021991147659718, 0.6857398748397827]","[-30.875, -43.5625, -12.4375]","[4.749599933624268, -1.2832999229431152, -2.4972000122070312]","[0.1973792910575866, 0.4977678954601288, 0.7837575674057007]","[-4.429699897766113, 7.809099674224853, 3.945199966430664]",,,
"[0.2247868031263351, 10.32241916656494, 4.845643997192383]","[-0.2029369920492172, -0.6872450113296509, 0.5186439752578735, 0.4663879871368408, -2.413137435913086, -0.8674984574317932, -0.94341641664505]","[14.5, -20.25, -35.9375]","[0.1241627261042594, 0.589327871799469, 0.6195918917655945]","[-32.0, -42.6875, -12.25]","[3.63319993019104, 6.496399879455566, -0.981599986553192]","[-0.6985331177711487, 0.2290046513080597, 0.2666513919830322]","[-4.73259973526001, 7.479599952697754, 4.222099781036377]",,,
"[1.9120956659317017, 7.703746318817139, 4.151268005371094]","[-0.2013259977102279, -0.6673449873924255, 0.5491030216217041, 0.4610889852046966, -2.467677354812622, -0.8868393898010254, -1.0472420454025269]","[14.6875, -21.9375, -34.5625]","[-0.7664962410926819, 0.2696708142757416, 0.332310676574707]","[-31.8125, -44.375, -10.875]","[4.545700073242188, 1.3466999530792236, 0.1869999915361404]","[-0.3923849165439605, 0.3628539443016052, 0.6480233073234558]","[-4.841799736022949, 7.600899696350098, 3.866799831390381]",,,"[45.0, 1.5, 19.719463348388672, 9.468999862670898, 4.446869850158691, 12.518545150756836, 2406.154948773794, 6.6405312, 44.582864]"
"[-0.98665052652359, 12.469107627868652, 4.757604598999023]","[-0.1827110052108764, -0.6584609746932983, 0.5726810097694397, 0.4528569877147674, -2.5044777393341064, -0.8622388243675232, -1.1305718421936035]","[14.125, -22.5, -35.0625]","[-0.1655444800853729, 0.2540675699710846, 0.5711066126823425]","[-32.375, -44.9375, -11.375]","[5.588799953460693, 6.566299915313721, 4.91349983215332]","[-0.3563089668750763, 0.4769461154937744, 0.46434485912323]","[-5.129499912261963, 7.446199893951416, 3.796199798583984]",,,
"[-4.140992164611816, 12.851930618286133, 7.560180187225342]","[-0.1626529991626739, -0.6360509991645813, 0.6032549738883972, 0.4528410136699676, -2.5259478092193604, -0.8530173897743225, -1.2309308052062988]","[13.0625, -23.3125, -35.1875]","[-0.7749261856079102, 0.4191582798957824, 0.4781329333782196]","[-33.4375, -45.75, -11.5]","[4.1691999435424805, 3.2799999713897705, -2.550099849700928]","[-0.4171336889266968, 0.5500754117965698, 0.1827010661363601]","[-5.265699863433838, 7.386999607086182, 3.7246999740600586]",,,
"[-1.0848989486694336, 11.423148155212402, 3.7408347129821777]","[-0.1611389964818954, -0.5963839888572693, 0.6343830227851868, 0.4646680057048797, -2.54606556892395, -0.8974775075912476, -1.3391121625900269]","[10.125, -27.1875, -33.75]","[-1.0689443349838257, 0.4080754220485687, 0.0487121380865573]","[-36.375, -49.625, -10.0625]","[1.434000015258789, 6.597599983215332, -2.262500047683716]","[-0.6999817490577698, 0.6380574703216553, -0.7515038847923279]","[-5.0625, 7.666399955749512, 3.4301998615264893]",,,
"[1.7898859977722168, 6.904609203338623, 2.937685489654541]","[-0.1737769991159439, -0.5661969780921936, 0.6304109692573547, 0.501800000667572, -2.466378927230835, -0.9781482815742492, -1.3086228370666504]","[5.875, -28.0625, -34.125]","[-0.1374097764492035, 0.7045894265174866, -0.8246855139732361]","[-40.625, -50.5, -10.4375]","[7.175099849700928, 2.352599859237671, 1.716599941253662]","[-0.0488343127071857, 0.7590436935424805, -0.4123340249061584]","[-4.275599956512451, 8.134200096130371, 3.423799991607666]",,,
"[0.6106076240539551, 11.956920623779297, 3.6965420246124254]","[-0.1606729924678802, -0.5502439737319946, 0.6226770281791687, 0.5326240062713623, -2.3495962619781494, -0.9975120425224304, -1.2463330030441284]","[3.0, -27.3125, -35.3125]","[0.1066221669316291, 0.5094092488288879, -0.3552094101905823]","[-43.5, -49.75, -11.625]","[3.514799833297729, 9.46339988708496, 1.970099925994873]","[0.7222346663475037, 0.7020761370658875, -0.3127979040145874]","[-3.7361998558044434, 8.238800048828125, 3.785799980163574]",,,
"[0.776248037815094, 0.8432186841964722, 5.364237785339356]","[-0.1565800011157989, -0.5309680104255676, 0.610310971736908, 0.5666329860687256, -2.215637683868408, -1.031212568283081, -1.1582239866256714]","[-1.3125, -27.875, -35.0625]","[-0.1112298294901847, -0.2997079491615295, -1.3472720384597778]","[-47.8125, -50.3125, -11.375]","[0.1013000011444091, -1.7592999935150146, 0.7718999981880188]","[-0.051050879061222, 0.3844960331916809, -0.9747489094734192]","[-3.02839994430542, 8.413299560546875, 4.026599884033203]",,,
"[1.427250623703003, 11.069889068603516, 4.786765575408936]","[-0.1621820032596588, -0.5203740000724792, 0.5711380243301392, 0.6137650012969971, -1.97496235370636, -1.0549583435058594, -0.929726243019104]","[-5.5625, -24.75, -36.875]","[1.037685513496399, 0.5274210572242737, -0.9460731744766236]","[-52.0625, -47.1875, -13.1875]","[5.842099666595459, 6.810999870300293, 4.998600006103516]","[1.1090171337127686, 0.2694264650344848, -0.6959674954414368]","[-1.902199983596801, 8.530599594116211, 4.447400093078613]",,,
