TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
"[-0.5741774439811707, 3.1073482036590576, 6.51423978805542]","[0.8780609965324402, 0.3002009987831116, 0.3686439990997314, 0.0546710006892681, -0.8426226377487183, -0.6034637689590454, 2.988788604736328]","[-6.6875, -43.375, -15.0625]","[-1.0807253122329712, -1.412076115608215, -0.6406230926513672]","[-52.125, -65.375, 5.75]","[-24.02890014648437, 8.496099472045898, -2.874300003051758]","[-1.173664093017578, -0.4761258065700531, -1.045417308807373]","[5.373600006103516, 5.565199851989746, 6.026700019836426]",,,
"[0.551834762096405, 19.3391342163086, 3.7813351154327393]","[0.887781023979187, 0.2564930021762848, 0.3605180084705353, 0.126811996102333, -0.7571794986724854, -0.5786035060882568, -3.093532085418701]","[-10.8125, -43.25, -12.125]","[0.0819955691695213, -0.8459959626197815, -0.4533667266368866]","[-56.25, -65.25, 8.6875]","[-7.475399971008301, 5.358500003814697, 3.213599920272827]","[-0.4428249299526214, -0.0963945314288139, -0.9142034649848938]","[5.9670000076293945, 5.362799644470215, 5.639499664306641]",,,
"[-2.821403741836548, 14.639087677001951, 4.407936096191406]","[0.8874809741973877, 0.2203249931335449, 0.3738180100917816, 0.1552170068025589, -0.7621635794639587, -0.531833291053772, -3.01270055770874]","[-12.0, -43.125, -12.5]","[0.1795420199632644, -0.3029018938541412, -0.887848973274231]","[-57.4375, -65.125, 8.3125]","[-12.823800086975098, 21.428199768066406, 1.9142999649047847]","[0.2057045102119445, -0.1936791837215423, -0.6673964262008667]","[6.113699913024902, 4.973099708557129, 5.836099624633789]",,,
"[-2.5180392265319824, 24.92060279846192, 4.636591911315918]","[0.8815979957580566, 0.2032050043344497, 0.3905889987945556, 0.1700910031795501, -0.7912935614585876, -0.5134227871894836, -2.9788148403167725]","[-13.125, -43.3125, -12.25]","[0.0785572677850723, -0.8763298392295837, 0.4590215981006622]","[-58.5625, -65.3125, 8.5625]","[-14.947199821472168, 14.041500091552734, -3.3210999965667725]","[-0.0736528933048248, -0.5286078453063965, 0.4829151630401611]","[6.004499912261963, 4.816599845886231, 6.075799942016602]",,,
"[-0.1481819301843643, 7.090294361114502, 7.598746299743652]","[0.8750100135803223, 0.2212769985198974, 0.3959499895572662, 0.1691630035638809, -0.8098728656768799, -0.5482556819915771, -2.999558448791504]","[-10.5625, -44.0, -11.4375]","[-0.7200355529785156, -0.4049338400363922, -0.0356221683323383]","[-56.0, -66.0, 9.375]","[-7.681099891662598, 9.682499885559082, 0.5141000151634216]","[-0.4666835963726043, -0.287926971912384, 0.2039766311645507]","[5.771299839019775, 5.111199855804443, 6.060999870300293]",,,"[45.0, 1.5, 25.844284057617188, 11.767000198364258, 12.193718910217283, 133.84902954101562, 2299.516372700222, 6.6642334, 44.5945755]"
"[2.6842832565307617, 14.693052291870115, 4.686994552612305]","[0.8503479957580566, 0.2360289990901947, 0.4278999865055084, 0.1951860040426254, -0.8828497529029846, -0.6046251654624939, -2.982964277267456]","[-8.25, -44.625, -9.6875]","[-0.2672971785068512, -0.89875727891922, 0.2345373481512069]","[-53.6875, -66.625, 11.125]","[-10.14449977874756, 10.853899955749512, 3.921299934387207]","[-0.4460363388061523, -0.3505144715309143, 0.5187118649482727]","[5.122799873352051, 5.574599742889404, 6.232999801635742]",,,
"[-0.7698315978050232, 9.148829460144045, 5.280200958251953]","[0.8190209865570068, 0.2692950069904327, 0.4610059857368469, 0.2101330012083053, -0.980719268321991, -0.6878294348716736, -3.017131090164185]","[-4.75, -45.5625, -8.125]","[-0.5806536078453064, -0.7022855877876282, 0.8108625411987305]","[-50.1875, -67.5625, 12.6875]","[-13.237699508666992, 21.01359939575196, -0.6624000072479248]","[-0.3561518788337707, -0.584563136100769, 0.6690021753311157]","[4.21589994430542, 6.225800037384033, 6.295599937438965]",,,
"[0.3286472856998443, 10.892650604248049, 1.073378086090088]","[0.7797349691390991, 0.310683012008667, 0.4925589859485626, 0.2299429923295974, -1.0955767631530762, -0.7909502387046814, -3.0668184757232666]","[-0.0625, -46.5, -4.25]","[-0.7875972986221313, -0.6348809599876404, 1.2978792190551758]","[-45.5, -68.5, 16.5625]","[-4.214399814605713, -6.042999744415283, -0.088199995458126]","[-0.8426275253295898, -0.776654064655304, 1.1972434520721436]","[3.1549999713897705, 6.9726996421813965, 6.1315999031066895]",,,
"[0.4490373134613037, 7.41748571395874, 3.507141590118408]","[0.728613018989563, 0.3725860118865967, 0.5231959819793701, 0.2378370016813278, -1.280381441116333, -0.913771390914917, 3.0706560611724854]","[7.0625, -45.9375, -1.5625]","[-0.3834313750267029, -0.4340983033180237, 2.0464682579040527]","[-38.375, -67.9375, 19.25]","[-3.8113999366760254, 5.102999687194824, -1.4311000108718872]","[-0.2085319310426712, -0.8070228099822998, 1.9288506507873533]","[1.7149999141693115, 7.764999866485596, 5.738699913024902]",,,
"[0.2425709366798401, 2.020371198654175, 4.156295776367188]","[0.6754180192947388, 0.4507319927215576, 0.5437729954719543, 0.2120399922132492, -1.5665578842163086, -0.996303915977478, 2.75722885131836]","[15.3125, -44.5, 2.3125]","[-1.3150008916854858, -0.0890292450785636, 1.8942058086395264]","[-30.125, -66.5, 23.125]","[-1.2616000175476074, -2.241299867630005, -1.9443999528884888]","[-1.2575446367263794, -0.2198940366506576, 1.876909613609314]","[0.0224999990314245, 8.2322998046875, 5.32889986038208]",,,
"[1.8561575412750244, 2.5346839427948, 7.055606842041016]","[0.6151530146598816, 0.5468429923057556, 0.5349069833755493, 0.1908459961414337, -1.933094143867493, -1.0694866180419922, 2.32507848739624]","[24.3125, -39.1875, 5.625]","[-0.1480213701725006, -0.5318018198013306, 1.8255795240402224]","[-21.125, -61.1875, 26.4375]","[-1.8777999877929688, 2.450000047683716, -2.856299877166748]","[-0.0439299382269382, -0.0307527016848325, 1.6656898260116575]","[-1.670300006866455, 8.599900245666504, 4.406799793243408]",right,STOP,
"[-0.066156581044197, 16.92067527770996, 6.888731479644775]","[0.5585749745368958, 0.6135349869728088, 0.5392810106277466, 0.1440279930830001, -2.2367653846740723, -0.9986737370491028, 1.960436582565308]","[30.875, -33.75, 6.5625]","[0.0035953782498836, 0.4068362414836883, 1.3999634981155396]","[-14.5625, -55.75, 27.375]","[3.920799970626831, 6.555899620056152, 4.327300071716309]","[-0.0978431552648544, -0.3019594252109527, 1.6194212436676023]","[-3.2802999019622803, 8.24489974975586, 4.174900054931641]",left,START,
"[0.5321735739707947, 5.9953203201293945, 6.1828436851501465]","[0.517848014831543, 0.6561530232429504, 0.5362669825553894, 0.1171009987592697, -2.3973429203033447, -0.9359618425369264, 1.759932041168213]","[33.125, -30.3125, 9.1875]","[-1.6615359783172607, 0.0754505842924118, 0.3770085573196411]","[-12.3125, -52.3125, 30.0]","[6.864299774169922, -5.624000072479248, 1.4011999368667605]","[-1.6087746620178225, -0.4987278282642364, 0.5003510117530823]","[-4.277999877929688, 7.895999908447266, 3.93969988822937]",,,
"[-0.5307083129882812, 11.883811950683594, 6.323220729827881]","[0.5030810236930847, 0.6930909752845764, 0.495059996843338, 0.1464529931545257, -2.5621016025543213, -1.0016621351242063, 1.5640230178833008]","[34.125, -27.9375, 11.5625]","[-0.165212869644165, 0.3852465152740478, -0.2094569653272628]","[-11.3125, -49.9375, 32.375]","[3.201200008392334, 0.8452000021934509, 8.176899909973145]","[-0.354703277349472, 0.4139746427536011, -0.1922654658555984]","[-4.421999931335449, 8.260799407958984, 2.893899917602539]",,,
"[0.3330143094062805, 9.417333602905272, 5.879029273986816]","[0.501006007194519, 0.7021600008010864, 0.4833399951457977, 0.1494850069284439, -2.597269296646118, -1.0123454332351685, 1.5127290487289429]","[34.125, -28.4375, 10.5]","[-0.0424464084208011, 0.2894105017185211, -0.2624975144863128]","[-11.3125, -50.4375, 31.3125]","[3.433199882507324, 10.591099739074709, 2.993199825286865]","[0.1391027420759201, 0.7746120095252991, -0.6250198483467102]","[-4.445199966430664, 8.316800117492676, 2.6907999515533447]",,,"[45.0, 1.5, 22.711153030395508, 11.697999954223633, 12.308698654174805, 138.29986572265625, 2298.996511601843, 6.6643452, 44.5944979]"
"[0.7346272468566895, 5.172241687774658, 3.940080404281616]","[0.5157510042190552, 0.708175003528595, 0.4630549848079681, 0.1344189941883087, -2.5546345710754395, -1.0254943370819092, 1.4952205419540403]","[34.0625, -28.625, 9.125]","[-0.2734756469726562, 0.049672070890665, -0.0620464533567428]","[-11.375, -50.625, 29.9375]","[2.06850004196167, -1.7731999158859253, 3.7565999031066895]","[-0.2031737715005874, 0.0574562400579452, -0.121858887374401]","[-4.235099792480469, 8.3843994140625, 2.816999912261963]",,,
