time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status
2024-03-20 14:43:25.200,"[-0.8347814679145813, 9.974971771240234, 6.165663242340088]","[-0.6437209844589233, -0.6118530035018921, 0.1326030045747757, 0.4400840103626251, -1.0395914316177368, -1.130060791969299, 1.2461378574371338]","[16.4375, -22.375, -32.5]","[-1.1399792432785034, 1.0711435079574585, 0.8781100511550903]","[-30.75, -37.5625, 3.3125]","[-4.502199649810791, 0.848800003528595, 4.189199924468994]","[-1.1266798973083496, 0.8800299167633057, 0.9644689559936525]","[2.1191999912261963, 8.869500160217285, 3.6069998741149902]",left,START
2024-03-20 14:43:25.300,"[4.326878070831299, 8.602768898010254, 0.9543287754058838]","[-0.5147349834442139, -0.6559469699859619, 0.3254449963569641, 0.4459429979324341, -1.852550029754639, -1.307500958442688, 0.1237916350364685]","[16.8125, -22.1875, -32.9375]","[0.0312413927167654, 2.152357578277588, 2.549943447113037]","[-30.375, -37.375, 2.875]","[-3.271799802780152, -3.927899837493897, 1.931899905204773]","[-0.2776818871498108, 1.0125876665115356, 3.4233062267303467]","[-0.7095999717712402, 9.46869945526123, 2.451599836349488]",,
2024-03-20 14:43:25.400,"[3.795786619186402, 5.084432125091553, 5.628547668457031]","[-0.4609520137310028, -0.6334720253944397, 0.4437780082225799, 0.4350810050964355, -2.515368938446045, -1.325886368751526, -0.7269512414932251]","[15.8125, -19.9375, -35.0]","[-2.0580224990844727, 0.5324475765228271, 0.6210405230522156]","[-31.375, -35.125, 0.8125]","[-4.212399959564209, 2.018499851226806, 0.6657999753952026]","[-1.3721778392791748, 1.4182370901107788, 1.5647923946380615]","[-1.9264999628067017, 9.513999938964844, 1.3934999704360962]",,
2024-03-20 14:43:25.500,"[1.977782964706421, 3.449450969696045, 8.013201713562012]","[-0.4341729879379272, -0.5989969968795776, 0.5098329782485962, 0.4390490055084228, -2.804326057434082, -1.3164182901382446, -1.1485235691070557]","[13.0625, -21.625, -34.1875]","[-1.5460824966430664, -0.4834038317203522, 1.368250846862793]","[-34.125, -36.8125, 1.625]","[-3.947499990463257, -9.157599449157717, 4.204400062561035]","[-0.4617268443107605, 1.8624058961868288, 0.1229409947991371]","[-2.3285999298095703, 9.491000175476074, 0.8165000081062317]",,
2024-03-20 14:43:25.600,"[-7.756112098693848, -9.48942756652832, 5.366976737976074]","[-0.3920809924602508, -0.5938360095024109, 0.5552700161933899, 0.4304710030555725, -2.910243034362793, -1.2336996793746948, -1.3392653465270996]","[9.6875, -26.5625, -33.375]","[-2.083085298538208, -0.1868898570537567, 1.4549763202667236]","[-37.5, -41.75, 2.4375]","[7.079699993133545, 1.4247000217437744, 15.937399864196776]","[-2.0582144260406494, 2.011474609375, -2.156982660293579]","[-3.1569998264312744, 9.25469970703125, 0.7436000108718872]",,
2024-03-20 14:43:25.700,"[-0.69731605052948, 1.6116807460784912, 5.396482944488525]","[-0.3980070054531097, -0.5464910268783569, 0.5943610072135925, 0.4355129897594452, -3.132086992263794, -1.262060284614563, -1.6477166414260864]","[9.8125, -25.0, -33.1875]","[-1.8215477466583248, 1.053969383239746, -1.4362488985061646]","[-37.375, -40.1875, 2.625]","[-11.553799629211426, 32.33519744873047, 14.61299991607666]","[-1.5612144470214844, 0.0911410897970199, -1.0376156568527222]","[-2.979599952697754, 9.342899322509766, 0.0282999984920024]",,
2024-03-20 14:43:25.800,"[-12.041474342346191, 37.86759185791016, 1.5988192558288574]","[-0.3429169952869415, -0.5170019865036011, 0.6342390179634094, 0.4613640010356903, -3.018161058425904, -1.2220669984817505, -1.6872498989105225]","[8.9375, -28.4375, -31.625]","[-0.7658155560493469, 2.490846633911133, 0.0812974348664283]","[-38.25, -43.625, 4.1875]","[9.287799835205078, -16.806699752807617, 12.188899993896484]","[-1.3963158130645752, 2.2214550971984863, -0.9591282606124878]","[-3.325399875640869, 9.216300010681152, 0.4124999940395355]",,
2024-03-20 14:43:25.900,"[14.213762283325195, 6.100110054016113, 6.197764873504639]","[-0.3451649844646454, -0.4579750001430511, 0.6867020130157471, 0.4467189908027649, 2.964540481567383, -1.1935418844223022, -2.085691213607788]","[6.375, -30.3125, -29.875]","[-2.7291712760925293, 1.705640435218811, 3.759160041809082]","[-40.8125, -45.5, 5.9375]","[3.163599967956543, -5.468899726867676, 0.8126999735832214]","[-3.165870189666748, -1.3836970329284668, 1.5759450197219849]","[-3.5558998584747314, 9.116999626159668, -0.6362000107765198]",,
2024-03-20 14:43:26.000,"[8.551407814025879, 12.278461456298828, -2.7145650386810303]","[-0.3537870049476623, -0.4411830008029938, 0.6822680234909058, 0.463358998298645, 2.914806365966797, -1.2358856201171875, -2.155112028121948]","[3.0625, -34.1875, -27.0625]","[0.5868844389915466, -0.2968805134296417, -0.1497143357992172]","[-44.125, -49.375, 8.75]","[2.5326998233795166, -4.652599811553955, 11.53159999847412]","[-0.8528900146484375, 0.1058891266584396, 0.8357683420181274]","[-3.140699863433838, 9.261799812316896, -0.7246999740600586]",,
2024-03-20 14:43:26.100,"[8.985151290893555, 3.5680978298187256, 1.6829514503479004]","[-0.3466269969940185, -0.454380989074707, 0.6436139941215515, 0.5090649724006653, -3.0736329555511475, -1.326402187347412, -1.8590240478515625]","[0.6875, -32.6875, -28.25]","[1.2307887077331543, 1.733652949333191, 0.7430564761161804]","[-46.5, -47.875, 7.5625]","[6.407700061798096, -1.2874000072479248, 2.8690998554229736]","[-0.0448375083506107, -0.3673568964004516, -1.2109442949295044]","[-2.367300033569336, 9.515199661254885, 0.1611000001430511]",,
