time,TotalAcceleration,Orientation,Magnetometer,GyroscopeUncalibrated,MagnetometerUncalibrated,Accelerometer,Gyroscope,Gravity,Behavior,Status,STYLE,SKIER_LEVEL,SLOPE,bearingAccuracy_speedAccuracy_verticalAccuracy_horizontalAccuracy_speed_bearing_altitude_longitude_latitude
2024-03-20 10:48:46.300,"[0.6872987151145935, 7.912827014923096, 6.409067153930664]","[0.804485023021698, 0.4157299995422363, 0.3885639905929565, 0.1702609956264495, -0.941124677658081, -0.9293173551559448, 3.0593936443328857]","[1.75, -45.625, -9.0]","[-0.3027448058128357, 0.1920211166143417, 0.1550725102424621]","[-45.0625, -60.9375, 25.5625]","[1.4476999044418335, 6.882099628448486, -1.5750999450683594]","[-0.3060958385467529, 0.2178694456815719, 0.1580046564340591]","[3.4554998874664307, 7.857199668884277, 4.742700099945068]",right,START,skidded_short,beginner,blue,
2024-03-20 10:48:46.400,"[2.631017208099365, 9.76364040374756, 3.967163562774658]","[0.8055949807167053, 0.4206219911575317, 0.3783110082149505, 0.1759900003671646, -0.908422350883484, -0.9456198811531068, 3.082267999649048]","[1.5625, -45.5625, -8.375]","[0.0310145001858472, -0.3800978064537048, -0.0719250217080116]","[-45.25, -60.875, 26.1875]","[-4.019799709320068, 0.6092999577522278, 2.2802000045776367]","[0.0276634693145751, -0.3542494773864746, -0.068992868065834]","[3.5295000076293945, 7.9517998695373535, 4.5254998207092285]",,,skidded_short,beginner,blue,
2024-03-20 10:48:46.500,"[1.939475655555725, 9.426700592041016, 3.9043684005737305]","[0.8012509942054749, 0.4130370020866394, 0.3942959904670715, 0.1786800026893615, -0.9478662014007568, -0.9319735169410706, 3.075493812561035]","[1.9375, -45.6875, -7.75]","[-0.753929853439331, 0.2047794759273529, 0.1002866178750991]","[-44.875, -61.0, 26.8125]","[-0.116299994289875, 2.345700025558472, -0.9536999464035034]","[-0.7572808861732483, 0.2306278049945831, 0.1032187715172767]","[3.41129994392395, 7.872699737548828, 4.748899936676025]",,,skidded_short,beginner,blue,
2024-03-20 10:48:46.600,"[0.5744360089302063, 11.02645778656006, 6.177423477172852]","[0.7908949851989746, 0.4099099934101105, 0.4046880006790161, 0.20660400390625, -0.9503352046012878, -0.9537858366966248, 3.133007764816284]","[1.3125, -45.875, -7.4375]","[0.3502701222896576, -0.597967267036438, -0.1277406513690948]","[-45.5, -61.1875, 27.125]","[-0.8472999930381775, 5.68179988861084, -0.8409000039100647]","[0.3469190895557403, -0.5721189379692078, -0.1248084977269172]","[3.2988998889923096, 7.99839973449707, 4.616499900817871]",,,skidded_short,beginner,blue,
2024-03-20 10:48:46.700,"[2.529292345046997, 12.40138053894043, 4.116916179656982]","[0.7849630117416382, 0.4042069911956787, 0.4047839939594269, 0.2379020005464553, -0.9085519909858704, -0.9740580320358276, -3.05918550491333]","[1.0625, -45.8125, -7.25]","[-0.0406312644481658, -0.4163657426834106, -0.140499010682106]","[-45.75, -61.125, 27.3125]","[-3.800299882888794, -3.9438998699188232, -1.6881999969482422]","[-0.0439822971820831, -0.3905174136161804, -0.1375668495893478]","[3.388499975204468, 8.111800193786621, 4.345900058746338]",,,skidded_short,beginner,blue,
2024-03-20 10:48:46.800,"[-0.9751487970352172, 5.669125080108643, 4.630338191986084]","[0.7836350202560425, 0.3717139959335327, 0.4358159899711609, 0.2404329925775528, -0.9724483489990234, -0.9143159985542296, -3.054931640625]","[-0.9375, -46.3125, -5.25]","[0.1042834222316742, -0.5550321340560913, -0.5582086443901062]","[-47.75, -61.625, 29.3125]","[-4.479499816894531, -2.27649998664856, 1.497499942779541]","[0.1009323894977569, -0.5291838049888611, -0.5552765130996704]","[3.371299982070923, 7.768299579620361, 4.945399761199951]",,,skidded_short,beginner,blue,
2024-03-20 10:48:46.900,"[0.2011416852474212, 8.828714370727539, 9.241781234741213]","[0.7739880084991455, 0.3681820034980774, 0.4335420131683349, 0.2782529890537262, -0.9227752685546876, -0.9462109208106996, -2.94976806640625]","[-1.3125, -45.9375, -8.1875]","[-0.2628640234470367, -0.3796440064907074, -0.2946988344192505]","[-48.125, -61.25, 26.375]","[-1.7843999862670898, 0.5471000075340271, -7.200199604034424]","[-0.2661976218223572, -0.3537956774234772, -0.2917667031288147]","[3.461399793624878, 7.955199718475342, 4.572000026702881]",,,skidded_short,beginner,blue,
2024-03-20 10:48:47.000,"[-3.2484912872314453, 5.547068595886231, 7.619039535522461]","[0.7684699892997742, 0.3533859848976135, 0.4534310102462768, 0.281019002199173, -0.97333562374115, -0.9239336252212524, -2.9556212425231934]","[-3.125, -45.875, -3.8125]","[-0.2031563222408294, -0.5863258838653564, -0.3153286278247833]","[-49.9375, -61.1875, 30.75]","[-4.982100009918213, -4.854000091552734, 4.410200119018555]","[-0.2065073549747467, -0.5604601502418518, -0.3123964965343475]","[3.3248000144958496, 7.825500011444092, 4.886399745941162]",,,skidded_short,beginner,blue,"[45.0, 1.5, 9.399999618530272, 5.771999835968018, 7.692298889160156, 119.57337951660156, 2316.9517176849768, 6.6642003, 44.5947467]"
2024-03-20 10:48:47.100,"[3.606041193008423, 19.62321281433105, 1.768443584442139]","[0.760345995426178, 0.3549239933490753, 0.4454230070114136, 0.3122499883174896, -0.9141153693199158, -0.9577459096908568, -2.862227439880371]","[-3.6875, -46.25, -4.625]","[-0.9987995624542236, -0.2041337043046951, -0.4822868406772613]","[-50.5, -61.5625, 29.9375]","[-1.1791999340057373, -4.451200008392334, -1.507200002670288]","[-1.0021506547927856, -0.1782853752374649, -0.4793546795845032]","[3.444599866867065, 8.02079963684082, 4.468899726867676]",,,skidded_short,beginner,blue,
2024-03-20 10:48:47.200,"[0.3519955575466156, 8.024253845214844, 1.956120252609253]","[0.7655590176582336, 0.3302249908447265, 0.4696699976921081, 0.2903090119361877, -0.9971953630447388, -0.8919734358787537, -2.9260241985321045]","[-5.375, -45.5, -3.0625]","[-0.2144137024879455, -0.3195697963237762, -0.3207217156887054]","[-52.1875, -60.8125, 31.5]","[-6.538300037384033, -7.152099609375, 3.1636998653411865]","[-0.2177472710609436, -0.293721467256546, -0.3177720904350281]","[3.3413000106811523, 7.632599830627441, 5.171799659729004]",,,skidded_short,beginner,blue,
